x Desnivel 3,y Desnivel 3,z Desnivel 3,i Desnivel 3,sep ,x Desnivel 2,y Desnivel 2,z Desnivel2,i Desnivel2
2,-47,68,0,,-5,-3,,
-4,32,-14,0,,4,28,106,
0,-60,69,0,,0,-5,42,36
2,2,27,0,,-4,-5,1,0
-7,-17,18,0,,-2,-77,74,0
-4,-65,65,0,,-4,46,-10,0
0,36,-8,0,,-3,-57,54,0
-7,9,2,0,,3,-59,72,0
2,-41,62,0,,-4,40,-20,0
0,24,4,0,,0,-68,72,0
-7,-42,41,0,,0,-9,34,0
1,-55,72,0,,-6,-3,7,0
-3,37,-19,0,,0,-59,66,0
-2,-59,75,0,,-5,33,-4,0
0,-5,38,0,,-6,15,-9,0
-7,-10,9,31,,1,-45,67,0
2,-23,49,97,,-6,24,9,0
-3,36,-9,141,,-3,-37,39,0
-5,-54,60,207,,-4,12,26,0
-3,30,1,281,,-8,39,-16,0
-5,-49,47,341,,1,-61,69,64
0,18,14,367,,-9,40,-14,120
-8,-33,34,379,,1,-61,68,166
-1,6,30,377,,0,-20,52,244
-5,41,-16,374,,-7,8,-2,309
-3,-63,68,357,,-1,-39,61,357
-5,42,-12,,,-7,23,-12,374
,281,,,,2,-52,72,379
-5,-57,63,210,,-8,40,-17,375
-4,36,1,137,,-2,-63,73,368
-7,-48,50,62,,-8,44,-18,316
-2,19,16,0,,-2,-61,71,240
-7,39,-21,0,,-6,43,-7,164
-2,-64,80,0,,-6,-53,59,91
-7,48,-20,0,,-1,-36,62,8
-3,-67,75,0,,-8,21,,
-1,-24,55,0,,-8,0,,
-6,9,-5,0,,0,-47,68,0
-6,-63,64,0,,-4,14,23,0
-4,35,0,0,,-7,-25,31,0
-8,-45,46,0,,-3,-4,30,0
0,-55,77,0,,-6,27,-6,0
-7,39,-21,0,,-5,-40,54,0
-2,-61,79,0,,0,-22,42,0
-3,-3,40,0,,-5,16,4,0
0,-20,55,0,,-5,16,4,0
0,-20,55,0,,-8,3,8,0
-2,42,-3,0,,-8,3,8,0
-7,-55,57,65,,-2,-26,49,0
-1,31,7,116,,-3,15,10,0
-8,19,-20,162,,-8,-31,40,0
2,-45,57,252,,-4,11,7,0
-15,24,-17,322,,-5,8,0,0
0,-57,72,361,,-7,-37,45,40
-6,34,-,,,-2,13,16,102
15,375,,,,-7,-36,37,151
-1,-60,70,382,,-2,10,26,225
-4,38,-12,372,,-6,-28,21,305
-4,-58,63,365,,-1,-8,44,356
-3,31,-4,307,,-5,-7,2,374
-6,-49,56,229,,1,-35,62,378
0,25,6,174,,-1,40,-2,375
-6,25,-17,89,,-6,-55,47,373
1,-51,74,25,,-1,18,20,349
-6,32,-19,0,,-6,-30,21,267
0,-63,73,0,,0,-8,46,204
2,-2,40,0,,-4,2,-2,
-7,-11,9,0,,,129,,
-3,-65,65,0,,2,-40,71,65
-2,37,-6,0,,-5,47,-8,0
-6,-58,51,0,,-4,-61,51,0
4,-51,62,0,,-3,23,16,0
-6,35,-15,0,,-4,52,-25,0
1,-61,71,0,,1,-76,79,0
1,-2,29,0,,0,-13,42,0
-8,-14,13,0,,-5,2,2,0
-2,-63,71,0,,-3,-72,65,0
-2,40,-12,0,,-4,35,-3,0
-6,-56,63,0,,-2,-46,48,0
-2,30,0,0,,3,-57,74,0
-6,21,-14,33,,-7,39,-24,0
3,-51,68,97,,1,-64,75,0
-6,32,-14,149,,-3,-5,37,0
-1,-54,71,214,,-5,-5,11,0
-5,35,-14,298,,1,-61,72,0
-2,-61,67,351,,-9,40,-8,0
-2,36,-10,375,,-2,-57,56,51
-9,-1,5,381,,3,-37,61,110
1,-27,55,376,,-8,22,-9,153
-,,,,,2,-46,71,223
6,15,-5,374,,-9,32,-16,306
0,-45,66,352,,0,-60,70,353
-7,32,-16,269,,-6,39,-17,375
-1,-55,74,198,,0,-62,72,379
-5,42,-16,115,,-8,45,-12,375
-3,-62,74,42,,-4,-63,63,369
-5,43,-14,0,,-6,38,-3,330
-8,2,2,0,,-8,20,-8,256
0,-32,63,0,,0,-45,72,184
-4,38,-1,0,,-9,35,-15,109
-6,-53,53,0,,0,-56,72,38
0,-51,74,0,,-7,39,-1,
-7,37,-20,0,,5,0,,
-2,-63,78,0,,-3,-59,71,0
-5,47,-21,0,,-2,-11,45,0
-8,-14,16,0,,-8,0,7,0
-1,-17,51,0,,-4,-53,59,0
-9,8,-3,0,,-4,27,2,0
-6,-59,64,0,,-6,-45,51,0
-3,35,0,0,,-1,-38,57,0
-5,24,-13,0,,-8,21,-1,0
-2,-47,74,0,,0,-41,57,0
-8,33,-17,18,,0,3,20,0
0,-57,74,85,,-5,19,-4,0
0,3,31,122,,-4,-40,59,0
-7,-17,22,180,,-4,18,-2,0
-2,-11,44,267,,-6,-16,30,0
-8,-4,6,326,,0,-4,29,0
1,-31,57,362,,-7,-17,26,0
-7,1,,,,-4,-40,62,67
3,-6,376,,,-3,19,-7,117
-7,-51,55,381,,-4,-47,63,174
-2,23,8,370,,-2,28,-4,253
-6,-40,38,367,,-5,-56,57,321
0,8,24,329,,-2,29,3,362
-7,-24,27,244,,-3,18,-14,374
0,-3,36,189,,0,-56,73,377
-4,37,-19,100,,-4,44,-22,372
-2,-61,72,31,,-1,-73,76,364
-4,37,-12,0,,-4,51,-21,307
-3,-63,64,0,,-3,-72,70,230
-3,37,0,0,,-3,46,-5,156
-5,20,-13,0,,-5,-57,50,79
2,-56,70,0,,-4,21,21,2
0,18,16,0,,-3,,,
-7,-34,28,0,,-32,19,0,
0,-70,71,0,,2,-84,86,0
-3,46,-16,0,,-6,61,-23,0
-2,-65,65,0,,-1,-77,69,0
4,-35,56,0,,2,-48,68,0
-6,20,-14,0,,-3,35,-21,0
1,-52,73,0,,3,-72,77,0
0,22,9,0,,-2,12,22,0
-7,-33,35,0,,-5,-18,19,0
1,-61,78,0,,2,-72,78,0
-4,41,-21,26,,-6,47,-19,0
0,-64,72,91,,0,-64,67,0
-5,40,-12,140,,0,-40,68,0
-3,-57,62,205,,-7,28,-16,0
-4,31,-2,286,,2,-52,76,0
-7,15,-6,343,,-5,20,17,0
0,-45,63,367,,-3,-33,31,56
,,,,,-4,3,32,108
,,,,,-9,40,-14,158
-6,25,-14,379,,2,-59,70,226
1,-50,69,377,,-8,38,-10,309
-6,36,-14,373,,-1,-60,62,357
-2,-58,68,351,,-6,35,-4,375
-6,40,-13,272,,-5,-53,55,381
-3,-57,66,201,,-5,30,8,375
-3,38,-3,124,,-7,-44,41,374
-7,-52,57,49,,-4,16,21,334
-4,27,6,0,,-8,-25,28,253
-8,29,-17,0,,0,-2,38,187
0,-56,76,0,,-6,43,-12,109
0,14,26,0,,-4,-59,67,34
-8,-24,25,0,,-6,38,,
-3,-65,76,0,,-5,0,,
-5,44,-18,0,,-5,-54,56,0
-5,-65,70,0,,0,-37,63,0
-4,41,-7,0,,-7,22,-6,0
-9,18,-8,0,,0,-48,65,0
0,-46,69,0,,-3,12,20,0
-3,25,8,0,,-9,-28,32,0
-7,-38,38,0,,-3,-53,64,0
-2,8,30,0,,-4,30,-5,0
-6,40,-17,0,,-3,-47,60,0
-4,-58,73,0,,-5,24,-2,0
0,-10,43,0,,-8,-2,13,0
-9,-4,8,54,,-1,-22,44,0
1,-27,57,108,,-2,17,3,0
-5,32,-1,156,,-6,-35,55,0
-6,-48,54,233,,-2,15,4,0
-3,22,6,300,,-7,1,7,0
-6,-42,43,354,,-6,-36,51,66
0,10,21,,,-2,14,7,113
,370,,,,-5,-39,48,169
-9,-26,27,377,,-3,18,13,246
1,-4,34,375,,-5,-40,35,320
-6,36,-16,368,,-2,8,28,362
-2,-60,69,343,,-2,34,-17,374
-2,35,-11,257,,-3,-65,74,379
-6,-53,64,194,,-4,47,-14,373
-1,32,-5,111,,-5,-69,61,365
-7,-51,53,42,,-1,38,1,320
-1,23,11,0,,-4,-53,43,238
-6,-44,37,0,,-3,19,24,169
0,-57,76,0,,-5,-26,16,87
-3,41,-21,0,,0,-15,54,18
-1,-69,73,0,,-3,,,
1,-13,44,0,,7,-12,0,
-5,-1,1,0,,-1,-82,75,0
-5,-70,62,0,,-7,51,-5,0
0,36,0,0,,-4,41,-29,0
-8,32,-13,0,,4,-79,86,0
2,-63,72,0,,-4,61,-32,0
-4,43,-23,0,,-4,-24,16,0
-2,-67,76,0,,0,-23,52,0
1,-11,41,0,,-6,19,-11,0
-6,1,5,0,,-1,-71,65,0
-3,-64,70,0,,-5,36,1,0
-4,39,-7,4,,-3,-48,42,0
-7,17,-13,76,,2,-69,85,0
2,-50,69,122,,-7,53,-30,0
-6,33,-16,184,,3,-70,82,0
1,-56,73,258,,-2,-10,48,0
-6,37,-18,332,,-5,0,2,39
-2,-62,69,366,,2,-65,69,101
-4,37,-14,380,,-11,40,-5,152
-4,-55,65,381,,0,-55,57,213
-4,35,-4,375,,-6,28,7,286
-5,-52,53,364,,-4,-46,43,345
-4,26,,,,-5,16,18,370
,6,305,,,-7,-31,30,378
-6,27,-14,219,,0,4,32,375
0,-49,72,151,,-8,42,-14,372
-7,37,-16,68,,0,-63,68,354
-2,-59,73,0,,-8,42,-12,278
-6,42,-17,0,,-3,-58,63,205
-3,-63,73,0,,-4,37,1,134
0,-18,55,0,,-8,-48,53,63
-9,9,-4,0,,-4,23,12,0
-6,-60,60,0,,,,,
-4,33,1,0,,-8,30,-13,0
-8,-49,49,0,,0,-55,72,0
0,-56,76,0,,-1,7,31,0
-8,43,-21,0,,-9,-17,22,0
-3,-64,77,0,,-1,-13,40,0
0,-5,37,0,,-5,33,-7,0
-8,-4,8,0,,-5,-53,58,0
-4,-61,72,0,,-3,27,3,0
-5,39,-8,0,,-9,13,4,0
-7,14,-6,0,,-1,-36,55,0
0,-40,67,0,,-2,14,10,0
-8,25,-12,39,,-8,-30,40,0
0,-52,72,99,,0,5,20,0
-2,12,23,141,,-4,18,1,0
-7,-26,28,211,,-8,-20,37,0
-1,-4,35,291,,0,0,21,0
-8,-14,16,349,,-5,13,-1,18
1,-18,47,,,-3,-36,59,87
,367,,,,-3,14,-2,133
-8,3,3,376,,-4,-38,62,198
-6,-52,59,379,,-3,21,-8,276
-2,28,0,372,,-4,-52,62,340
-6,-46,49,358,,-1,30,-4,367
-1,17,13,290,,-4,-1,-2,375
-7,-34,40,210,,-1,-38,63,375
0,9,21,161,,-4,28,-17,368
-4,32,-19,73,,0,-64,77,355
-1,-56,76,2,,-3,48,-25,280
-4,34,-18,0,,-2,-74,80,208
-2,-64,70,0,,-3,5,,
3,-16,52,0,,6,-22,123,
-6,3,-4,0,,-3,-74,69,52
-5,-64,60,0,,-4,43,0,0
-2,33,3,0,,-4,38,-32,0
-6,-52,39,0,,1,-75,89,0
2,-64,71,0,,-4,62,-34,0
-4,47,-18,0,,-5,-25,14,0
-3,-70,72,0,,0,-22,55,0
2,-20,46,0,,-4,15,-13,0
-7,8,-7,0,,-2,-80,64,0
-5,-65,63,0,,-4,41,1,0
0,36,-1,0,,-4,-47,39,0
-8,-47,49,0,,2,-80,88,0
1,-58,79,0,,-5,60,-34,0
-6,42,-26,45,,0,-79,83,0
0,-68,79,103,,0,-24,56,0
-5,45,-19,160,,-6,17,-8,0
-2,-64,70,232,,-1,-65,69,0
-4,38,-9,307,,2,-58,77,103
-5,-57,56,356,,-5,17,18,112
1,-43,64,374,,-5,17,18,132
-8,25,-14,381,,-3,-30,30,192
1,-50,7,,,-4,0,36,266
0,375,,,,-9,41,-18,336
-6,34,-16,369,,0,-64,68,366
-1,-58,70,329,,-6,40,-11,378
-6,40,-15,240,,-2,-57,63,377
-4,-57,69,171,,-7,37,-1,374
-4,40,-8,94,,-5,-54,50,358
-6,-56,61,24,,-5,27,9,298
-3,33,2,0,,-6,-39,42,221
-9,23,-10,0,,-2,15,25,149
0,-48,73,0,,-9,-25,26,72
-3,23,16,0,,-2,-59,70,0
-7,-35,33,0,,,,,
-3,4,32,0,,-6,40,-12,0
-5,45,-19,0,,-4,-59,68,0
-6,-67,74,0,,-5,37,-2,0
-3,46,-15,0,,-9,8,0,0
-7,9,0,0,,-6,-53,55,0
0,-39,66,0,,-2,24,7,0
-4,34,0,0,,-9,-42,44,0
-9,-45,47,0,,-2,-47,63,0
-2,-54,76,0,,-7,29,-8,0
-4,39,-19,0,,-2,-49,63,0
-4,-57,77,0,,0,-6,30,0
-7,40,-15,24,,-8,-10,23,0
-8,-10,15,92,,-2,-15,38,0
0,-21,51,134,,-3,22,0,0
-7,6,2,186,,-6,-37,55,0
-1,-34,60,270,,-1,-19,40,0
-7,16,-7,333,,-6,-3,16,44
-6,-46,47,3,,-2,-21,43,103
64,,,,,-5,-4,9,152
-4,25,-13,377,,-2,-21,50,223
-7,-32,37,379,,-3,1,0,290
0,3,26,369,,-4,-42,47,348
-7,-19,20,362,,-3,15,15,372
1,-12,40,302,,-5,-39,33,376
-6,-5,11,224,,-1,7,31,376
0,-20,50,165,,-5,-19,13,368
-6,2,0,90,,-1,-20,53,348
-4,-52,59,27,,-3,11,-11,267
-2,26,0,0,,0,-46,76,199
-5,8,-11,0,,-2,39,1,126
0,-40,70,0,,-5,-52,45,52
-5,26,-17,0,,-3,16,,
-6,-44,33,0,,27,0,,
0,7,30,0,,-4,-27,13,0
-2,40,-17,0,,1,-85,87,0
-3,-70,67,0,,-5,64,-24,0
-2,44,-9,0,,0,-81,69,0
-8,12,-3,0,,2,-54,78,0
3,-49,64,0,,-4,44,-31,0
1,26,6,0,,4,-82,86,0
-7,-40,38,0,,-1,12,29,0
1,-62,78,0,,-5,-14,11,0
-5,47,-23,0,,1,-86,84,0
-2,-68,77,0,,-7,58,-23,0
-4,36,-2,133,,-4,-45,44,0
-9,23,-14,156,,5,-69,77,0
-9,23,-14,175,,-5,11,27,0
-7,-55,48,212,,-5,11,27,0
3,-51,74,290,,-15,52,-32,28
-6,25,-28,350,,-2,-20,16,92
0,-68,66,370,,-2,-24,44,136
-8,36,-20,379,,-6,-3,0,192
-3,-60,63,,,-2,-25,65,274
,376,,,,-9,13,-12,342
-8,33,-12,373,,3,-45,67,366
-4,-56,60,341,,-10,28,-12,378
-5,33,1,270,,3,-51,72,376
-7,-46,51,194,,-9,36,-17,372
-1,23,14,121,,1,-60,71,353
-7,31,-13,40,,-1,1,36,288
-1,-53,72,0,,-9,-12,16,211
-7,38,-16,0,,0,-14,48,137
-2,-61,73,0,,-10,3,4,70
0,-7,45,0,,2,-30,58,1
-8,-4,7,0,,,,,
-5,-63,65,0,,-3,34,1,0
-3,39,-6,0,,-8,-48,52,0
-9,-57,55,0,,0,-42,67,0
0,-46,69,0,,-7,28,-10,0
-7,35,-16,0,,-2,-54,66,0
-2,-60,75,0,,0,5,28,0
-1,7,27,0,,-10,-20,25,0
-10,-17,18,0,,-5,-56,64,0
0,-15,48,0,,-3,33,-5,0
-4,44,-13,0,,-6,-50,57,0
-8,-57,65,0,,0,-27,48,0
-4,32,0,12,,-8,11,5,0
-7,20,-8,82,,-2,-35,55,0
0,-49,71,126,,-1,14,11,0
-6,32,-14,188,,-8,-27,44,0
-2,-55,72,271,,0,4,18,0
-5,33,-16,338,,-4,13,2,20
-2,-59,7,,,-7,-23,38,88
0,365,,,,-1,-3,21,133
-3,33,-11,378,,-5,-21,34,200
-5,-54,62,378,,-2,-2,27,279
-4,29,-4,373,,-4,-23,25,343
-5,-50,55,354,,-4,-8,36,367
-2,22,5,290,,-2,-14,9,376
-4,20,-10,208,,-1,-21,53,375
-1,-43,70,140,,-5,10,-8,370
-4,24,-16,55,,0,-49,70,355
0,-48,73,0,,-4,24,13,290
-4,27,-18,0,,-3,-40,32,211
-2,-56,73,0,,-3,,,
0,0,38,0,,7,35,147,
-5,-16,8,0,,-4,-16,9,68
-2,-65,66,0,,-1,-24,58,0
-2,39,-7,0,,-4,53,-21,0
-5,10,-8,0,,-1,-74,67,0
1,-49,65,0,,-6,45,3,0
-4,38,-16,0,,-3,43,-32,0
-6,-38,33,0,,3,-81,87,0
2,-4,33,0,,-4,63,-33,0
-7,-8,8,0,,-3,-20,7,0
-3,-68,72,0,,1,-29,60,0
-3,44,-10,0,,-7,64,-19,0
-7,20,-10,0,,-2,-74,60,0
3,-50,73,0,,-4,35,5,0
-6,35,-24,60,,-5,54,-36,0
1,-65,78,110,,3,-81,93,0
-2,7,29,161,,-7,65,-36,0
-5,-19,19,237,,-5,-8,8,0
0,-16,47,310,,0,-28,61,0
-7,3,1,354,,-9,53,-19,57
1,-37,58,373,,0,-66,65,110
-4,33,-4,381,,-10,36,2,161
-4,-47,,,,-2,-47,44,232
50,377,,,,-6,16,22,306
-3,18,15,374,,-4,-32,26,357
-8,-33,33,344,,-2,-1,37,374
-1,4,29,276,,-8,-12,13,379
-6,-17,20,193,,1,-15,50,374
0,-8,44,128,,-8,40,-9,372
-6,39,-9,51,,1,-30,60,334
-5,-55,63,0,,-8,36,0,261
-4,34,-4,0,,-5,-49,52,188
-5,-51,57,0,,-3,27,13,114
1,-35,66,0,,-10,-39,40,33
-9,23,-11,0,,-,,,
-1,-53,69,0,,1,12,23,0
-1,14,20,0,,-8,34,-12,0
-9,-30,29,0,,-1,-56,70,0
1,-1,38,0,,-6,37,-8,0
-6,44,-16,0,,-9,-9,14,0
-5,-62,66,0,,0,-21,48,0
2,-26,54,0,,-2,32,-2,0
-8,15,-5,0,,-8,-52,55,0
0,-44,70,0,,0,25,9,0
-2,26,10,0,,-9,21,-2,0
-9,-37,39,0,,-2,-45,61,0
0,8,28,0,,0,9,17,0
-6,37,-16,62,,-10,-23,32,0
-3,-59,73,113,,0,-5,31,0
-6,37,-10,171,,-3,26,-1,0
-4,-55,64,250,,-7,-42,57,0
-3,29,-2,318,,0,-15,35,0
-6,9,0,358,,-6,-5,18,62
,,,,,-1,-21,43,114
,,,,,-4,-1,14,171
0,-39,62,370,,-6,-34,53,247
-7,22,-10,376,,-1,11,3,315
1,-47,63,374,,-4,-40,50,361
-5,27,-13,368,,-2,15,9,375
-2,-52,69,328,,-5,-39,40,377
-4,31,-14,243,,-2,12,22,373
-3,-49,68,173,,-4,-31,23,368
-1,28,-11,87,,-3,-5,41,329
-4,-50,66,20,,-2,-7,2,254
0,-20,50,0,,-4,-66,73,182
-5,-3,0,0,,-4,47,-13,97
-4,-52,59,0,,-3,-66,61,29
0,30,2,0,,,,,
-4,11,-10,0,,,,,
0,-47,68,0,,-4,33,5,0
-2,29,-17,0,,-2,41,-32,0
0,-63,69,0,,0,-74,89,0
3,-1,36,0,,-4,61,-33,0
-7,-6,7,0,,-2,-23,8,0
-4,-66,62,0,,-2,-26,60,0
-1,37,-5,0,,-2,17,-20,0
-6,23,-14,0,,-3,-80,61,0
2,-56,75,0,,-5,41,7,0
-5,43,-23,0,,-3,-45,33,0
-7,-31,32,0,,3,-88,90,0
0,-3,36,9,,-6,67,-34,0
-5,49,-26,81,,0,-85,83,0
-1,-72,74,126,,-1,-36,66,0
-4,46,-12,197,,-5,31,-23,0
-4,-61,60,276,,3,-62,86,0
-5,30,4,336,,-8,32,9,30
-5,-46,40,367,,-3,-40,34,101
1,10,22,379,,-6,5,35,140
-7,-21,23,3,,-3,-15,12,209
80,,,,,3,-72,80,286
0,-10,43,375,,-10,47,-17,352
-8,-3,2,368,,-1,-66,64,369
-2,-60,65,309,,-8,37,-2,379
-5,38,-5,228,,-2,-51,51,375
-6,-50,57,158,,-6,25,13,372
-4,29,8,86,,-6,-39,36,339
-7,-42,43,9,,-4,12,25,262
0,-50,69,0,,-7,-24,27,189
-8,33,-14,0,,0,0,40,126
0,-55,73,0,,-11,-11,15,44
-1,1,35,0,,1,,,
-8,-15,15,0,,-16,46,0,
-4,-62,69,0,,-5,34,-6,0
-4,40,-8,0,,-5,-53,59,0
-7,-58,62,0,,2,-28,59,0
1,-34,60,0,,-10,14,-4,0
-9,24,-11,0,,0,-43,61,0
0,-52,70,0,,0,16,16,0
0,16,18,0,,-10,-33,37,0
-9,-26,29,0,,2,5,28,0
0,-4,39,0,,-7,32,-6,0
-5,43,-15,0,,-5,-52,59,0
-6,-59,69,0,,1,-14,38,0
0,-24,53,28,,-9,-1,14,0
-8,11,-1,92,,-6,-45,58,0
0,-40,66,134,,-1,22,6,0
-6,25,-11,201,,-10,-36,47,0
0,-51,69,280,,0,-32,50,0
-5,30,-12,343,,-5,11,5,56
-1,-56,68,366,,-3,-35,54,109
-5,32,-13,379,,-4,12,1,160
-4,-5,,,,-7,-23,36,235
3,64,377,,,0,-3,20,302
2,-19,46,373,,-4,-23,32,356
-7,2,4,356,,-2,-5,29,372
1,-30,56,293,,-5,-16,17,377
-6,12,-3,218,,-2,-12,44,373
0,-34,59,156,,-3,-3,1,367
0,17,5,80,,-1,-33,62,332
-6,-38,44,12,,-3,30,3,259
0,9,15,0,,-5,-48,47,
-4,14,-11,0,,187,,,
-2,-42,67,0,,-2,22,16,110
-2,24,-13,0,,-3,-37,30,32
-6,-29,22,0,,-3,1,37,0
0,-7,39,0,,-3,49,-28,0
-2,32,-9,0,,0,-75,78,0
-5,-59,56,0,,-4,53,-15,0
0,32,5,0,,-3,14,-15,0
-6,18,-6,0,,0,-56,78,0
1,-54,64,0,,-2,45,-32,0
1,12,20,0,,-5,-51,33,0
-7,-25,22,0,,-1,7,36,0
-1,-63,72,0,,-5,-8,3,0
-4,45,-16,0,,0,-87,80,0
-4,-64,67,0,,-5,58,-18,0
-2,38,-7,29,,-5,32,-27,0
-5,21,-16,98,,3,-67,88,0
2,-55,78,137,,-6,58,-36,0
-6,41,-22,213,,-5,-38,34,0
1,-67,76,286,,-4,0,39,18
-6,47,-22,350,,-4,-8,2,86
-2,-70,71,369,,1,-80,82,125
-4,43,-11,381,,-9,54,-16,189
-5,,,,,0,-65,64,260
-56,59,377,,,-9,35,2,325
-2,28,4,373,,-4,-51,44,363
-7,27,-16,348,,-4,18,22,376
0,-53,73,274,,-9,44,-23,377
-6,38,-18,190,,2,-64,77,373
-1,-56,73,117,,-9,44,-19,365
-6,39,-14,32,,-1,-63,70,302
-3,-57,67,0,,-8,42,-9,224
-6,35,-7,0,,-4,-56,64,152
-9,2,4,0,,-6,34,2,80
1,-29,60,0,,-7,-49,4,
-3,31,2,0,,9,6,,
-7,-49,49,0,,2,-41,64,0
-2,21,14,0,,-9,25,-7,0
-7,30,-15,0,,0,-48,69,0
-2,-56,72,0,,-2,10,25,0
-5,42,-14,0,,-8,-25,24,0
-10,-16,19,0,,-2,-56,64,0
0,-17,48,0,,-4,32,-6,0
-9,7,0,0,,-7,-53,60,0
-6,-57,65,0,,2,-21,47,0
-1,33,4,0,,-8,8,4,0
-7,26,-11,0,,-7,-47,52,0
-2,-51,73,0,,-1,20,10,0
-7,35,-18,76,,-9,-33,43,0
-8,-29,30,121,,-2,-44,62,0
0,-3,38,173,,-3,26,-4,0
-7,-8,13,247,,-4,-45,60,0
-2,-24,48,320,,0,-6,31,25
-7,4,2,361,,-7,-12,24,92
1,-37,59,373,,0,-16,36,134
0,24,4,378,,-4,-4,18,202
-,,,,,-1,-22,43,281
5,23,-11,367,,0,14,5,373
-7,-30,32,361,,0,14,5,376
-7,-30,32,333,,-2,5,-1,377
0,0,27,268,,-2,5,-1,378
-6,-16,27,188,,-2,-35,60,373
0,-7,31,132,,-3,19,-10,366
-3,22,-8,48,,-3,-51,69,316
-2,-43,63,0,,-1,35,-19,232
-2,18,-5,0,,-4,-60,75,161
-5,-9,13,0,,-3,43,-16,73
-1,-14,47,0,,-3,-65,,
-3,-6,3,0,,,69,1,
-3,-48,52,0,,-3,39,-9,0
0,22,8,0,,-1,16,-17,0
-2,11,-7,0,,0,-50,79,0
0,-45,61,0,,-3,38,-26,0
0,12,24,0,,-3,-45,31,0
-6,-24,20,0,,-3,4,35,0
0,-60,63,0,,-2,53,-28,0
-2,37,-8,0,,-1,-80,75,0
-4,-57,58,0,,-5,55,-11,0
1,-38,62,0,,-3,-67,54,0
-6,27,-15,0,,2,-67,80,0
2,-57,77,0,,-5,56,-34,0
0,14,21,43,,1,-80,90,0
-6,-27,24,105,,-2,-4,43,0
0,-7,42,149,,-7,2,0,0
-7,-3,3,216,,0,-79,80,0
0,-67,69,288,,-7,51,-14,52
-6,40,-8,348,,-1,-64,58,112
-5,-59,53,368,,-8,31,13,159
-2,25,9,380,,-7,48,-31,234
-6,-,,,,3,-73,84,306
35,35,376,,,-8,52,-27,358
0,1,32,374,,1,-73,76,373
-7,41,-20,360,,-10,49,-15,380
-2,-61,71,291,,0,-64,64,374
-6,41,-13,205,,-8,37,-2,368
-3,-54,63,133,,-4,-50,49,324
-4,32,3,60,,-6,25,14,245
-6,-46,48,0,,-8,-35,38,172
0,-42,63,0,,-1,10,28,100
-9,26,-11,0,,-9,-23,24,
1,-49,71,0,,,19,,
-1,9,30,0,,0,-53,65,0
-9,-23,23,0,,-8,33,-6,0
0,-8,40,0,,-2,-52,63,0
-3,37,-11,0,,1,-16,48,0
-6,-58,64,0,,-9,2,6,0
3,-24,55,0,,-8,-49,53,0
-10,14,-4,0,,-2,24,7,0
0,-44,65,0,,-9,12,0,0
0,24,11,0,,0,-40,59,0
-9,-35,38,0,,1,16,17,0
-2,-56,75,0,,-10,-29,34,0
-6,43,-16,0,,0,1,27,0
-5,-61,70,0,,-5,30,-7,0
-2,39,-11,67,,-5,-50,63,0
-8,3,4,106,,0,-13,40,0
0,-33,62,157,,-8,0,14,0
-8,19,-9,226,,-8,-46,57,0
-2,-56,71,367,,-1,20,4,48
0,0,26,367,,-7,-30,43,224
0,0,26,375,,-1,-40,51,246
0,0,26,377,,-1,-40,51,269
-6,-13,24,374,,-3,5,17,305
-4,-55,65,367,,0,18,1,353
-4,30,-,,,-8,-43,56,370
8,348,,,,-3,18,-9,375
-4,-53,63,288,,-6,-46,65,373
-1,26,-2,214,,-3,27,-7,368
-7,-41,56,148,,-5,-56,61,338
0,17,5,74,,0,33,-7,271
-6,-37,47,2,,-2,10,-6,
-2,-35,59,0,,194,,,
-3,10,-3,0,,-3,-39,67,123
-3,-34,60,0,,-2,24,-16,39
0,7,19,0,,0,-57,76,0
-4,-31,30,0,,-2,37,-25,0
-2,-45,61,0,,-2,-32,27,0
0,22,-5,0,,-5,-1,41,0
-5,-51,56,0,,-3,-12,4,0
1,-16,46,0,,0,-73,71,0
-4,6,2,0,,-3,45,-10,0
-5,-49,44,0,,-2,19,-18,0
-1,17,13,0,,1,-59,77,0
-5,27,-13,0,,-6,51,-27,0
0,-55,70,0,,-4,-36,25,0
-4,41,-16,0,,-1,-7,43,0
-1,-64,72,0,,-5,3,-3,0
1,-21,50,39,,-1,-79,77,0
-5,8,-7,98,,-7,53,-12,0
1,-41,69,136,,-2,-62,58,0
-3,35,3,204,,4,-68,87,26
-4,-48,46,281,,-7,54,-36,100
-4,15,21,341,,1,-79,91,138
-5,-29,23,367,,-9,60,-30,212
1,-9,40,378,,2,-77,80,282
-7,1,5,380,,-9,51,-16,350
-3,-64,69,375,,-3,-67,62,368
-5,39,-8,,,-8,37,3,378
365,,,,,-8,36,-23,375
-5,-53,53,302,,4,-59,80,372
-3,24,11,224,,-10,43,-24,346
-6,-35,40,150,,1,-62,76,270
-3,9,27,84,,-8,44,-16,189
-8,35,-15,2,,0,-57,70,123
0,-56,68,0,,-8,37,-5,46
-8,36,-9,0,,,,,
-8,-5,12,0,,,,,
0,-20,53,0,,-5,-52,56,0
-8,6,-1,0,,-5,26,6,0
-6,-52,53,0,,-11,14,-1,0
-2,25,8,0,,2,-38,64,0
-8,21,-9,0,,-3,17,18,0
0,-47,67,0,,-10,-34,34,0
0,15,23,0,,2,4,26,0
-11,-27,26,0,,-6,25,-5,0
1,-5,38,0,,-2,-49,61,0
-6,41,-12,0,,2,-5,37,0
-6,-57,68,0,,-12,-7,13,0
