)2	-1	24
2	-1	24
1	-1	26
1	-1	26
1	-1	26
1	-1	26
1	-1	26
1	-1	26
1	-1	26
0	-3	24
0	-3	24
0	-3	24
0	-3	24
0	-3	24
0	-3	24
0	-3	24
4	-1	29
4	-1	29
4	-1	29
4	-1	29
4	-1	29
4	-1	29
4	-1	29
1	-2	26
1	-2	26
1	-2	26
1	-2	26
1	-2	26
1	-2	26
1	-2	26
0	-2	24
0	-2	24
0	-2	24
0	-2	24
0	-2	24
0	-2	24
0	0	29
0	0	29
0	0	29
0	0	29
0	0	29
0	0	29
0	0	29
2	0	21
2	0	21
2	0	21
2	0	21
2	0	21
2	0	21
2	0	21
1	0	27
1	0	27
1	0	27
1	0	27
1	0	27
1	0	27
1	0	27
1	0	27
0	1	29
0	1	29
0	1	29
0	1	29
0	1	29
0	1	29
0	1	29
-1	2	30
-1	2	30
-
1	2	30
-1	2	30
-1	2	30
-1	2	30
-1	2	30
-1	2	25
-1	2	25
-1	2	25
-1	2	25
-1	2	25
-1	2	25
0	1	26
0	1	26
0	1	26
0	1	26
0	1	26
0	1	26
0	1	26
0	1	26
0	1	30
0	1	30
0	1	30
0	1	30
0	1	30
0	1	30
0	1	30
0	0	27
0	0	27
0	0	27
0	0	27
0	0	27
0	0	27
0	0	27
1	1	27
1	1	27
1	1	27
1	1	27
1	1	27
1	1	27
1	1	27
0	0	30
0	0	30
0	0	30
0	0	30
0	0	30
0	0	30
0	0	30
1	0	25
1	0	25
1	0	25
1	0	25
1	0	25
1	0	25
1	0	25
0	2	25
0	2	25
0	2	25
0	2	25
0	2	25
0	2	25
0	2	25
0	0	28
0	0	28
0	0	28
0	0	28
0	0	28
0	0	28
0	0	28
0	0	28
1	0	31
1	0	31
1	0	31
1	0	31
1	0	31
1	0	31
1	0	31
4	-3	25
4	-3	25
4	-3	25
4	-3	25
4	-3	25
4	-3	25
4	-3	25
0	3	28
0	3	28
0	3	28
0	3	28
0	3	28
0	3	28
0	3	28
4	-3	25
4	-3	25
4	-3	25
4	-3	25
4	-3	25
4	-3	25
4	-3	25
-1	3	22
-1	3	22
-1	3	22
-1	3	22
