x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4
5,-14,30,18,,-29,41,-7,97
6,-16,29,17,,-38,10,18,132
9,-18,31,17,,-29,38,17,196
11,-18,33,17,,-39,31,15,277
12,-19,34,17,,-29,21,37,339
12,-20,34,17,,-35,47,17,362
12,-22,36,17,,-22,13,53,373
14,-21,36,17,,-29,61,24,366
16,-22,37,17,,-11,9,66,362
15,-21,37,17,,-16,60,32,337
13,-21,37,17,,3,13,79,276
13,-21,36,17,,-2,55,39,204
14,-21,35,17,,10,7,84,144
15,-21,36,17,,19,17,63,72
16,-20,36,17,,13,12,64,0
14,-21,36,17,,37,-2,82,0
13,-22,33,17,,36,16,55,0
14,-22,33,17,,40,-22,101,0
14,-21,34,17,,49,7,61,0
15,-20,35,17,,42,-7,60,0
12,-19,33,18,,51,-32,100,0
10,-19,31,18,,45,2,39,0
10,-17,30,18,,40,-40,72,0
10,-16,31,17,,50,-8,65,0
10,-15,,,,42,14,27,0
,32,17,,,,,,
7,-14,32,17,,35,-70,85,0
4,-13,29,17,,31,19,21,0
4,-12,27,17,,18,-15,20,0
4,-11,29,17,,29,-59,79,0
4,-10,29,17,,16,-1,0,0
2,-10,29,18,,13,-78,54,0
-1,-9,26,17,,15,-27,25,50
-1,-9,27,17,,11,-68,31,111
-2,-9,25,18,,16,-59,38,161
-2,-8,27,18,,16,-54,14,247
-2,-7,27,17,,19,-90,48,318
-3,-7,27,17,,17,-25,-8,367
-5,-7,25,16,,20,-104,58,379
-6,-5,25,17,,6,1,-18,381
-6,-5,24,17,,8,-53,17,375
-6,-5,25,17,,7,-48,19,368
-7,-4,24,17,,6,-29,-4,317
-9,-3,23,17,,10,-55,33,236
-10,-3,24,17,,3,-10,-17,154
-11,-3,23,17,,14,-59,35,78
-10,-2,23,17,,1,-3,-26,2
-10,-2,23,17,,9,-48,23,0
-11,-2,24,17,,10,1,5,0
-12,-2,22,17,,4,19,-21,0
-13,-1,22,17,,6,-42,43,0
-12,-2,22,18,,-5,3,7,0
-11,-2,23,17,,-26,-12,-8,0
-11,-2,22,17,,-22,-4,9,0
-12,-2,22,18,,-31,35,-33,0
-12,-3,22,17,,-40,-37,11,0
-10,-3,,,,-44,30,-38,0
,23,18,,,,,,
-10,-3,23,17,,,,,
-9,-3,23,18,,-49,-32,-10,0
-10,-4,23,18,,-39,25,-30,0
-9,-5,22,17,,-42,-13,-9,0
-8,-4,24,17,,-29,-26,14,0
-8,-5,24,18,,-33,46,-35,0
-6,-5,24,17,,-32,-20,19,36
-5,-5,24,18,,-30,55,-18,114
-5,-6,25,18,,-30,-6,36,152
-4,-7,26,18,,-31,60,0,224
-2,-7,25,17,,-34,6,32,295
0,-9,26,17,,-30,46,20,348
0,-9,27,17,,-35,24,37,364
2,-10,27,17,,-24,35,39,373
2,-11,27,17,,-29,41,40,363
4,-13,29,17,,-10,22,57,362
6,-15,29,17,,-17,51,41,316
8,-16,31,17,,6,19,76,253
9,-17,30,17,,-4,49,45,180
11,-18,32,17,,3,16,76,121
12,-20,33,17,,19,29,50,45
13,-21,35,17,,18,0,82,0
14,-21,36,17,,31,-12,97,0
14,-21,34,17,,33,16,52,0
14,-22,37,18,,45,-25,105,0
14,-21,37,17,,47,8,53,0
14,-21,36,17,,39,-21,75,0
14,-22,35,17,,53,-17,84,0
14,-21,36,18,,52,9,43,0
15,-21,35,17,,42,-53,88,0
15,-20,,,,48,10,45,0
36,18,,,,36,-2,30,0
15,-21,35,17,,37,-62,86,0
14,-21,34,17,,28,10,9,0
16,-21,33,18,,,,,
15,-21,35,18,,11,-45,43,0
13,-19,33,17,,21,-33,55,0
11,-19,31,17,,22,11,0,0
11,-19,31,18,,13,-100,73,0
12,-18,31,17,,18,-4,-2,68
11,-16,31,18,,11,-26,2,120
9,-14,31,18,,15,-93,63,177
6,-13,30,17,,18,-20,-4,266
5,-12,29,17,,19,-115,63,336
5,-11,29,17,,17,-9,-18,370
4,-10,29,17,,19,-113,58,382
3,-10,29,16,,10,-4,-7,379
1,-9,28,18,,11,-82,37,375
0,-10,28,17,,4,-15,-8,355
-1,-8,27,17,,10,-56,24,277
-1,-8,27,17,,6,-25,8,209
0,-8,27,17,,2,-36,4,138
-2,-7,27,17,,7,-39,15,68
-3,-7,27,17,,0,8,-33,0
-4,-7,27,17,,18,-59,45,0
-6,-6,25,17,,7,22,-14,0
-7,-5,25,17,,2,6,-12,0
-7,-5,25,17,,3,-30,36,0
-7,-5,25,17,,-10,22,-16,0
-8,-4,24,17,,-23,-32,12,0
-8,-4,,,,-29,21,-12,0
24,17,,,,-48,-19,-10,0
-10,-4,23,18,,-42,7,-14,0
-10,-3,23,17,,-45,32,-51,0
-10,-2,22,17,,-39,-39,3,0
-11,-2,24,17,,-39,41,-,
-12,-2,23,18,,44,0,,
-13,-2,22,17,,-36,-29,7,0
-12,-2,22,18,,-32,42,-29,0
-11,-3,23,17,,-39,34,-30,0
-11,-2,24,18,,-27,-10,21,73
-11,-3,23,17,,-36,52,-14,127
-11,-4,23,18,,-25,-8,40,178
-11,-3,22,17,,-33,67,-10,265
-10,-4,23,17,,-27,-6,47,331
-10,-4,23,17,,-32,65,5,363
-9,-5,24,17,,-29,5,54,368
-10,-5,23,17,,-24,58,23,367
-9,-5,23,17,,-23,20,57,363
-9,-5,23,17,,-13,42,42,349
-6,-6,23,18,,-11,33,57,279
-6,-6,24,18,,5,34,60,218
-6,-6,24,17,,-2,36,58,146
-6,-6,25,17,,18,13,69,81
-4,-7,24,18,,13,34,43,5
-2,-8,25,17,,25,-12,92,0
0,-9,26,17,,36,16,56,0
1,-10,27,18,,32,8,64,0
3,-11,27,17,,50,-19,99,0
3,-13,27,17,,49,4,63,0
4,-14,28,17,,41,-35,88,0
6,-16,29,17,,54,-2,64,0
7,-16,29,17,,49,4,40,0
9,-17,31,17,,46,-51,98,0
10,-18,32,1,,49,-12,70,0
7,,,,,,,,
10,-20,33,18,,32,-28,42,0
12,-22,34,17,,38,-37,73,0
13,-22,35,17,,18,-12,18,0
14,-22,35,17,,16,-66,70,0
14,-21,36,18,,22,-10,22,0
13,-21,35,17,,11,-77,51,0
12,-21,36,17,,13,-94,74,55
14,-21,35,17,,13,0,-10,111
15,-20,36,17,,19,-111,71,168
15,-20,36,17,,16,-10,-5,254
14,-20,36,17,,18,-112,55,328
13,-20,34,17,,15,-22,-2,367
14,-21,34,17,,16,-96,42,377
15,-19,35,17,,10,-30,11,377
14,-19,36,17,,7,-55,14,374
12,-19,32,17,,9,-51,22,363
11,-18,32,17,,5,-24,-4,297
11,-18,32,17,,9,-56,34,226
11,-16,32,17,,1,-7,-22,149
6,-12,29,16,,15,-65,38,76
3,-14,28,17,,4,-9,-9,3
3,-14,28,17,,8,-41,20,0
6,-12,29,17,,11,-2,11,0
4,-11,30,17,,5,24,-23,0
4,-6,32,17,,7,-47,43,0
5,-9,21,18,,-3,-5,15,0
0,-10,31,17,,-25,-4,-14,0
1,-9,29,18,,-23,-14,15,0
0,-11,24,18,,-44,10,-32,0
0,-8,28,18,,-45,-36,6,0
1,-8,28,,,-44,25,,
17,,,,,,-30,0,
0,-7,28,17,,-50,-26,-15,0
-2,-7,28,18,,-39,18,-24,0
-3,-7,27,17,,-44,-8,-15,0
-4,-6,26,18,,-29,13,-5,0
-3,-6,25,18,,-31,47,-34,0
-4,-5,27,17,,-33,-18,17,61
-5,-5,26,17,,-31,52,-16,125
-7,-4,24,17,,-32,-3,32,169
-9,-4,24,17,,-29,56,5,246
-8,-4,24,17,,-37,11,30,317
-8,-3,24,17,,-31,43,23,357
-9,-3,24,17,,-36,28,32,367
-10,-2,24,17,,-22,32,43,368
-11,-3,23,17,,-30,47,36,358
-12,-3,23,17,,-12,18,62,355
-11,-3,23,17,,-15,55,37,289
-10,-3,23,17,,7,15,79,228
-10,-4,22,17,,-2,55,40,154
-10,-4,23,17,,14,0,82,96
-10,-4,23,17,,19,23,56,24
-11,-4,22,17,,19,2,74,0
-10,-5,22,17,,32,-17,98,0
-11,-5,23,17,,34,21,51,0
-10,-5,23,17,,43,-27,105,0
-10,-6,23,17,,47,8,52,0
-9,-6,22,17,,41,-15,67,0
-9,-7,23,18,,54,-23,88,0
-8,-7,23,18,,44,-9,47,0
-7,-6,24,18,,40,-48,88,0
-7,-6,23,17,,48,5,45,0
-6,-7,24,1,,38,0,25,0
8,,,,,38,-62,88,0
-5,-8,24,17,,35,-7,,
-4,-8,25,17,,50,0,,
-2,-9,25,17,,11,-42,43,0
-1,-10,25,18,,20,-35,53,0
0,-11,26,17,,24,8,-3,0
1,-11,26,18,,14,-99,73,16
2,-13,28,17,,17,-2,0,82
3,-14,28,18,,9,-25,4,127
5,-15,28,17,,15,-92,62,188
7,-16,30,18,,18,-24,-4,277
8,-18,30,17,,18,-111,62,340
9,-19,32,17,,18,-12,-16,374
10,-20,32,17,,18,-112,58,384
11,-21,33,17,,10,-4,-9,377
12,-21,34,17,,12,-84,37,374
12,-21,35,17,,4,-14,-7,344
13,-21,35,18,,9,-56,24,262
12,-20,35,17,,4,-25,8,200
13,-20,37,17,,4,-35,3,126
13,-20,36,17,,13,-78,44,53
14,-20,36,17,,0,10,-32,0
13,-20,35,17,,17,-59,44,0
13,-20,36,17,,7,22,-13,0
13,-20,35,17,,2,10,-16,0
14,-19,34,17,,3,-33,38,0
14,-19,34,18,,-12,19,-11,0
14,-18,36,17,,-24,-29,7,0
11,-17,33,18,,-31,15,-6,0
11,-17,31,18,,-48,-14,-15,0
11,-16,32,18,,-42,0,-8,0
11,-,,,,,,,
15,32,18,,,,,,
10,-13,32,17,,-46,32,-47,0
8,-13,31,18,,-40,-39,0,0
7,-12,31,18,,-38,37,-40,0
6,-11,31,18,,-35,-25,5,0
6,-10,30,18,,-28,-13,10,0
5,-9,30,18,,-40,35,-30,7
5,-9,30,18,,-26,-11,17,84
2,-9,30,17,,-35,51,-13,134
3,-9,30,18,,-24,-4,39,188
2,-8,29,17,,-34,64,-7,272
1,-7,28,17,,-29,-2,44,336
1,-8,28,17,,-30,62,8,364
0,-7,27,17,,-32,10,52,369
0,-6,28,17,,-24,56,26,366
-1,-7,27,17,,-26,21,53,361
-2,-7,26,18,,-11,40,47,345
-2,-7,26,17,,-12,37,56,266
-2,-6,27,17,,4,31,66,209
-4,-6,25,17,,-1,38,52,133
-5,-4,25,17,,10,0,84,76
-7,-5,25,17,,15,37,44,1
-8,-5,24,18,,24,-15,94,0
-8,-5,24,17,,36,-15,95,0
-8,-4,24,17,,33,14,56,0
-8,-4,23,17,,49,-28,104,0
-9,-4,23,17,,44,5,53,0
-10,-4,24,17,,40,-31,86,0
-10,-4,23,17,,51,-7,68,0
-10,-4,24,17,,48,8,37,0
-9,-4,24,17,,45,-52,97,0
-10,-4,22,17,,50,-18,73,0
-10,-5,,,,34,-24,41,0
23,17,,,,35,-39,77,0
-11,-5,23,17,,,,,
-10,-6,23,17,,21,-10,15,0
-10,-6,24,17,,20,-65,69,0
-10,-7,23,18,,20,-12,26,0
-10,-7,23,18,,11,-68,48,1
-10,-6,23,18,,18,-32,26,74
-9,-7,23,18,,16,-9,-7,124
-8,-7,24,18,,15,-108,67,188
-8,-8,24,17,,15,-11,-3,277
-7,-7,23,18,,17,-111,56,341
-7,-8,23,17,,14,-28,0,372
-6,-8,24,17,,19,-88,35,381
-5,-8,24,17,,14,-33,17,376
-5,-9,24,17,,10,-53,18,374
-3,-9,24,17,,6,-50,21,352
-2,-10,26,17,,6,-23,-9,273
0,-12,26,17,,10,-62,38,200
0,-11,26,17,,4,-4,-20,122
1,-13,26,17,,12,-68,40,48
2,-14,27,17,,3,9,-34,0
5,-16,28,17,,9,-37,13,0
6,-16,28,17,,10,-11,19,0
6,-16,30,17,,5,24,-20,0
7,-17,31,17,,4,-45,41,0
8,-18,31,17,,-16,29,-33,0
9,-20,32,17,,-23,0,-20,0
11,-21,33,17,,-21,-17,23,0
11,-20,35,17,,-42,19,-34,0
11,-20,34,18,,-37,-29,13,
11,-21,35,18,,,0,,
10,-19,3,,,-50,24,-54,0
3,17,,,,-38,-32,4,0
12,-20,36,18,,-41,17,-20,0
13,-19,34,17,,-44,-3,-16,0
12,-19,35,17,,-31,9,-5,0
12,-18,34,17,,-45,16,-19,12
13,-19,34,18,,-25,8,12,84
13,-19,35,17,,-32,50,-11,136
14,-18,33,17,,-32,0,31,182
14,-17,34,18,,-31,53,4,264
12,-17,33,18,,-36,12,28,329
11,-16,32,17,,-27,41,24,362
11,-15,32,17,,-38,30,34,369
12,-14,32,17,,-22,32,39,367
11,-14,33,18,,-30,42,34,357
9,-13,32,17,,-10,21,62,346
8,-12,30,17,,-17,55,37,269
6,-11,30,17,,5,16,80,211
7,-11,31,17,,-2,55,38,137
7,-10,29,18,,15,0,85,77
6,-9,30,17,,20,26,58,6
5,-9,30,17,,17,3,73,0
2,-9,29,17,,30,-20,99,0
2,-8,29,17,,36,25,52,0
3,-8,29,17,,43,-31,105,0
2,-7,29,18,,52,-15,89,0
2,-7,29,17,,40,-9,65,0
2,-7,28,17,,53,-30,91,0
0,-7,28,17,,54,6,49,0
0,-7,28,18,,40,-44,83,0
-1,-6,27,17,,49,0,,
-2,-6,27,17,,50,0,,
-2,-5,27,18,,38,3,26,0
-4,-,,,,34,-62,89,0
5,27,18,,,36,-13,53,0
-5,-5,27,17,,11,-37,40,0
-5,-5,26,17,,20,-39,58,0
-7,-5,25,17,,23,3,3,0
-7,-5,25,18,,13,-94,68,30
-8,-4,25,18,,19,-11,2,93
-8,-4,24,17,,13,-26,4,144
-8,-4,24,17,,13,-90,60,209
-9,-5,24,17,,19,-29,0,292
-9,-4,24,17,,16,-108,58,349
-9,-5,24,17,,22,-19,-13,375
-9,-5,23,17,,17,-103,55,385
-10,-5,23,17,,12,-11,-2,375
-10,-6,23,17,,8,-78,32,374
-9,-6,23,17,,7,-18,-3,330
-10,-6,23,17,,9,-53,20,245
-10,-7,23,17,,6,-30,14,180
-9,-8,24,17,,1,-32,-2,100
-9,-8,23,17,,6,-45,19,31
-9,-8,23,17,,2,10,-32,0
-10,-7,24,17,,15,-60,44,0
-9,-8,23,17,,8,22,-9,0
-9,-8,24,17,,3,15,-20,0
-8,-8,23,17,,4,-39,40,0
-7,-9,24,17,,-10,16,-8,0
-7,-9,24,17,,-24,-24,4,0
-7,-9,24,17,,-28,9,0,0
-5,-9,24,18,,-33,38,-41,0
-3,-10,24,18,,-39,-40,16,0
-2,-10,25,17,,-45,34,-50,0
-1,-11,26,18,,-43,-36,2,0
-1,-12,26,,,-,,,
,17,,,,40,35,-38,0
1,-13,26,18,,-40,24,-41,0
1,-14,27,17,,-29,-19,10,0
2,-14,27,18,,-36,38,-33,17
4,-16,29,17,,-26,-12,20,97
4,-16,28,17,,-35,51,-13,146
5,-16,30,17,,-24,-3,36,204
6,-17,30,17,,-34,61,-5,288
7,-18,31,17,,-29,0,43,343
9,-19,32,17,,-31,57,11,366
10,-20,34,17,,-32,13,48,372
11,-20,34,17,,-24,52,26,365
10,-19,34,17,,-26,24,51,360
10,-19,34,17,,-12,38,48,332
11,-19,33,17,,-13,38,53,249
12,-19,35,17,,5,32,67,194
11,-18,35,17,,-2,39,52,117
12,-18,34,17,,7,2,85,62
12,-19,34,17,,17,38,42,0
12,-18,34,17,,14,23,52,0
12,-17,33,17,,35,-14,96,0
12,-16,34,17,,32,17,56,0
12,-16,34,17,,35,-22,91,0
11,-16,33,17,,51,0,71,0
10,-15,32,17,,40,-28,80,0
11,-15,32,17,,48,-41,103,0
11,-13,33,17,,50,8,42,0
11,-13,33,17,,41,-49,93,0
8,-12,32,17,,4,,,
8,-10,30,18,,9,-24,73,0
8,-10,30,18,,34,-20,40,0
8,-,,,,36,-42,76,0
9,35,18,,,33,8,30,0
7,-9,31,18,,13,-54,62,0
6,-8,31,18,,24,-22,29,0
5,-8,30,18,,18,-11,8,0
5,-8,29,17,,12,-88,69,68
4,-8,29,18,,14,-8,-2,116
4,-8,29,18,,16,-98,61,178
4,-7,30,17,,19,-26,4,260
3,-7,29,17,,16,-51,13,334
2,-7,28,18,,17,-85,44,365
1,-7,29,17,,18,-39,0,379
0,-7,28,17,,15,-89,48,382
0,-7,27,18,,8,-11,-11,374
0,-7,29,17,,13,-84,42,361
-1,-6,28,17,,5,-4,-16,292
-3,-6,27,17,,9,-72,40,218
-3,-5,27,17,,4,0,-14,152
-5,-5,27,17,,7,-61,26,74
-5,-6,26,17,,12,-68,40,0
-5,-5,25,16,,4,8,-31,0
-6,-5,25,17,,17,-57,49,0
-7,-5,25,17,,11,-8,16,0
-8,-5,23,17,,0,-12,2,0
-8,-5,24,17,,5,-48,42,0
-8,-6,24,17,,-15,31,-28,0
-8,-6,24,17,,-23,-41,22,0
-8,-6,23,17,,-30,30,-25,0
-9,-7,24,17,,-45,-29,0,0
-9,-6,24,17,,-38,-33,14,0
-9,-7,23,17,,-48,28,-52,0
-9,-7,24,17,,-39,-3,,
,,,,,4,6,0,
-9,-7,23,18,,-37,38,-46,0
-9,-8,24,17,,-31,-25,12,0
-10,-8,23,17,,-30,2,0,0
-10,-8,23,17,,-42,23,-21,40
-10,-7,24,18,,-26,1,15,104
-9,-8,23,17,,-37,43,-7,151
-9,-8,24,18,,-24,6,37,208
-8,-9,23,17,,-31,44,11,291
-7,-9,24,17,,-38,20,23,348
-6,-9,24,18,,-28,34,27,367
-6,-10,24,17,,-36,36,29,370
-6,-10,23,17,,-21,29,45,363
-4,-11,24,18,,-29,47,31,360
-3,-11,25,18,,-10,17,64,322
-2,-11,24,17,,-14,55,35,237
-2,-12,25,17,,4,16,83,184
-1,-12,25,17,,-2,55,36,105
0,-13,26,17,,14,-3,86,42
1,-14,26,17,,17,36,39,0
2,-15,26,17,,18,3,71,0
3,-15,27,17,,37,3,82,0
3,-16,28,17,,35,25,52,0
3,-16,28,17,,42,-33,103,0
5,-16,29,17,,49,11,57,0
6,-17,30,17,,42,-4,63,0
8,-17,31,17,,51,-32,94,0
8,-18,32,17,,45,0,44,0
9,-18,33,17,,39,-40,78,0
13,-16,34,17,,48,-7,55,0
12,-19,35,17,,40,2,29,0
12,-19,35,17,,34,-60,8,
11,-15,38,17,,6,0,,
12,-17,34,17,,31,9,16,0
11,,,,,11,-30,35,0
,-18,24,17,,22,-45,58,0
0,-16,32,17,,25,-7,10,0
9,-18,31,17,,13,-86,63,57
12,-16,33,18,,17,-17,10,110
12,-15,33,17,,12,-80,47,174
11,-15,33,17,,21,-48,23,258
10,-14,32,17,,14,-73,30,336
10,-15,32,18,,18,-64,25,366
11,-14,32,17,,16,-58,14,381
12,-13,33,17,,16,-68,38,384
11,-12,33,17,,6,-24,-3,375
9,-11,31,17,,13,-74,37,362
9,-12,32,17,,5,-7,-18,296
8,-10,32,17,,9,-48,16,217
8,-9,32,17,,6,-29,15,149
8,-9,32,17,,4,-32,-2,68
7,-9,31,17,,7,-45,19,0
7,-8,30,18,,2,7,-29,0
5,-8,30,17,,14,-57,41,0
5,-9,31,17,,8,21,-8,0
4,-8,30,18,,3,15,-17,0
5,-8,31,17,,2,-40,39,0
4,-7,30,17,,-12,14,-6,0
3,-7,30,17,,-25,-21,1,0
2,-8,29,17,,-28,5,2,0
2,-7,27,16,,-33,39,-40,0
1,-8,28,18,,-40,-,,
1,-7,29,17,,40,14,0,
0,-7,28,17,,-45,31,-46,0
-1,-7,29,18,,-44,-33,-5,0
-2,-7,28,18,,-39,29,-34,0
-3,-7,27,17,,-39,28,-40,0
-3,-6,27,,,-30,-20,11,0
,17,,,,-37,40,-33,39
-3,-6,27,17,,-25,-12,17,111
-5,-6,26,16,,-35,50,-10,161
-6,-6,24,18,,-25,0,33,225
-7,-6,25,17,,-34,56,-3,306
-7,-6,25,18,,-31,4,38,352
-7,-7,25,17,,-30,52,14,368
-8,-6,26,17,,-34,20,46,373
-8,-7,24,17,,-22,46,31,365
-8,-7,24,17,,-27,28,48,360
-8,-7,24,17,,-9,36,50,320
-9,-7,24,17,,-14,40,52,235
-8,-8,24,17,,4,31,69,181
-8,-7,23,17,,-3,38,48,102
-9,-8,23,17,,6,1,84,46
-9,-8,24,17,,19,38,44,0
-8,-8,24,17,,15,24,49,0
-9,-8,24,17,,34,-14,96,0
-9,-8,22,17,,35,19,52,0
-8,-9,24,17,,35,-22,90,0
-9,-8,24,17,,52,0,74,0
-7,-10,24,17,,47,11,51,0
-8,-9,24,17,,45,-46,102,0
-6,-10,23,17,,51,10,43,0
-6,-10,24,17,,41,-49,90,0
-6,-11,24,17,,48,-31,79,0
-5,-12,24,17,,34,-13,36,0
-4,-11,23,18,,35,,,
-3,-11,24,17,,,-47,78,0
-3,-12,25,18,,35,1,34,0
-2,-13,26,17,,13,-49,58,0
-1,-12,25,17,,24,-27,36,0
,,,,,19,-7,8,7
1,-13,26,18,,11,-89,65,77
0,-14,26,18,,16,-11,1,121
1,-14,27,18,,10,-43,23,188
2,-15,27,18,,19,-79,47,274
2,-15,29,17,,13,-44,9,343
3,-16,28,18,,20,-91,44,367
4,-16,29,18,,19,-34,0,381
6,-16,30,18,,16,-88,49,382
6,-16,32,17,,8,-17,-6,374
7,-17,31,18,,11,-77,32,360
8,-17,32,18,,7,-12,-10,283
9,-18,33,17,,11,-65,36,204
9,-18,32,17,,5,-8,-7,137
9,-17,32,17,,6,-58,17,57
10,-18,33,17,,11,-68,37,0
10,-16,33,17,,5,7,-29,0
10,-16,33,17,,17,-56,51,0
10,-16,32,17,,12,-10,19,0
11,-16,32,17,,-2,-10,-2,0
10,-15,32,17,,-4,-20,22,0
10,-15,32,17,,-13,29,-26,0
10,-15,32,17,,-23,-38,23,0
11,-14,32,17,,-31,30,-22,0
10,-13,33,17,,-47,-28,-4,0
11,-13,33,17,,-44,12,-24,0
11,-12,32,17,,-50,-13,-2,
11,-12,33,18,,3,0,,
10,-10,32,18,,-34,-27,10,0
9,-11,32,18,,-34,-27,10,0
8,-11,32,17,,-29,-4,2,0
8,-9,31,17,,-33,39,-29,21
,,,,,-33,-8,10,97
7,-9,31,17,,-33,40,-2,136
6,-9,31,17,,-32,12,19,196
6,-8,31,17,,-31,38,12,280
7,-8,30,17,,-36,25,20,345
6,-7,31,18,,-28,29,32,364
5,-8,30,18,,-38,40,24,370
5,-8,30,17,,-20,25,47,365
5,-7,30,17,,-30,48,30,360
4,-7,31,17,,-10,19,65,332
3,-7,30,18,,-16,54,34,247
3,-7,30,18,,4,17,80,192
2,-7,30,18,,6,46,51,126
2,-7,30,17,,-2,18,69,51
1,-7,28,17,,21,26,60,0
0,-7,29,17,,16,35,38,0
-1,-7,28,17,,28,-20,99,0
-2,-7,28,17,,38,25,51,0
-3,-6,27,17,,32,-2,68,0
-4,-7,27,17,,51,-20,95,0
-4,-6,27,17,,41,-2,59,0
-6,-6,27,17,,40,-40,91,0
-5,-7,26,17,,57,2,59,0
-6,-7,26,17,,45,6,44,0
-6,-6,25,17,,,,,
-7,-7,26,16,,45,-49,91,0
-7,-8,25,17,,41,4,30,0
-7,-7,24,17,,31,-33,51,0
-7,-7,25,17,,36,-26,63,0
-7,-8,24,17,,34,10,20,0
-8,-8,24,17,,22,-62,76,0
-8,-8,24,17,,24,-10,14,0
-8,-8,24,18,,15,-17,12,57
-8,-9,24,17,,13,-82,64,109
-8,-9,23,17,,13,-15,5,172
-9,-9,25,17,,12,-96,56,249
-8,-9,,,,19,-29,4,324
24,17,,,,13,-99,49,360
-8,-9,24,17,,22,-33,0,377
-8,-10,23,17,,13,-82,42,382
-7,-10,24,18,,14,-35,10,374
-7,-10,22,17,,6,-59,16,369
-7,-11,24,17,,9,-36,11,317
-6,-11,23,18,,5,-39,9,237
-4,-11,23,18,,10,-71,46,169
-5,-11,23,18,,5,1,-21,91
-4,-11,25,17,,8,-72,32,24
-4,-12,24,17,,5,4,-23,0
-3,-12,24,17,,4,-7,-16,0
-3,-13,25,17,,15,-43,46,0
-1,-13,24,17,,10,17,-2,0
-1,-13,25,17,,-1,-34,19,0
0,-13,26,17,,-8,7,0,0
0,-14,26,17,,-15,31,-33,0
0,-14,27,17,,-22,-42,32,0
1,-15,28,17,,-41,-19,0,0
2,-16,28,17,,-44,30,-44,0
3,-16,28,17,,-44,30,-44,0
4,-16,30,17,,-49,15,-,
4,-16,30,17,,45,0,,
5,-16,31,17,,-37,-26,8,0
6,-16,30,17,,-36,34,-43,0
7,-17,32,17,,-31,-26,13,0
8,-17,32,17,,-33,17,-12,27
8,-17,32,17,,-41,12,-10,104
9,-16,32,17,,-30,12,14,149
,,,,,-36,36,-1,212
9,-16,32,17,,-26,12,33,296
8,-16,32,17,,-36,51,0,350
9,-16,33,18,,-25,7,47,366
10,-16,32,17,,-33,58,8,374
10,-15,33,18,,-23,12,56,367
9,-15,32,17,,-27,57,21,362
9,-13,33,17,,-16,13,65,333
9,-13,32,17,,-13,56,32,250
10,-13,32,17,,-2,19,80,188
10,-13,33,17,,2,52,41,123
12,-13,33,17,,4,6,78,56
11,-12,32,17,,19,9,76,0
9,-12,32,17,,20,31,48,0
9,-12,32,17,,21,-10,87,0
10,-11,32,17,,38,18,67,0
10,-10,31,17,,35,15,55,0
8,-10,32,17,,46,-33,102,0
7,-9,30,17,,48,10,56,0
8,-8,31,17,,40,-20,74,0
6,-8,31,17,,54,-19,80,0
7,-8,32,17,,40,-12,55,
6,-8,32,17,,,0,,
5,-8,31,17,,49,-37,80,0
5,-7,30,18,,47,0,44,0
4,-8,31,17,,31,-48,67,0
4,-8,30,17,,33,-6,43,0
3,-7,30,18,,23,0,16,0
3,-7,29,17,,12,-41,48,0
2,-7,30,18,,25,-39,43,0
1,-7,29,18,,11,-46,31,63
1,-6,29,18,,16,-57,45,113
1,-7,29,18,,11,-34,16,182
0,-8,29,18,,20,-91,51,260
-1,-7,29,17,,14,-30,3,330
-2,-7,28,18,,19,-100,48,363
-,,,,,16,-30,-1,381
2,-7,28,17,,16,-87,46,381
-2,-7,28,17,,9,-20,-4,374
-3,-8,27,17,,6,-32,-2,365
-5,-7,27,18,,11,-65,36,295
-5,-7,26,18,,6,-14,-14,207
-5,-7,26,18,,11,-59,43,136
-6,-6,26,18,,3,-5,-23,53
-6,-8,26,17,,11,-66,35,0
-6,-8,26,18,,5,2,-27,0
-7,-8,25,17,,5,-32,9,0
-7,-8,25,17,,13,-12,22,0
-8,-8,25,17,,8,25,-17,0
-7,-8,24,17,,3,-48,36,0
-7,-8,25,17,,-13,28,-23,0
-7,-9,24,16,,-22,11,-25,0
-8,-9,25,17,,-21,-27,25,0
-8,-9,24,17,,-39,27,-37,0
-8,-10,24,17,,-40,-39,12,0
-8,-10,24,17,,-45,32,-52,
-8,-10,24,17,,0,,,
-7,-10,23,16,,-39,-37,6,0
-7,-11,24,17,,-36,-2,-8,0
-7,-11,23,17,,-40,16,-28,0
-6,-12,24,17,,-31,-10,7,0
-5,-11,23,17,,-40,35,-29,74
-5,-12,23,18,,-27,-10,22,127
-5,-11,23,17,,-35,54,-11,185
-4,-12,24,17,,-25,0,39,258
-4,-12,25,17,,-36,59,-7,327
-4,-13,25,18,,-27,1,46,358
-3,-13,24,17,,-32,59,9,369
,,,,,-36,50,21,368
-1,-13,25,18,,-20,19,52,362
-1,-13,25,18,,-30,54,25,350
-1,-13,25,17,,-8,15,67,293
0,-14,26,18,,-15,57,35,210
0,-15,26,17,,1,18,82,159
1,-15,26,17,,-2,50,38,76
1,-14,27,17,,14,3,84,20
2,-15,28,17,,22,21,64,0
4,-15,29,18,,15,7,67,0
4,-16,29,17,,26,-16,97,0
4,-16,30,17,,37,21,52,0
6,-16,30,17,,40,-31,97,0
6,-16,30,17,,51,-21,96,0
7,-16,31,17,,42,0,59,0
