x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4,sep,x Desb 5,y Desb 5,z Desb 5,i Desb 5
3,-10,29,17,,-47,11,-37,0,,7,-52,64,0
3,-10,30,17,,-40,-28,1,66,,-1,35,6,0
3,-10,29,17,,-42,17,-32,128,,3,19,-2,0
2,-10,30,17,,-34,-27,6,177,,14,-42,68,0
2,-10,29,17,,-35,16,-14,267,,5,18,17,0
3,-10,30,16,,-30,-29,10,339,,10,-37,40,0
2,-10,29,17,,-31,49,-28,366,,13,4,32,0
3,-10,28,16,,-31,-12,22,375,,6,27,-6,0
2,-10,28,17,,-29,52,-1,369,,8,-24,28,0
2,-10,29,17,,-34,9,22,363,,19,-8,45,0
2,-10,30,17,,-31,39,16,339,,8,-14,16,0
2,-9,29,17,,-36,31,23,255,,17,-56,64,0
2,-10,28,17,,-30,26,42,185,,11,27,3,0
2,-10,29,17,,-33,50,20,106,,8,0,7,0
2,-10,28,17,,-19,16,59,34,,24,-36,65,0
2,-11,29,17,,-25,57,27,0,,17,22,12,0
1,-10,30,17,,-14,17,63,0,,8,-53,48,3
2,-9,28,17,,-8,48,47,0,,22,-53,67,77
1,-10,29,17,,-2,27,65,0,,8,17,-8,124
2,-10,27,17,,9,6,86,0,,20,-65,71,176
2,-10,28,17,,3,48,35,0,,15,24,-5,364
1,-11,29,17,,8,18,62,0,,7,-8,9,368
2,-10,29,17,,21,-10,91,0,,8,-68,57,373
1,-10,28,17,,23,29,46,0,,8,-68,57,373
1,-11,28,17,,33,-21,96,0,,16,-46,57,380
1,-11,28,17,,44,-8,88,0,,0,8,-,
1,-11,28,17,,34,1,63,0,,8,374,,
1,,,,,52,-24,99,0,,14,-54,65,366
,-11,29,17,,48,9,58,0,,5,22,-5,326
1,-11,27,17,,4,,,,,2,-28,26,262
1,-11,27,17,,3,-37,91,0,,12,-17,24,184
0,-11,27,17,,53,-32,96,0,,0,-9,7,124
0,-11,29,17,,41,-3,40,0,,9,-29,42,51
0,-12,27,17,,46,-45,90,48,,-4,-3,10,0
0,-11,27,17,,39,-4,24,102,,1,-40,42,0
0,-11,27,17,,28,-47,62,159,,0,3,13,0
1,-11,27,17,,30,-14,46,243,,-6,2,8,0
0,-12,28,17,,20,-47,43,320,,-5,-31,37,0
0,-12,27,17,,23,-40,44,361,,-3,-1,12,0
0,-12,27,17,,10,-45,21,373,,-9,-29,35,0
0,-12,27,17,,15,-71,55,382,,-2,-31,46,0
0,-12,28,17,,10,-23,1,375,,-12,10,0,0
0,-12,27,17,,19,-103,58,367,,-7,-32,49,0
0,-12,27,17,,14,-21,-7,300,,-5,2,25,0
0,-12,27,17,,20,-103,57,218,,-17,-12,17,0
0,-12,27,17,,16,-16,-9,136,,-8,-7,39,0
0,-13,28,17,,14,-91,53,61,,-11,31,-6,0
0,-12,27,17,,13,-72,44,0,,-16,-36,58,0
0,-12,28,17,,6,-21,0,0,,-12,34,-4,0
-1,-13,27,17,,3,-6,-16,0,,-18,-39,50,0
0,-12,26,17,,3,-6,-16,0,,-9,-26,64,68
0,-12,27,17,,12,-69,41,0,,-16,28,-16,125
0,-12,27,17,,8,-33,8,0,,-10,-39,72,194
-1,-12,27,17,,3,-37,-2,0,,-15,47,-24,284
-1,-12,26,17,,10,-65,33,0,,-9,3,44,334
-1,-12,26,17,,9,7,-15,0,,-12,59,-1,
0,-13,26,17,,12,-43,36,0,,7,364,,
-1,-,,,,13,-29,34,0,,-13,-58,63,377
12,27,17,,,-5,11,-20,0,,-12,44,-17,374
0,-12,27,17,,-8,-31,29,0,,-4,-51,74,368
-1,-12,26,17,,-18,11,-1,0,,-8,59,-22,334
-2,-12,27,17,,,,,,,-3,-56,76,250
-1,-11,26,17,,-33,-13,-4,0,,-5,58,-14,173
-1,-12,27,17,,-35,6,-6,0,,0,-53,65,103
-1,-12,28,17,,-51,-10,-23,30,,4,-30,68,28
-2,-12,27,17,,-41,-6,-12,105,,-1,30,-13,0
-2,-12,26,17,,-50,5,-32,157,,8,-48,75,0
-1,-11,26,17,,-32,-8,0,209,,1,22,22,0
0,-11,27,17,,-40,24,-34,302,,6,-29,34,0
0,-12,27,17,,-28,-18,9,350,,8,1,37,0
-1,-12,26,17,,-34,46,-29,370,,3,36,-10,0
0,-12,26,17,,-25,-14,30,374,,7,-17,20,0
0,-12,27,17,,-29,61,-11,367,,15,-18,51,0
0,-12,28,17,,-30,-3,36,358,,7,-1,10,0
0,-11,27,17,,-33,60,0,303,,16,-53,64,0
0,-11,27,17,,-31,10,42,221,,10,25,10,0
0,-11,27,17,,-30,51,23,151,,8,8,0,0
0,-11,28,16,,-33,27,42,70,,22,-43,67,0
1,-11,27,17,,-21,38,43,1,,14,16,19,0
0,-10,27,17,,-22,38,43,0,,11,-41,43,0
0,-11,27,17,,-7,5,77,0,,19,5,31,0
0,-11,28,17,,-9,63,35,0,,9,23,-6,0
0,-10,28,17,,-7,48,46,0,,18,-63,66,38
0,-10,28,17,,9,13,78,0,,21,-13,40,108
0,-10,28,17,,5,45,41,0,,7,-23,18,151
1,-10,28,17,,14,-2,79,0,,23,-30,54,229
1,-10,28,17,,25,-8,88,0,,5,-6,1,293
1,-10,27,17,,22,26,50,0,,18,-52,59,350
1,-10,29,17,,40,-21,100,0,,9,9,-6,369
1,-10,2,,,42,6,72,0,,4,-54,41,378
8,17,,,,,,,,,18,0,25,376
1,-10,28,17,,,,,,,,,,
1,-10,28,17,,38,-17,80,0,,2,-31,22,368
2,-10,28,17,,52,-7,80,0,,16,-23,39,355
1,-10,28,17,,46,13,48,0,,3,-8,10,295
2,-9,29,17,,46,-41,104,0,,12,-36,52,219
3,-11,30,17,,48,8,37,0,,1,8,3,161
2,-10,29,17,,36,-23,55,8,,1,-43,41,92
2,-9,28,17,,49,-29,73,77,,6,1,17,29
3,-10,30,17,,32,-23,40,128,,-1,10,2,0
2,-10,30,17,,31,-36,71,196,,6,-43,51,0
3,-10,30,17,,26,-16,23,281,,1,-9,24,0
3,-10,30,17,,17,-70,63,343,,-5,-20,25,0
3,-9,30,17,,22,-19,7,366,,0,-39,46,0
3,-10,29,17,,5,-72,41,377,,-7,6,5,0
4,-9,29,16,,16,-43,33,378,,-9,-16,25,0
3,-9,29,17,,7,-55,16,374,,-4,-13,30,0
3,-9,29,17,,22,-80,48,358,,-15,-8,15,0
4,-10,30,17,,15,-20,-9,135,,-10,-30,44,0
4,-9,29,17,,14,-67,28,110,,-10,16,5,0
4,-10,30,17,,17,-92,57,88,,-12,-32,45,0
4,-10,31,17,,17,-92,57,49,,-11,21,6,0
4,-10,30,17,,6,-9,-20,0,,-16,15,-3,0
4,-10,30,17,,7,-43,12,0,,-10,-25,57,0
4,-10,30,17,,9,-46,10,0,,-16,24,-11,0
4,-9,30,17,,1,-27,-2,0,,-12,-33,65,42
4,-9,31,17,,10,-67,39,0,,-15,33,-17,110
4,-10,30,17,,4,-13,-18,0,,-12,-43,65,168
4,-9,31,17,,5,-57,19,0,,-12,47,-13,258
4,-10,30,17,,10,-56,31,0,,-13,-51,60,327
4,-9,31,17,,7,5,-16,0,,-12,48,-4,363
4,-10,30,17,,9,-29,20,0,,-16,-44,43,372
4,-9,30,17,,8,-6,13,0,,-6,34,20,37
4,-9,2,,,-1,20,-21,0,,5,,,
9,17,,,,-7,-38,28,0,,-14,-15,22,369
3,-9,30,17,,-22,24,-2,,,-4,-1,44,356
4,-10,31,17,,2,0,,,,-9,16,-2,282
4,-10,30,17,,-30,-26,13,0,,0,-27,67,211
4,-10,30,17,,-39,23,-24,0,,-5,38,-12,130
3,-9,30,17,,-47,11,-36,46,,4,-46,76,64
3,-10,29,17,,-40,-26,1,113,,-1,20,24,0
3,-9,30,17,,-47,22,-46,166,,2,-22,25,0
3,-10,31,17,,-31,-25,6,234,,5,-1,45,0
3,-10,29,17,,-38,36,-38,322,,2,45,-8,0
3,-9,29,17,,-32,3,3,355,,10,-57,69,0
3,-10,30,17,,-35,47,-27,373,,11,-22,57,0
2,-9,30,17,,-30,-10,21,374,,7,7,1,0
2,-10,30,17,,-34,54,-9,367,,11,-55,57,0
2,-10,29,17,,-26,-2,39,357,,13,22,14,0
3,-10,29,17,,-35,65,-5,292,,11,-40,46,0
2,-10,29,16,,-23,0,57,216,,20,-47,71,0
1,-9,29,16,,-29,30,42,147,,7,23,-7,0
1,-10,28,17,,-35,48,23,65,,10,-31,29,0
1,-10,29,17,,-18,16,59,0,,19,-4,41,0
1,-10,29,17,,-24,56,25,0,,9,-19,23,0
2,-10,28,17,,-2,12,80,0,,17,-57,68,0
1,-11,28,16,,-7,53,48,0,,12,25,1,0
0,-10,28,17,,-4,24,65,0,,6,-12,9,18
1,-11,29,17,,9,3,84,0,,23,-35,56,92
0,-11,28,17,,5,51,31,0,,7,0,4,127
1,-11,28,17,,8,17,59,0,,9,-57,51,176
1,-11,28,17,,25,9,75,0,,17,10,17,257
0,-11,27,17,,22,34,46,0,,6,-50,34,325
0,-11,27,17,,33,-23,96,0,,20,-6,29,360
0,-12,27,17,,44,-10,86,0,,3,-33,23,375
0,-12,29,17,,36,1,61,0,,19,-22,41,380
0,-11,27,17,,51,-23,101,0,,4,,,
,,,,,49,9,,,,,-10,7,374
0,-11,27,17,,60,0,,,,6,-65,53,366
0,-12,27,17,,43,-37,88,0,,14,18,7,326
0,-12,28,17,,54,-1,53,0,,2,-47,41,254
0,-12,27,17,,43,-3,42,1,,12,3,21,188
0,-12,27,17,,45,-44,88,67,,6,20,-5,120
0,-13,27,17,,38,-5,29,115,,7,-54,56,48
0,-13,27,16,,27,-54,79,178,,2,17,0,0
0,-12,27,17,,31,-20,45,265,,-3,-15,17,0
-1,-12,27,17,,24,-40,42,336,,4,-24,36,0
-1,-13,27,17,,21,-48,48,365,,-5,-6,14,0
-1,-13,26,17,,11,-45,21,375,,-3,-39,43,0
-1,-13,26,17,,13,-63,48,379,,-4,5,7,0
-1,-12,27,17,,19,-33,7,375,,-8,-3,12,0
-1,-13,26,17,,16,-97,57,360,,-4,-25,40,0
-1,-13,27,17,,16,-22,-7,282,,-6,7,7,0
-1,-13,26,17,,16,-103,56,205,,-12,-26,38,0
-1,-13,26,17,,13,-37,5,126,,-9,10,13,0
-1,-13,26,17,,10,-85,49,51,,-14,12,0,0
-2,-13,26,17,,10,-19,-10,0,,-11,-30,53,0
-2,-13,27,17,,8,-69,35,0,,-13,25,-8,0
-2,-13,26,17,,8,-20,0,0,,-16,-14,27,0
-1,-13,27,16,,5,-5,-16,0,,-11,6,29,0
-1,-12,27,17,,11,-65,39,0,,-18,-8,16,0
-1,-13,27,17,,7,-32,4,0,,-11,-3,40,66
-1,-13,26,17,,4,-39,0,0,,-14,35,-11,125
-1,-12,26,17,,9,-65,34,0,,-14,-41,60,189
-1,-12,27,17,,10,6,-14,0,,-15,17,-10,280
0,-13,26,17,,8,-6,-3,0,,-9,-32,65,337
0,-12,27,17,,13,-29,32,0,,-11,42,,
-1,-12,27,17,,-5,9,-16,0,,,-20,366,
-1,-12,,,,-8,-27,12,0,,-8,-51,71,375
,27,17,,,-18,8,-1,0,,-12,60,-16,374
0,-12,26,17,,,,,,,-8,-55,62,368
0,-12,27,17,,-25,24,-28,0,,-8,50,-1,340
-1,-11,26,17,,-29,-28,20,0,,-6,-39,48,250
-1,-12,27,17,,-43,24,-37,25,,-4,30,22,184
0,-11,27,17,,-42,-34,1,97,,-3,-18,27,105
-1,-11,27,17,,-44,26,-40,148,,0,0,43,48
0,-11,27,16,,-38,-25,-2,210,,-3,50,-16,0
0,-11,27,17,,-37,29,-27,300,,7,-58,69,0
0,-11,27,17,,-34,-16,-4,353,,6,-24,64,0
0,-11,27,17,,-34,29,-11,369,,4,17,-5,0
0,-11,28,17,,-26,-11,30,373,,9,-50,57,0
1,-11,27,17,,-33,61,-11,366,,4,22,15,0
0,-11,28,17,,-28,-3,34,357,,7,25,-10,0
0,-11,28,17,,-35,61,2,300,,17,-55,74,0
1,-10,28,16,,-30,10,43,213,,7,32,-8,0
0,-10,27,17,,-33,53,23,146,,9,-22,26,0
1,-10,28,17,,-31,24,44,64,,16,-11,47,0
1,-11,28,17,,-19,4,67,1,,8,28,-3,0
1,-10,28,17,,-23,65,19,0,,18,-55,62,0
1,-10,27,17,,-7,7,81,0,,10,25,7,0
1,-10,28,17,,-5,31,65,0,,8,0,6,0
1,-10,29,17,,-8,44,44,0,,16,-52,56,0
1,-9,28,17,,5,8,80,0,,15,17,14,0
2,-10,29,17,,5,47,42,0,,11,-50,43,30
2,-10,28,17,,4,38,43,0,,24,-49,63,100
1,-10,28,17,,25,-5,88,0,,6,12,-1,146
2,-9,29,17,,24,23,58,0,,20,-60,65,208
2,-10,28,17,,26,-10,81,0,,10,19,-6,288
2,-10,28,17,,43,5,72,0,,13,-69,60,346
2,-9,29,17,,37,16,54,0,,14,20,-2,370
2,-9,28,17,,48,-34,107,0,,8,-66,55,377
2,-9,3,,,52,-8,,,,17,17,7,
0,17,,,,84,0,,,,375,,,
2,-9,29,17,,40,-16,67,0,,4,8,-2,368
2,-9,28,17,,55,-19,77,0,,15,-57,60,357
2,-9,30,17,,49,6,43,0,,6,21,-7,297
3,-9,30,17,,40,-49,86,63,,11,-60,61,224
2,-9,29,18,,44,-5,37,111,,7,25,-2,158
3,-9,29,17,,26,-50,72,175,,-2,-10,15,80
3,-9,29,18,,28,-13,29,255,,10,-30,44,0
4,-9,30,16,,11,-57,58,332,,-4,0,5,0
3,-9,29,17,,22,-25,26,364,,-2,-45,44,0
2,-10,31,17,,3,-64,37,375,,2,6,14,0
3,-9,29,17,,12,-74,52,382,,-5,7,5,0
3,-8,29,17,,18,-26,11,376,,0,-39,46,0
2,-8,30,17,,10,-88,44,363,,-1,-4,16,0
3,-9,29,17,,19,-38,11,290,,-11,-24,31,0
3,-10,29,17,,15,-85,37,211,,-2,-4,21,0
3,-9,30,16,,19,-39,14,135,,-10,12,1,0
4,-10,30,17,,12,-67,33,55,,-9,-31,48,0
3,-9,29,17,,13,-42,15,0,,-12,18,-2,0
3,-10,29,17,,6,-46,10,0,,-16,-8,18,0
3,-10,30,17,,11,-44,20,0,,-8,-7,36,0
3,-9,29,17,,8,-6,-15,0,,-16,4,11,0
3,-9,30,17,,7,-64,37,0,,-16,-31,54,0
3,-9,30,16,,10,-51,24,0,,-11,29,-2,0
3,-9,29,17,,3,-20,-19,0,,-17,-32,48,31
3,-10,29,17,,9,-55,30,0,,-11,26,3,94
3,-10,29,17,,11,-10,-2,0,,-14,19,-8,148
3,-10,29,17,,8,-26,19,0,,-12,-26,63,223
3,-10,29,17,,7,-9,13,0,,-14,32,-15,310
3,-11,29,17,,0,17,-17,0,,-11,14,32,356
3,-10,29,17,,-8,-34,24,0,,-14,-4,9,367
2,-10,29,17,,-20,23,,,,-12,-51,63,377
3,-10,30,17,,,-17,0,,,-,,,
3,-10,29,17,,-27,11,-20,0,,12,30,-9,369
,,,,,-32,-18,15,0,,-3,-41,69,364
3,-11,28,17,,-45,15,-39,54,,-8,54,-20,310
2,-11,28,17,,-41,-28,0,116,,-3,-54,78,226
2,-11,29,17,,-45,23,-43,172,,3,-25,64,66
3,-11,29,17,,-34,-24,4,240,,3,-25,64,49
1,-11,28,17,,-37,35,-38,325,,-1,46,-3,22
2,-11,29,18,,-29,-24,7,360,,1,26,-12,0
2,-10,29,17,,-34,44,-25,375,,3,-48,56,0
1,-10,29,17,,-29,-6,18,373,,0,27,16,0
2,-11,29,17,,-33,47,3,367,,4,37,-15,0
1,-12,29,17,,-33,14,19,356,,13,-57,79,0
2,-12,29,17,,-33,39,20,289,,6,39,-13,0
1,-11,28,17,,-34,32,22,206,,9,-20,21,0
1,-11,28,17,,-30,28,42,136,,13,-16,49,0
1,-11,28,16,,-33,49,21,54,,8,34,-4,0
1,-11,28,17,,-19,16,59,0,,17,-55,65,0
1,-10,29,17,,-24,56,26,0,,9,24,9,0
1,-11,28,17,,-13,15,67,0,,8,9,-1,0
0,-11,28,17,,-7,50,46,0,,15,-48,53,0
0,-12,27,17,,0,23,65,0,,12,14,19,0
1,-11,29,17,,9,4,88,0,,14,-39,42,0
1,-12,29,17,,3,50,35,0,,23,-49,71,0
1,-11,27,16,,8,17,59,0,,7,18,-2,0
0,-11,27,17,,21,-13,90,0,,7,-34,30,58
0,-11,28,17,,22,30,47,0,,20,-12,37,116
0,-12,28,17,,34,-21,96,0,,6,-25,21,166
0,-11,27,17,,43,-10,88,0,,23,-26,49,246
0,-11,28,17,,35,2,61,0,,4,-12,6,316
0,-11,27,17,,52,-24,100,0,,20,-45,54,360
0,-12,27,17,,,,,,,6,3,-3,374
0,-12,27,17,,,,,,,6,-55,43,380
0,-11,27,17,,41,4,53,0,,19,4,,
0,-12,27,17,,42,-33,86,0,,,21,375,
,,,,,53,-2,57,0,,1,-38,25,369
0,-12,27,17,,42,-1,43,20,,18,-16,35,342
0,-11,28,17,,48,-48,85,88,,2,-13,12,268
0,-12,28,17,,39,-3,34,135,,15,-32,51,194
0,-12,27,17,,28,-51,74,208,,-1,6,1,130
0,-12,27,17,,20,-12,22,291,,0,-49,43,60
0,-11,27,17,,13,-69,62,349,,6,5,14,0
0,-12,27,16,,23,-20,16,367,,-2,12,-1,0
0,-12,28,16,,5,-72,49,377,,6,-48,55,0
0,-12,27,17,,15,-66,48,376,,4,-5,25,0
0,-12,27,17,,11,-37,9,374,,-9,-21,23,0
0,-11,28,17,,17,-87,48,346,,1,-17,27,0
0,-12,27,17,,17,-36,3,267,,-6,11,3,0
0,-11,27,16,,16,-91,51,195,,-7,-38,46,0
0,-12,27,17,,19,-24,-5,112,,-2,-16,32,0
0,-12,27,17,,14,-86,48,34,,-16,-3,13,0
0,-11,26,17,,13,-20,-7,0,,-5,-17,37,0
0,-12,27,17,,6,-67,34,0,,-10,15,7,0
0,-12,27,17,,10,-63,35,0,,-14,-29,44,0
0,-12,28,17,,4,-13,-13,0,,-10,19,6,0
0,-12,28,17,,9,-64,36,0,,-17,15,0,0
0,-11,28,17,,8,-27,1,0,,-12,-24,50,0
0,-12,27,17,,1,-40,3,0,,-15,20,-4,0
0,-11,27,17,,5,-62,32,0,,-13,-28,59,66
0,-12,28,17,,10,4,-14,0,,-13,26,-11,124
0,-11,27,17,,6,-11,0,0,,-14,-33,62,190
0,-11,27,17,,12,-29,30,0,,-13,35,-11,280
0,-12,28,17,,-5,10,-16,0,,-13,-41,61,341
0,-11,28,17,,-9,-22,10,0,,-10,43,-6,366
1,-12,28,17,,-17,,,,,-16,-41,49,375
0,-11,27,17,,,5,0,0,,-7,3,,
1,-12,28,17,,-31,-7,-5,0,,8,14,374,
1,-11,28,16,,-31,-26,18,0,,-10,6,7,282
,,,,,-42,23,-34,43,,-4,-51,64,254
1,-11,27,17,,-45,-30,-3,114,,-4,-51,64,228
1,-11,28,17,,-46,21,-38,169,,-1,-17,61,187
1,-11,28,17,,-41,-21,-7,240,,-5,33,-5,113
1,-11,28,17,,-37,25,-23,321,,6,-40,77,37
0,-11,28,17,,-30,-20,12,360,,-1,29,15,0
1,-11,27,17,,-34,46,-29,374,,-5,-32,32,0
1,-11,28,17,,-24,-10,29,368,,3,5,42,0
1,-11,28,17,,-32,59,-8,365,,0,41,-16,0
1,-10,28,17,,-31,0,33,348,,11,-62,72,0
1,-10,28,17,,-35,58,2,281,,9,-19,54,0
1,-10,28,17,,-29,10,42,199,,8,4,3,0
1,-10,29,17,,-31,54,23,129,,11,-60,63,0
2,-10,28,17,,-33,24,45,49,,9,28,11,0
2,-10,28,17,,-20,2,69,0,,8,21,-4,0
1,-10,29,17,,-23,65,16,0,,20,-50,72,0
1,-11,28,17,,-7,5,82,0,,12,10,27,0
1,-10,29,17,,-5,30,66,0,,12,-32,31,0
1,-10,28,17,,-7,45,44,0,,17,-4,40,0
1,-10,29,17,,3,7,81,0,,11,27,-4,0
1,-10,29,17,,24,-7,90,0,,19,-56,69,0
1,-10,29,17,,25,24,59,0,,20,-19,50,0
1,-10,28,17,,25,24,59,0,,7,-14,11,42
1,-10,28,17,,25,24,59,0,,22,-32,53,106
2,-10,29,17,,26,-9,80,0,,7,-5,6,151
2,-10,28,16,,43,4,73,0,,12,-56,50,214
1,-9,28,17,,39,16,52,0,,16,8,16,289
1,-10,28,17,,48,-34,107,0,,7,-51,37,346
1,-10,28,17,,,,,,,20,-4,26,367
2,-10,29,17,,45,13,51,0,,3,-36,25,379
1,-10,28,17,,40,-15,64,0,,20,-17,,
1,-10,29,17,,54,-25,79,0,,38,376,,
1,-10,29,17,,38,-14,51,28,,2,-16,10,367
1,,,,,41,-50,84,92,,17,-38,50,349
,-10,28,17,,43,-4,40,139,,3,7,-1,284
1,-10,28,17,,25,-48,67,212,,4,-50,47,216
1,-10,28,17,,25,-18,33,295,,10,7,17,151
1,-10,28,17,,16,-48,51,352,,-1,-33,30,72
1,-10,28,17,,21,-40,36,368,,8,-10,30,0
1,-10,28,17,,2,-51,32,378,,0,20,-3,0
1,-10,29,17,,14,-51,37,376,,3,-53,54,0
1,-10,28,17,,13,-53,16,373,,5,-23,39,0
1,-10,29,17,,18,-78,47,338,,-7,-5,9,0
1,-10,28,17,,17,-40,3,256,,-4,-43,42,0
1,-10,27,17,,17,-85,50,185,,-5,8,8,0
1,-10,28,17,,16,-31,-1,101,,-9,1,8,0
1,-10,28,17,,12,-78,44,24,,-3,-30,42,0
2,-10,28,16,,10,-18,-13,0,,-6,5,12,0
1,-10,28,17,,6,-48,14,0,,-13,-23,32,0
1,-11,28,17,,10,-43,20,0,,-8,4,18,0
1,-11,27,17,,4,-31,4,0,,-14,14,2,0
1,-11,29,17,,7,-61,34,0,,-11,-28,51,0
1,-11,28,17,,5,-15,-16,0,,-9,6,23,0
1,-11,28,17,,4,-23,-15,0,,-18,-9,25,0
0,-10,27,17,,9,-51,27,0,,-9,2,28,0
1,-10,28,17,,9,0,-10,0,,-13,25,-3,0
1,-10,28,17,,9,-26,19,0,,-15,-30,54,70
1,-11,28,17,,8,-8,11,0,,-12,25,-5,124
1,-11,28,17,,1,13,-14,0,,-16,-30,54,190
0,-11,28,17,,-9,-32,23,0,,-11,30,1,271
1,-11,27,17,,,,,,,-15,-33,46,337
0,-11,28,17,,-21,22,-16,0,,-10,29,10,363
1,-11,29,17,,-27,12,-21,0,,-15,-26,33,374
0,-11,28,17,,-31,-20,15,0,,-6,21,,
0,-11,28,17,,-44,16,-39,77,,,30,375,
0,-11,28,17,,-43,-28,3,126,,-14,-5,14,366
1,,,,,-44,25,-44,189,,-3,-10,50,346
,-11,28,17,,-34,-25,3,261,,-8,24,-4,267
1,-11,28,17,,-38,33,-37,340,,0,-32,71,199
0,-11,28,17,,-30,-23,8,363,,-4,35,18,124
0,-11,28,17,,-35,42,-24,376,,-6,-27,35,51
1,-11,28,17,,-29,-5,16,369,,1,9,34,0
1,-11,28,17,,-33,46,4,366,,1,-9,17,0
1,-11,28,17,,-33,14,19,342,,5,-59,76,0
1,-12,28,17,,-33,38,19,266,,2,46,-5,0
1,-11,28,17,,-34,32,22,186,,3,9,1,0
1,-11,27,17,,-31,31,41,115,,7,-57,62,0
1,-11,28,17,,-34,45,23,36,,6,29,7,0
1,-12,27,17,,-17,18,58,0,,9,22,-9,0
1,-11,29,17,,-11,59,31,0,,16,-54,77,0
1,-11,28,17,,1,24,69,0,,13,14,27,0
2,-12,29,17,,7,0,86,0,,8,-28,31,0
1,-11,28,16,,7,0,86,0,,18,-60,75,0
2,-12,27,17,,8,32,59,0,,10,31,-7,0
1,-11,28,17,,8,32,59,0,,18,-56,68,0
1,-11,30,17,,8,16,63,0,,18,-23,58,0
1,-12,28,17,,21,-12,84,0,,9,0,8,0
1,-11,28,17,,20,29,43,0,,15,-51,56,0
2,-12,29,17,,23,8,63,0,,14,14,15,0
1,-12,28,17,,40,-14,85,0,,13,-48,42,65
2,-11,28,16,,41,16,58,0,,16,3,25,113
1,-12,28,17,,42,-31,99,0,,6,9,0,156
2,-11,28,17,,,,,,,20,-56,62,221
1,-11,28,17,,,,,,,10,13,-3,300
1,-11,28,17,,48,9,64,0,,14,-64,58,354
1,-11,28,17,,42,6,50,0,,12,18,1,370
1,-11,28,17,,53,-42,93,0,,3,-16,11,381
1,-11,29,17,,54,-4,60,7,,20,-,,
1,-11,29,17,,35,-35,68,75,,36,49,375,
2,-11,28,17,,47,-22,60,122,,4,3,0,370
1,-11,28,17,,27,-28,50,195,,16,-52,60,352
2,-11,2,,,33,-40,52,272,,5,19,-8,286
9,17,,,,21,-23,39,343,,1,-37,30,216
1,-11,28,17,,23,-58,46,366,,14,-10,33,141
2,-10,29,17,,8,-39,20,377,,-2,-16,17,63
2,-10,28,17,,16,-67,46,379,,10,-26,44,0
2,-10,28,17,,11,-36,12,375,,-5,-2,4,0
2,-10,29,17,,17,-85,49,353,,-2,-50,48,0
1,-10,30,17,,16,-41,5,282,,2,12,9,0
1,-11,28,17,,15,-56,15,198,,-5,9,1,0
2,-10,28,17,,21,-67,36,125,,-8,-37,34,0
2,-10,29,17,,13,-46,14,43,,-1,0,17,0
2,-10,29,17,,14,-64,32,0,,-11,-25,28,0
2,-11,28,17,,6,-30,-6,0,,-6,-41,49,0
1,-10,29,17,,11,-59,33,0,,-9,18,0,0
1,-10,29,17,,11,-24,2,0,,-9,-34,47,0
1,-10,29,16,,3,-49,21,0,,-8,-9,32,0
2,-10,29,17,,8,-59,32,0,,-16,-4,14,0
2,-10,30,17,,6,-15,-22,0,,-8,-10,37,0
2,-10,28,17,,5,-56,28,0,,-11,24,2,0
1,-10,28,16,,11,-30,14,0,,-16,-28,49,0
2,-11,29,17,,8,-11,5,0,,-11,22,4,0
1,-10,28,16,,9,-27,24,0,,-17,11,6,39
1,-10,28,17,,7,3,-3,0,,-12,-20,47,104
2,-10,29,17,,-2,7,-11,0,,-15,16,1,162
1,-10,28,17,,-12,-,,,,-12,-19,53,240
1,-11,29,17,,26,25,0,,,-14,21,-5,319
1,-10,29,17,,-22,23,-22,0,,-12,-29,57,360
2,-10,29,17,,-34,-27,14,0,,-10,32,-6,370
2,-9,29,17,,-40,21,-35,42,,-11,-34,57,
1,-11,29,17,,-47,-29,-2,114,,,378,,
1,-11,29,16,,-43,22,-34,165,,-11,41,3,372
1,,,,,-43,-19,-8,243,,-9,-37,43,360
-10,28,17,,,-39,21,-24,321,,-5,32,15,301
2,-11,28,17,,-35,-9,-9,361,,-6,-21,33,213
1,-10,29,17,,-34,22,-4,370,,-3,12,36,148
1,-11,29,17,,-34,17,-6,374,,-4,-3,15,74
1,-11,28,17,,-32,18,23,365,,1,-14,53,4
1,-12,28,17,,-32,39,-3,351,,0,44,-6,0
1,-11,28,17,,-29,14,36,286,,3,-50,61,0
1,-11,29,17,,-33,54,3,208,,6,-34,70,0
1,-12,29,17,,-28,10,55,141,,4,28,-11,0
1,-12,28,17,,-32,63,6,67,,7,-41,43,0
1,-11,28,17,,-19,6,68,0,,6,10,28,0
1,-11,27,17,,-20,41,43,0,,9,-27,30,0
1,-11,28,17,,-21,35,48,0,,14,-62,76,0
1,-11,28,17,,-4,31,65,0,,8,37,-8,0
1,-11,27,17,,-9,61,32,0,,10,-5,12,0
1,-12,28,17,,4,8,81,0,,18,-29,61,0
1,-12,28,16,,9,15,78,0,,10,9,0,0
1,-11,28,17,,5,37,41,0,,15,-48,55,0
1,-12,27,17,,13,0,77,0,,13,15,18,0
1,-12,28,17,,26,-6,88,0,,11,16,-4,0
0,-11,29,17,,22,25,49,0,,21,-48,71,0
0,-11,27,17,,41,-21,98,0,,16,1,31,0
1,-12,29,17,,43,4,75,0,,10,-32,28,70
0,-11,28,17,,38,-15,77,0,,17,-14,40,122
