x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4,sep,x Desb 5,y Desb 5,z Desb 5,i Desb 5
1,-11,28,16,,16,-72,32,0,,17,-5,27,187
1,-10,28,17,,16,-42,18,0,,7,-30,30,116
1,-11,29,17,,11,-17,-5,0,,18,-18,32,34
1,-11,28,16,,11,-78,41,0,,6,-24,22,0
1,-10,28,16,,5,-5,-23,0,,14,-52,51,0
1,-11,28,16,,5,-32,-1,0,,9,5,9,0
1,-11,28,16,,9,-46,30,0,,3,-15,17,0
1,-10,28,16,,2,-23,-9,0,,15,-32,39,0
1,-10,28,17,,8,-68,30,36,,3,-10,12,0
1,-11,28,17,,3,0,-21,1,,5,-44,43,0
0,-11,28,16,,0,,,,,9,2,11,0
2,-11,29,17,,11,-49,31,150,,0,0,6,0
1,-11,29,16,,10,9,5,199,,-1,-36,41,0
1,-11,28,16,,5,18,-20,278,,6,3,16,0
1,-11,28,16,,0,-45,39,334,,-3,9,-2,0
1,-11,28,16,,-14,32,-37,368,,0,-43,54,0
1,-10,28,17,,-21,-45,32,375,,3,-2,26,0
1,-10,29,16,,-31,42,-37,373,,-9,-18,22,0
1,-11,28,16,,-42,-41,10,365,,-2,-11,37,0
1,-11,28,17,,-43,29,-43,319,,-5,29,-11,0
1,-11,28,17,,-50,-31,-8,233,,-12,-50,57,19
2,-11,28,16,,-38,39,-45,150,,-7,29,-3,91
2,-11,29,17,,-32,-30,14,70,,-14,-47,48,136
1,-11,28,17,,-34,46,-38,0,,-10,24,12,211
1,-11,27,16,,-28,-16,21,0,,-16,-31,27,300
1,-11,28,16,,-28,10,17,0,,-11,5,34,349
1,-11,28,17,,-35,40,0,0,,-16,-3,6,369
1,-11,,,,-27,8,34,0,,-10,-20,56,376
,28,17,,,-34,51,1,0,,-15,32,-14,369
1,-11,29,17,,-32,13,33,0,,-10,-43,71,367
1,-10,29,17,,-30,42,23,0,,-,,,
0,-10,27,17,,-34,61,8,0,,15,51,-25,313
1,-11,28,16,,-22,9,55,0,,-11,-51,75,229
2,-11,28,16,,-27,56,20,0,,-16,58,-22,139
1,-11,28,17,,-27,39,39,0,,-9,-52,67,68
1,-11,28,17,,-9,26,58,0,,-17,50,-6,0
1,-11,28,17,,-15,47,46,0,,-6,-43,50,0
1,-11,27,16,,-4,22,76,0,,-13,33,13,0
1,-11,27,17,,3,49,43,,,-9,40,-10,0
2,-11,29,16,,0,,,,,1,-44,66,0
2,-11,28,16,,-3,39,49,0,,-9,41,-6,0
1,-11,28,16,,20,11,80,52,,0,-4,19,0
0,-11,28,16,,14,24,48,108,,0,-13,46,0
1,-11,28,17,,19,-8,85,151,,-6,32,5,0
2,-10,28,16,,39,15,68,226,,9,-34,50,0
1,-11,27,16,,34,-17,82,303,,6,-25,58,0
1,-11,28,16,,54,-5,82,350,,-1,19,2,0
1,-11,28,16,,40,-17,71,366,,10,-27,38,0
1,-11,29,17,,57,-23,84,377,,1,9,26,0
1,-10,28,17,,40,-8,50,369,,0,23,2,0
1,-11,28,16,,49,-41,85,367,,16,-39,64,0
0,-11,29,16,,36,0,30,332,,8,0,37,0
1,-11,28,17,,36,-56,84,257,,9,-19,26,1
1,-11,27,17,,24,-31,50,93,,19,-45,57,76
1,-11,29,17,,24,-31,50,76,,6,17,7,116
1,-11,27,17,,18,-2,7,48,,20,-48,61,169
1,-11,28,17,,11,-39,24,0,,10,17,11,246
2,-11,29,17,,15,-68,53,0,,17,-52,52,319
1,-12,27,17,,19,-11,6,0,,16,12,15,360
1,-10,28,17,,9,-89,50,0,,9,2,6,370
1,-11,,,,16,-93,52,0,,24,-46,61,381
,28,16,,,15,-28,3,0,,8,14,0,377
1,-10,29,17,,17,-107,51,0,,7,-38,33,374
1,-11,29,17,,17,-22,-6,0,,19,-11,,
1,-11,27,17,,13,-48,13,0,,,33,342,
1,-11,28,17,,18,-73,39,0,,6,-22,21,268
1,-11,28,17,,5,-24,-8,0,,20,-25,44,192
0,-11,28,17,,9,-71,31,0,,5,-10,12,117
1,-11,28,17,,8,-18,-6,0,,19,-39,48,43
1,-11,28,16,,7,-53,27,0,,7,-5,8,0
1,-10,28,17,,13,-66,48,0,,9,-46,42,0
0,-11,27,16,,1,,,,,15,-3,18,0
1,-11,28,16,,,-3,-26,0,,6,2,6,0
2,-11,28,16,,0,-48,7,30,,7,-38,36,0
1,-11,28,16,,8,-26,5,97,,13,-11,21,0
1,-10,28,16,,3,-28,6,136,,2,-31,32,0
1,-11,28,17,,15,-59,49,195,,8,-47,51,0
1,-11,27,16,,7,26,-18,272,,5,8,1,0
0,-10,27,16,,2,-48,32,332,,-2,-20,24,0
0,-10,27,16,,-9,27,-21,367,,7,-14,32,0
1,-11,28,16,,-26,-35,17,374,,2,13,0,0
1,-11,29,17,,-29,27,-16,374,,-4,-43,51,0
1,-10,28,17,,-49,-23,-9,368,,1,-21,41,0
1,-11,28,17,,-42,5,-17,337,,-8,1,4,0
1,-11,27,16,,-53,-5,-29,245,,-8,-41,50,0
1,-11,28,17,,-37,-4,-4,170,,-2,20,3,0
0,-11,28,17,,-42,19,-32,87,,-14,-38,40,1
1,-11,28,17,,-31,36,-26,9,,-7,-41,63,70
1,-10,28,17,,-39,37,-30,0,,-11,26,-17,126
1,-11,27,17,,-26,-12,24,0,,-8,-51,70,188
1,-11,28,17,,-34,56,-14,0,,-12,41,-19,280
1,-11,28,17,,-23,-4,39,0,,-11,-57,64,343
1,-11,28,17,,-34,62,-7,0,,-15,22,-13,370
1,-11,28,17,,-36,38,12,0,,-9,-44,69,377
1,-11,28,17,,-25,16,41,0,,-15,52,-24,369
1,-11,28,17,,-36,53,16,0,,-12,-57,75,366
,,,,,-30,15,51,0,,-,,,
1,-11,28,16,,-24,48,30,0,,16,59,-25,317
1,-11,28,17,,-25,27,54,0,,-12,-54,69,233
1,-10,29,17,,-9,41,46,0,,-17,56,-9,151
1,-10,28,16,,-14,56,33,0,,-11,-44,53,75
1,-11,28,17,,0,18,82,0,,-18,36,10,0
1,-11,29,17,,6,37,,,,-6,-26,30,0
1,-11,28,16,,59,0,,,,-13,13,35,0
1,-11,28,16,,-4,26,61,2,,-10,56,-15,0
1,-11,28,16,,11,5,84,58,,0,-53,67,0
1,-10,28,16,,19,31,42,111,,-12,45,-4,0
1,-11,28,16,,26,-15,97,161,,-2,21,-1,0
1,-10,27,17,,38,22,54,238,,2,-37,63,0
1,-11,28,16,,37,-31,98,312,,-2,36,-6,0
1,-11,28,16,,52,9,64,353,,6,-20,34,0
1,-11,28,16,,43,2,54,367,,-4,3,37,0
2,-11,29,17,,51,-40,100,378,,-3,32,-5,0
2,-10,29,16,,44,11,30,337,,12,-43,61,0
1,-10,28,17,,35,-21,47,309,,4,-12,46,0
1,-11,28,16,,32,-61,84,288,,8,1,16,0
1,-10,29,17,,32,-61,84,240,,16,-39,59,0
1,-11,28,16,,29,8,22,183,,0,18,13,0
1,-11,28,17,,10,-67,68,104,,19,-40,48,39
0,-10,29,17,,21,-18,30,21,,20,-31,55,104
1,-11,28,17,,12,-72,48,0,,5,4,10,146
1,-11,28,17,,13,-92,72,0,,24,-36,60,216
1,-11,28,16,,15,-1,-5,0,,7,6,6,276
1,-11,28,16,,18,-112,63,0,,13,-38,36,340
1,-11,27,17,,16,-17,-2,0,,19,-3,32,368
1,-11,28,16,,16,-40,7,0,,7,-32,31,378
1,-11,,,,21,-100,50,0,,23,-13,39,377
,28,17,,,13,-22,-5,0,,5,-18,16,374
1,-10,28,17,,12,-71,30,0,,24,-30,4,
1,-11,29,17,,11,-48,18,0,,8,356,,
1,-11,28,17,,7,-44,7,0,,4,-3,8,296
1,-10,28,17,,13,-83,47,0,,21,-43,55,222
1,-11,28,17,,6,-5,-18,0,,7,6,3,162
1,-11,28,17,,10,-65,43,0,,6,-42,37,91
1,-11,29,16,,11,-48,,,,18,-7,25,18
1,-11,28,17,,,32,0,,,8,7,2,0
1,-11,28,17,,1,-19,-17,17,,14,-55,52,0
1,-10,28,17,,14,-55,31,92,,18,-18,32,0
1,-10,28,16,,3,-5,-20,136,,4,-23,22,0
1,-10,28,16,,18,-44,45,195,,16,-26,35,0
1,-11,29,17,,3,19,-23,274,,9,6,5,0
0,-11,29,16,,-2,-31,13,336,,3,-46,46,0
1,-11,28,16,,-7,3,6,363,,11,-29,37,0
1,-11,28,17,,-30,-12,-7,374,,0,-4,11,0
1,-10,28,16,,-24,-4,9,374,,-2,-39,43,0
1,-11,28,17,,-48,6,-30,367,,5,7,9,0
1,-11,28,17,,-39,-24,4,352,,-4,3,2,0
1,-11,28,17,,-51,21,-48,271,,0,-35,52,0
1,-11,28,16,,-35,-31,8,196,,2,6,15,0
1,-11,28,17,,-37,40,-46,111,,-5,15,-5,0
1,-10,27,17,,-29,-32,16,33,,-6,-42,61,0
1,-11,27,17,,-34,49,-37,0,,-6,24,-14,0
1,-11,29,17,,-29,-19,22,0,,-15,-21,22,32
1,-11,28,17,,-33,56,-10,0,,-6,-9,35,98
0,-10,28,17,,-29,0,31,0,,-14,-5,7,138
1,-11,29,17,,-25,5,36,0,,-8,-21,54,209
1,-11,28,17,,-37,58,-4,0,,-14,16,-13,300
1,-11,28,17,,-24,0,49,0,,-11,-43,68,355
1,-10,29,17,,-29,41,23,0,,-12,42,-23,370
1,-11,,,,-38,34,35,0,,-12,-57,75,376
,28,17,,,-21,31,42,0,,-15,60,-21,368
2,-11,28,17,,-28,59,20,0,,-12,-27,62,362
1,-11,28,17,,-16,14,67,0,,-13,39,-21,289
2,-11,28,17,,-11,53,35,0,,-12,-45,80,
1,-11,28,17,,-5,23,76,0,,209,,,
1,-11,28,17,,6,24,74,,,-13,58,-29,117
1,-11,28,16,,0,,,,,-8,-57,79,46
2,-12,29,17,,-5,40,45,0,,-14,61,-24,0
2,-11,28,17,,2,11,75,38,,-5,-60,70,0
1,-11,28,17,,21,28,52,98,,-10,-18,60,0
1,-11,28,17,,15,25,48,138,,-7,30,-9,0
1,-12,28,16,,32,-12,97,207,,-1,-43,70,0
1,-10,28,17,,35,16,50,283,,-3,47,-16,0
1,-11,28,17,,44,-34,104,342,,2,-26,31,0
1,-11,29,17,,49,15,56,366,,-4,3,38,0
1,-11,28,16,,44,-44,99,374,,-4,49,-11,0
1,-11,28,17,,54,11,50,368,,8,-51,64,0
1,-11,28,17,,37,-49,79,368,,-5,36,3,0
1,-11,28,17,,50,-1,53,344,,7,18,-2,0
1,-12,29,17,,29,-44,62,262,,7,-35,65,0
1,-11,29,16,,35,-13,50,197,,-1,21,18,0
0,-11,29,17,,8,-42,40,117,,13,-30,43,0
1,-11,28,16,,28,-35,53,43,,15,-40,66,0
1,-12,28,16,,10,-38,20,0,,3,19,1,2
1,-11,27,17,,14,-97,69,0,,16,-26,32,75
1,-11,29,17,,19,-4,7,0,,9,-5,37,118
1,-11,28,17,,9,-17,0,0,,13,-23,30,174
1,-12,28,17,,20,-105,60,0,,18,-11,42,256
1,-11,29,17,,15,-17,-3,0,,11,-20,22,328
1,-11,29,17,,14,-73,27,0,,21,-22,48,363
1,-11,28,17,,22,-72,32,0,,7,-13,15,376
1,-11,27,17,,13,-40,7,0,,25,-32,,
1,-10,,,,19,-96,50,0,,51,380,,
,27,17,,,9,-18,-2,0,,6,1,7,375
1,-10,28,17,,8,-68,29,0,,10,-50,44,368
1,-11,28,17,,14,-79,46,0,,16,4,22,322
1,-10,28,16,,6,-3,-24,0,,7,-37,34,248
1,-11,28,17,,14,-70,51,0,,19,-10,31,171
1,-11,28,17,,,,,,,5,-25,23,98
1,-11,28,17,,,,,,,19,-24,38,26
2,-11,28,17,,9,-27,9,0,,11,12,3,0
1,-11,29,17,,0,-42,2,28,,11,-56,50,0
1,-11,28,16,,12,-70,38,101,,14,7,11,0
1,-11,28,16,,5,3,-27,146,,4,-5,11,0
1,-11,28,16,,16,-55,47,206,,7,-46,41,0
1,-11,28,17,,8,23,-16,284,,12,-2,12,0
1,-11,27,16,,0,-48,32,340,,2,-39,38,0
1,-11,28,16,,-12,25,-19,368,,10,-43,50,0
1,-11,28,17,,-29,-33,12,375,,3,8,2,0
1,-11,28,17,,-28,25,-13,372,,-2,-27,32,0
1,-10,27,17,,-50,-22,-10,366,,6,-8,23,0
1,-11,27,17,,-43,4,-16,316,,0,10,-2,0
1,-11,27,17,,-54,-4,-31,224,,-2,-41,51,0
1,-10,29,17,,-34,44,-43,146,,4,-11,32,0
1,-11,28,16,,-40,-29,7,66,,-9,-10,18,0
1,-11,28,17,,-31,38,-27,0,,-2,-16,39,0
1,-11,28,17,,-39,41,-33,0,,-4,20,-6,0
0,-10,28,17,,-24,-15,28,0,,-12,-44,51,56
1,-11,29,17,,-33,60,-16,0,,-6,21,2,108
1,-11,28,17,,-25,-8,41,0,,-15,-39,45,165
2,-12,27,17,,-34,64,-11,0,,-9,19,12,237
1,-11,28,16,,-36,39,10,0,,-16,-29,26,320
1,-11,29,17,,-25,15,43,0,,-10,4,34,358
1,-12,29,17,,-37,57,16,0,,-16,-3,5,369
1,-11,28,17,,-20,11,54,0,,-10,-19,56,376
1,-11,,,,-24,46,28,0,,-16,32,-16,368
,28,17,,,-24,29,52,0,,-10,-46,7,
1,-11,28,17,,-8,38,50,0,,4,358,,
1,-10,28,17,,-15,57,34,0,,-14,56,-29,280
1,-11,28,17,,0,19,80,0,,-12,-56,80,205
1,-10,29,17,,,,,,,-15,64,-26,111
1,-10,29,17,,0,47,39,0,,-10,-58,72,36
0,-11,27,17,,-4,28,58,29,,-17,56,-9,0
1,-11,28,17,,23,16,70,89,,-8,-49,52,0
1,-11,28,17,,17,30,45,134,,-13,40,14,0
1,-11,28,16,,23,-11,94,198,,-8,53,-22,0
1,-11,28,16,,38,17,54,276,,1,-60,77,0
1,-11,28,16,,37,-28,95,336,,-7,59,-17,0
2,-11,28,16,,54,7,69,361,,-1,1,8,0
1,-11,28,16,,38,-31,84,373,,1,-24,59,0
1,-11,28,16,,57,-5,69,375,,-6,48,0,0
1,-11,28,17,,36,-27,59,368,,7,-43,50,0
1,-11,28,17,,52,-25,77,355,,6,-46,74,0
1,-10,29,16,,31,-16,36,280,,1,41,-15,0
1,-11,29,16,,36,-42,77,213,,9,-52,72,0
1,-11,27,17,,19,-9,15,134,,1,-1,38,0
1,-12,28,17,,33,-62,78,62,,11,-7,20,0
1,-11,27,16,,24,-13,25,0,,16,-48,67,0
1,-11,28,16,,10,-75,47,0,,1,24,6,0
0,-11,27,17,,15,-32,32,0,,9,-2,10,46
1,-11,28,16,,8,-58,24,0,,16,-29,54,108
1,-11,29,17,,19,-114,66,0,,9,0,13,150
1,-11,28,17,,16,-15,0,0,,20,-42,52,220
1,-11,29,16,,15,-108,48,0,,10,9,20,291
1,-11,29,17,,22,-105,52,0,,16,-44,43,349
1,-11,28,17,,14,-14,-10,0,,18,3,24,370
1,-11,28,16,,19,-105,59,0,,11,-40,39,379
1,-11,28,17,,6,0,-23,0,,19,0,30,377
1,-11,28,16,,4,-41,2,0,,8,15,2,373
1,-12,29,17,,12,,,,,17,-58,,
1,-11,28,17,,,-57,29,0,,56,358,,
,,,,,3,-20,-6,0,,12,19,2,294
1,-11,28,17,,11,-69,48,0,,13,-57,57,224
1,-11,28,17,,4,-3,-19,0,,15,16,7,153
1,-11,27,17,,7,-64,26,51,,5,-5,7,89
1,-11,28,16,,14,-60,34,114,,18,-44,51,15
1,-11,29,16,,5,0,-22,161,,8,1,4,0
1,-11,28,17,,19,-45,49,228,,6,-46,40,0
1,-11,28,16,,4,19,-25,303,,16,-6,24,0
1,-11,29,16,,3,-49,39,350,,8,8,2,0
1,-11,29,16,,-15,33,-31,373,,3,-34,29,0
1,-11,28,16,,-23,-41,27,375,,14,-17,26,0
1,-11,28,16,,-32,38,-33,370,,2,-23,25,0
1,-11,28,16,,-45,-42,4,363,,5,-48,52,0
2,-11,28,16,,-43,29,-37,297,,8,10,2,0
1,-12,28,16,,-51,-28,-9,209,,-2,-10,18,0
0,-11,27,17,,-36,23,-24,128,,7,-25,36,0
1,-11,27,17,,-47,-7,-12,46,,4,8,4,0
1,-11,28,16,,-28,10,-8,0,,-5,-36,45,0
1,-10,28,16,,-44,20,-14,0,,1,-26,45,0
2,-11,28,16,,-25,5,19,0,,-5,4,5,0
1,-10,28,17,,-30,55,-11,0,,-9,-32,45,0
1,-10,28,17,,-32,1,28,0,,-3,9,8,0
1,-11,28,16,,-32,48,6,0,,-9,11,-4,8
1,-11,29,17,,-36,17,29,0,,-7,-37,57,76
1,-11,28,17,,-25,-4,52,0,,-11,20,-10,133
1,-10,28,17,,-32,68,4,0,,-10,-42,63,199
2,-12,28,17,,-24,5,56,0,,-12,31,-14,289
1,-11,28,17,,-21,23,47,0,,-13,-49,60,349
1,-11,28,17,,-30,51,32,0,,-13,37,-6,370
1,-11,29,17,,-7,17,66,0,,-15,-42,47,376
1,-11,,,,-10,49,38,0,,-13,31,15,368
,28,17,,,-8,28,72,0,,-15,-20,23,36
1,-11,28,16,,,,,,,8,,,
0,-11,28,17,,6,18,77,0,,-15,5,40,326
1,-10,29,17,,-5,46,43,15,,-13,9,-1,244
1,-11,29,17,,18,4,83,74,,-13,-19,64,169
1,-11,29,17,,21,21,59,118,,-11,34,-18,79
1,-10,28,16,,17,2,77,168,,-10,-40,77,0
1,-11,29,17,,40,5,75,235,,-12,50,-29,0
0,-11,28,17,,32,-10,72,313,,-5,-56,80,0
1,-11,28,17,,52,-11,92,354,,-11,63,-21,0
1,-11,29,16,,48,15,54,369,,-6,-3,9,0
1,-11,28,16,,43,-43,98,376,,-5,-16,58,0
1,-11,28,17,,53,11,50,369,,-2,26,-10,0
1,-11,29,16,,37,-48,80,366,,1,-54,54,0
1,-10,28,16,,48,-1,53,319,,-5,36,16,0
1,-11,28,17,,31,-45,60,236,,-1,50,-17,0
1,-10,28,16,,35,-11,53,172,,8,-59,78,0
1,-11,27,17,,8,-40,38,91,,-1,49,-16,0
1,-11,28,16,,26,-40,57,19,,11,-57,71,0
1,-11,28,17,,11,-37,17,0,,5,-21,58,0
1,-12,27,16,,15,-98,70,0,,8,15,2,0
1,-11,28,16,,17,3,5,0,,13,-46,58,0
1,-11,27,16,,11,-17,-3,0,,1,19,15,0
1,-11,28,17,,19,-111,65,0,,6,16,-4,46
1,-11,28,16,,17,-9,-12,0,,20,-44,66,109
1,-10,27,17,,19,-122,62,0,,6,15,4,151
1,-12,28,17,,19,-71,36,0,,16,-31,35,221
1,-11,27,17,,13,-39,4,0,,13,-4,36,296
1,-11,29,17,,15,-86,46,0,,14,-28,27,351
1,-11,27,17,,6,-9,-20,0,,21,-12,43,373
1,-11,28,17,,11,-72,32,0,,6,-21,22,380
1,-11,27,17,,7,-25,3,0,,24,-21,44,375
1,-11,,,,5,4,-27,0,,4,-12,11,373
,28,17,,,14,-73,,,,,,,
1,-10,28,17,,,53,0,,,25,-36,52,337
1,-10,28,17,,2,2,-33,0,,5,3,5,271
1,-11,28,16,,1,-39,-1,57,,8,-48,46,208
0,-10,30,17,,10,-37,18,116,,18,4,20,136
1,-10,28,17,,2,-19,-3,170,,3,-41,33,65
1,-11,28,17,,15,-54,44,238,,20,-10,28,0
1,-11,28,17,,6,22,-16,312,,10,12,1,0
1,-11,28,17,,2,-46,28,354,,11,-60,56,0
1,-10,28,17,,-12,24,-14,373,,13,13,3,0
1,-11,26,17,,-30,-31,9,375,,2,-17,15,0
1,-11,28,16,,-29,20,-9,369,,15,-34,41,0
0,-10,28,16,,-50,-20,-15,358,,12,9,6,0
1,-11,27,16,,-46,40,-50,284,,0,-48,45,0
1,-11,29,16,,-40,-40,5,202,,9,-39,45,0
1,-11,28,17,,-35,44,-43,124,,2,6,5,0
1,-11,29,17,,-38,-30,6,46,,-3,-34,38,0
1,-11,28,17,,-29,38,-24,0,,6,-1,16,0
1,-11,28,17,,-39,41,-30,0,,0,10,0,0
1,-11,28,16,,-25,-9,40,0,,-3,-39,52,0
0,-10,28,16,,-25,-9,40,0,,1,-4,22,0
1,-11,28,16,,-28,22,25,0,,-8,-17,27,0
1,-11,29,16,,-28,22,25,0,,-8,-40,55,0
1,-11,28,16,,-39,42,7,0,,-6,18,-6,0
1,-11,28,16,,-24,10,43,0,,-11,-41,55,70
1,-10,28,17,,-30,60,10,0,,-8,20,-7,121
0,-10,29,17,,-32,17,48,0,,-13,-40,55,185
1,-11,28,17,,-24,45,32,0,,-11,23,0,260
1,-11,28,17,,-27,31,48,0,,-14,-39,43,336
1,-11,28,17,,-9,7,72,0,,-12,19,15,363
1,-11,29,16,,-13,61,31,0,,-15,-21,25,373
2,-11,28,17,,0,15,82,0,,-13,5,38,373
1,-11,,,,8,27,66,0,,-14,6,0,367
,28,16,,,0,50,39,19,,-13,-,,
1,-11,28,17,,11,4,8,,,51,60,354,
1,-11,27,17,,3,77,,,,-16,47,-4,273
0,-11,27,17,,20,30,45,122,,-13,-35,46,198
1,-11,28,16,,15,20,56,178,,-13,55,-29,106
1,-11,27,17,,39,-9,95,253,,-10,-55,78,32
1,-12,28,17,,32,8,54,317,,-14,59,-26,0
1,-12,28,17,,50,-29,104,357,,-6,2,2,0
1,-11,28,17,,44,8,49,370,,-9,-15,62,0
1,-11,27,17,,49,-43,106,377,,-13,59,-6,0
1,-11,28,17,,47,15,36,370,,-2,-51,54,0
1,-11,28,16,,43,-60,94,364,,-11,37,14,0
1,-10,29,16,,45,16,29,309,,0,-31,31,0
1,-10,28,16,,31,-64,86,226,,4,-62,79,0
2,-12,28,17,,34,16,24,169,,-5,60,-14,0
1,-10,27,16,,19,-9,14,86,,7,-60,69,0
1,-11,29,17,,31,-65,80,13,,2,-28,63,0
1,-11,29,16,,19,-7,-2,0,,5,29,-11,0
1,-11,28,16,,11,-99,79,0,,10,-44,52,0
1,-11,28,16,,14,-26,33,0,,0,20,22,0
1,-11,29,16,,8,-62,22,0,,4,37,-12,0
2,-10,28,16,,17,-78,48,0,,14,-53,73,0
1,-11,28,16,,16,-8,-4,0,,3,29,-5,19
1,-11,28,16,,16,-111,51,0,,16,-13,18,93
1,-11,27,17,,16,-27,6,0,,10,-19,52,138
0,-11,28,17,,15,-9,-14,0,,12,-7,15,199
1,-11,29,17,,19,-110,60,0,,19,-27,54,283
1,-11,28,17,,7,5,-27,0,,11,-6,10,343
0,-10,28,17,,6,-39,2,0,,24,-34,56,367
1,-11,27,17,,10,-60,33,0,,5,0,9,377
1,-10,28,16,,3,-16,-11,0,,16,-44,43,380
1,-11,29,17,,12,,,,,16,5,23,373
1,-10,,,,-69,48,0,,,9,-40,3,
,28,17,,,2,-3,-20,3,,5,367,,
1,-10,28,17,,7,-61,25,74,,18,-3,30,309
1,-11,28,17,,15,-63,40,124,,5,-31,27,231
0,-10,28,17,,4,2,-24,178,,21,-16,38,159
1,-11,29,16,,20,-47,48,249,,2,-20,18,81
1,-10,27,17,,2,22,-25,320,,11,-59,54,10
0,-10,28,17,,4,-49,41,357,,14,12,6,0
1,-11,28,16,,-16,32,-31,375,,7,-56,48,0
1,-11,28,17,,-23,-40,24,374,,19,-40,49,0
1,-11,27,17,,-32,37,-31,370,,4,0,5,0
1,-11,28,16,,-45,-42,2,354,,2,-46,39,0
1,-11,26,16,,-45,28,-35,274,,15,-3,17,0
1,-11,28,17,,-51,-28,-11,185,,6,8,2,0
1,-11,28,16,,-33,51,-36,0,,-1,-36,33,0
1,-10,28,17,,-33,51,-36,0,,15,-10,24,0
1,-11,28,16,,-46,19,-14,0,,-5,-19,25,0
0,-11,28,16,,-46,19,-14,0,,7,-18,31,0
1,-10,29,16,,-30,2,19,0,,3,13,0,0
1,-10,28,17,,-30,59,-11,0,,-6,-41,50,0
1,-11,28,17,,-32,-1,30,0,,4,-21,39,0
1,-11,28,16,,-31,50,-8,0,,-8,0,12,0
1,-10,28,16,,-40,12,28,0,,-12,-36,48,0
1,-11,28,16,,-23,-5,55,0,,-2,11,4,0
1,-11,27,16,,-31,71,3,0,,-13,-33,41,63
1,-11,29,16,,-24,3,59,0,,-6,8,11,111
1,-10,28,17,,-20,24,47,0,,-10,15,-3,168
1,-11,29,17,,-31,50,31,0,,-11,-35,58,247
1,-11,27,17,,-5,16,68,0,,-11,24,-12,330
1,-11,29,17,,-9,54,38,0,,-12,-44,61,365
1,-10,28,17,,-10,26,,,,-14,3,4,374
1,-11,29,16,,,73,0,,,-15,-44,56,376
1,-10,28,16,,7,41,49,0,,-15,40,1,368
1,-11,,,,-4,48,39,41,,-15,-35,38,356
,29,17,,,19,1,86,93,,-16,24,22,282
1,-10,28,17,,24,19,60,136,,-13,-1,,
1,-10,29,17,,16,3,75,194,,1,20,202,
1,-11,28,17,,41,2,76,264,,-16,3,43,127
1,-11,28,16,,33,-8,71,330,,-10,11,-2,50
1,-11,28,16,,54,-13,93,358,,-12,-21,64,0
1,-11,28,17,,40,-9,60,373,,-9,30,-19,0
1,-11,28,16,,42,-44,99,374,,-8,-40,79,0
1,-12,29,16,,55,10,50,369,,-13,42,11,0
1,-11,29,16,,36,-47,78,357,,-5,-33,32,0
1,-11,27,17,,50,0,54,302,,-9,14,36,0
0,-10,29,16,,30,-44,59,220,,-1,-4,9,0
1,-11,28,16,,35,-13,52,156,,1,-67,73,0
1,-11,28,16,,8,-40,38,75,,-5,58,-5,0
1,-11,28,17,,26,-38,56,1,,0,32,-10,0
0,-11,28,16,,24,-1,0,0,,5,-52,79,0
1,-11,28,17,,12,-100,72,0,,-3,29,20,0
1,-11,28,17,,18,3,2,0,,7,-25,30,0
1,-11,29,16,,11,-19,-2,0,,9,-62,80,0
1,-10,29,17,,19,-109,67,0,,2,48,-13,0
1,-11,28,16,,18,-12,-12,0,,14,-57,71,0
0,-11,28,16,,13,-80,25,0,,8,-25,60,1
1,-11,29,16,,20,-66,33,0,,12,8,0,60
1,-11,29,17,,14,-42,6,0,,18,-49,54,115
1,-11,27,16,,15,-107,54,0,,4,13,18,165
1,-11,27,17,,8,-10,-7,0,,20,-39,44,237
1,-11,28,17,,8,-72,31,0,,8,1,29,301
1,-11,28,17,,15,-87,51,0,,18,-36,32,355
1,-11,28,16,,6,7,-26,0,,16,-6,36,372
1,-11,28,17,,14,-78,54,0,,13,-28,27,381
0,-11,29,16,,7,-34,12,9,,25,-49,57,375
1,-11,29,17,,0,-34,-7,,,7,15,5,369
1,-11,,,,,78,,,,,,,
,29,17,,,9,-42,22,125,,,,,
1,-10,27,17,,4,-13,-6,184,,19,-56,53,340
1,-11,28,17,,15,-52,44,256,,10,16,6,266
1,-11,28,16,,7,21,-15,324,,14,-54,51,197
2,-12,28,17,,-1,-44,27,361,,14,12,9,126
1,-10,28,16,,-12,20,-11,375,,4,-1,7,61
1,-11,28,17,,-31,-25,7,373,,20,-48,52,0
1,-10,27,17,,-30,16,-7,368,,6,4,3,0
1,-11,29,17,,-51,-19,-18,346,,4,-43,37,0
1,-11,28,17,,-44,40,-51,262,,16,-53,56,0
1,-11,28,17,,-39,-39,7,183,,7,10,2,0
1,-11,27,16,,-34,43,-40,104,,0,-32,24,0
1,-11,29,16,,-40,-30,5,25,,16,-20,30,0
1,-10,28,17,,-30,37,-24,0,,0,-18,20,0
1,-11,28,16,,-40,43,-32,0,,3,-51,51,0
1,-11,27,16,,-24,-15,28,0,,9,13,4,0
1,-12,29,17,,-34,61,-16,0,,-3,-3,12,0
1,-10,29,16,,-27,-10,39,0,,6,-33,42,0
1,-11,29,16,,-31,66,-9,0,,6,7,8,0
1,-11,28,16,,-31,0,48,0,,-8,-32,40,0
1,-11,28,16,,-25,13,46,0,,1,-34,50,0
2,-11,28,16,,-38,61,10,0,,-5,12,1,0
1,-11,28,16,,-20,5,57,0,,-13,-23,33,0
