x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4,sep,x Desb 5,y Desb 5,z Desb 5,i Desb 5
8,-9,32,17,,4,-32,-2,68,,-3,37,3,277
7,-9,31,17,,7,-45,19,0,,8,-43,54,209
7,-8,30,18,,2,7,-29,0,,2,28,16,140
5,-8,30,17,,14,-57,41,0,,8,-35,41,65
5,-9,31,17,,8,21,-8,0,,15,-50,71,0
4,-8,30,18,,3,15,-17,0,,6,32,-8,0
5,-8,31,17,,2,-40,39,0,,18,-59,73,0
4,-7,30,17,,-12,14,-6,0,,14,-15,52,0
3,-7,30,17,,-25,-21,1,0,,12,-6,9,0
2,-8,29,17,,-28,5,2,0,,20,-59,64,0
2,-7,27,16,,-33,39,-40,0,,10,23,9,0
1,-8,28,18,,-40,-,,,,16,-53,51,0
1,-7,29,17,,40,14,0,,,22,-49,68,0
0,-7,28,17,,-45,31,-46,0,,10,18,-4,0
-1,-7,29,18,,-44,-33,-5,0,,22,-57,66,0
-2,-7,28,18,,-39,29,-34,0,,15,-7,34,0
-3,-7,27,17,,-39,28,-40,0,,11,-25,21,0
-3,-6,27,,,-30,-20,11,0,,18,-20,44,0
,17,,,,-37,40,-33,39,,9,16,4,0
-3,-6,27,17,,-25,-12,17,111,,16,-52,53,0
-5,-6,26,16,,-35,50,-10,161,,20,-31,47,0
-6,-6,24,18,,-25,0,33,225,,4,-10,8,44
-7,-6,25,17,,-34,56,-3,306,,21,-40,48,110
-7,-6,25,18,,-31,4,38,352,,5,-6,10,153
-7,-7,25,17,,-30,52,14,368,,10,-43,40,223
-8,-6,26,17,,-34,20,46,373,,15,-6,19,300
-8,-7,24,17,,-22,46,31,365,,4,-40,33,351
-8,-7,24,17,,-27,28,48,360,,16,-9,22,372
-8,-7,24,17,,-9,36,50,320,,0,,,
-9,-7,24,17,,-14,40,52,235,,-30,30,377,
-8,-8,24,17,,4,31,69,181,,15,-10,27,372
-8,-7,23,17,,-3,38,48,102,,-6,-20,20,364
-9,-8,23,17,,6,1,84,46,,10,-18,34,336
-9,-8,24,17,,19,38,44,0,,-6,-6,11,255
-8,-8,24,17,,15,24,49,0,,3,-25,46,192
-9,-8,24,17,,34,-14,96,0,,3,18,2,126
-9,-8,22,17,,35,19,52,0,,-13,-43,43,46
-8,-9,24,17,,35,-22,90,0,,0,13,10,0
-9,-8,24,17,,52,0,74,0,,-8,18,-8,0
-7,-10,24,17,,47,11,51,0,,-8,-48,63,0
-8,-9,24,17,,45,-46,102,0,,-9,32,-12,0
-6,-10,23,17,,51,10,43,0,,-16,-17,17,0
-6,-10,24,17,,41,-49,90,0,,-8,-15,40,0
-6,-11,24,17,,48,-31,79,0,,-13,8,2,0
-5,-12,24,17,,34,-13,36,0,,-16,-49,54,0
-4,-11,23,18,,35,,,,,-10,32,5,0
-3,-11,24,17,,,-47,78,0,,-17,-28,36,0
-3,-12,25,18,,35,1,34,0,,-14,14,25,0
-2,-13,26,17,,13,-49,58,0,,-13,46,-16,0
-1,-12,25,17,,24,-27,36,0,,-15,-47,68,0
,,,,,19,-7,8,7,,-15,50,-13,0
1,-13,26,18,,11,-89,65,77,,-14,-42,61,0
0,-14,26,18,,16,-11,1,121,,-16,39,0,1
1,-14,27,18,,10,-43,23,188,,-12,28,-6,68
2,-15,27,18,,19,-79,47,274,,-11,-32,59,121
2,-15,29,17,,13,-44,9,343,,-11,34,-6,185
3,-16,28,18,,20,-91,44,367,,-6,-31,59,267
4,-16,29,18,,19,-34,0,381,,-11,29,-3,339
6,-16,30,18,,16,-88,49,382,,-2,-30,55,365
6,-16,32,17,,8,-17,-6,374,,-8,27,,
7,-17,31,18,,11,-77,32,360,,2,375,,
8,-17,32,18,,7,-12,-10,283,,4,-28,52,378
9,-18,33,17,,11,-65,36,204,,-7,30,11,369
9,-18,32,17,,5,-8,-7,137,,5,-32,44,364
9,-17,32,17,,6,-58,17,57,,-3,23,18,309
10,-18,33,17,,11,-68,37,0,,7,-25,37,225
10,-16,33,17,,5,7,-29,0,,12,-43,69,156
10,-16,33,17,,17,-56,51,0,,1,37,-5,84
10,-16,32,17,,12,-10,19,0,,13,-54,67,12
11,-16,32,17,,-2,-10,-2,0,,5,32,-4,0
10,-15,32,17,,-4,-20,22,0,,8,0,7,0
10,-15,32,17,,-13,29,-26,0,,17,-56,62,0
10,-15,32,17,,-23,-38,23,0,,9,24,13,0
11,-14,32,17,,-31,30,-22,0,,16,-48,48,0
10,-13,33,17,,-47,-28,-4,0,,19,-53,71,0
11,-13,33,17,,-44,12,-24,0,,12,22,-7,0
11,-12,32,17,,-50,-13,-2,,,23,-60,72,0
11,-12,33,18,,3,0,,,,18,-8,42,0
10,-10,32,18,,-34,-27,10,0,,12,-18,18,0
9,-11,32,18,,-34,-27,10,0,,19,-29,51,0
8,-11,32,17,,-29,-4,2,0,,10,19,2,0
8,-9,31,17,,-33,39,-29,21,,18,-53,52,0
,,,,,-33,-8,10,97,,12,11,16,0
7,-9,31,17,,-33,40,-2,136,,7,5,3,0
6,-9,31,17,,-32,12,19,196,,11,-44,40,0
6,-8,31,17,,-31,38,12,280,,12,-4,22,1
7,-8,30,17,,-36,25,20,345,,10,-38,30,72
6,-7,31,18,,-28,29,32,364,,21,-52,55,125
5,-8,30,18,,-38,40,24,370,,4,4,8,166
5,-8,30,17,,-20,25,47,365,,17,-50,48,241
5,-7,30,17,,-30,48,30,360,,6,2,6,30
4,-7,31,17,,-10,19,65,332,,1,,,
3,-7,30,18,,-16,54,34,247,,3,-25,20,353
3,-7,30,18,,4,17,80,192,,18,-24,35,373
2,-7,30,18,,6,46,51,126,,-1,-14,16,378
2,-7,30,17,,-2,18,69,51,,15,-26,38,370
1,-7,28,17,,21,26,60,0,,-3,-6,10,364
0,-7,29,17,,16,35,38,0,,10,-32,46,331
-1,-7,28,17,,28,-20,99,0,,-5,7,2,260
-2,-7,28,17,,38,25,51,0,,2,-38,54,196
-3,-6,27,17,,32,-2,68,0,,3,6,16,134
-4,-7,27,17,,51,-20,95,0,,-14,-30,31,48
-4,-6,27,17,,41,-2,59,0,,1,-1,27,0
-6,-6,27,17,,40,-40,91,0,,-6,24,-11,0
-5,-7,26,17,,57,2,59,0,,-10,-54,59,0
-6,-7,26,17,,45,6,44,0,,-6,33,-7,0
-6,-6,25,17,,,,,,,-15,-51,54,0
-7,-7,26,16,,45,-49,91,0,,-7,-35,57,0
-7,-8,25,17,,41,4,30,0,,-13,27,-11,0
-7,-7,24,17,,31,-33,51,0,,-11,-49,65,0
-7,-7,25,17,,36,-26,63,0,,-12,46,-16,0
-7,-8,24,17,,34,10,20,0,,-14,-50,66,0
-8,-8,24,17,,22,-62,76,0,,-14,46,-10,0
-8,-8,24,17,,24,-10,14,0,,-16,18,-5,0
-8,-8,24,18,,15,-17,12,57,,-12,-27,62,0
-8,-9,24,17,,13,-82,64,109,,-14,39,-13,0
-8,-9,23,17,,13,-15,5,172,,-13,-40,69,0
-9,-9,25,17,,12,-96,56,249,,-15,45,-15,37
-8,-9,,,,19,-29,4,324,,-10,-44,62,104
24,17,,,,13,-99,49,360,,-13,41,-4,163
-8,-9,24,17,,22,-33,0,377,,-7,-33,55,235
-8,-10,23,17,,13,-82,42,382,,-13,28,5,308
-7,-10,24,18,,14,-35,10,374,,-3,-25,44,355
-7,-10,22,17,,6,-59,16,369,,-6,18,17,372
-7,-11,24,17,,9,-36,11,317,,,,,
-6,-11,23,18,,5,-39,9,237,,-7,22,2,378
-4,-11,23,18,,10,-71,46,169,,4,-24,58,373
-5,-11,23,18,,5,1,-21,91,,-7,27,1,368
-4,-11,25,17,,8,-72,32,24,,7,-36,57,346
-4,-12,24,17,,5,4,-23,0,,-3,33,0,278
-3,-12,24,17,,4,-7,-16,0,,3,-1,16,207
-3,-13,25,17,,15,-43,46,0,,8,-15,54,138
-1,-13,24,17,,10,17,-2,0,,2,10,5,73
-1,-13,25,17,,-1,-34,19,0,,11,-46,53,0
0,-13,26,17,,-8,7,0,0,,7,20,16,0
0,-14,26,17,,-15,31,-33,0,,6,20,-3,0
0,-14,27,17,,-22,-42,32,0,,18,-51,73,0
1,-15,28,17,,-41,-19,0,0,,8,27,-7,0
2,-16,28,17,,-44,30,-44,0,,13,-29,27,0
3,-16,28,17,,-44,30,-44,0,,16,-15,43,0
4,-16,30,17,,-49,15,-,,,14,-14,16,0
4,-16,30,17,,45,0,,,,18,-62,67,0
5,-16,31,17,,-37,-26,8,0,,12,25,5,0
6,-16,30,17,,-36,34,-43,0,,11,4,1,0
7,-17,32,17,,-31,-26,13,0,,20,-49,64,0
8,-17,32,17,,-33,17,-12,27,,13,10,18,0
8,-17,32,17,,-41,12,-10,104,,14,-40,38,0
9,-16,32,17,,-30,12,14,149,,15,-5,32,0
,,,,,-36,36,-1,212,,9,18,-2,0
9,-16,32,17,,-26,12,33,296,,18,-57,59,0
8,-16,32,17,,-36,51,0,350,,7,12,1,3
9,-16,33,18,,-25,7,47,366,,8,-20,15,73
10,-16,32,17,,-33,58,8,374,,18,-33,44,125
10,-15,33,18,,-23,12,56,367,,6,-12,11,178
9,-15,32,17,,-27,57,21,362,,14,-48,42,258
9,-13,33,17,,-16,13,65,333,,10,-3,13,329
9,-13,32,17,,-13,56,32,250,,9,-43,38,363
10,-13,32,17,,-2,19,80,188,,12,-4,16,
10,-13,33,17,,2,52,41,123,,,377,,
12,-13,33,17,,4,6,78,56,,3,-35,36,377
11,-12,32,17,,19,9,76,0,,11,-3,19,368
9,-12,32,17,,20,31,48,0,,-2,-28,30,363
9,-12,32,17,,21,-10,87,0,,8,-6,25,320
10,-11,32,17,,38,18,67,0,,-2,11,0,243
10,-10,31,17,,35,15,55,0,,0,-41,55,182
8,-10,32,17,,46,-33,102,0,,-2,18,-5,104
7,-9,30,17,,48,10,56,0,,-13,-2,2,0
8,-8,31,17,,40,-20,74,0,,-11,-49,51,0
6,-8,31,17,,54,-19,80,0,,-11,-49,51,0
7,-8,32,17,,40,-12,55,,,-3,-30,56,0
6,-8,32,17,,,0,,,,-13,18,-9,0
5,-8,31,17,,49,-37,80,0,,-16,-40,37,0
5,-7,30,18,,47,0,44,0,,-8,12,21,0
4,-8,31,17,,31,-48,67,0,,-17,-18,19,0
4,-8,30,17,,33,-6,43,0,,-9,-9,42,0
3,-7,30,18,,23,0,16,0,,-13,47,-10,0
3,-7,29,17,,12,-41,48,0,,-16,-46,56,0
2,-7,30,18,,25,-39,43,0,,-14,35,6,0
1,-7,29,18,,11,-46,31,63,,-15,-28,35,0
1,-6,29,18,,16,-57,45,113,,-12,-44,73,0
1,-7,29,18,,11,-34,16,182,,-14,52,-19,0
0,-8,29,18,,20,-91,51,260,,-13,-49,70,0
-1,-7,29,17,,14,-30,3,330,,-17,49,-12,49
-2,-7,28,18,,19,-100,48,363,,-10,-43,56,110
-,,,,,16,-30,-1,381,,-15,36,5,168
2,-7,28,17,,16,-87,46,381,,-8,-25,42,240
-2,-7,28,17,,9,-20,-4,374,,-13,16,,
-3,-8,27,17,,6,-32,-2,365,,21,317,,
-5,-7,27,18,,11,-65,36,295,,-4,-9,27,356
-5,-7,26,18,,6,-14,-14,207,,-6,0,36,369
-5,-7,26,18,,11,-59,43,136,,-2,5,16,377
-6,-6,26,18,,3,-5,-23,53,,4,-29,54,372
-6,-8,26,17,,11,-66,35,0,,-9,28,8,367
-6,-8,26,18,,5,2,-27,0,,8,-32,46,344
-7,-8,25,17,,5,-32,9,0,,-4,24,16,271
-7,-8,25,17,,13,-12,22,0,,8,-29,43,194
-8,-8,25,17,,8,25,-17,0,,11,-34,65,122
-7,-8,24,17,,3,-48,36,0,,0,26,-3,50
-7,-8,25,17,,-13,28,-23,0,,17,-48,65,0
-7,-9,24,16,,-22,11,-25,0,,4,29,-3,0
-8,-9,25,17,,-21,-27,25,0,,8,-17,23,0
-8,-9,24,17,,-39,27,-37,0,,17,-17,52,0
-8,-10,24,17,,-40,-39,12,0,,8,28,0,0
-8,-10,24,17,,-45,32,-52,,,18,-58,59,0
-8,-10,24,17,,0,,,,,20,-38,62,0
-7,-10,23,16,,-39,-37,6,0,,11,9,0,0
-7,-11,24,17,,-36,-2,-8,0,,12,-50,49,0
-7,-11,23,17,,-40,16,-28,0,,17,11,24,0
-6,-12,24,17,,-31,-10,7,0,,12,-37,32,0
-5,-11,23,17,,-40,35,-29,74,,19,-10,39,0
-5,-12,23,18,,-27,-10,22,127,,10,25,-4,0
-5,-11,23,17,,-35,54,-11,185,,16,-61,64,0
-4,-12,24,17,,-25,0,39,258,,13,20,4,0
-4,-12,25,17,,-36,59,-7,327,,8,-5,8,0
-4,-13,25,18,,-27,1,46,358,,14,-56,52,0
-3,-13,24,17,,-32,59,9,369,,11,8,14,28
,,,,,-36,50,21,368,,10,-48,38,97
-1,-13,25,18,,-20,19,52,362,,19,-51,54,147
-1,-13,25,18,,-30,54,25,350,,7,4,4,190
-1,-13,25,17,,-8,15,67,293,,16,-50,51,277
0,-14,26,18,,-15,57,35,210,,6,3,4,329
0,-15,26,17,,1,18,82,159,,3,-30,24,363
1,-15,26,17,,-2,50,38,76,,15,-19,,
1,-14,27,17,,14,3,84,20,,28,378,,
2,-15,28,17,,22,21,64,0,,1,-19,23,377
4,-15,29,18,,15,7,67,0,,12,-18,32,369
4,-16,29,17,,26,-16,97,0,,-4,-13,16,360
4,-16,30,17,,37,21,52,0,,1,-24,47,192
6,-16,30,17,,40,-31,97,0,,1,-24,47,178
6,-16,30,17,,51,-21,96,0,,1,14,5,165
7,-16,31,17,,42,0,59,0,,1,14,5,105
8,-16,32,17,,52,-38,96,0,,-12,-42,45,20
8,-16,32,17,,56,-3,62,0,,-2,14,8,0
8,-16,32,17,,38,-32,68,0,,-8,12,-8,0
8,-16,32,17,,49,-18,67,0,,-8,-44,64,0
9,-15,32,17,,41,8,32,,,-10,30,-16,0
8,-14,31,17,,0,,,,,-16,-23,17,0
9,-14,33,17,,33,-61,81,0,,-8,-10,40,0
10,-14,32,17,,36,-33,68,0,,-13,4,1,0
9,-14,32,18,,13,-16,25,0,,-15,-53,57,0
9,-13,33,17,,21,-60,71,0,,-12,37,4,0
10,-13,32,17,,15,-10,8,36,,-16,-32,35,0
11,-13,33,17,,12,-78,50,98,,-14,14,29,0
11,-12,3,,,19,-32,25,151,,-14,52,-21,0
3,17,,,,10,-61,31,228,,-15,-52,71,0
10,-12,32,17,,21,-68,40,308,,-16,54,-13,0
9,-11,32,17,,11,-49,13,357,,-14,-46,56,0
9,-11,32,17,,21,-91,40,372,,-17,38,7,27
10,-11,32,18,,15,-29,-3,382,,-10,-27,36,98
9,-10,31,18,,20,-90,52,374,,-16,16,27,145
8,-10,32,17,,6,-13,-14,367,,-7,-5,17,213
8,-9,30,18,,12,-80,42,315,,-4,-46,63,2
7,-8,31,17,,5,-5,-21,234,,94,,,
7,-8,31,18,,10,-68,47,162,,-13,41,-4,354
7,-8,33,17,,4,-1,-19,84,,-2,-37,52,369
7,-8,32,17,,8,-68,28,12,,-10,27,11,378
5,-8,31,17,,11,-51,24,0,,4,-21,40,375
5,-8,31,18,,3,-8,-16,0,,-8,14,27,368
5,-8,31,17,,18,-41,46,0,,6,-15,27,341
4,-7,31,17,,11,13,2,0,,-3,4,35,274
4,-8,32,17,,-1,-30,15,0,,6,-8,20,198
4,-7,31,17,,-6,4,2,0,,12,-39,62,128
3,-8,31,17,,-15,30,-31,0,,-1,30,5,54
2,-8,30,17,,-23,-40,31,0,,15,-46,56,0
2,-8,29,17,,-32,38,-36,0,,4,23,6,0
1,-7,30,17,,,,,,,6,3,8,0
0,-7,30,17,,-48,3,-27,0,,16,-48,56,0
0,-7,30,17,,-40,-22,0,0,,10,17,18,0
0,-8,28,17,,-50,17,-46,0,,8,12,0,0
-2,-7,29,17,,-35,-27,7,0,,22,-52,68,0
-2,-7,28,17,,-36,24,-27,0,,16,4,26,0
-3,-8,29,17,,-44,-9,-9,0,,11,-34,33,0
-3,-8,28,17,,-31,14,-10,34,,22,-8,42,0
-3,-7,27,17,,-42,15,-12,109,,11,28,-2,0
-5,-7,27,17,,-27,9,17,150,,17,-62,61,0
-5,-8,27,17,,-37,41,-4,213,,12,22,5,0
-5,-8,26,17,,-27,6,36,289,,8,0,3,0
-5,-8,26,17,,-36,56,-4,349,,14,-54,50,0
-6,-8,25,18,,-24,2,51,363,,15,11,19,0
-7,-9,24,17,,-33,64,7,373,,9,-43,36,0
-6,,,,,-23,9,57,365,,18,-56,60,0
-7,27,16,,,-21,33,40,363,,8,12,-4,58
-16,-9,21,16,,-30,40,39,338,,8,-32,24,111
-16,-9,21,17,,-8,28,59,266,,18,-22,39,169
-4,-7,26,17,,-13,47,47,187,,6,-20,17,235
-6,-10,25,17,,6,26,71,134,,16,-32,39,317
-8,-19,24,17,,-4,39,48,51,,5,-13,12,360
-9,-13,22,17,,19,9,79,0,,16,-35,42,
-8,-11,23,17,,20,28,51,0,,,373,,
-7,-11,23,17,,19,-8,85,0,,2,-4,11,378
-7,-11,23,17,,33,-12,96,0,,12,-33,41,372
-8,-11,24,17,,36,15,53,0,,-1,0,7,367
-7,-11,23,17,,45,-32,104,0,,-2,-32,35,332
-6,-12,24,17,,53,-6,83,0,,6,0,16,268
-6,-11,24,17,,38,-18,68,0,,-6,-27,37,187
-6,-12,24,17,,54,-23,86,0,,3,0,16,135
-6,-11,24,17,,52,11,49,0,,-4,11,-5,52
-6,-12,24,18,,39,-48,82,0,,-6,-42,57,0
-5,-12,24,17,,47,1,48,0,,-6,19,-9,0
-4,-12,24,17,,36,,,,,-13,-20,19,0
-4,-13,24,17,,,0,28,0,,-5,-10,41,0
-3,-13,24,17,,34,-58,86,0,,-14,-2,0,0
-3,-14,24,17,,35,-7,47,0,,-8,-32,57,0
-3,-13,24,17,,16,-40,45,0,,-9,32,2,0
-3,-13,24,17,,24,-43,51,0,,-17,-40,39,0
-1,-13,25,17,,17,5,5,48,,-10,17,25,0
0,-14,26,17,,9,-91,62,102,,-12,51,-20,0
0,-13,27,17,,17,-9,8,150,,-15,-58,70,0
1,-14,26,18,,13,-28,10,228,,-14,54,-13,0
2,-14,29,17,,17,-100,59,313,,-16,-48,57,0
3,-15,28,17,,14,-77,27,361,,-16,42,5,0
4,-15,,,,19,-70,31,374,,-12,48,-24,0
30,17,,,,16,-41,7,384,,-13,-52,79,0
4,-16,29,18,,19,-94,51,375,,-13,58,-24,75
5,-16,29,17,,11,-18,-2,368,,-11,-59,70,123
6,-16,30,17,,12,-71,33,314,,-13,55,-10,200
6,-15,31,17,,5,-6,-22,235,,-7,-45,55,277
6,-15,30,17,,7,-51,25,166,,-14,34,10,346
6,-16,31,17,,7,-24,4,99,,-4,-25,37,365
8,-16,31,17,,3,-48,10,24,,,,,
8,-15,31,17,,12,-67,37,0,,-8,11,29,376
9,-14,32,17,,3,5,-29,0,,1,0,19,376
9,-14,32,17,,16,-56,45,0,,-7,-9,48,369
9,-14,32,17,,13,-20,28,0,,-6,35,0,362
9,-14,33,17,,-1,-6,-8,0,,7,-38,55,307
9,-13,31,17,,-2,-23,26,0,,-4,28,9,231
10,-13,32,17,,-10,27,-23,0,,11,-33,49,159
9,-12,32,17,,-25,-34,16,0,,-1,19,20,84
9,-13,32,17,,-28,27,-15,0,,2,17,0,22
10,-12,32,17,,-47,-20,-7,0,,17,-41,61,0
10,-11,32,17,,-42,6,-16,0,,5,20,1,0
9,-11,32,17,,-,,,,,13,-28,35,0
10,-11,32,17,,44,35,-51,0,,13,-3,39,0
8,-10,32,17,,-42,-37,5,0,,6,23,1,0
9,-10,32,17,,-36,42,-44,0,,20,-58,63,0
8,-9,32,17,,-38,-27,9,0,,19,-20,47,0
8,-9,32,17,,-32,38,-28,46,,10,-10,13,0
8,-9,32,17,,-40,-7,6,111,,24,-32,59,0
8,-9,32,17,,-27,-15,24,157,,15,22,10,0
7,-8,32,17,,-34,19,14,224,,12,-53,46,0
7,-8,32,18,,-23,-7,40,303,,16,8,21,0
7,-8,32,18,,-35,64,-11,356,,9,18,-5,0
7,-8,32,18,,-25,14,42,367,,20,-59,69,0
6,-8,32,17,,-36,55,16,369,,18,-8,36,0
5,-8,32,18,,-18,14,53,362,,7,-24,20,0
,,,,,-31,56,24,353,,14,-63,60,1
,,,,,-9,12,68,306,,11,15,0,69
4,-8,32,17,,-10,40,46,225,,14,-59,52,118
5,-8,31,18,,-11,36,61,159,,11,8,13,173
4,-7,31,18,,7,37,58,91,,5,-2,5,229
3,-8,31,17,,-5,24,64,22,,17,-48,49,314
2,-7,31,17,,24,17,66,0,,6,1,4,355
1,-7,30,18,,19,29,44,0,,14,-48,50,37
0,-7,29,17,,26,-12,96,0,,3,,,
0,-7,30,17,,39,18,58,0,,13,-9,24,380
0,-7,29,18,,32,0,62,0,,0,-24,27,375
0,-7,29,17,,51,-24,97,0,,10,-14,25,369
1,-8,28,18,,53,6,66,0,,-2,-19,24,339
-1,-7,28,18,,39,-32,84,0,,7,-13,30,264
-3,-7,27,17,,56,-4,70,0,,-6,-15,23,182
-3,-8,27,17,,46,10,43,0,,3,-13,30,118
-3,-8,27,17,,43,-53,88,0,,-10,-14,17,27
-3,-7,27,17,,50,-23,70,,,-1,-16,39,0
-4,-8,27,17,,,0,,,,-13,-7,4,0
-5,-9,26,17,,32,-19,41,0,,-12,-43,49,0
-5,-8,25,17,,36,-40,74,0,,-5,22,5,0
-5,-9,25,17,,12,-8,19,0,,-12,12,-8,0
-5,-9,26,17,,21,-61,68,0,,-9,-43,64,0
-5,-9,25,17,,27,-12,24,30,,-11,35,-17,0
-6,-9,25,17,,9,-74,47,96,,-12,-55,65,0
-6,-9,24,17,,13,-95,71,138,,-11,49,-11,0
-7,-10,25,17,,12,-1,-2,216,,-16,15,-4,0
-7,-9,24,17,,13,-109,59,295,,-12,-34,67,0
-7,-10,25,17,,19,-18,2,354,,-16,43,-24,0
-7,-10,25,17,,14,-104,47,368,,-12,-51,79,0
-8,-10,24,18,,19,-32,7,382,,-15,59,-24,0
-7,-11,24,17,,14,-75,33,377,,-14,-57,74,0
-7,-10,24,18,,14,-46,20,369,,-15,-10,54,49
-7,-11,23,18,,5,-43,7,341,,-12,22,-13,109
-7,,,,,11,-51,22,258,,-9,-36,70,170
-11,24,18,,,4,-26,-2,182,,-10,47,-18,254
-6,-11,23,17,,12,-52,32,110,,-1,,,
-7,-12,23,18,,0,-17,-17,24,,4,15,29,325
-5,-12,24,18,,11,-54,31,0,,-3,-5,14,361
-6,-11,24,17,,6,-6,-14,0,,-1,-54,67,373
-6,-12,23,18,,9,-47,28,0,,-8,50,-5,379
-5,-12,23,18,,13,7,5,0,,2,-40,55,373
-5,-13,23,17,,5,18,-22,0,,-7,30,11,365
-4,-12,24,17,,-2,-27,13,0,,7,-29,40,317
-4,-13,24,17,,-6,2,7,0,,-3,16,26,238
-3,-13,24,18,,-14,30,-31,0,,7,-17,31,166
-3,-13,24,17,,-24,-40,26,0,,3,1,38,106
-2,-13,25,17,,-30,37,-33,0,,1,30,-4,33
-2,-13,26,17,,-45,-39,6,0,,16,-49,63,0
0,-13,25,17,,-44,27,-37,0,,11,-13,47,0
0,-14,26,18,,-51,-27,-9,0,,8,-6,16,0
0,-14,26,17,,-37,-31,7,0,,18,-25,56,0
1,-15,26,17,,,,,,,8,21,7,0
2,-15,28,17,,-36,40,-45,0,,17,-53,53,0
3,-15,27,17,,-32,-32,14,8,,22,-41,63,0
4,-15,29,17,,-31,48,-37,91,,9,11,2,0
4,-15,29,17,,-32,-18,20,136,,13,-46,46,0
5,-15,29,17,,-30,54,-10,205,,18,7,26,0
5,-15,30,17,,-31,0,29,279,,11,-35,29,0
6,-15,30,17,,-33,49,4,336,,20,-62,66,0
6,-15,30,17,,-34,15,28,362,,11,27,-3,0
8,-15,31,17,,-28,35,28,372,,15,-63,64,0
7,-14,31,17,,-36,39,30,366,,20,-30,51,0
8,-14,32,17,,-23,25,46,363,,7,-3,4,0
8,-14,31,17,,-28,48,32,337,,12,-58,52,0
7,-13,31,17,,-8,20,63,271,,14,10,12,65
9,,,,,-15,53,43,190,,8,-50,39,112
-14,31,17,,,5,23,75,135,,15,-5,24,168
9,-13,33,17,,5,43,47,63,,9,12,-3,230
8,-13,33,18,,3,16,72,0,,15,-59,56,314
8,-13,32,17,,19,8,79,0,,8,11,0,357
9,-13,32,17,,16,24,48,0,,10,-55,50,
9,-11,32,17,,19,-1,79,0,,373,,,
9,-11,32,17,,38,9,72,0,,9,10,4,381
9,-11,33,18,,34,14,52,0,,3,-9,16,374
9,-11,32,17,,45,-32,105,0,,10,-28,38,369
8,-11,32,17,,48,11,55,0,,-1,-5,12,348
9,-10,32,17,,38,-15,65,0,,6,-27,39,282
9,-10,32,18,,54,-26,90,0,,-3,-1,12,201
8,-9,32,17,,40,-4,45,0,,0,-24,41,140
8,-9,32,17,,38,-48,80,0,,0,4,8,76
7,-9,32,17,,48,0,,,,-9,-33,41,0
7,-9,31,17,,,50,0,,,-3,-26,46,0
7,-8,32,17,,30,-46,62,0,,-9,3,-2,0
8,-8,33,17,,34,-59,89,0,,-6,-33,58,0
7,-8,33,18,,24,12,7,0,,-7,9,20,0
6,-8,31,17,,29,-79,85,0,,-15,-27,22,0
6,-8,32,17,,24,-48,56,36,,-8,-3,37,0
5,-8,31,17,,12,-38,20,102,,-10,34,-10,0
6,-8,32,17,,16,-65,57,152,,-13,-49,57,0
6,-8,32,17,,15,-22,3,233,,-12,39,4,0
4,-7,32,17,,19,-107,66,309,,-17,-35,36,0
3,-7,32,17,,16,-10,-10,365,,-11,-47,70,0
3,-7,30,17,,20,-121,61,376,,-14,51,-22,0
1,-8,31,17,,15,-8,-13,382,,-13,-54,73,0
2,-7,30,17,,17,-102,53,374,,-16,58,-16,0
1,-7,30,17,,7,-12,-9,362,,-14,-52,60,0
1,-7,30,17,,12,-74,35,296,,-17,45,4,43
0,-7,29,17,,6,-21,-4,218,,-12,44,-24,108
0,-8,28,17,,7,-48,25,150,,-9,-52,79,160
-1,-7,29,1,,7,-24,5,82,,-12,61,-22,248
8,,,,,2,-45,3,13,,-10,-10,51,325
0,-8,28,18,,14,-71,40,0,,-4,23,-5,363
-1,-8,29,16,,3,4,-28,0,,-2,-,,
-2,-8,28,17,,3,-23,-2,0,,36,68,373,
-3,-8,28,17,,14,-20,30,0,,-4,47,-15,377
-4,-7,27,17,,-2,-2,-12,0,,1,-25,35,372
-3,-8,27,18,,0,-46,32,0,,-7,9,34,365
-4,-8,26,18,,-12,26,-17,0,,5,-4,15,320
-5,-8,26,17,,-27,-31,12,0,,0,-10,51,244
-5,-9,26,17,,-27,24,-12,0,,5,9,7,182
-5,-9,25,17,,-39,32,-38,0,,11,-45,61,112
-6,-10,25,17,,-39,-42,9,0,,-2,27,10,33
-6,-9,25,17,,,,,,,15,-41,47,0
-6,-10,25,17,,-46,36,-49,0,,4,15,22,0
-6,-10,25,17,,-39,-38,4,0,,6,14,3,0
-6,-10,24,17,,-34,43,-41,0,,16,-37,42,0
-7,-10,25,17,,-44,21,-31,0,,11,6,29,0
-6,-11,24,17,,-28,-16,8,50,,8,16,0,0
-6,-11,24,17,,-39,39,-32,122,,22,-54,65,0
-6,-11,24,17,,-25,-16,26,168,,18,-6,39,0
-7,-11,24,17,,-34,60,-14,249,,9,-24,24,0
-7,-11,24,17,,-29,21,24,320,,23,-16,48,0
-6,-12,23,17,,-37,41,6,362,,13,25,4,0
-6,-12,23,17,,-29,-2,45,368,,15,-59,55,0
-6,-12,23,17,,-31,61,13,369,,15,20,10,0
-7,-11,23,17,,-31,17,48,363,,7,5,3,0
-6,-12,23,17,,-23,45,32,349,,11,-53,48,0
-6,-12,23,17,,-24,31,51,289,,18,10,21,0
