x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4,sep,x Desb 5,y Desb 5,z Desb 5,i Desb 5
1,-7,30,17,,-42,15,-32,104,,-12,-51,65,124
1,-8,29,17,,-30,-13,12,149,,-12,16,3,192
1,-7,28,17,,-37,43,-31,222,,-11,-42,56,271
1,-7,29,17,,-23,-12,33,306,,-10,32,-6,343
0,-8,28,18,,-34,18,13,358,,-6,,,
0,-8,28,18,,-30,28,20,367,,,-39,61,363
-1,-8,27,17,,-36,39,13,373,,-5,18,19,376
-1,-8,27,17,,-26,21,43,363,,-5,-7,27,376
,,,,,-34,62,10,355,,-6,2,41,367
-1,-9,27,17,,-28,12,51,306,,-1,4,8,364
-1,-9,26,17,,-23,54,26,221,,3,-43,60,312
-2,-9,27,17,,-18,24,62,157,,-3,40,1,234
-3,-10,25,17,,-8,48,45,79,,5,-40,59,169
-3,-11,25,18,,-11,27,64,10,,0,31,11,98
-4,-10,24,17,,10,37,56,0,,7,-39,44,29
-3,-11,25,17,,2,20,62,0,,11,-48,72,0
-4,-11,24,18,,16,0,89,0,,4,33,-11,0
-5,-11,24,17,,19,33,44,0,,14,-56,80,0
-6,-12,24,17,,16,6,62,0,,9,0,43,0
-6,-13,22,17,,42,-8,86,0,,10,-17,16,0
-5,-13,22,17,,42,20,56,0,,17,-66,73,0
-5,-13,23,17,,39,-30,97,0,,11,36,-3,0
-6,-13,23,17,,51,-25,101,0,,15,-63,66,0
-7,-13,21,17,,41,6,55,0,,21,-39,70,0
-7,-13,22,17,,50,-41,94,0,,10,18,-8,0
-7,-15,21,17,,55,-8,66,0,,21,-58,74,0
-7,-13,22,17,,37,-28,66,0,,13,10,26,0
-7,-14,21,17,,4,,,,,12,-34,32,0
-8,-14,20,17,,8,-19,70,0,,16,-11,42,0
-8,-14,21,17,,28,-25,43,0,,10,30,-8,0
-8,-14,22,17,,28,-62,79,0,,17,-65,65,0
-7,-14,22,17,,29,3,23,13,,9,21,2,17
-7,-14,22,17,,23,-68,70,87,,8,-4,1,82
-8,-14,20,17,,22,-72,67,130,,19,-48,60,127
-8,,,,,14,-9,11,206,,7,5,-3,177
-15,21,17,,,17,-84,59,285,,12,-48,37,255
-7,-14,21,17,,16,-20,6,348,,12,-7,24,324
-7,-14,22,17,,9,-101,56,366,,7,-37,,
-6,-15,22,18,,19,-25,2,381,,27,362,,
-7,-14,23,17,,15,-96,48,378,,15,-16,31,377
-7,-14,22,17,,19,-35,7,375,,3,-23,21,379
-6,-14,22,17,,13,-75,32,353,,14,-20,37,369
-6,-15,24,17,,16,-37,16,273,,-3,-13,14,361
-5,-15,24,17,,6,-52,17,195,,12,-25,40,304
-4,-15,24,18,,9,-37,16,127,,-4,-5,11,222
-5,-14,25,18,,7,-1,-22,45,,0,-40,47,162
-4,-14,24,17,,9,-75,42,0,,3,10,8,90
-3,-15,26,17,,6,-4,-24,0,,-8,-40,41,19
-2,-14,27,18,,2,-26,-10,0,,1,6,11,0
-1,-14,28,17,,8,-47,29,0,,-10,7,-1,0
-1,-14,27,17,,8,-4,-17,0,,-2,-40,56,0
0,-14,28,17,,11,-50,32,0,,0,6,21,0
0,-14,28,17,,8,7,-2,0,,-16,-25,23,0
0,-13,29,17,,3,18,-22,0,,-9,-49,57,0
2,-13,30,17,,-6,-40,36,0,,-9,30,-9,0
2,-13,30,17,,-16,32,-31,0,,-14,-48,56,0
2,-14,31,17,,-30,-9,-8,,,-9,34,-1,0
3,-13,30,17,,0,,,,,-17,19,-6,0
5,-13,31,17,,-29,-5,8,0,,-10,-35,61,0
6,-13,32,17,,-47,6,-32,0,,-14,35,-17,0
6,-13,32,17,,-46,-38,8,0,,-12,-43,70,0
6,-12,32,17,,-42,28,-40,0,,-11,14,30,0
6,-12,32,17,,-50,-26,-9,0,,-17,-4,13,0
7,-11,32,17,,-38,24,-26,42,,-10,-7,48,0
8,-12,33,17,,-43,-8,-13,117,,-15,15,-5,69
9,-12,33,17,,-32,12,-2,159,,-13,-49,56,122
9,-10,34,17,,-39,23,-16,238,,-12,39,-13,198
9,-11,34,17,,-30,4,25,309,,-8,-46,67,272
9,-10,,,,-33,47,-10,362,,-10,48,-16,348
33,17,,,,-26,0,39,368,,,,,
10,-10,34,17,,-32,63,-7,374,,-7,-50,64,364
11,-10,34,17,,-23,0,54,365,,-7,47,-7,377
11,-9,35,17,,-35,66,4,360,,-3,-40,58,376
10,-10,34,17,,-21,5,60,318,,-7,36,7,368
10,-8,33,17,,-21,29,45,235,,-4,28,-8,357
10,-8,34,18,,0,17,75,26,,2,-36,67,291
11,-8,33,17,,11,19,75,6,,0,38,-11,207
12,-8,34,17,,11,19,75,0,,7,-45,73,145
11,-8,35,17,,11,19,75,0,,0,40,-9,69
11,-8,36,17,,6,44,44,0,,3,-14,20,2
10,-7,34,18,,0,43,47,0,,9,-11,48,0
11,-7,35,17,,19,0,84,0,,3,37,-5,0
11,-7,35,17,,23,28,57,0,,12,-56,67,0
11,-7,34,17,,18,-10,75,0,,7,31,5,0
10,-6,33,17,,38,-20,99,0,,8,8,-2,0
9,-6,33,17,,38,19,53,0,,13,-56,55,0
9,-6,34,17,,44,-34,101,0,,13,21,16,0
9,-5,33,17,,43,11,52,0,,9,-46,45,0
9,-5,33,17,,37,-11,61,0,,20,-57,77,0
8,-5,33,17,,55,-28,88,0,,12,33,-10,0
8,-5,33,17,,40,-5,46,0,,19,-68,75,0
7,-5,32,17,,38,-46,,,,19,-15,49,0
7,-6,31,17,,,83,0,,,9,-8,9,0
6,-6,32,17,,46,1,44,0,,15,-65,67,0
7,-6,31,17,,36,0,27,0,,15,27,4,0
5,-5,32,17,,33,-58,83,0,,11,-57,52,0
5,-6,31,17,,17,3,15,30,,20,-54,67,10
4,-6,30,17,,17,-41,46,97,,9,16,-10,86
3,-7,30,17,,26,-42,43,146,,18,-64,67,130
4,-7,30,17,,11,-44,27,226,,10,18,-5,190
3,-6,30,18,,22,-65,48,306,,16,-63,60,273
3,-7,30,17,,8,-28,9,355,,9,13,0,327
1,-7,29,17,,21,-100,55,373,,6,-18,12,364
1,-7,29,17,,13,-26,-2,384,,16,-35,45,377
0,-8,27,17,,22,-100,54,378,,3,-4,8,
1,-8,28,18,,17,-22,-6,372,,379,,,
0,-8,27,17,,15,-93,51,316,,14,-37,48,369
0,-8,27,17,,11,-13,-12,228,,0,2,4,366
,,,,,9,-72,40,158,,2,-37,37,332
,,,,,9,-14,-5,82,,6,0,17,266
-1,-9,26,17,,6,-60,29,9,,-1,-28,35,187
-2,-9,26,17,,12,-64,39,0,,5,-36,51,121
-2,-10,25,17,,3,-6,-27,0,,-5,8,1,51
-3,-10,26,17,,9,-67,40,0,,0,-40,52,0
-3,-10,26,17,,9,-18,6,0,,2,-6,23,0
-4,-11,25,17,,4,-30,9,0,,-11,-23,25,0
-4,-12,24,17,,13,-56,46,0,,-1,-8,33,0
-4,-12,24,17,,8,24,-23,0,,-8,20,-6,0
-5,-12,23,17,,-4,-7,-6,0,,-11,-48,52,0
-5,-12,23,17,,-5,-22,27,0,,-6,24,-1,0
-5,-12,23,17,,-26,16,-24,0,,-14,8,-3,0
-6,-13,23,17,,-31,-31,11,0,,-8,-33,57,0
-6,-13,23,17,,-32,19,-17,0,,-15,31,-13,0
-6,-14,23,17,,-51,-21,,,,-17,-24,27,0
-7,-14,23,17,,,-12,0,,,-9,5,32,0
-8,-13,21,17,,-42,7,-15,0,,-17,-2,9,0
-8,-14,22,17,,-52,-3,-29,0,,-13,-46,65,0
-7,-15,22,17,,-36,-5,-4,16,,-14,47,-10,0
-8,-14,20,17,,-42,18,-33,103,,-15,-45,54,0
-8,-16,21,17,,-29,-16,14,149,,-14,39,7,32
-9,-13,22,17,,-38,47,-32,223,,-14,-33,36,100
-9,-13,22,17,,-25,-17,32,304,,-12,22,25,157
-8,-15,21,17,,-32,64,-19,360,,-13,-10,16,237
-8,-15,22,17,,-27,-11,43,368,,-8,-5,43,309
-8,-15,21,17,,-32,68,-9,373,,-9,17,0,
-8,,,,,-28,1,49,364,,356,,,
-16,21,18,,,-33,60,12,356,,-8,-48,56,367
-8,-16,22,17,,-30,17,49,302,,-8,38,5,378
-8,-15,22,17,,-23,48,32,219,,-4,-27,41,374
-8,-15,23,17,,-20,29,55,150,,-6,19,27,366
-8,-15,23,17,,-7,42,49,76,,0,-12,22,340
-7,-15,22,17,,-11,32,60,2,,-2,1,43,271
-7,-15,23,17,,8,31,61,0,,-3,46,-10,185
-7,-15,24,17,,1,48,35,0,,6,-48,70,122
-6,-15,23,18,,1,26,57,0,,0,39,0,51
-6,-15,25,18,,24,13,74,0,,9,-49,58,0
-5,-15,25,17,,20,32,45,0,,12,-32,64,0
-5,-14,26,18,,28,-21,95,0,,4,18,-3,0
-5,-15,26,17,,41,19,57,0,,16,-44,75,0
-4,-14,25,17,,36,7,56,0,,9,17,24,0
-3,-14,26,17,,51,-28,103,0,,10,-38,36,0
-2,-14,26,17,,42,9,52,0,,17,-59,74,0
-2,-14,27,17,,39,-31,,,,10,32,-10,0
0,-14,28,17,,,78,0,,,19,-64,73,0
0,-15,28,17,,53,-10,70,0,,12,36,-3,0
0,-14,29,17,,38,-27,60,0,,8,-5,8,0
1,-13,29,17,,43,-54,96,0,,12,-64,63,0
1,-13,30,17,,43,13,26,0,,14,27,8,0
2,-13,31,17,,27,-65,83,0,,12,-54,50,0
4,-13,32,17,,34,-36,72,20,,22,-55,74,0
4,-13,32,17,,13,-13,18,92,,10,25,-8,0
5,-12,32,17,,24,-75,71,134,,17,-67,70,0
5,-12,31,17,,14,-9,8,205,,18,-11,36,61
6,-12,32,17,,15,-91,66,284,,7,-24,16,113
7,-12,32,17,,14,-6,-4,345,,19,-31,51,169
7,-12,32,17,,16,-116,61,365,,6,-8,6,226
8,-10,33,17,,19,-16,-2,381,,16,-47,53,309
9,-11,33,17,,15,-98,48,375,,7,1,0,350
9,-10,33,17,,18,-35,7,374,,8,-53,42,368
10,-1,,,,11,-74,31,344,,14,0,19,379
0,34,17,,,11,-38,12,264,,2,,,
10,-10,34,17,,7,-48,16,186,,-34,32,375,
10,-10,34,17,,13,-81,51,113,,11,-11,26,369
10,-9,34,17,,5,-4,-18,31,,1,-23,23,351
11,-9,34,17,,12,-68,40,0,,7,-47,53,285
11,-9,35,17,,4,-6,-23,0,,2,13,3,214
12,-8,34,18,,1,-25,-11,0,,0,-41,50,156
12,-8,35,17,,9,-48,29,0,,0,10,1,86
12,-8,35,17,,5,-7,-16,0,,-8,-12,17,12
12,-8,34,17,,11,-47,30,0,,3,-21,39,0
11,-7,34,17,,10,9,-3,0,,-11,-6,10,0
11,-7,34,17,,3,16,-21,0,,-10,-40,48,0
12,-6,35,17,,-2,-40,38,0,,-5,15,2,0
12,-7,34,17,,-19,32,-30,0,,-13,-40,42,0
11,-6,34,17,,-24,-40,22,0,,-6,-36,55,0
10,-6,35,17,,-27,-7,8,0,,-11,23,-12,0
11,-6,34,17,,-50,6,-32,,,-11,-45,60,0
10,-6,33,17,,,0,,,,-11,38,-15,0
10,-5,34,17,,-41,-21,7,0,,-13,-48,60,0
9,-5,35,17,,-48,22,-48,0,,-12,41,-7,0
9,-5,35,17,,-48,-30,-7,0,,-15,19,-9,0
6,-7,32,17,,-35,27,-27,79,,-11,-31,66,0
6,-7,32,17,,-44,-10,-10,134,,-12,40,-22,0
8,-5,33,17,,-31,15,-2,192,,-11,-47,75,0
10,-3,35,17,,-40,20,-16,279,,-14,53,-25,66
4,-6,31,17,,-34,60,-12,341,,-10,-60,71,118
7,-6,32,17,,-31,-5,35,364,,-13,59,-14,196
0,-8,28,17,,-33,54,0,373,,-9,-53,59,271
5,-5,32,17,,-36,16,34,368,,-13,44,4,333
5,-6,32,18,,-22,-2,55,363,,-9,-35,37,362
5,-5,30,18,,-36,68,5,337,,-6,17,27,374
4,-6,31,17,,-21,4,63,271,,-7,5,,
3,-6,30,17,,-25,63,18,190,,7,-17,377,
3,-8,30,17,,-13,14,72,123,,-1,-51,71,367
2,-7,29,17,,-10,56,35,38,,-7,48,-8,356
2,-7,28,18,,-3,17,76,0,,1,-44,59,294
,,,,,5,44,46,0,,-4,35,7,217
1,-8,28,17,,-2,42,42,0,,6,-33,50,152
0,-7,28,17,,22,2,87,0,,-1,20,21,76
0,-8,27,17,,23,25,57,0,,0,30,-9,9
0,-8,28,17,,19,-9,79,0,,14,-48,69,0
0,-9,26,17,,36,-23,101,0,,3,30,-4,0
0,-9,27,17,,39,21,50,0,,9,-20,29,0
-2,-9,26,18,,45,-34,107,0,,12,-7,46,0
-2,-10,27,17,,48,16,55,0,,5,28,-4,0
-3,-10,26,17,,36,-9,60,0,,17,-59,64,0
-3,-11,25,17,,55,-31,88,0,,11,28,5,0
-4,-11,25,17,,54,8,50,0,,8,-1,8,0
-4,-11,24,17,,38,,,,,15,-55,60,0
-4,-13,24,16,,-46,84,0,,,13,25,14,0
-5,-12,24,17,,47,2,47,0,,8,15,-3,0
-5,-13,23,17,,38,1,26,0,,22,-55,70,0
-6,-14,23,17,,32,-59,84,0,,10,27,-8,0
-7,-14,23,17,,37,-10,45,48,,9,-34,32,0
-7,-14,23,17,,21,-41,48,106,,19,-9,42,0
-7,-15,22,18,,26,-40,48,164,,11,30,-7,0
-7,-15,22,17,,8,-45,22,244,,14,-68,64,0
-8,-15,21,17,,20,-68,51,317,,13,23,1,55
-8,-15,21,17,,12,-24,3,362,,7,-3,3,105
-8,-15,20,17,,20,-107,63,376,,20,-50,62,153
-8,-16,20,17,,12,-15,-8,382,,7,8,-5,213
-8,-15,21,17,,21,-110,58,376,,8,-50,37,290
-8,-16,21,17,,18,-15,-9,365,,15,-6,24,34
-9,-16,22,17,,14,-96,56,295,,8,,,
-9,-16,21,17,,10,-10,-14,209,,4,-36,26,368
-9,,,,,8,-72,39,138,,16,-17,34,380
-16,21,17,,,9,-17,-4,62,,1,-16,17,375
-9,-16,21,17,,6,-55,26,0,,14,-28,40,369
-8,-16,22,17,,11,-66,42,0,,0,-7,10,349
-9,-16,21,17,,2,-6,-28,0,,3,-43,46,285
-9,-16,22,17,,9,-66,38,0,,4,7,10,217
-8,-16,22,18,,10,-22,8,0,,-3,-35,43,149
-8,-16,22,17,,6,-27,7,0,,4,3,10,81
-8,-15,22,17,,14,-54,45,0,,-7,0,8,19
-8,-16,23,17,,6,21,-22,0,,1,-32,47,0
-8,-16,23,17,,-5,-43,31,0,,0,1,12,0
-7,-16,24,17,,-3,-22,27,0,,-12,-31,36,0
-6,-15,23,17,,-24,18,-24,0,,-2,3,17,0
-6,-16,25,17,,-26,-30,22,0,,-9,12,-6,0
-6,-15,24,17,,-42,28,-46,0,,-9,-44,58,0
-5,-15,26,17,,,,,,,-5,-3,29,0
-5,-15,25,17,,,,,,,-16,-10,10,0
-4,-14,26,17,,-41,-40,14,0,,-7,-16,46,0
-2,-14,27,17,,-42,8,-15,0,,-8,36,-3,0
-2,-14,26,17,,-52,-4,-27,0,,-17,-41,47,0
-1,-14,27,17,,-35,-4,-5,49,,-10,27,11,0
-1,-14,27,17,,-43,16,-34,122,,-17,-26,30,0
0,-13,29,17,,-26,-15,13,168,,-12,-47,75,0
1,-13,30,17,,-37,46,-32,249,,-11,53,-24,0
2,-13,29,17,,-25,-18,34,326,,-13,-56,72,2
2,-13,29,17,,-31,64,-21,365,,-14,55,-19,81
3,-13,31,18,,-25,-14,45,372,,-13,-57,60,128
4,-12,31,17,,-38,46,11,368,,-13,52,2,200
4,-12,31,17,,-28,0,51,362,,-12,-40,40,280
5,-12,32,17,,-34,60,11,341,,-12,24,25,343
6,-12,32,17,,-28,15,48,274,,-10,-9,15,363
7,-12,31,,,-24,48,33,196,,-4,-11,51,376
,17,,,,-21,31,57,125,,,,,
7,-11,33,17,,-8,38,49,50,,,,,
8,-11,32,17,,-11,34,57,0,,-6,27,-6,374
9,-10,32,17,,11,30,63,0,,-3,-37,71,366
9,-10,33,18,,0,49,39,0,,-2,43,-20,342
10,-10,34,17,,15,1,87,0,,2,-49,77,270
11,-10,34,17,,24,10,75,0,,0,48,-15,189
10,-9,34,17,,16,11,57,0,,6,-52,77,125
11,-8,33,17,,27,-19,92,0,,2,-3,44,52
11,-8,34,17,,42,18,58,0,,5,-4,10,0
12,-8,33,17,,37,-28,94,0,,12,-53,64,0
12,-8,35,17,,51,-28,103,0,,2,32,2,0
12,-8,34,17,,40,8,49,,,13,-50,62,0
12,-8,34,17,,,0,,,,15,-31,64,0
12,-7,35,17,,52,-46,99,0,,7,10,-3,0
13,-7,35,17,,56,-9,72,0,,15,-50,50,0
12,-7,35,17,,36,-26,62,0,,14,16,21,0
12,-6,35,17,,49,-22,72,0,,10,-40,41,0
13,-7,35,17,,30,-24,39,0,,22,-53,73,0
12,-6,34,17,,27,-66,85,0,,9,29,-8,0
12,-6,33,17,,30,7,19,52,,20,-64,71,0
11,-6,35,17,,23,-74,74,109,,21,-14,49,0
11,-5,34,17,,23,-2,19,163,,8,-9,11,0
10,-5,34,17,,17,-5,1,238,,15,-64,67,0
11,-5,34,17,,15,-96,70,312,,14,27,4,0
10,-5,34,17,,15,-3,-5,360,,11,-60,52,0
10,-4,33,17,,10,-115,61,372,,22,-54,68,50
10,-4,33,17,,22,-13,-4,381,,8,17,-9,106
8,-5,32,17,,14,-105,52,376,,18,-66,68,154
8,-4,32,17,,20,-27,0,368,,10,21,-8,223
8,-5,33,17,,12,-80,36,304,,15,-68,62,304
8,-5,33,17,,15,-38,14,225,,11,18,-2,355
6,-4,32,17,,2,-47,15,152,,9,-61,54,370
,,,,,11,-44,18,76,,17,-38,48,3
6,-5,31,17,,0,-31,1,2,,79,,,
5,-5,31,17,,10,-72,41,0,,3,1,5,375
6,-6,32,17,,7,-4,-22,0,,13,-43,51,369
5,-5,31,17,,0,-21,-15,0,,0,8,2,352
5,-6,31,17,,11,-51,31,0,,1,-33,34,295
4,-6,29,17,,4,-3,-19,0,,7,-6,21,220
2,-6,29,17,,8,-46,29,0,,-3,-21,32,151
2,-7,28,17,,-3,-39,35,0,,4,-8,23,80
3,-7,29,17,,-7,4,8,0,,-5,6,6,18
2,-7,29,17,,-7,4,8,0,,0,-37,47,0
1,-8,28,17,,-18,33,-28,0,,-5,5,3,0
1,-8,28,17,,-31,-6,-11,0,,-11,-19,25,0
0,-8,27,17,,-27,-7,9,0,,-1,-9,31,0
0,-8,27,17,,-50,8,,,,-8,12,-2,0
0,-9,27,17,,-34,0,,,,-11,-41,50,0
0,-9,27,17,,-41,-22,6,0,,-6,21,0,0
0,-10,28,17,,-42,30,-39,0,,-13,4,0,0
-3,-10,27,17,,-51,-31,-6,6,,-8,-28,55,0
-3,-11,25,17,,-34,25,-26,86,,-8,24,12,0
-3,-13,24,17,,-45,-10,-10,139,,-18,-26,28,0
-3,-12,25,17,,-30,15,-2,194,,-9,9,29,0
-5,-12,24,17,,-41,22,-15,284,,-11,41,-17,0
-5,-13,24,17,,-29,2,24,340,,-13,-46,68,0
-6,-13,23,17,,-33,50,-10,365,,-13,49,-13,0
-6,-14,23,17,,-26,-4,43,373,,-15,-49,56,0
-6,-14,23,17,,-33,68,-8,367,,-12,43,2,51
-7,-14,23,17,,-25,-5,56,361,,-13,36,-23,112
-8,-14,22,18,,-34,69,4,330,,-9,-49,78,170
-8,-16,22,17,,-21,3,63,262,,-12,59,-27,257
-8,-16,21,17,,-25,63,20,187,,-8,-4,50,320
-8,-15,22,17,,-15,16,69,115,,-9,,,
-8,-16,22,17,,-9,53,39,41,,,65,-16,364
,,,,,-1,21,72,0,,-9,-61,61,373
,,,,,11,12,82,0,,-8,49,5,379
-9,-16,22,17,,-1,48,39,0,,-7,-32,39,374
-9,-17,21,17,,8,15,70,0,,-5,17,32,365
-9,-16,22,17,,23,18,60,0,,-2,-6,15,314
-9,-16,21,17,,18,26,42,0,,-1,-9,52,236
-9,-17,22,17,,35,-22,101,0,,1,14,2,170
-9,-16,21,17,,38,20,49,0,,5,-51,66,106
-9,-18,21,17,,34,-7,72,0,,0,35,6,36
-9,-17,20,18,,54,-14,91,0,,8,-43,51,0
-9,-17,22,17,,38,-8,,,,11,-41,69,0
-9,-16,22,17,,,55,0,,,4,25,-6,0
-9,-17,22,17,,44,-45,93,0,,10,-35,42,0
-9,-16,23,17,,51,11,49,0,,10,6,31,0
-9,-16,23,17,,39,-49,85,0,,6,25,-8,0
-9,-16,22,17,,47,-44,93,0,,17,-56,71,0
-9,-16,23,16,,37,0,24,0,,10,28,-4,0
-7,-16,23,17,,27,-53,67,0,,8,-19,19,0
-8,-15,23,17,,35,-7,44,58,,22,-17,54,0
-8,-15,23,17,,21,-48,48,115,,8,-5,8,0
-7,-15,24,17,,22,-34,45,174,,14,-61,59,0
-6,-15,25,17,,12,-47,23,261,,14,25,9,0
-6,-15,25,17,,19,-68,53,329,,9,12,-4,0
-5,-15,26,17,,13,-29,1,365,,11,-53,52,0
-4,-14,25,17,,17,-103,61,378,,18,14,23,0
-3,-15,26,18,,16,-15,-8,381,,6,-42,34,0
-2,-14,26,17,,20,-117,61,376,,16,-66,70,43
-2,-14,28,17,,17,-7,-20,356,,11,25,-10,110
-1,-13,27,17,,18,-103,60,271,,14,-72,67,159
0,-13,28,17,,12,-5,-13,194,,13,23,0,225
1,-13,28,17,,8,-73,42,123,,8,-65,53,301
2,-13,28,17,,8,-14,-11,40,,13,12,7,349
3,-12,30,16,,7,-58,28,0,,8,4,0,367
3,-12,30,18,,14,-70,45,0,,14,-55,59,378
3,-1,,,,5,7,-28,0,,,,,
1,30,17,,,6,-32,-2,0,,7,17,-3,377
5,-12,30,17,,6,-32,-2,0,,9,-54,56,369
5,-11,31,17,,15,-54,43,0,,10,-14,29,353
7,-11,32,18,,15,-54,43,0,,0,-17,20,294
7,-11,31,17,,7,22,-17,0,,8,-20,36,217
7,-10,32,17,,-8,-41,26,0,,-2,-7,19,149
8,-10,33,17,,-4,-22,28,0,,3,-23,34,76
9,-10,34,17,,-25,16,-28,0,,-8,-9,16,1
9,-9,33,17,,-23,-28,16,0,,-3,-34,43,0
10,-9,33,17,,-48,29,,,,-4,2,8,0
11,-9,33,17,,,-43,0,,,-9,-7,14,0
10,-8,33,17,,-41,-40,12,0,,-4,-21,40,0
11,-9,34,17,,-44,36,-53,0,,-12,-2,3,0
12,-8,33,17,,-52,-8,-28,12,,-10,-34,40,0
12,-8,35,17,,-32,0,-7,86,,-7,12,12,0
12,-7,35,17,,-46,16,-29,139,,-15,-26,32,0
12,-8,34,17,,-28,-12,9,188,,-8,7,27,0
13,-7,35,17,,-40,43,-31,279,,-13,32,-11,0
12,-7,36,17,,-24,-18,33,343,,-12,-46,60,0
13,-6,35,17,,-32,66,-17,366,,-13,39,-9,0
13,-6,36,17,,-29,25,24,374,,-15,14,-7,0
13,-7,35,17,,-38,45,9,367,,-12,-26,65,0
13,-6,35,17,,-27,-2,49,361,,-14,34,-22,0
13,-6,36,17,,-34,62,14,325,,-10,-44,77,19
12,-5,36,17,,-30,15,49,252,,-13,50,-28,98
12,-5,35,18,,-24,47,33,177,,-9,-60,78,139
12,-5,35,17,,-22,31,52,105,,-13,64,-23,228
11,-5,34,17,,-7,38,55,29,,-9,-63,66,300
11,-5,35,17,,-11,39,56,0,,-12,56,-4,355
11,-5,34,17,,10,25,67,0,,-10,-48,44,366
11,-4,34,17,,1,53,34,0,,-7,30,23,378
9,-5,34,17,,16,-2,88,0,,-7,-9,19,372
9,-4,3,,,24,6,79,0,,-3,-9,52,36
3,17,,,,16,17,55,0,,5,,,
9,-4,33,17,,27,-20,95,0,,-2,21,-6,333
8,-4,33,17,,41,19,56,0,,0,-53,64,258
8,-4,32,17,,38,-28,95,0,,-4,42,5,186
8,-4,32,17,,52,7,70,0,,4,-36,47,117
7,-4,33,17,,40,1,,,,-2,19,26,42
6,-4,32,18,,1,46,0,,,8,-24,28,0
6,-4,31,17,,51,-48,104,0,,13,-55,73,0
5,-5,32,17,,55,-7,71,0,,2,35,-6,0
5,-5,32,17,,38,-27,62,0,,3,29,0,0
5,-6,31,17,,49,-20,72,0,,8,-6,8,0
4,-5,30,17,,43,14,23,0,,8,-6,8,0
4,-7,29,17,,27,-70,86,1,,16,-55,57,0
3,-6,30,17,,32,8,15,63,,19,-30,60,0
2,-7,29,17,,14,-19,21,118,,6,6,4,0
2,-7,30,17,,19,-65,73,180,,15,-49,52,0
2,-8,28,17,,16,-11,3,261,,14,19,20,0
1,-8,28,17,,13,-97,70,328,,6,15,-3,0
0,-8,27,17,,16,-2,-8,365,,23,-54,69,0
0,-8,27,17,,12,-117,64,377,,18,6,31,0
-1,-9,27,17,,19,-9,-5,380,,8,-32,30,0
-2,-9,27,17,,16,-111,51,375,,19,-63,72,0
-1,-10,25,17,,18,-24,-1,358,,11,30,-3,0
-3,-10,25,17,,16,-83,40,278,,12,-68,61,6
-3,-12,25,17,,12,-35,14,204,,24,-32,52,82
-4,-12,26,17,,3,-48,15,129,,6,-4,4,122
-4,-13,25,17,,11,-43,18,53,,21,-48,63,176
-5,-13,23,17,,3,-31,0,0,,6,10,-5,247
-6,-14,23,17,,12,-75,47,0,,16,-62,60,321
-6,-14,23,17,,4,-4,-22,0,,1,,,
-7,-14,23,17,,6,-65,31,0,,0,16,-5,364
-7,-15,22,17,,13,-52,31,0,,2,-35,28,374
-8,-15,23,17,,4,-3,-19,0,,17,-18,34,378
-8,,,,,10,-46,30,0,,0,-14,15,369
,-16,23,17,,11,6,0,0,,14,-32,42,364
-8,-16,22,17,,3,19,-23,0,,0,0,8,327
-8,-16,22,17,,0,-42,37,0,,2,-43,46,257
-9,-16,22,18,,-19,31,,,,6,5,13,190
-9,-17,22,17,,-30,0,,,,-5,-31,37,120
-9,-17,22,17,,-30,-6,-13,0,,4,-4,16,46
-9,-17,21,17,,-28,-6,11,0,,-7,-26,35,0
-9,-17,22,17,,-48,6,-34,0,,-1,-35,44,0
-10,-18,21,17,,-40,-22,6,0,,-7,3,5,0
-10,-18,21,17,,-42,32,-39,0,,-9,-24,32,0
-9,-18,21,17,,-50,-30,-5,38,,-3,-5,18,0
-10,-17,21,17,,-35,28,-28,114,,-12,-20,28,0
-10,-17,21,17,,-46,-12,-11,164,,-10,-36,54,0
-9,-17,20,16,,-32,55,-34,248,,-8,19,-8,0
-10,-18,21,17,,-27,-21,26,324,,-13,-39,54,0
-10,-17,20,17,,-31,61,-14,362,,-9,30,-1,0
-9,-18,22,17,,-32,-7,34,369,,-14,10,-3,0
-8,-17,22,17,,-30,58,1,372,,-12,-29,60,0
-8,-17,21,17,,-36,15,33,361,,-13,32,-18,0
-8,-16,22,17,,-30,38,29,351,,-12,-42,73,0
-8,-16,23,17,,-38,38,27,282,,-11,48,-24,0
-7,-17,24,17,,-20,24,51,208,,-15,-12,16,0
-7,-16,24,18,,-27,54,33,129,,-13,0,47,67
-6,-16,24,17,,-5,16,71,64,,-13,7,-8,116
-6,-15,24,18,,-16,56,37,0,,-9,-23,68,174
-5,-15,24,17,,-3,19,73,0,,-11,37,-22,264
-5,-14,25,17,,7,43,49,0,,-8,-53,79,328
-3,,,,,0,50,38,0,,-8,63,-30,365
,-14,25,17,,21,-4,90,0,,-5,-69,79,374
-4,-13,25,18,,23,19,59,0,,,,,
-2,-14,26,17,,19,-4,76,0,,-7,72,-20,377
-2,-13,27,17,,42,2,78,0,,-4,-60,67,370
-1,-13,27,18,,40,22,49,0,,-7,49,1,358
0,-12,27,17,,43,-35,108,0,,0,-37,43,295
0,-12,28,17,,53,-13,94,0,,3,-56,83,220
0,-12,28,17,,36,-8,56,0,,0,57,-22,146
2,-12,29,17,,54,-31,93,0,,12,-56,67,0
3,-11,30,17,,52,,,,,12,-56,67,0
