,&b‚j
-8,17,33,0
-5,27,30,0
-7,16,38,0
-16,20,36,0
2,11,21,0
0,-5,31,0
-7,-8,21,0
7,-16,19,0
-1,-32,30,50
11,-34,16,163
3,-48,33,252
9,-31,18,320
15,-33,27,384
-5,-19,29,422
8,-8
,32,477
-4,6,34,540
1,21,31,564
-6,17,35,514
-11,12,44,439
0,26,15,372
-8,-8,41,316
6,-1,15,266
-1,-31,31,117
9,-31,19,0
13,-34,17,0
6,-53,32,0
15,-31,18,0
12,-32,16,0
4,-36,41,0
8,0,9,0
3,-18,40,0
-3,-16,60,0
7,36,2,0
-5,6,32,0
-6,28,34,0
3,41,3,0
-6,-8,55,0
-6,9,35,0
-1,-8,16,0
-3,-29,33,0
5,-22,16,0
2,-41,21,68
8,-45,31,177
5,-44,20,271
9,-47,24,336

9,-22,27,392
4,-25,30,425
-1,10,35,478
-4,1,29,537
0,2,52,561
-6,42,16,514
-7,-2,50,446
-6,35,16,374
-10,6,23,322
3,-16,31,248
-4,-15,21,101
6,-39,21,0
-2,-36,28,0
1,-34,18,0
11,-50,32,0
-3,-16,18,0
4,-20,17,0
0,-17,43,0
-3,12,26,0
4,8,34,0
3,12,37,0
-13,27,34,0
2,19,32,0
-11,17,35,0
-8,15,23,0
6,3,22,0
-12,-14,30,0
8,-24,18,0
8,-33,26,48
-1,-32,19,157
13,-50,29,253
2,-29,24,326
14,-30,30,385
-3,-16,29,423
4,
1,33,468
1,8,30,529
-7,11,38,557
0,28,22,529
-5,16,33,450
-6,19,29,384
0,4,30,321
-3,-11,26,273
5,-21,18,157
0,-40,29,16
13,-35,23,0
6,-46,22,0
8,-45,31,0
15,-24,16,0
1,-44,36,0
5,-32,46,0
6,9,11,0
0,-16,43,0
3,30,22,0
3,39,0,0
-7,-4,62,0
-2,26,32,0
-2,13,31,0
-8,-11,51,0
3,7,8,0
-2,-10,15,0
2,-36,35,0
7,-29,15,61
4,-41,21,165
8,-53,33,258
9,-35,11,333

9,-38,44,386
0,-10,9,424
2,-10,56,463
-3,19,28,525
-4,1,36,560
-4,40,30,522
-9,2,39,454
-6,2,48,391
-6,24,15,326
0,-25,35,271
0,-11,20,148
0,-38,22,9
9,-37,21,0
-2,-41,28,0
13,-42,20,0
11,-40,32,0
-5,-18,19,0
12,-20,41,0
-9,12,29,0
-2,13,28,0
-3,19,36,0
-14,26,34,0
0,20,32,0
-4,19,31,0
-16,13,29,0
6,-5,25,0
-5,-16,32,0
0,-18,18,0
7,-39,29,58
-5,-37,27,162
16,-41,20,260
4,-36,34,33
1
10,-25,20,388
0,-21,34,424
4,0,34,468
4,7,32,525
-8,11,36,559
-1,27,27,526
-8,14,36,442
-4,16,27,379
5,16,20,315
-9,-17,32,259
9,-15,16,130
0,-41,27,1
15,-34,22,0
11,-39,16,0
4,-55,35,0
16,-16,13,0
7,-29,16,0
8,-22,46,0
8,15,16,0
-5,-18,50,0
4,40,15,0
1,41,3,0
-6,0,43,0
-3,28,26,0
1,40,5,0
-8,-21,48,0
3,2,8,0
1,-13,16,0
1,-36,34,0
10,-33,19,68
6,-41,19,174
8,-56,34,264
9,-32,16,341
7,-42,32,391
3,-10,22,430

3,-16,42,473
0,24,22,528
-7,7,43,559
-4,14,53,516
-7,25,18,441
-4,9,40,378
-5,5,21,321
-8,-18,32,257
4,-15,22,122
-2,-34,24,0
14,-36,22,0
-1,-45,32,0
6,-33,19,0
10,-36,35,0
-5,-14,19,0
11,-12,26,0
-8,1,41,0
-1,17,27,0
1,15,35,0
-15,26,33,0
-8,23,33,0
-2,18,32,0
-12,7,26,0
2,-2,20,0
-6,-21,31,0
-7,-17,22,0
13,-35,22,82
-4,-37,28,186
14,-44,20,276
2,-31,
33,348
12,-22,22,396
-3,-13,37,440
2,6,33,488
4,10,30,547
-9,15,36,553
1,26,26,504
-2,23,24,420
-11,8,38,360
5,7,19,306
-6,-21,30,233
10,-20,16,88
-1,-46,28,0
7,-43,29,0
10,-41,16,0
6,-51,37,0
13,-27,28,0
1,-31,20,0
8,-8,43,0
6,26,10,0
2,9,16,0
-2,5,51,0
2,49,9,0
-6,-8,50,0
-6,-8,59,0
2,40,3,0
-5,-7,33,0
1,-11,27,0
5,3,6,0
2,-18,16,0
6,-48,32,53
5,-28,9,150
8,-48,23,254
8,-48,33,324
5,-26,8,385
9,-31,48,410
0
,6,13,457
0,-15,50,512
1,33,16,557
-8,7,47,543
-1,30,23,472
-10,27,21,393
-3,6,35,341
-8,-6,24,288
3,-17,24,163
2,-34,26,30
6,-29,15,0
15,-42,25,0
-1,-40,30,0
11,-32,16,0
9,-40,41,0
-1,-3,18,0
10,-4,30,0
-8,7,38,0
-8,23,21,0
-1,15,39,0
-11,27,32,0
-8,22,32,0
-5,15,32,0
-9,1,21,0
1,-10,21,0
-5,-23,30,0
-3,-17,18,26
11,-41,27,136
-2,-36,24,244
14,-45,23,312
0,-23,29,382
13,-23,28,411

-5,-3,35,471
1,9,31,526
3,12,30,567
-9,20,38,529
0,22,25,464
-10,11,38,377
2,6,21,336
4,-6,20,280
-5,-21,30,162
11,-28,16,22
0,-47,30,0
11,-40,26,0
10,-44,18,0
5,-41,36,0
13,-17,23,0
1,-33,27,0
4,9,39,0
5,31,7,0
0,3,22,0
-3,19,46,0
0,55,3,0
-6,-16,57,0
-6,0,54,0
2,26,7,0
-5,-24,38,0
2,-7,20,0
6,-2,4,0
1,-55,35,15
8,-48,33,121
6,-32,8,221
8,-64,43,297
9,-11,4,366
4,-29,13,404
8,-1
9,48,447
-1,7,16,495
