x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4,SEP, x Normal 3, y Normal 3, z Normal 3, i Normal 3
-8,11,15,0,,35,365,,,,1,-12,20,0
11,-33,,,,-5,8,27,374,,11,-40,37,0
39,0,,,,-9,28,5,374,,-7,14,21,0
-8,13,19,0,,9,-44,48,369,,10,-34,34,0
2,-6,18,0,,-9,25,10,363,,10,-25,39,0
3,-18,40,0,,9,-40,42,308,,-7,10,18,0
-7,12,20,0,,-10,20,18,231,,10,-33,36,0
9,-33,33,1,,9,-31,34,159,,0,-5,31,0
-4,3,28,62,,-6,7,28,97,,1,-10,24,0
-5,4,17,109,,-6,13,14,22,,12,-33,37,0
13,-34,42,159,,10,-34,42,0,,-8,12,21,0
-7,8,17,228,,-8,13,16,0,,8,-31,33,0
12,-37,39,306,,4,-12,20,0,,9,-26,35,0
-6,8,20,349,,3,-12,41,0,,-6,2,23,56
0,-10,25,365,,-8,12,20,0,,12,-31,37,108
6,-20,34,378,,10,-35,36,0,,-7,5,20,156
-4,0,21,368,,-6,8,25,0,,5,-21,31,223
10,-27,37,368,,-4,3,15,0,,2,-10,25,298
-6,3,19,345,,11,-28,40,0,,3,-17,33,351
10,-30,41,270,,-1,2,32,0,,6,-14,29,364
-8,9,16,212,,3,-17,23,0,,-2,-8,24,376
2,-19,32,135,,12,-34,38,0,,8,-20,35,372
3,-8,28,75,,-9,13,21,0,,-4,10,16,368
-2,-16,28,0,,14,-34,39,0,,7,-34,40,345
10,-33,39,0,,7,-18,40,0,,-2,8,19,283
-6,7,17,0,,-4,1,19,0,,4,-29,39,209
8,-31,43,0,,8,-33,32,2,,0,6,20,159
8,-19,34,0,,-3,4,27,65,,-7,12,10,77
-5,-6,21,0,,8,-26,30,113,,11,-41,51,4
7,-29,40,0,,2,-4,32,158,,-8,16,5,0
-2,0,22,0,,-8,10,20,230,,1,,,
-5,3,16,0,,13,-39,38,305,,-22,23,0,
8,-27,41,0,,-4,-2,23,378,,4,-10,40,0
-8,9,20,0,,-4,-2,23,372,,-8,25,8,0
-2,-8,19,0,,6,-29,35,367,,9,-50,47,0
4,-19,,,,6,-,,,,7,-26,46,0
,40,0,,,29,35,365,,,-6,7,10,0
-8,13,21,0,,-5,3,22,366,,8,-37,46,0
5,-31,36,0,,-5,3,10,341,,-1,9,28,0
7,-27,44,0,,3,-32,34,264,,-2,-18,25,0
-9,14,12,0,,-11,4,10,206,,8,-42,41,0
9,-39,45,12,,6,-32,41,135,,-7,22,15,0
-2,2,27,77,,-8,8,16,72,,5,-39,41,0
0,-18,26,124,,-1,-20,33,0,,4,-27,47,0
3,-8,36,168,,5,-11,28,0,,-6,18,9,0
-9,30,9,242,,-5,10,12,0,,3,-32,35,0
10,-48,46,314,,6,-34,49,0,,-3,5,28,0
-9,25,11,354,,-4,12,11,0,,-9,26,7,55
6,-41,40,368,,-5,-8,19,0,,9,-48,50,108
-4,16,22,376,,7,-22,41,0,,-10,28,10,158
3,-23,30,374,,-3,8,18,0,,10,-45,44,234
-4,-3,31,368,,1,-27,33,0,,-10,20,16,309
0,-6,18,337,,1,2,28,0,,8,-36,37,358
8,-41,46,261,,-8,13,16,0,,-5,10,24,368
-8,24,14,193,,-3,-13,21,0,,-8,23,8,377
6,-35,41,118,,3,-14,38,0,,10,-38,47,373
-7,12,21,51,,-7,4,14,0,,-10,22,11,367
7,-25,28,0,,4,-34,38,0,,9,-39,43,331
10,-36,47,0,,-4,16,21,0,,-11,22,15,252
-7,19,14,0,,-8,16,10,0,,11,-34,40,174
10,-39,44,0,,9,-40,48,9,,-8,16,22,108
0,-12,37,0,,-9,25,6,75,,7,-30,31,27
2,-6,18,0,,0,-19,25,123,,-5,5,29,0
10,-39,41,0,,1,-9,36,166,,-7,13,14,0
-6,13,20,0,,-3,0,15,237,,11,-36,43,0
8,-29,33,0,,5,-28,46,305,,0,-2,35,0
7,-28,42,0,,-10,26,11,353,,1,,,
-6,10,14,0,,,,,,,-13,20,0,
6,-22,25,,,6,-40,39,367,,11,-40,38,0
0,,,,,-5,14,22,376,,-5,14,20,0
-2,-4,35,0,,4,-20,30,373,,9,-33,34,0
2,-11,21,0,,-3,-6,34,368,,8,-24,38,0
10,-36,42,0,,0,-4,16,340,,-6,8,17,0
-7,14,16,0,,0,-18,43,267,,-8,14,20,0
-1,-6,20,0,,-9,23,13,196,,2,-10,23,0
8,-23,39,57,,9,-33,40,125,,11,-34,36,0
-4,1,16,109,,-8,10,23,56,,11,-34,36,0
9,-31,32,150,,7,-24,28,0,,-7,11,20,0
-3,2,27,216,,9,-35,46,0,,8,-32,34,0
8,-25,30,290,,-7,16,14,0,,8,-25,36,0
2,-8,31,341,,10,-37,44,0,,-6,2,22,57
2,-15,27,365,,0,-13,40,0,,8,-26,33,105
4,-16,32,374,,2,-6,15,0,,-2,-5,27,154
-5,8,19,373,,10,-38,39,0,,6,-20,30,225
10,-32,35,367,,-6,10,22,0,,3,-12,27,298
-6,3,24,356,,9,-29,33,0,,2,-16,32,352
7,-27,35,291,,9,-29,41,0,,5,-15,31,363
-3,3,22,233,,-8,9,14,0,,-1,-7,24,376
-6,7,14,164,,6,-21,24,0,,9,-31,39,369
10,-32,41,90,,0,-6,37,0,,-4,7,20,367
-9,7,19,20,,-8,15,18,0,,7,-31,39,345
11,-35,40,0,,13,-36,42,0,,-3,6,18,283
3,-14,31,0,,-7,13,18,0,,5,-28,39,210
0,-10,27,0,,-2,-4,20,0,,10,-32,48,147
6,-17,34,0,,10,-26,39,39,,-8,10,11,63
-5,6,15,0,,-5,2,18,100,,10,-38,49,0
7,-31,40,0,,13,-34,42,142,,-8,14,6,0
6,-24,38,0,,-8,8,18,206,,,,,
-4,3,17,0,,6,-23,28,281,,1,-21,24,0
3,-19,33,0,,3,-12,31,339,,4,-8,39,0
-1,-3,32,0,,1,-,,,,-8,22,8,0
-9,9,16,0,,14,27,365,,,10,-48,45,0
7,-32,38,0,,5,-16,33,375,,-7,17,17,0
3,-15,40,0,,-4,-3,23,372,,-6,4,11,0
-4,2,14,0,,9,-24,36,369,,8,-33,45,0
6,-2,,,,-6,3,25,360,,0,8,28,0
2,45,0,,,7,-26,34,300,,-1,-19,24,0
-6,14,22,0,,-3,4,21,236,,7,-39,39,0
3,-32,32,0,,3,-22,36,163,,-7,19,17,0
8,-34,43,55,,3,-3,24,102,,6,-37,39,0
-8,18,10,113,,-8,6,19,28,,5,-25,46,0
9,-42,50,158,,10,-32,41,0,,-6,17,10,0
-10,27,8,228,,-6,7,14,0,,3,-31,35,0
9,-47,48,304,,-3,-12,28,0,,-5,5,27,0
2,-16,39,348,,7,-13,33,0,,-10,24,5,73
-3,4,14,367,,-4,8,13,0,,10,-48,51,118
7,-29,47,375,,7,-32,41,0,,-10,29,10,180
-8,19,10,373,,7,-21,40,0,,9,-45,45,253
7,-38,46,372,,-6,3,15,0,,-10,21,15,325
-9,26,9,350,,8,-26,42,0,,9,-36,37,361
0,-12,22,281,,0,0,31,0,,-5,11,24,370
0,-10,40,216,,-8,10,18,0,,4,-19,28,377
-2,3,16,148,,8,-32,36,0,,8,-40,47,373
3,-25,43,76,,-8,15,18,0,,-10,23,10,364
-5,11,13,1,,-8,3,14,0,,10,-39,44,306
8,-30,32,0,,6,-24,45,0,,-12,23,15,226
-4,4,30,0,,-5,16,21,0,,9,-34,39,159
-7,18,12,0,,1,-31,34,0,,-8,14,22,90
11,-40,45,0,,10,-38,44,48,,7,-30,31,13
-8,17,12,0,,-10,23,8,110,,-5,4,29,0
2,-9,19,0,,11,-47,52,157,,-8,11,15,0
4,-18,40,0,,-10,32,7,229,,11,-35,41,0
-7,15,18,0,,11,-51,48,305,,0,-4,35,0
9,-32,35,0,,-10,28,11,35,,,,,
8,-26,42,0,,3,,,,,2,-13,20,0
-6,9,15,0,,7,-43,41,367,,8,-24,39,0
7,-24,,,,-4,18,19,375,,-4,8,25,0
,25,0,,,3,-24,31,373,,-4,8,25,0
-2,0,32,0,,-3,0,30,369,,-4,8,25,0
-8,15,15,0,,-10,27,6,340,,-7,9,18,0
11,-36,42,0,,9,-43,46,266,,6,-23,26,0
-7,14,16,0,,-9,26,13,197,,12,-32,38,0
-1,-11,23,9,,8,-37,41,125,,-9,14,20,0
8,-19,37,74,,-7,13,20,57,,11,-34,38,0
-3,-3,19,120,,7,-27,29,0,,-9,9,16,0
11,-29,42,174,,10,-36,46,0,,1,-1,16,0
-5,4,16,247,,-8,17,12,0,,15,-30,41,0
8,-30,32,316,,3,-16,23,0,,-4,4,27,53
1,-3,27,353,,1,-11,36,0,,7,-29,29,104
3,-20,27,367,,2,-8,18,0,,-4,-6,27,147
5,-13,31,378,,10,-40,41,0,,5,-21,30,214
-2,-8,23,367,,-5,12,21,0,,12,-34,39,292
7,-22,37,366,,-3,2,16,0,,-5,3,20,342
-7,6,21,337,,8,-28,41,0,,11,-33,39,362
8,-31,37,262,,-4,6,28,0,,-4,6,18,377
-4,7,20,209,,7,-23,25,0,,9,-32,39,373
5,-28,36,128,,0,-4,35,0,,-5,6,18,369
0,0,24,75,,-9,15,17,0,,-5,-1,19,354
-10,7,16,0,,11,-37,42,0,,8,-28,43,293
12,-37,41,0,,3,-13,37,0,,-6,6,13,228
2,-11,29,0,,-2,-6,21,0,,9,-30,45,162
0,-13,28,0,,11,-37,38,30,,-7,8,13,94
6,-16,30,0,,-5,8,24,94,,1,-27,35,20
-5,8,14,0,,9,-33,34,129,,1,-3,28,0
8,-33,41,0,,-2,2,27,187,,-6,9,8,0
6,-24,36,0,,7,-25,31,264,,11,-38,51,0
-4,4,18,0,,13,-39,41,330,,-7,16,10,0
4,-22,34,0,,-7,8,,,,,,,
-3,0,29,0,,,19,362,,,-2,-14,19,0
-9,11,14,0,,11,-35,40,369,,6,-19,42,0
8,-34,42,0,,-5,8,19,375,,-6,14,17,0
-9,17,14,0,,8,-31,36,366,,5,-35,35,0
-3,-2,18,0,,-6,4,23,364,,-2,7,29,0
,,,,,-6,1,20,319,,-8,15,17,0
,,,,,8,-28,39,247,,7,-37,36,0
4,-19,42,0,,-8,7,16,186,,2,-12,35,0
-7,16,18,0,,9,-31,42,114,,-4,0,15,0
5,-36,37,13,,-9,5,18,49,,6,-36,37,0
-5,10,22,84,,0,-20,30,0,,-6,18,21,0
-8,14,11,128,,4,-13,27,0,,2,-31,35,0
8,-39,50,180,,-6,7,16,0,,8,-40,48,0
-9,23,7,254,,8,-31,44,0,,-9,24,5,52
10,-45,49,324,,6,-15,33,0,,2,-16,22,110
-9,25,8,356,,-5,-8,21,0,,1,-12,41,152
8,-42,46,372,,5,-22,38,0,,-2,2,14,220
4,-21,41,376,,-4,2,20,0,,5,-27,46,290
-6,13,12,373,,2,-20,32,0,,-6,14,8,343
6,-34,46,368,,7,-25,41,0,,8,-37,37,364
-8,22,8,330,,-9,8,17,0,,-6,11,24,375
6,-39,49,254,,-3,-11,20,0,,4,-19,27,376
-8,24,9,193,,2,-15,40,0,,-3,-4,34,369
1,-4,18,123,,-6,3,14,0,,0,-7,16,356
1,-20,41,55,,6,-32,38,0,,0,-14,42,294
-4,8,12,0,,-6,15,22,0,,-11,22,15,214
8,-34,34,0,,-9,11,14,0,,9,-34,38,148
-5,8,27,0,,9,-35,43,28,,-8,13,23,77
-5,17,10,0,,-9,19,8,94,,8,-28,29,0
10,-38,48,0,,3,-23,28,135,,-5,2,30,0
-7,16,10,0,,0,-1,34,185,,-8,12,16,0
4,-14,21,0,,-3,-10,19,270,,12,-34,40,0
2,-14,40,0,,4,-19,40,328,,0,-5,3,
-7,16,16,0,,-4,7,,,,7,0,,
10,-32,37,0,,,11,362,,,1,-11,20,0
-6,10,24,0,,8,-42,41,373,,11,-38,38,0
-4,7,13,0,,-7,20,19,376,,-7,12,21,0
,,,,,4,-27,31,370,,10,-32,34,0
,,,,,-3,2,29,366,,-2,8,27,0
8,-31,42,0,,1,-11,20,319,,-7,8,18,0
-5,3,31,0,,0,-12,40,246,,4,-24,26,0
8,-19,27,0,,-9,25,11,174,,0,-5,32,0
9,-33,43,0,,8,-38,41,102,,-8,14,19,0
-8,11,16,0,,-7,14,22,30,,12,-35,39,0
12,-36,39,31,,9,-29,30,0,,-7,14,19,0
5,-15,36,97,,8,-35,47,0,,-2,-3,21,0
0,-7,21,133,,-8,17,12,0,,8,-26,36,1
8,-23,40,189,,11,-40,45,0,,-5,2,20,67
-4,-2,16,269,,0,-9,37,0,,9,-28,32,110
11,-33,39,333,,2,-9,19,0,,0,-2,27,159
-6,7,18,357,,10,-40,40,0,,5,-23,30,231
5,-22,31,368,,-7,14,19,0,,2,-10,27,303
2,-7,30,377,,10,-32,35,0,,-5,6,19,349
-1,-12,24,367,,8,-27,42,0,,11,-34,40,364
5,-18,37,361,,-8,9,14,0,,-5,7,16,378
-3,-3,21,305,,7,-25,27,0,,8,-32,38,369
8,-22,40,234,,-2,-1,32,0,,-5,7,19,368
-7,10,17,171,,4,-16,24,0,,-5,-2,21,344
7,-32,37,96,,13,-37,44,0,,8,-27,40,279
-1,3,25,37,,-7,16,17,0,,-6,4,14,216
5,-28,31,0,,11,-40,40,3,,9,-28,44,149
11,-37,42,0,,9,-21,38,68,,-7,6,15,79
-8,13,15,0,,-5,-1,18,117,,1,-28,37,6
10,-39,43,0,,13,-31,42,170,,1,-3,24,0
5,-12,31,0,,-7,6,15,244,,-6,9,8,0
-2,-9,25,0,,13,-38,41,317,,8,-38,52,0
6,-22,34,0,,-8,9,16,354,,3,-5,33,
-5,7,19,0,,2,-19,29,367,,0,,,
4,-25,36,0,,5,-12,32,380,,-1,-16,20,0
7,-27,41,0,,,,,,,6,-17,41,0
-8,11,14,0,,-3,-6,24,368,,-5,14,15,0
2,-19,26,0,,8,-22,36,367,,4,-34,36,0
0,-6,35,0,,-5,0,20,338,,7,-26,44,0
-9,19,13,0,,8,-30,37,264,,-7,12,17,0
8,,,,,-4,7,21,207,,7,-35,39,0
,-36,44,0,,4,-27,36,127,,2,-10,35,0
-8,19,16,0,,2,0,25,73,,-4,-1,17,0
-6,0,17,0,,-9,7,18,1,,4,-35,39,0
7,-24,41,57,,12,-36,42,0,,-5,18,19,0
-8,14,20,114,,-8,11,16,0,,-6,14,11,0
6,-33,37,161,,-2,-12,28,0,,7,-39,48,0
-3,11,23,228,,7,-15,32,0,,-9,24,6,60
3,-27,31,305,,-5,9,14,0,,1,-18,24,114
-2,-1,29,348,,7,-32,41,0,,0,-10,38,158
-1,-11,23,369,,6,-22,37,0,,-2,-1,15,232
3,-14,37,376,,-6,4,17,0,,5,-26,46,300
-5,7,16,372,,8,-26,42,0,,-5,13,8,348
7,-37,39,368,,0,-1,30,0,,7,-38,37,365
8,-38,49,255,,0,-13,21,0,,-5,12,24,375
-3,4,32,238,,7,-34,41,0,,5,-19,28,374
-3,4,32,213,,-8,18,14,0,,-4,-3,33,368
-8,28,8,146,,-5,1,15,0,,1,-7,16,348
7,-42,48,72,,5,-21,44,0,,-1,-15,43,276
-9,22,12,1,,-6,18,19,0,,0,6,13,212
-3,1,13,0,,3,-33,35,6,,9,-32,38,145
6,-28,45,0,,-5,10,23,70,,-9,12,23,75
-4,13,11,0,,-9,19,9,120,,6,-27,26,0
8,-31,33,0,,9,-42,50,165,,9,-31,41,0
-5,3,25,0,,-10,29,8,243,,-6,12,16,0
-5,16,9,0,,11,-49,49,317,,11,-33,42,0
9,-40,47,0,,-10,27,,,,0,-,,
0,-6,35,0,,9,356,,,,6,37,0,
1,-6,19,0,,8,-44,44,372,,1,-11,18,0
9,-37,40,0,,-6,22,17,378,,10,-37,38,0
-8,13,19,0,,-7,20,9,373,,-6,12,23,0
-2,3,14,0,,8,-40,48,372,,9,-29,32,0
6,-27,43,0,,-9,26,6,342,,9,-24,39,0
-5,8,27,0,,10,-42,48,258,,-8,8,17,0
8,-2,,,,-8,26,11,190,,5,-22,24,0
3,29,0,,,8,-39,44,116,,0,-5,34,0
7,-31,42,0,,9,-37,48,0,,-7,14,20,0
-6,9,17,0,,9,-37,48,0,,12,-35,39,0
12,-34,40,43,,-3,3,29,0,,-8,14,18,0
2,-11,34,105,,-3,3,29,0,,-3,-4,19,0
1,-11,22,147,,6,-18,22,0,,9,-25,37,8
6,-19,39,212,,12,-41,47,0,,-4,7,24,74
-1,-5,18,288,,-8,17,12,0,,9,-29,32,114
9,-29,40,343,,2,-9,18,0,,-1,0,27,165
-5,3,18,362,,4,-19,41,0,,6,-23,30,238
7,-24,32,372,,-7,15,19,0,,3,-9,28,306
0,-6,28,374,,10,-32,36,0,,-5,7,20,349
2,-16,24,366,,-5,8,27,0,,11,-35,40,364
3,-15,37,355,,-7,9,13,0,,-5,8,18,378
-1,-7,19,292,,10,-34,44,0,,8,-33,39,372
6,-19,40,224,,-3,0,33,0,,-5,7,19,368
-8,11,16,159,,5,-16,24,0,,-5,-2,22,345
9,-35,39,84,,1,-8,34,0,,8,-26,40,278
-5,7,24,22,,-8,13,17,0,,-8,6,15,214
7,-31,32,0,,12,-38,38,16,,8,-30,45,147
11,-36,43,0,,-7,8,23,81,,-6,6,15,78
-8,12,15,0,,-3,-3,18,124,,1,-27,37,4
12,-38,43,0,,12,-28,42,182,,1,-4,25,0
3,-9,29,0,,-6,2,16,257,,-6,8,9,0
0,-13,25,0,,13,-36,41,326,,8,-36,50,0
9,-37,40,0,,-8,,,,,5,-6,3,
-6,10,18,0,,8,19,356,,,2,0,,
-4,2,21,0,,4,-20,29,368,,-1,-16,22,0
7,-26,40,0,,5,-12,32,378,,8,-40,46,0
-8,11,14,0,,-3,-8,23,368,,-4,12,16,0
3,-21,27,0,,8,-22,36,364,,4,-33,36,0
-3,-4,32,0,,-4,0,19,325,,8,-26,43,0
-10,19,12,,,8,-31,38,248,,-8,12,17,0
0,,,,,-5,7,20,194,,-1,-19,26,0
9,-36,45,0,,4,-29,35,114,,1,-9,34,0
-9,18,16,0,,2,0,26,60,,-5,-2,16,0
-6,-3,18,14,,-10,8,16,0,,5,-37,41,0
6,-22,41,84,,12,-37,42,0,,-5,20,18,0
-6,6,14,125,,-8,13,16,0,,-6,14,11,0
6,-33,39,177,,-3,-13,28,0,,8,-38,48,0
-4,14,23,254,,8,-16,31,0,,-4,9,23,62
4,-29,33,324,,-5,-7,23,0,,2,-22,27,115
-3,2,26,354,,7,-34,42,0,,0,-5,36,156
-9,26,14,374,,-4,5,17,0,,-1,-5,16,230
-6,0,18,372,,-7,4,18,0,,4,-23,43,298
-6,0,18,369,,8,-28,41,0,,-11,26,10,352
8,-38,40,368,,0,0,27,0,,8,-42,41,366
-8,17,18,337,,0,-14,23,0,,-7,16,19,376
6,-29,33,260,,8,-36,42,0,,5,-24,30,374
-4,9,27,201,,-9,19,14,0,,-5,0,31,369
-8,24,8,133,,-6,-1,16,0,,2,-9,18,349
8,-43,47,60,,6,-19,43,0,,9,-40,46,279
-9,24,10,0,,-8,6,15,0,,-9,23,14,207
-1,-4,16,0,,5,-36,37,19,,8,-33,40,136
4,-23,44,0,,-6,13,21,89,,-8,12,22,68
-4,9,12,0,,3,-29,35,133,,8,-26,29,0
9,-37,36,0,,9,-41,51,186,,8,-31,43,0
-4,9,22,0,,-9,26,6,262,,-6,13,15,0
-5,14,10,0,,10,-48,50,329,,10,-33,42,0
9,-40,47,0,,-1,,,,,,,,
-1,0,30,0,,0,28,6,361,,0,-7,37,0
2,-12,23,0,,7,-46,47,374,,3,-10,17,0
10,-39,43,0,,-6,26,13,377,,10,-35,38,0
-8,16,15,0,,6,-34,37,373,,-7,11,22,0
10,-34,39,0,,7,-36,47,365,,9,-28,32,0
5,-22,42,0,,0,-3,19,166,,7,-24,40,0
-3,6,15,,,0,-3,19,142,,-6,9,16,0
,0,,,,4,-43,44,116,,6,-22,24,0
8,-29,33,0,,2,-20,43,93,,-2,-5,34,0
-3,3,24,0,,2,-20,43,29,,-8,15,18,0
5,-24,31,12,,-4,6,0,0,,12,-35,40,0
12,-34,41,84,,5,-35,45,0,,-8,14,19,0
-7,8,16,124,,-3,11,16,0,,-2,-4,20,0
12,-36,42,180,,6,-24,29,0,,8,-25,38,22
-6,8,16,255,,10,-40,48,0,,-4,2,19,88
11,-37,41,326,,-7,18,10,0,,10,-30,32,126
-4,6,20,356,,10,-42,45,0,,-3,-1,29,190
-4,0,18,372,,3,-14,40,0,,7,-24,28,266
9,-30,42,377,,0,0,16,0,,2,-11,28,330
-5,8,16,368,,10,-34,37,0,,2,-16,30,363
11,-36,43,366,,-6,9,23,0,,4,-15,32,373
-8,12,15,329,,-4,7,12,0,,-1,-5,24,374
1,-12,22,252,,9,-32,45,0,,10,-32,35,369
4,-13,37,192,,-4,2,32,0,,-5,4,21,363
-1,-7,20,110,,7,-19,26,0,,7,-29,38,307
8,-23,39,48,,10,-33,42,0,,-3,5,20,244
-6,-1,16,0,,-6,11,17,0,,5,-25,38,171
9,-37,36,0,,13,-37,40,37,,0,0,23,114
-3,7,24,0,,-6,8,21,97,,-8,4,18,41
5,-29,33,0,,0,-6,19,130,,10,-32,42,0
11,-39,44,0,,10,-26,41,196,,-6,6,12,0
-8,12,14,0,,-3,1,16,271,,0,-18,30,0
0,-17,27,0,,12,-34,41,336,,4,-8,32,
4,-15,33,0,,-7,7,18,360,,,0,,
-3,0,22,0,,5,-21,28,370,,-6,9,11,0
7,-32,38,0,,3,-1,,,,8,-35,44,0
-8,8,22,0,,1,31,378,,,5,-18,38,0
-6,8,13,,,0,-9,22,369,,-4,-1,17,0
,0,,,,7,-20,39,364,,4,-28,34,0
5,-25,31,0,,-4,0,17,318,,-1,3,30,0
-4,2,29,0,,10,-32,37,237,,-8,9,18,0
1,-15,25,0,,-5,8,20,181,,7,-33,38,0
8,-37,46,0,,7,-30,36,102,,3,-12,37,0
-11,17,14,0,,0,2,26,45,,-5,0,16,0
-3,-8,19,37,,-11,7,16,0,,5,-34,39,0
4,-18,39,99,,12,-37,41,0,,-5,18,20,0
-5,2,17,139,,-8,13,16,0,,-9,21,8,62
6,-25,43,197,,0,-14,28,0,,2,-22,26,81
-7,15,19,278,,5,-15,32,0,,2,-22,26,96
7,-32,35,338,,-4,-7,24,0,,9,-48,52,130
-4,8,25,363,,7,-34,39,0,,-11,31,6,188
1,-20,27,376,,-4,6,19,0,,-2,-6,16,266
0,-2,32,378,,-5,6,20,0,,4,-23,43,326
-3,-4,20,372,,8,-28,42,0,,-4,11,9,362
8,-39,40,367,,-2,0,29,0,,7,-36,49,370
-9,20,18,316,,1,-15,22,0,,-8,24,7,375
7,-32,36,235,,9,-36,43,0,,4,-24,30,369
-6,14,24,170,,-10,20,13,0,,-4,0,32,366
3,-23,31,92,,8,-36,43,0,,1,-8,19,328
-2,0,31,36,,5,-18,42,0,,0,-13,41,258
-8,22,11,0,,-8,5,15,0,,-2,5,14,188
10,-42,44,0,,7,-35,35,40,,9,-35,40,120
3,-16,41,0,,-6,12,23,103,,-8,14,22,49
-2,2,14,0,,3,-29,34,149,,8,-28,30,0
8,-29,44,0,,-2,8,27,204,,-6,1,31,0
-6,13,20,0,,-10,23,8,284,,-7,15,13,0
6,-32,33,0,,10,-46,48,341,,11,-36,43,
9,-36,45,0,,-10,25,8,366,,,0,,
-6,19,11,0,,8,-43,45,377,,0,-7,37,0
10,-38,43,0,,,,,,,3,-9,19,0
2,-9,35,0,,-8,25,16,374,,10,-38,40,0
0,-6,19,0,,6,-36,37,369,,-7,12,20,0
9,-35,40,0,,-5,12,23,354,,10,-30,34,0
-6,13,19,0,,2,-20,27,284,,9,-26,41,0
-,,,,,-2,0,32,223,,-7,9,16,0
2,3,16,0,,-10,27,9,151,,6,-23,25,0
7,-26,41,0,,8,-43,46,76,,-2,-4,34,0
-4,5,24,0,,-8,22,13,5,,3,-13,21,0
6,-27,32,39,,-5,5,12,0,,12,-36,41,0
0,-5,29,96,,7,-32,48,0,,-7,14,19,0
-6,8,17,133,,-6,14,25,0,,-2,-5,21,0
12,-35,43,196,,6,-29,30,0,,8,-24,37,38
-6,9,15,273,,-2,-1,29,0,,-4,1,19,97
11,-39,41,338,,-7,20,9,0,,9,-31,33,132
-6,8,18,361,,11,-44,47,0,,-2,2,28,190
-2,-3,20,374,,3,-11,38,0,,7,-25,29,268
9,-28,40,378,,0,-3,16,0,,1,-9,28,327
-7,6,15,368,,11,-38,39,0,,2,-17,29,362
12,-35,43,361,,-6,14,22,0,,12,-34,39,370
-8,13,12,307,,9,-31,34,0,,-5,8,19,375
12,-39,49,223,,8,-31,44,0,,9,-32,35,367
-8,16,9,171,,-6,12,13,0,,-6,4,21,366
0,-14,24,87,,10,-35,44,0,,7,-29,37,316
7,-16,37,28,,0,-3,29,0,,-3,6,19,250
-4,-6,17,0,,1,-17,26,3,,-7,5,16,186
12,-42,41,0,,13,-37,41,73,,8,-30,40,116
-6,16,19,0,,-6,9,18,116,,-8,4,18,46
7,-37,38,0,,12,-36,39,166,,0,-23,31,0
11,-37,44,0,,-5,7,20,238,,4,-10,27,0
-8,12,14,0,,9,-34,36,312,,0,-15,31,0
9,-41,43,0,,-1,0,26,350,,8,-32,,
2,-8,29,0,,-6,6,16,368,,47,0,,
-2,-6,24,0,,12,-35,42,,,-5,7,13,0
7,-36,40,0,,376,,,,,-3,-13,23,0
-8,12,18,0,,-6,11,16,368,,6,-19,37,0
,,,,,11,-36,40,367,,-4,-1,18,0
-3,6,14,0,,-8,10,18,336,,3,-25,34,0
6,-31,47,0,,10,-35,41,253,,0,1,30,0
-7,17,9,0,,-7,11,18,194,,-8,8,18,0
3,-21,31,0,,7,-33,39,111,,5,-34,38,0
-3,0,31,0,,9,-32,42,48,,10,-28,33,0
-9,19,11,0,,-10,6,14,0,,10,-28,33,0
10,-39,42,64,,13,-39,44,0,,-7,16,17,0
-9,18,15,115,,0,-3,31,0,,-7,16,17,0
-3,-2,19,166,,0,-16,28,0,,0,-40,27,0
5,-21,41,235,,4,-14,32,0,,15,-31,55,57
-6,4,15,306,,-9,14,15,0,,-9,21,8,105
6,-30,43,349,,9,-37,40,0,,0,-48,46,152
-7,14,12,367,,6,-24,36,0,,-16,24,2,216
8,-34,46,378,,-5,6,19,0,,8,-50,46,294
-2,3,29,373,,4,-24,35,0,,-9,27,10,343
0,-10,22,368,,-4,0,27,0,,-3,7,11,367
2,-13,37,344,,-9,12,13,0,,6,-33,48,375
-5,5,14,277,,8,-36,43,0,,-8,24,6,375
5,-24,44,208,,-10,20,11,0,,8,-41,49,373
-7,18,20,137,,-3,-4,19,0,,-10,26,7,360
5,-29,35,61,,3,-17,40,0,,9,-42,47,297
-4,4,27,0,,-8,2,15,0,,-1,-11,40,223
-9,19,9,0,,8,-36,35,39,,0,4,14,159
11,-42,46,0,,-7,13,22,101,,3,-25,45,90
-7,22,14,0,,4,-30,35,149,,-6,10,13,15
0,-5,17,0,,8,-35,48,208,,7,-27,29,0
4,-23,40,0,,-10,18,9,288,,-4,1,32,0
-8,16,16,0,,12,-42,48,,,-8,16,12,0
8,-36,36,0,,,343,,,,11,,,
-3,8,25,0,,-9,24,10,366,,,-36,43,0
-5,15,12,0,,8,-41,45,377,,-8,15,14,0
9,-36,43,0,,-10,24,15,374,,2,-8,18,0
-1,-5,31,0,,6,-35,37,369,,4,-19,40,0
2,-11,20,0,,-6,13,25,349,,-6,13,21,0
10,-34,39,0,,2,-22,28,276,,9,-30,34,0
-7,13,2,,,9,-39,48,210,,-4,8,27,0
0,0,,,,-9,26,8,144,,-8,9,14,0
8,-30,36,0,,10,-43,46,62,,10,-34,40,0
4,-22,39,0,,-8,22,17,0,,-2,-3,34,0
-5,0,19,4,,-5,2,14,0,,3,-13,23,0
8,-27,32,70,,7,-30,46,0,,12,-37,43,0
