x 2fases 1,y 2fases 1,z 2fases 1,i 2fases 1,,x 2fases 5,y 2fases 5,z 2fases 5,i 2fases 5
-4,-16,42,312,,7,-31,20,70
-5,2,16,248,,6,-43,21,173
3,-33,29,99,,9,-49,31,267
5,-29,23,0,,7,-39,13,339
9,-38,19,0,,10,-30,38,400
9,-58,39,0,,0,-15,18,437
6,-22,12,0,,3,0,47,473
7,-26,8,0,,-1,25,19,538
6,-32,47,0,,-7,1,46,570
-2,-2,17,0,,-3,43,21,529
4,-17,49,0,,-12,1,47,457
-4,-2,54,0,,-6,15,36,384
-5,26,15,0,,-7,6,26,327
-6,15,49,0,,-1,-13,29,261
-7,38,23,0,,0,-22,21,126
-8,7,41,0,,-1,-33,22,0
-5,6,40,0,,8,-43,26,0
-8,12,17,0,,-1,-55,34,0
-6,-11,25,0,,10,-25,12,0
0,-24,30,0,,4,-38,35,0
1,-21,15,15,,-5,-29,31,0
5,-39,23,121,,10,-1,30,0
3,-40,30,216,,-8,-2,41,0
8,-37,16,300,,-3,14,33,0
8,-32,39,364,,-3,22,29,0
5,-16,,,,-14,11,47,0
15,406,,,,-3,34,2,
1,-14,49,445,,0,0,,
-5,16,25,510,,-11,3,41,0
0,1,38,552,,-16,0,40,0
-8,31,27,545,,5,2,15,0
-4,12,38,482,,-5,-24,32,0
-3,11,36,398,,1,-15,19,0
-10,19,27,341,,13,-22,10,76
4,-11,28,278,,-5,-47,34,178
-5,-12,23,171,,14,-35,18,272
8,-31,19,32,,4,-41,33,344
2,-41,29,0,,11,-20,24,399
3,-36,24,0,,0,-21,28,439
11,-50,24,0,,3,2,40,483
6,-35,28,0,,2,21,22,548
7,-25,23,0,,-5,-3,44,567
8,-26,27,0,,-4,41,20,519
4,-4,39,0,,-7,4,39,447
3,15,26,0,,-4,19,27,378
2,14,21,0,,3,25,10,328
-5,6,48,0,,6,-52,34,0
-1,33,29,0,,11,-39,23,0
-3,9,32,0,,11,-39,23,0
-8,-2,52,0,,11,-39,23,0
3,26,11,0,,12,-31,11,0
2,-2,22,0,,2,-61,35,0
-1,-19,32,0,,10,-43,40,0
8,-20,14,0,,8,-20,0,0
2,-42,25,38,,6,-41,44,0
12,-40,26,151,,10,21,24,0
8,-44,13,254,,-5,-16,44,0
8,-52,41,319,,-2,-7,56,0
8,-12,3,381,,-2,41,6,0
2,-42,26,411,,-6,5,41,0
4,5,35,453,,-,,,
0,-3,26,,,2,26,25,0
,504,,,,-1,34,11,0
-2,-22,65,552,,-5,-17,41,0
-4,59,1,535,,0,-5,13,0
-5,-14,58,461,,1,-17,16,0
-7,44,11,391,,6,-40,29,8
-7,-12,38,339,,8,-36,24,104
-2,-6,26,266,,8,-43,20,216
2,-17,18,138,,7,-49,32,295
5,-46,32,10,,7,-32,12,366
6,-26,22,0,,10,-26,40,411
10,-47,24,0,,-1,-7,22,452
4,-40,34,0,,0,5,44,498
7,-10,3,0,,0,27,17,557
6,-48,47,0,,-7,5,49,564
5,-25,46,0,,0,36,21,509
3,3,20,0,,-11,20,28,433
0,-17,56,0,,-5,16,32,364
-4,38,14,0,,-7,-7,27,312
-8,27,19,0,,2,-10,25,221
-10,30,24,0,,2,-32,24,80
-10,30,24,0,,-1,-28,20,0
-5,8,50,0,,15,-27,16,0
-12,4,18,0,,0,-56,36,0
-6,7,18,0,,11,-19,12,0
1,-39,27,0,,13,-31,31,0
1,-17,16,15,,-7,-19,30,0
7,-45,26,109,,6,1,31,0
9,-53,37,205,,-5,-5,38,0
4,,,,,-4,21,29,0
-24,12,293,,,3,31,25,0
10,-47,39,360,,-13,12,46,0
0,-4,14,405,,-12,,,
6,-13,22,438,,20,37,0,
-4,-1,43,502,,0,22,23,0
-2,16,23,553,,-12,-2,33,0
-3,17,41,548,,1,5,15,0
-6,26,28,477,,-5,-26,35,0
-4,13,34,399,,-8,-25,30,1
-8,13,24,336,,15,-30,14,103
-3,-8,27,290,,-2,-45,32,213
2,-17,26,183,,15,-37,20,292
1,-22,19,48,,2,-36,33,365
10,-46,29,0,,12,-18,24,406
8,-34,19,0,,0,-13,32,454
13,-43,21,0,,0,7,41,509
9,-40,34,0,,4,24,20,564
5,-26,24,0,,-9,0,47,559
11,-25,27,0,,-1,41,15,499
1,-10,37,0,,-7,-2,44,420
1,8,36,0,,-10,-5,51,353
2,11,24,0,,4,17,9,313
-3,5,40,0,,-6,-32,36,216
-3,34,24,0,,10,-13,11,67
0,25,14,0,,0,-52,32,0
-9,2,48,0,,8,-50,37,0
-4,18,24,0,,11,-33,10,0
-1,-16,27,0,,7,-58,40,0
-4,-26,35,0,,11,-33,34,0
6,-17,12,0,,4,-22,12,0
0,-49,26,55,,5,-13,54,0
5,-47,31,168,,2,27,12,0
9,-37,14,262,,-3,-17,50,0
7,-59,35,329,,0,1,55,0
10,-10,16,3,,-3,40,8,0
89,,,,,-5,0,4,
3,-44,38,417,,4,0,,
0,23,27,469,,-4,27,25,0
0,31,-3,522,,-1,31,13,0
-2,-17,71,555,,-3,-24,38,0
-4,62,-3,509,,2,-7,13,0
-5,-24,67,435,,5,-20,17,0
-4,55,3,369,,6,-44,32,45
-5,-32,44,327,,8,-36,24,150
-3,0,19,244,,8,-46,19,254
2,2,6,138,,9,-46,33,322
1,-57,34,7,,3,-28,13,391
7,-39,33,0,,10,-21,43,423
6,-30,8,0,,-2,-1,21,470
9,-62,34,0,,3,8,42,523
6,-19,22,0,,0,32,20,570
4,-40,24,0,,-8,10,49,544
8,-44,60,0,,-1,29,21,469
-3,23,7,0,,-12,8,38,394
0,-4,30,0,,-2,9,29,340
-3,21,39,0,,-8,-12,31,289
-7,46,7,0,,2,-12,21,153
-5,-2,57,0,,3,-39,28,20
-4,21,41,0,,4,-25,17,0
-10,24,24,0,,16,-35,21,0
0,-5,35,0,,1,-47,35,0
-3,10,17,0,,10,-20,13,0
-2,-25,27,0,,11,-37,36,0
3,-38,35,0,,-4,-8,27,0
1,-17,16,79,,4,3,36,0
10,-53,30,194,,-4,1,38,0
4,-29,23,271,,-9,10,36,0
7,-41,24,342,,0,31,27,0
12,-42,46,398,,-4,20,35,0
-2,0,13,434,,,,,
3,-19,53,49,,-13,22,32,0
2,,,,,0,15,28,0
-2,31,15,552,,-9,-4,39,0
-3,2,48,561,,0,-1,15,0
-4,38,19,493,,5,-16,23,0
-9,18,29,428,,-5,-26,25,10
-2,13,32,346,,15,-35,18,122
-7,3,23,309,,-1,-43,32,229
5,-23,32,223,,13,-37,19,305
-1,-16,18,77,,2,-32,31,375
11,-46,26,0,,12,-15,27,414
11,-46,30,0,,-2,-5,35,466
8,-36,20,0,,-3,-1,43,532
11,-45,32,0,,5,26,19,573
8,-30,30,0,,-9,4,48,544
8,-23,24,0,,0,38,15,480
11,-22,31,0,,0,22,18,406
0,1,37,0,,-11,-2,45,343
-3,11,34,0,,5,5,9,307
2,14,26,0,,-3,-33,37,204
-5,11,42,0,,11,-20,13,53
-3,29,19,0,,7,-38,20,0
-3,4,42,0,,8,-49,32,0
-8,6,41,0,,12,-34,10,0
5,-2,16,0,,8,-50,26,0
0,-22,28,0,,10,-23,32,0
2,-21,22,0,,4,-24,18,0
10,-27,15,20,,5,-36,56,0
1,-48,26,134,,2,32,7,0
11,-42,25,240,,2,13,12,0
9,-47,20,320,,-3,10,55,0
8,-30,36,380,,-2,51,11,0
,,,,,-3,,,
5,-19,9,412,,-7,48,0,
5,-40,50,450,,-7,-4,53,0
-1,33,15,506,,0,24,10,0
-2,-16,48,553,,-6,-17,29,0
-7,52,21,523,,1,-15,28,0
-2,-6,43,457,,6,-27,16,0
-8,30,26,385,,2,-47,28,65
-4,-5,21,325,,8,-37,22,171
-3,-41,46,261,,9,-49,21,269
0,1,11,150,,10,-38,32,340
0,-47,27,13,,1,-28,15,403
8,-31,29,0,,7,-34,41,429
3,-23,10,0,,-3,10,19,480
8,-64,39,0,,0,-8,47,538
6,-44,40,0,,-5,38,19,571
2,-16,3,0,,-6,7,48,526
4,-44,39,0,,-1,14,39,450
-3,16,24,0,,-10,25,24,374
-1,-11,41,0,,1,-4,31,326
-1,-7,59,0,,-9,-10,28,257
-7,46,8,0,,2,-21,19,102
-8,9,40,0,,4,-41,29,0
-8,29,31,0,,-5,-34,25,0
-9,44,11,0,,14,-45,25,0
-3,-17,42,0,,1,-34,30,0
-6,8,16,0,,2,-16,11,0
-7,-8,18,0,,10,-38,42,0
4,-39,31,0,,-2,4,27,0
4,-23,22,89,,5,9,31,0
4,-41,20,196,,-3,7,36,0
8,-46,35,270,,-13,17,32,0
2,-22,13,348,,-1,28,29,0
10,-3,,,,-4,19,35,0
6,45,397,,,-12,23,31,0
-2,3,14,437,,0,6,30,0
4,-14,38,490,,-10,,,
0,23,30,548,,,-8,34,0
-8,9,35,557,,2,-8,18,0
-2,29,29,500,,7,-23,24,0
-7,33,17,432,,-4,-29,25,46
-4,1,40,361,,15,-39,22,160
-3,14,21,304,,0,-41,31,252
-1,-24,29,225,,7,-32,20,318
2,-19,18,82,,12,-33,32,387
5,-40,20,0,,1,-19,27,423
15,-48,29,0,,4,-4,33,471
4,-35,24,0,,-6,3,39,534
8,-37,19,0,,4,26,23,570
12,-40,33,0,,-5,19,29,535
3,-18,22,0,,-8,22,38,465
10,-19,28,0,,0,16,24,396
1,1,36,0,,-9,-2,35,333
-4,7,40,0,,5,-6,15,293
6,17,22,0,,-1,-28,28,165
0,16,29,0,,5,-26,23,31
-8,22,36,0,,6,-42,21,0
0,24,19,0,,9,-49,31,0
-7,5,43,0,,13,-37,20,0
-9,3,33,0,,7,-45,27,0
5,-14,19,0,,4,-46,43,0
0,-24,27,0,,9,-2,7,0
3,-28,23,0,,4,-19,22,0
11,-35,21,86,,0,5,45,0
2,-45,22,201,,3,35,4,0
10,-46,25,289,,-4,-11,59,0
9,-41,19,358,,-7,16,52,0
7,,,,,0,,,
-25,37,396,,,28,10,0,
5,-16,16,437,,-5,-12,51,0
-2,-1,53,492,,0,27,18,0
4,22,7,538,,-6,-23,28,0
-6,-14,57,550,,0,-31,40,0
-5,55,11,487,,6,-16,8,0
-6,-13,52,414,,4,-36,18,52
-6,34,15,349,,12,-44,33,169
-3,-22,31,307,,5,-41,14,267
0,-16,28,183,,10,-50,36,337
5,-28,13,40,,4,-17,9,396
0,-52,29,0,,9,-32,49,427
7,-32,24,0,,5,-4,45,474
8,-48,22,0,,-4,4,22,530
6,-57,41,0,,1,20,42,569
7,-5,8,0,,-10,25,25,530
0,-21,11,0,,-3,12,40,459
4,-12,54,0,,-4,40,18,386
-4,27,16,0,,-9,-10,36,330
-2,-13,50,0,,0,-6,24,266
-4,5,54,0,,-4,-20,21,120
-8,38,14,0,,10,-39,24,0
-7,3,53,0,,-3,-33,24,0
-7,38,21,0,,9,-36,20,0
-9,-6,34,0,,7,-48,34,0
0,-21,40,0,,1,-17,12,0
-5,3,14,0,,12,-28,29,0
-3,-19,20,0,,-6,-7,34,0
6,-39,30,50,,-15,21,32,0
0,-28,16,152,,-15,21,32,0
8,-45,23,252,,-7,28,36,0
7,-38,33,320,,1,24,33,0
3,-24,14,,,-5,,,
,385,,,,,20,34,0
9,-27,47,418,,-13,19,29,0
-1,6,17,466,,0,12,22,0
1,0,50,520,,-10,-11,30,0
-2,32,23,562,,4,-13,21,0
-6,6,41,540,,8,-26,24,0
-2,31,24,459,,-6,-32,24,86
-9,7,37,401,,16,-44,23,199
-3,-1,40,327,,2,-37,29,281
-5,4,17,286,,7,-30,20,345
4,-28,30,175,,11,-30,33,402
4,-22,19,36,,0,-15,30,438
9,-42,24,0,,3,2,30,493
16,-49,29,0,,-5,6,40,554
5,-36,24,0,,0,15,35,573
9,-37,18,0,,-5,23,29,512
12,-32,34,0,,-8,16,35,441
3,-16,24,0,,0,13,26,374
10,-14,32,0,,-7,-6,30,319
-2,6,34,0,,4,-2,17,267
-8,8,35,0,,1,-28,27,124
5,22,26,0,,6,-32,24,2
-3,20,33,0,,7,-43,19,0
-6,19,31,0,,5,-52,28,0
0,17,22,0,,14,-37,22,0
-8,2,37,0,,14,-27,15,0
-5,-3,22,0,,3,-41,42,0
6,-20,25,0,,8,3,9,0
0,-28,22,0,,4,-10,27,0
5,-39,24,48,,-3,10,42,0
5,-40,17,161,,5,38,3,0
9,-55,32,258,,-1,17,17,0
13,-28,14,334,,-6,17,47,
1,-45,,,,0,,,
,43,392,,,1,24,14,0
7,-19,35,420,,-6,-9,52,0
3,-10,20,469,,1,18,15,0
-3,8,47,519,,0,3,9,0
-1,21,16,557,,-3,-27,30,0
-9,15,51,514,,4,-23,22,0
0,27,15,448,,2,-39,19,57
-9,-8,51,381,,5,-44,27,166
-1,23,12,322,,7,-47,24,262
-4,-26,32,261,,8,-43,19,333
1,-22,22,105,,9,-29,34,392
4,-34,17,0,,1,-19,21,430
2,-48,27,0,,2,1,44,463
6,-37,25,0,,-3,21,16,525
6,-45,22,0,,-2,-2,48,568
4,-48,36,0,,-5,44,19,534
4,-7,9,0,,-9,-2,48,463
1,-22,23,0,,-4,34,17,389
-1,3,47,0,,-9,10,24,331
-3,31,13,0,,2,-15,30,268
-6,-9,53,0,,-4,-15,22,128
-6,19,46,0,,3,-35,20,1
-6,28,22,0,,3,-41,29,0
-9,-3,53,0,,-1,-38,24,0
-6,38,16,0,,7,-21,42,0
-6,-16,34,0,,7,-21,42,0
-2,-20,36,0,,-9,-1,33,0
-2,-7,15,0,,-9,-1,33,0
2,-41,27,25,,-5,13,21,0
7,-38,29,124,,0,8,34,0
3,-33,17,228,,7,15,37,0
9,-53,35,292,,-20,20,32,0
3,-12,15,3,,-6,25,,
73,,,,,38,0,,
10,-39,46,408,,-6,19,31,0
-5,14,17,462,,-16,8,25,0
1,-10,49,522,,4,7,24,0
0,9,45,561,,-14,-16,28,0
-8,28,22,537,,-8,-13,24,0
0,10,44,474,,11,-30,21,40
-10,28,20,396,,-4,-35,23,148
1,-7,36,338,,15,-46,25,252
2,1,24,285,,2,-33,29,326
-2,-18,24,192,,14,-28,25,388
6,-32,24,42,,-4,-18,31,427
1,-35,21,0,,7,1,36,465
12,-43,23,0,,1,9,29,526
6,-45,29,0,,-6,8,40,566
8,-32,23,0,,-1,30,23,548
13,-36,31,0,,-9,11,41,466
-1,-17,25,0,,-9,12,37,400
6,-10,27,0,,2,11,25,330
2,3,34,0,,-6,-12,28,284
-5,10,33,0,,8,-16,17,171
2,19,32,0,,-1,-41,30,18
1,24,27,0,,15,-34,19,0
-7,14,38,0,,7,-42,17,0
5,-17,25,0,,7,-52,35,0
2,-21,22,0,,14,-22,13,0
2,-21,22,0,,3,-39,26,0
3,-24,12,0,,10,-8,32,0
3,-24,12,0,,8,13,8,0
0,-38,26,54,,-6,-19,62,0
13,-38,12,164,,-1,14,38,0
0,-54,19,267,,-1,18,22,0
8,-36,21,333,,-7,18,,
0,-,,,,,43,0,
40,21,393,,,2,42,6,0
13,-3,39,412,,-8,-12,51,0
0,-9,28,466,,-7,-7,41,0
-5,-22,64,525,,1,-4,10,0
4,51,1,559,,0,-27,28,0
-10,-10,64,508,,6,-31,22,0
0,45,5,446,,9,-30,16,92
-3,26,20,378,,8,-45,28,200
-7,-7,39,325,,7,-48,23,288
-1,0,16,273,,8,-39,18,355
-1,-36,33,114,,8,-24,35,403
10,-22,14,0,,2,-15,24,441
5,-49,31,0,,4,-16,55,492
9,-51,37,0,,-1,25,8,548
7,-28,12,0,,-3,3,56,567
5,-43,22,0,,-4,42,16,510
8,-16,30,0,,-9,-2,49,438
1,-19,31,0,,-4,21,30,368
2,-21,60,0,,-9,-3,24,318
-2,33,7,0,,4,-13,30,233
-5,10,26,0,,-3,-23,22,80
-6,27,39,0,,5,-34,19,0
-4,47,11,0,,13,-36,22,0
-9,-2,53,0,,0,-42,26,0
-7,16,38,0,,13,-38,24,0
-8,5,19,0,,8,-34,34,0
0,-21,33,0,,0,-17,19,0
0,-10,19,0,,3,-12,41,0
2,-32,24,19,,-8,6,33,0
4,-43,30,116,,4,12,32,0
3,-32,20,219,,2,16,35,0
8,-48,25,294,,-15,25,36,0
7,-20,30,,,,,,
367,,,,,-6,22,33,0
6,-30,26,406,,-6,20,31,0
-3,-1,39,451,,-7,6,28,0
1,4,26,506,,5,0,23,0
1,-9,50,553,,-1,-12,29,0
-8,43,15,548,,-5,-16,22,0
-4,-1,50,485,,12,-36,24,61
-7,37,15,405,,-1,-34,24,165
-9,21,20,349,,13,-47,26,266
3,-13,36,283,,1,-28,26,338
-4,-5,17,201,,6,-25,19,394
6,-39,26,48,,7,-23,34,428
2,-32,21,0,,2,0,36,469
6,-35,17,0,,1,12,27,531
9,-55,33,0,,-3,14,30,568
6,-39,31,0,,-3,20,36,537
9,-29,18,0,,-1,23,27,451
3,-26,36,0,,-9,9,39,390
1,-8,24,0,,1,6,20,333
4,0,36,0,,-8,-14,28,281
-2,7,37,0,,7,-14,21,166
-5,13,32,0,,3,-35,24,19
0,21,31,0,,10,-38,28,0
-3,22,28,0,,7,-44,16,0
-6,13,35,0,,5,-55,30,0
3,10,28,0,,17,-23,22,0
-3,3,28,0,,13,-18,11,0
-6,-9,24,0,,3,-36,52,0
7,-23,26,0,,6,20,8,0
2,-31,18,6,,0,-7,32,0
2,-45,27,94,,3,20,35,0
11,-36,19,205,,4,48,3,0
6,-58,31,294,,-6,20,26,
13,-21,19,363,,,0,,
0,-44,32,405,,-5,14,40,0
7,10,27,435,,0,39,8,0
,,,,,-9,-16,46,0
2,23,1,483,,4,2,13,0
-5,-18,66,538,,3,-7,12,0
0,56,-3,552,,2,-26,28,0
-7,-17,66,486,,7,-40,24,39
-2,52,4,421,,3,-36,14,145
-4,24,20,358,,8,-48,28,253
-4,-18,36,303,,8,-44,25,325
0,-1,13,222,,7,-34,18,389
-1,-45,33,55,,7,-22,36,422
8,-20,13,0,,2,-8,26,461
2,-35,17,0,,0,11,38,514
8,-56,38,0,,0,30,8,561
8,-30,18,0,,-4,7,56,557
3,-42,27,0,,-5,34,16,487
7,-8,27,0,,-11,14,31,408
0,4,11,0,,-2,17,30,345
1,-16,40,0,,-10,-12,28,289
-3,23,29,0,,4,-12,24,160
-7,8,35,0,,-1,-34,25,12
-8,1,60,0,,10,-30,17,0
-4,42,12,0,,0,-52,37,0
-10,15,34,0,,1,-40,27,0
-6,14,30,0,,11,-33,22,0
-2,21,12,0,,-7,-22,28,0
-4,-25,36,0,,3,-7,21,0
1,-14,17,0,,-1,-6,44,0
3,-18,16,48,,-5,17,26,0
6,-47,31,147,,1,16,31,0
5,-32,19,240,,-13,24,35,0
7,-48,30,310,,-,,,
5,-12,25,377,,12,24,35,0
0,-11,11,414,,-1,20,29,0
6,-25,54,,,-16,7,33,0
,465,,,,-4,2,21,0
-2,27,10,528,,-1,-20,31,0
-2,-5,56,564,,-8,-20,29,0
-7,45,10,519,,9,-27,16,57
-4,-6,51,451,,-1,-44,33,161
-5,38,13,375,,14,-36,17,267
-6,10,23,324,,5,-38,36,331
2,-18,35,254,,7,-20,20,396
-3,-9,14,135,,13,-25,32,428
8,-44,27,1,,-4,0,33,478
3,-32,21,0,,1,7,33,534
10,-35,17,0,,-6,16,32,570
7,-54,36,0,,-4,23,33,534
7,-31,29,0,,1,28,20,457
10,-29,21,0,,-11,5,42,385
1,-17,35,0,,3,13,20,331
3,3,26,0,,-8,-19,29,271
0,1,38,0,,9,-18,20,149
-2,10,33,0,,2,-41,25,8
-2,19,32,0,,1,-47,32,0
-2,21,31,0,,13,-36,17,0
-4,17,32,0,,8,-47,18,0
-7,9,37,0,,8,-40,34,0
2,4,25,0,,9,-18,12,0
-4,-5,23,0,,0,-38,35,0
2,-23,27,0,,7,16,29,0
8,-26,24,0,,4,26,6,0
0,-40,20,64,,-3,-16,61,0
13,-43,30,169,,3,30,33,0
7,-46,14,271,,-6,16,,
7,-59,35,331,,,26,0,
14,-10,14,393,,-7,-12,59,0
1,-47,44,418,,2,40,9,0
3,,,,,-1,14,21,0
26,17,474,,,-1,-21,35,0
-3,-21,46,534,,4,-8,10,0
-2,49,21,556,,2,-34,27,0
-5,-1,41,497,,10,-43,27,82
-8,-21,69,424,,5,-37,13,188
0,56,-1,362,,8,-56,31,281
-8,-37,48,317,,11,-34,24,358
3,10,11,231,,3,-34,22,406
-2,-45,32,76,,7,-13,35,444
9,-26,19,0,,1,-4,30,486
7,-20,8,0,,3,16,36,541
7,-64,40,0,,-10,20,31,562
8,-47,36,0,,-5,5,56,514
5,-22,9,0,,-6,32,15,438
-1,-49,38,0,,-8,3,41,375
5,7,19,0,,-2,1,21,322
-1,9,9,0,,-12,-12,26,236
-3,-8,58,0,,4,-32,20,92
0,35,21,0,,0,-37,27,0
-9,5,45,0,,13,-31,18,0
-8,2,58,0,,-1,-53,37,0
-6,42,10,0,,1,-29,20,0
-9,11,36,0,,12,-36,29,0
-2,8,28,0,,-6,-11,26,0
-3,16,13,0,,5,2,23,0
-3,-31,37,0,,-4,-2,45,0
4,-16,14,0,,-8,17,28,0
3,-23,15,86,,0,16,34,0
8,-50,35,186,,-3,18,40,
6,-27,17,268,,0,,,
5,-48,33,33,,-12,25,32,0
4,,,,,-2,15,32,0
10,-33,40,396,,-9,10,32,0
1,-9,13,432,,-4,-4,20,0
0,-13,56,490,,4,-15,25,0
0,28,11,544,,-4,-20,25,0
-6,1,55,562,,10,-34,20,85
-6,40,24,501,,0,-43,30,180
-6,5,39,441,,3,-33,19,276
-5,25,27,363,,13,-45,31,343
-5,-3,25,316,,0,-19,24,403
0,-19,31,237,,12,-24,37,433
1,-13,12,113,,-6,7,30,490
5,-40,25,0,,2,8,32,545
7,-40,31,0,,3,18,28,571
11,-38,15,0,,-9,18,42,523
10,-57,30,0,,0,24,20,452
9,-21,24,0,,-11,3,40,374
9,-31,29,0,,-5,5,29,329
8,-31,46,0,,2,-10,22,266
3,14,22,0,,0,-21,28,136
0,5,32,0,,10,-33,18,1
1,14,33,0,,4,-45,29,0
-4,25,27,0,,15,-39,24,0
-3,16,32,0,,9,-46,24,0
0,16,29,0,,8,-32,33,0
-7,9,32,0,,15,-12,17,0
0,1,27,0,,0,-35,39,0
2,-6,24,0,,4,-16,55,0
0,-16,23,0,,2,24,8,0
5,-27,27,0,,-2,-10,38,0
6,-34,20,67,,-1,39,28,0
9,-48,31,168,,-2,8,27,0
9,-39,12,262,,-7,-17,60,0
9,-48,19,333,,-1,-24,,
11,-28,35,388,,33,0,,
3,-27,14,422,,5,-4,12,0
2,,,,,5,-4,12,0
,-4,52,469,,7,-15,11,0
4,14,7,517,,1,-44,28,17
-5,-24,57,553,,13,-39,27,128
-4,63,9,516,,6,-41,15,237
-5,-18,55,440,,8,-56,40,307
-6,43,15,375,,11,-24,19,385
-5,-17,32,330,,3,-37,28,415
-2,-11,30,236,,4,0,34,458
4,-20,14,97,,-3,-2,33,511
3,-48,34,0,,1,22,33,558
11,-18,17,0,,-6,44,9,553
4,-57,28,0,,-2,1,55,495
9,-32,29,0,,-7,36,17,420
10,-7,4,0,,-7,-4,36,356
1,-50,49,0,,-4,-8,25,303
9,-16,47,0,,-8,-8,22,202
-3,7,18,0,,5,-31,22,60
-5,-21,56,0,,-2,-36,28,0
-2,48,11,0,,13,-37,17,0
-10,-3,54,0,,9,-61,37,0
-7,4,55,0,,3,-16,12,0
-5,41,12,0,,11,-42,40,0
-11,-3,43,0,,2,-32,47,0
0,8,21,0,,3,9,20,0
-4,12,9,0,,3,-10,43,0
-3,-39,37,0,,-7,26,24,0
3,-30,24,30,,-8,27,22,0
2,-28,17,133,,-4,1,,
10,-53,36,237,,6,43,0,
6,-21,13,316,,-13,29,27,0
6,-46,38,375,,-6,14,30,0
-3,0,49,481,,-5,5,30,0
0,36,1,,,-10,3,22,0
3,498,,,,4,-23,31,0
0,36,13,510,,-2,-20,21,0
-4,23,14,556,,0,-24,14,93
-5,11,51,544,,10,-50,34,197
-3,33,15,463,,5,-29,18,286
-10,-2,46,391,,11,-42,34,355
-2,28,19,327,,-1,-15,19,410
-6,-18,29,268,,10,-20,40,446
4,-16,27,147,,-3,13,29,512
3,-25,17,20,,0,9,34,556
10,-50,34,0,,-1,21,31,558
7,-30,14,0,,-9,19,37,494
9,-43,17,0,,0,20,23,424
10,-36,38,0,,-10,3,37,350
8,-13,20,0,,-4,0,26,312
8,-32,37,0,,1,-16,23,223
1,11,29,0,,0,-25,25,82
0,17,21,0,,11,-40,21,0
4,5,40,0,,6,-43,30,0
0,23,31,0,,13,-40,24,0
-6,28,28,0,,10,-44,25,0
0,12,31,0,,7,-26,31,0
-2,14,31,0,,13,-10,17,0
-6,5,25,0,,2,-29,46,0
2,-9,26,0,,0,-6,55,0
0,-11,20,0,,-5,45,23,0
0,-20,21,0,,1,47,-2,0
10,-40,27,54,,1,47,,
3,-42,19,164,,-2,0,,
12,-45,27,260,,0,-1,34,0
7,-46,24,3,,-8,-18,62,0
39,,,,,2,33,3,0
9,-18,30,387,,-2,-8,19,0
11,-6,5,418,,-5,-37,41,0
0,-31,61,463,,7,-8,11,0
5,39,0,510,,1,-50,28,39
-8,-19,67,552,,5,-50,34,146
0,63,-1,523,,7,-34,14,246
3,24,12,454,,8,-60,33,317
-12,0,54,387,,10,-16,17,387
3,24,3,336,,5,-38,34,422
-5,-38,43,290,,0,11,30,465
1,-1,19,165,,-2,24,7,519
2,-39,21,31,,1,-10,58,564
7,-37,29,0,,-7,50,10,538
11,-20,13,0,,-5,-6,56,471
3,-64,34,0,,-7,39,13,396
11,-16,18,0,,-3,-16,36,340
9,-9,5,0,,-4,-8,24,274
3,-40,55,0,,-4,-7,19,141
7,3,36,0,,3,-42,24,13
-4,0,27,0,,-2,-32,24,0
-6,-17,59,0,,12,-47,22,0
-3,54,6,0,,7,-61,41,0
-8,26,23,0,,4,-10,7,0
-8,12,46,0,,6,-26,16,0
-4,48,9,0,,0,-20,44,0
-10,-15,45,0,,3,8,24,0
0,8,16,0,,1,-11,48,0
-3,2,9,0,,-10,34,19,0
-3,-29,29,0,,-9,28,26,0
5,-28,23,54,,,,,
6,-19,14,309,,-4,15,41,0
0,-37,22,334,,-12,32,26,0
0,-37,22,35,,-6,7,32,0
3,,,,,-5,2,26,0
8,-40,44,382,,-10,0,20,0
10,-13,25,425,,4,-30,29,0
0,-16,16,474,,2,-29,27,20
-8,8,34,537,,1,-29,16,121
-10,11,23,554,,11,-52,34,226
-6,17,47,506,,5,-27,17,308
-9,24,18,430,,11,-38,36,375
-11,-5,47,360,,-1,-12,20,420
1,22,16,308,,6,-11,43,458
-7,-25,32,228,,-2,16,27,529
5,-18,21,91,,-4,9,33,564
3,-34,17,0,,-4,25,29,537
11,-49,33,0,,-8,16,36,469
9,-36,25,0,,0,18,25,399
8,-44,21,0,,-8,-2,32,331
9,-50,38,0,,-3,-7,24,288
5,-9,14,0,,2,-20,24,169
5,-17,16,0,,2,-31,24,34
2,-6,46,0,,12,-41,22,0
0,21,24,0,,4,-46,27,0
0,0,38,0,,10,-42,24,0
3,11,39,0,,11,-39,24,0
-8,28,26,0,,8,-22,33,0
-5,12,33,0,,12,-4,18,0
0,16,31,0,,1,-19,49,0
-7,15,25,0,,-3,0,52,0
3,-19,31,0,,6,22,7,0
4,-16,26,0,,-4,-9,47,0
0,-29,20,0,,-4,49,15,0
12,-40,25,78,,3,38,1,0
6,-36,14,192,,-9,-14,62,
8,-54,34,274,,0,,,
13,-32,,,,-4,22,22,0
,12,356,,,-1,-21,23,0
2,-40,43,396,,3,-20,28,0
9,-2,6,426,,9,-14,10,0
-4,-20,63,478,,1,-53,29,88
8,40,-3,528,,7,-48,33,195
-1,2,30,549,,7,-37,12,285
-8,35,37,506,,8,-55,37,348
0,8,27,442,,8,-8,13,400
-12,-21,67,369,,6,-37,44,433
2,0,14,322,,-2,22,22,485
