x Desb 5,x Desb 4 ,x Desb 3,x Desb 2 ,z Desb 5 ,z Desb 4,z Desb 3 ,z Desb 2 
11,3,30,11,8,11,44,2
22,379,25,4,51,,60,35
15,11,13,13,1,5,19,17
14,3,17,9,41,-11,56,18
17,15,12,11,13,34,9,28
8,-1,16,13,25,-15,58,0
12,-8,11,11,14,27,-2,37
8,-17,10,6,-13,-21,34,-15
11,-32,15,8,42,18,19,40
2,-37,12,0,-15,-30,23,-11
2,-53,12,-3,-7,-3,25,13
10,-41,1,-4,25,-32,,1
1,-48,3,-9,-16,-46,-9,0
5,-34,9,6,18,7,35,39
11,-34,9,4,6,-40,-1,-29
8,-37,6,-4,8,15,-8,-10
13,-34,7,-3,37,-30,34,32
-3,-36,3,-19,-14,26,4,-23
-13,-29,3,-21,,30,0,26
,-35,6,-28,25,-10,33,-11
-16,-29,0,-41,18,43,-25,
-33,-32,-1,,-24,0,-13,-6
-32,-34,10,-43,9,26,31,-6
-47,-25,3,-48,-36,37,-21,-25
-40,-32,6,-39,3,29,43,-4
-45,-22,-8,-39,-46,64,-26,-34
-32,-19,-13,-36,5,28,33,1
-34,-12,-29,-35,-36,69,-34,-16
-29,-5,-34,-37,12,43,22,3
-36,-2,-42,-32,-17,72,-38,5
-26,10,-42,-34,32,53,1,11
-34,8,-42,-26,-8,67,-35,28
-34,369,-37,-33,24,,-5,10
-32,29,-36,-19,16,72,-16,47
-37,23,-32,-33,26,47,-3,13
-28,36,-36,-15,39,101,-1,59
-32,43,-36,-23,29,53,4,18
-16,43,-29,-3,60,105,22,76
-20,52,-34,-6,24,54,-1,23
-10,43,-28,-8,71,92,36,58
-6,54,-31,14,44,49,15,61
-1,42,-29,3,69,41,44,59
10,44,-22,19,89,88,53,89
7,35,0,30,32,25,,42
10,23,-25,22,61,54,18,58
27,30,-12,43,77,51,53,95
24,20,-12,34,47,32,53,57
3,10,2,35,,58,78,91
7,20,6,53,100,20,60,62
42,8,3,41,55,38,35,46
38,19,0,44,61,55,54,99
51,8,16,43,101,-3,78,39
49,22,13,33,59,59,46,61
42,13,18,39,84,1,87,67
51,13,34,27,59,8,56,42
37,23,34,,69,44,94,
44,15,44,26,55,2,106,82
23,15,40,33,48,38,81,28
22,8,51,18,52,5,74,24
14,4,41,23,30,17,64,68
17,8,42,19,52,11,96,10
19,3,47,15,29,7,36,67
10,55,34,17,34,,77,5
16,12,30,7,28,29,37,54
15,0,23,18,30,-17,60,0
18,7,23,8,36,22,40,48
15,8,9,16,16,-6,38,5
21,11,15,13,33,25,40,-1
12,3,8,16,9,1,22,46
13,-7,18,17,35,-18,43,-12
10,-7,14,13,-4,29,4,51
6,-24,13,12,26,-24,46,-22
8,-28,16,9,3,22,5,42
6,-44,12,6,-14,-38,5,-28
8,-45,15,-1,33,3,41,-15
9,-43,1,1,8,-43,,31
2,-42,3,-7,-1,0,8,-31
8,-32,9,-7,27,0,20,19
10,-39,11,0,-7,-34,16,-9
10,-35,5,-6,24,13,-5,14
9,-34,8,0,33,-29,28,44
-6,-32,2,-7,-18,33,-10,-31
,-32,0,-18,,-11,-16,28
-15,-40,7,-24,27,1,32,13
-20,-26,-3,-35,1,38,-26,-23
-35,-34,-1,-40,-14,8,7,16
-36,-33,10,-44,0,43,12,-41
-49,-27,1,-40,-30,25,0,10
-41,-27,6,-40,-6,44,42,-39
-44,-16,-7,,-40,46,-17,
-33,-17,-17,-33,4,48,20,15
-36,-2,-25,-36,-36,63,-17,-29
-29,-6,-35,-32,15,47,6,17
-32,3,-40,-36,-27,83,-13,-11
-26,10,-48,-31,33,39,-21,28
-35,1,-42,-31,3,,-45,10
-28,4,-35,-31,39,83,9,27
-32,26,-37,-25,2,57,-29,36
-33,30,-34,-32,47,84,8,27
-30,44,-36,-19,20,104,-12,50
-32,46,-34,-24,10,43,20,32
-17,46,-26,-4,70,43,35,68
-21,41,-38,-12,19,72,-2,35
-16,48,-24,-3,48,99,41,75
-4,48,-33,11,64,36,10,44
-3,39,-35,7,45,55,27,77
6,43,-21,26,84,72,4,89
8,28,3,23,40,32,,42
7,24,-23,21,40,70,17,76
26,19,-18,45,92,31,64,79
25,11,-9,39,61,45,33,51
,18,-13,39,,60,36,103
30,12,3,49,81,8,73,52
44,2,1,35,77,21,35,58
41,17,3,49,51,51,69,90
46,9,15,39,108,0,87,44
46,17,16,0,49,46,34,
41,16,24,34,60,18,97,77
54,19,38,44,82,31,76,51
39,23,31,24,50,57,67,59
43,15,48,30,74,-8,94,83
29,15,40,27,34,51,59,21
27,5,40,19,65,-13,97,72
29,12,53,27,28,35,56,55
17,3,40,11,54,-6,78,21
15,9,50,20,18,23,61,54
14,5,30,10,45,-6,56,10
13,-3,37,8,14,,61,48
14,2,31,13,45,378,33,-2
18,12,26,11,18,10,67,49
14,7,14,15,32,5,14,-1
22,15,17,10,13,36,59,40
15,-1,14,15,0,-16,7,-3
13,-7,16,8,46,26,58,35
9,-20,17,9,-9,-18,30,0
3,-32,9,0,9,12,25,21
11,-37,17,10,17,-25,27,39
6,-51,15,5,-11,-8,0,-32
4,-40,14,4,27,-26,42,39
8,-50,,-2,-9,-18,,12
2,-31,15,-9,-15,-13,3,-12
11,-36,11,2,26,-37,4,23
10,-37,13,6,-8,10,29,-25
6,-33,6,-6,11,-25,-4,31
6,-38,6,-5,19,22,13,-12
0,-29,7,-13,-1,3,13,-27
3,-36,3,-19,,-12,-17,27
-14,-26,5,-28,19,43,27,-34
-20,-32,1,-40,-12,1,-18,18
-35,-37,-4,-38,1,23,-16,-40
-41,-24,11,,-19,42,32,
-49,-33,3,-45,-18,22,-20,5
-42,-13,6,-40,-19,64,41,4
-45,-21,-9,-40,-23,29,-25,-37
-35,-2,-14,-33,-6,80,34,16
-37,-6,-28,-31,-26,31,-32,-31
-30,2,-36,-30,10,,19,27
-33,-2,-40,-31,-18,64,-36,-18
-29,11,-44,-25,34,61,0,35
-31,36,-41,-30,-13,103,-31,2
-27,40,-39,-19,44,92,-10,51
-32,40,-37,-29,-2,92,-11,23
-29,43,-33,-28,57,54,21,41
-29,36,-38,-23,7,61,-20,35
-32,48,-29,-19,25,98,31,48
-17,40,-29,-7,63,49,29,54
-20,43,-38,-11,29,91,4,51
-13,53,-23,14,67,53,42,66
-5,33,-31,5,45,71,20,54
1,41,-31,17,66,88,41,90
9,36,,28,91,23,,50
6,27,-22,20,33,80,30,53
9,29,-24,41,57,54,49,96
21,23,-13,37,92,30,69,55
25,20,-13,33,47,54,30,87
37,8,-3,50,100,9,75,73
41,7,6,40,60,39,62,48
4,16,0,41,,33,50,95
0,9,9,45,56,-4,85,44
50,20,17,34,103,60,41,55
51,15,12,43,63,0,45,80
44,15,32,29,79,8,91,
49,24,39,8,67,46,58,0
38,14,33,27,61,-4,91,74
45,19,51,33,61,48,74,35
26,4,38,16,44,-13,76,58
22,15,55,24,57,39,80,77
18,-1,41,19,27,-17,57,5
20,12,51,16,56,33,85,63
6,1,36,17,12,-19,37,4
15,9,38,6,53,,80,52
13,9,31,15,6,25,42,4
19,6,20,6,53,-7,51,36
16,3,25,15,5,-10,50,16
13,17,5,9,19,38,28,22
21,-8,17,15,33,-19,48,49
9,-8,9,15,8,28,15,-15
9,-26,19,13,37,-25,52,46
13,-26,15,11,-1,19,14,-16
5,-44,11,5,30,-35,35,35
11,-45,20,4,31,2,16,-22
5,-38,11,-1,-10,-8,28,-22
7,-52,15,3,25,-37,,32
12,-30,77,-4,7,1,0,-31
2,-39,13,-8,2,-34,0,12
6,-41,10,1,25,-4,30,2
10,-32,14,4,-5,-11,25,-30
8,-40,4,-1,21,0,-2,39
9,-27,8,-6,31,23,29,-25
-4,-32,6,-23,,-7,3,-11
,-32,3,-24,0,35,6,16
-13,-29,7,-37,8,11,32,-28
-19,-34,0,-40,4,40,-22,16
-35,-23,-3,-42,-16,57,0,
-37,-33,11,3,1,9,17,0
-48,-17,1,-49,-31,72,-6,-15
-41,-22,5,-39,-3,21,35,-11
-45,-6,-4,-43,-44,78,-11,-24
-33,0,-16,-33,4,69,15,8
-32,-7,-24,-35,-34,43,-12,-24
-28,11,-38,-30,14,83,0,26
-33,5,-38,-33,-26,3,-8,-16
-27,5,-49,-23,29,,-25,45
-32,12,-41,-29,-7,78,-45,-7
-28,28,-37,-21,38,62,6,53
-32,27,-36,-31,2,80,-26,11
-34,46,-36,-22,44,76,5,54
-26,41,-37,-23,53,49,-8,22
-30,45,-38,-15,13,109,-19,65
-18,49,-28,-8,71,45,36,36
-19,45,-36,-6,44,97,-1,66
-17,50,-25,13,46,40,40,81
-3,39,-25,8,65,50,36,37
-5,43,-34,7,31,75,22,68
3,31,-,32,85,31,,67
10,22,20,28,81,65,48,43
8,24,-26,36,38,34,27,101
14,13,-21,46,77,44,58,87
26,14,-10,33,64,60,40,62
24,17,-12,51,47,10,61,96
41,13,3,50,108,51,74,58
41,16,0,37,,14,39,84
6,8,1,48,0,-1,66,63
38,22,18,38,73,61,63,38
51,13,16,38,89,-4,38,91
42,13,23,41,58,30,90,5
52,22,34,8,89,23,52,
40,13,30,24,43,16,66,50
45,15,48,37,80,33,97,65
31,2,41,28,32,-4,56,21
24,12,51,19,56,31,99,70
23,2,48,24,45,-15,45,16
12,11,46,9,34,34,96,53
24,0,44,18,51,-,32,25
4,24,33,4,14,,46,33
19,11,39,17,51,32,72,28
12,11,29,5,8,9,29,15
21,6,24,11,49,1,70,49
15,12,17,15,7,29,11,3
21,-9,17,11,43,-12,62,35
12,-9,14,15,3,24,7,6
8,-30,16,7,21,-22,57,28
15,-26,18,10,16,17,41,10
11,-48,9,0,0,-36,15,12
7,-52,19,11,32,-12,37,38
8,-41,15,6,-6,-24,10,-28
4,-49,14,3,-1,-24,,37
9,-32,,0,18,-8,0,17
11,-43,16,-8,-3,-25,14,-19
2,-31,7,5,10,6,16,28
14,-33,13,4,9,-24,32,-18
,-37,5,-9,,17,-4,24
10,-29,8,-7,-7,8,25,-3
9,-35,8,-13,29,-13,23,-29
8,-27,1,-22,23,43,-16,25
-11,-31,4,-27,-8,0,22,-33
-17,-37,2,-42,18,19,-9,17
-22,-24,0,-39,-13,48,14,
-37,-33,11,,-2,17,32,0
-40,-14,3,-46,-13,68,-19,-38
-51,-21,8,-39,-20,24,41,8
-41,-2,-8,-39,-48,83,-23,-40
-36,-7,-15,-34,5,29,28,18
-32,-3,-24,-32,-35,60,-27,-33
-32,12,-37,-32,8,67,17,26
-34,370,-40,-32,-20,,-28,-15
-32,8,-49,-25,16,52,-9,41
-32,29,-39,-31,8,83,-25,3
-33,22,-41,-29,20,56,-15,36
-32,46,-33,-30,18,98,-35,29
-37,40,-35,-31,24,58,14,34
-28,40,-35,-21,40,96,-17,43
-29,51,-32,-21,12,62,26,40
-22,40,-28,-4,64,80,35,60
-19,54,-38,-12,25,60,0,45
-18,45,-31,15,29,39,22,72
-4,40,-32,11,80,86,33,39
-4,38,-32,13,31,27,33,82
-2,25,,31,66,45,,54
11,29,-21,23,61,55,37,48
8,24,-25,40,34,29,19,102
19,8,-15,37,92,54,67,50
24,20,-15,32,49,26,32,79
24,5,-14,53,57,33,44,80
43,18,5,33,100,54,70,63
4,11,-2,40,,0,43,95
4,18,5,48,58,57,78,47
41,24,18,36,96,48,49,86
50,12,13,39,66,4,42,85
44,23,29,,46,46,93,
51,17,32,32,97,0,52,29
44,14,31,31,39,41,82,86
41,11,50,37,83,6,81,44
37,4,38,17,33,16,70,47
26,8,52,28,36,12,87,46
23,4,44,7,62,3,53,27
17,9,49,19,23,34,91,51
19,3,39,7,60,,32,8
6,9,38,14,11,378,85,51
12,6,31,11,51,22,20,-5
16,8,21,15,9,-5,76,54
15,11,23,14,50,21,17,-10
18,5,7,15,9,9,18,50
16,-5,17,15,37,-19,56,-12
24,-8,11,10,37,28,5,44
8,-23,18,10,11,-23,59,-11
13,-29,15,5,29,16,27,-14
16,-43,10,10,5,-29,23,33
2,-46,16,0,18,-5,28,-25
10,-44,12,-5,26,-35,12,17
7,-48,,-3,-3,-39,,-4
4,-32,,-8,21,3,,4
11,-38,18,6,10,-36,38,38
1,-33,11,6,-3,12,7,-28
14,-35,10,-5,22,-26,23,36
,-32,15,-4,,28,32,22
15,-29,2,-23,7,27,-11,-20
6,-37,11,-21,16,-7,35,19
4,-25,6,-35,10,43,14,-33
-4,-29,0,-41,-13,15,-4,20
-17,-35,6,,23,36,17,
-24,-26,0,-40,-23,31,-22,-47
-38,-30,7,-49,11,36,27,-21
-42,-15,7,-36,-31,56,-12,-7
-49,-21,0,-43,-7,37,-9,-29
-43,-2,6,-34,-33,73,36,13
-44,-4,-14,-33,-10,35,-23,-31
-34,1,-15,-29,-19,79,29,30
-37,10,-29,-31,-10,,-32,-18
-33,1,-38,-25,0,372,23,47
-35,11,-44,-32,-5,72,-43,10
-32,27,-44,-22,27,67,3,51
-32,24,-38,-31,-2,45,-39,16
-30,41,-40,-24,39,106,1,49
-36,41,-34,-23,7,52,-20,27
-28,44,-38,-17,53,106,-2,60
-29,49,-34,-7,12,49,-1,44
-27,46,-36,-9,45,92,7,60
-18,50,-29,16,47,48,26,59
-17,40,-35,9,47,47,-2,39
-8,41,-26,23,78,77,37,90
-3,33,-33,27,32,30,18,49
-3,25,-35,22,42,60,,61
10,21,,46,80,41,0,92
7,14,-21,44,40,39,54,60
12,20,-27,35,73,45,21,93
27,17,-10,50,63,17,67,68
24,13,-7,37,45,44,47,49
40,14,-13,46,107,19,54,97
43,15,8,51,50,37,58,72
39,22,2,33,71,61,36,60
53,15,1,46,9,-6,58,71
0,21,19,25,,56,69,39
44,20,12,25,54,27,57,82
53,11,19,,92,16,89,
39,13,37,,40,28,54,
36,5,35,30,70,-3,98,24
42,12,50,16,50,34,65,68
24,3,38,26,49,-15,88,74
21,10,56,16,53,33,69,4
10,0,49,19,25,,41,67
24,0,45,15,56,-24,97,-2
5,10,45,9,8,32,37,58
17,6,30,16,57,-16,73,-3
13,14,30,9,6,33,35,47
20,0,19,15,52,-9,59,5
15,-6,22,8,4,-14,43,31
13,-10,6,14,20,28,31,14
22,-30,17,7,28,-24,45,19
6,-29,14,14,17,15,4,50
16,-41,16,10,20,-14,57,-21
11,-48,12,8,2,-42,10,36
5,-48,8,4,24,-42,3,-23
13,-49,20,-3,22,-30,48,-11
3,-31,9,2,-2,-4,-5,23
11,-40,,-5,17,-28,,-23
13,-30,15,-4,6,11,24,20
0,-40,15,3,1,-23,25,-9
9,-37,6,-11,20,9,5,15
10,-29,15,-3,-3,12,35,34
7,-35,3,-12,24,-13,-5,-26
8,-28,1,-24,,44,-12,21
,-32,10,-29,0,1,36,-29
-10,-30,0,-45,-12,52,-24,11
-16,-24,9,-,23,49,35,
-29,-33,5,39,-29,15,-4,-33
-35,-14,-2,-46,14,72,6,-42
-44,-22,10,-40,-39,20,9,8
-42,-2,1,-39,3,84,-22,-42
-41,,7,-36,-47,,40,19
-39,,-7,-31,3,,-21,-32
-29,-5,-14,-35,-33,28,26,24
-35,-3,-24,-33,7,56,-23,-8
-33,12,-40,-24,-15,72,11,46
-35,7,-38,-29,13,45,-24,9
-31,28,-50,-32,13,88,-14,32
-34,23,-40,-28,15,51,-47,37
-32,44,-33,-32,27,104,14,26
-37,40,-33,-18,20,51,-33,51
-26,48,-38,-21,42,106,14,34
-28,45,-35,-3,16,45,-16,64
-24,41,-34,-11,61,75,22,37
-19,54,-27,17,31,69,39,78
-19,38,-36,13,27,59,-5,48
-5,39,-25,11,80,84,46,73
-2,40,-27,29,32,30,33,88
-2,24,-,24,64,71,,45
10,29,33,25,64,61,24,76
8,24,-18,47,33,26,46,81
18,19,-28,33,89,52,32,70
26,11,-17,42,50,14,63,104
27,4,-12,46,56,29,36,51
41,14,-8,40,1,41,64,91
3,10,7,51,,12,75,94
41,19,0,36,50,54,42,40
41,17,2,39,93,8,73,9
51,18,21,1,67,44,55,
46,22,15,45,41,46,41,46
52,16,29,21,103,-2,90,61
44,15,35,36,34,47,53,52
42,6,30,23,84,-13,77,13
38,11,50,20,32,40,87,80
25,2,39,21,65,-17,64,1
29,8,52,14,39,31,92,65
12,,45,15,34,,47,10
21,6,47,11,48,-15,94,3
9,4,41,15,14,20,31,59
12,8,34,14,53,-3,84,-11
13,11,30,16,8,18,24,58
17,5,17,15,48,12,73,-11
16,-23,26,15,16,-20,21,50
16,-23,8,14,30,-20,50,-9
17,-31,21,9,19,-11,66,40
8,-29,11,9,22,12,-2,-2
16,-43,16,0,30,-25,61,19
5,-47,11,12,1,-9,-3,39
1,-44,9,3,10,-30,15,-29
12,-46,17,6,17,-45,42,37
-1,-32,11,1,1,7,,7
6,-36,,-10,16,-37,0,-7
7,-34,15,4,-1,13,37,18
-2,-36,12,6,-9,-25,9,-25
14,-31,6,-6,24,27,-12,29
6,-28,19,-1,-8,31,45,30
7,-38,2,-21,8,-8,-19,-24
7,-26,3,-22,,46,1,21
-8,-30,7,-33,0,16,20,-34
-4,-35,1,-40,-11,33,-25,
-18,-26,5,19,20,34,34,
-25,-32,8,-40,-24,34,29,-43
-37,-15,-7,-52,10,57,-23,-26
-41,-19,12,-37,-27,34,32,-3
-50,0,0,-43,-8,76,-17,-32
-43,-4,8,-32,-35,37,42,16
-45,-1,-10,-33,-13,77,-25,-32
-30,,-13,-32,-37,,32,28
-31,,-27,-28,14,,-32,-19
-30,12,-36,-25,-27,49,21,34
-31,9,-40,-34,29,68,-38,4
-29,28,-47,-26,-1,71,3,46
-35,23,-40,-28,31,46,-36,19
-30,39,-42,-28,10,104,-4,44
-34,45,-32,-22,38,53,-15,36
-27,42,-37,-22,30,103,22,49
-30,50,-35,-5,15,55,-24,52
-20,44,-38,-10,66,85,-2,52
-18,55,-28,15,23,55,32,68
-18,42,-36,8,44,45,0,39
-2,41,-30,18,70,80,33,86
-3,34,-30,32,43,32,20,80
0,23,0,23,80,50,,55
11,26,-29,29,45,48,39,95
8,17,-21,45,38,35,37,64
24,17,-27,35,94,46,18,86
24,19,-12,53,46,21,69,72
29,9,-14,40,77,37,31,44
44,16,-14,44,,50,46,102
,12,8,51,81,3,69,79
45,18,3,34,47,56,42,52
44,16,6,,111,1,82,
51,13,18,37,47,21,76,76
43,23,12,26,52,26,48,35
52,12,35,25,96,17,89,81
41,15,37,33,34,31,63,26
44,3,33,19,89,-2,90,63
32,4,50,26,22,30,72,29
25,7,38,7,73,-8,78,40
29,5,52,17,23,21,78,73
17,,41,16,51,,57,-7
12,,51,10,29,,84,63
10,8,36,15,32,2,34,-4
16,-1,39,9,30,1,85,48
14,12,32,13,26,12,18,8
18,7,23,9,40,0,53,26
12,10,25,13,2,33,48,22
22,2,6,7,39,-5,25,11
14,-10,15,13,12,13,54,53
11,-17,9,9,30,-4,4,-24
17,-30,14,8,31,-4,55,37
-2,-36,13,3,-6,-1,11,-20
13,-44,11,-2,27,-34,36,-20
11,-44,13,4,11,0,22,31
0,-46,10,-4,7,-44,,-31
12,-39,,-5,15,0,-12,15
0,-34,18,3,-11,4,49,0
10,-37,8,2,,-33,-10,-26
,-32,15,-2,0,13,40,36
10,-35,14,-7,1,-27,41,12
4,-30,1,-29,-6,36,-24,-15
10,-34,12,-24,32,-12,43,14
3,-36,3,-29,0,3,0,-25
-10,-27,1,-44,-14,36,11,
-13,-36,8,30,22,12,43,0
-31,-30,-4,-38,-28,49,-34,-29
-35,-30,12,-50,15,17,36,-8
-53,-25,14,-35,-24,54,20,-19
-40,-17,-1,-46,-13,40,-2,-14
-46,-16,6,-30,-32,53,30,1
-32,-4,-18,-30,1,60,-22,-32
-35,-4,-14,-29,-31,52,26,25
-30,1,-34,-33,13,,-29,-12
-30,2,-35,-22,-23,78,21,46
-29,7,-52,-29,35,42,-22,-11
-28,15,-37,-19,-9,86,-12,57
-32,26,-45,-31,38,56,-26,8
-30,33,-32,-20,4,89,7,59
-37,46,-38,-15,19,73,-28,56
-27,40,-33,-23,44,84,16,27
-32,54,-36,-1,24,77,-16,72
-16,42,-37,-12,62,65,19,32
-17,54,-29,15,34,77,18,82
-15,48,-34,13,62,43,9,54
-1,38,-25,9,54,77,43,68
-2,43,-31,27,32,69,,91
6,28,3,24,87,34,0,44
13,29,-26,21,68,64,52,69
8,26,-20,48,52,27,53,87
18,7,-27,32,88,41,23,64
27,19,-7,40,53,38,70,102
33,4,-10,48,96,19,44,56
,16,-10,35,,47,59,86
,16,7,48,,14,56,97
41,10,2,39,103,44,37,36
41,21,2,32,52,48,62,
49,14,21,41,109,8,64,0
48,22,12,43,42,42,62,55
41,15,27,22,72,0,90,54
51,10,37,29,76,34,54,87
36,17,39,28,48,11,103,14
46,2,48,19,76,15,58,81
28,10,41,24,27,11,94,5
22,3,51,11,73,3,58,11
13,9,44,19,16,,38,64
18,,48,15,63,19,98,-2
24,0,41,13,48,-11,28,64
8,10,34,4,11,22,84,20
22,8,29,15,56,-10,20,58
6,11,22,10,3,36,77,-2
25,0,23,13,55,-13,24,49
12,-9,11,14,-3,-5,2,-5
25,-13,20,6,45,16,71,35
18,-29,14,10,27,-20,-6,2
10,-31,16,1,17,14,70,14
16,-46,13,11,24,-35,40,44
0,-43,12,3,0,3,7,-30
11,-45,15,4,22,-25,47,36
6,-46,7,1,2,-24,0,14
-3,-34,13,-7,-7,-8,16,-13
14,-38,20,6,25,-23,54,26
-2,-33,,4,-18,7,,-19
16,-36,7,-10,30,-22,20,24
16,-32,7,-9,17,19,20,-8
2,-31,0,-19,5,4,-22,-29
,-32,7,-22,,-10,-4,25
9,-28,4,-32,35,43,28,-35
-5,-33,-1,-,-16,1,-24,
-16,-35,7,42,21,29,29,18
-23,-25,-4,-38,-19,38,-18,-42
-38,-30,-8,-45,11,30,-30,5
-41,-16,15,-35,-29,62,38,1
-52,-19,-2,-44,-11,30,-22,-34
-42,-4,9,-31,-31,79,44,17
-48,-2,-12,-33,-12,31,-28,-33
-31,8,-10,-32,-39,,32,29
-33,93,-29,-31,12,,-31,-20
-30,10,-35,-24,-24,59,19,37
-34,9,-42,-32,27,60,-34,-2
-28,28,-46,-21,0,77,-3,59
-34,26,-40,-31,28,47,-29,23
-30,37,-30,-31,16,105,16,40
-36,43,-35,-19,33,54,-36,40
-28,41,-34,-22,51,99,21,46
-28,50,-35,-3,15,58,-23,58
-20,43,-31,-12,64,84,35,43
-19,51,-31,17,28,97,3,73
-19,42,-36,10,40,38,-4,41
-2,41,-23,16,70,81,49,82
-2,43,-2,29,40,58,,53
0,25,9,22,77,43,24,48
11,25,-31,44,52,58,34,103
8,18,-21,38,37,27,40,51
25,10,-26,33,90,44,38,82
29,20,-11,52,70,32,69,78
30,9,-14,32,73,29,29,62
,15,-2,43,,51,76,99
,8,9,48,,5,74,41
37,9,0,34,107,21,44,
45,23,5,-54,51,38,79,0
44,14,19,40,108,18,49,81
51,21,11,32,47,41,42,31
45,16,35,34,94,4,94,82
48,14,32,21,51,42,54,16
40,13,43,20,32,0,107,-4
44,4,44,7,90,25,47,32
33,8,39,7,21,0,72,32
25,3,55,17,77,15,85,42
30,,40,8,22,,51,17
15,8,50,14,52,24,89,48
16,4,35,11,26,-10,30,-5
10,6,40,16,34,19,88,58
14,10,33,15,35,-4,13,-16
11,11,23,18,20,26,86,57
22,2,21,16,46,3,5,-21
13,-5,15,9,2,-14,66,6
24,-13,16,14,42,23,5,36
12,-26,11,2,10,-22,1,-14
14,-32,16,11,31,15,67,36
19,-44,12,3,40,-30,13,-15
-2,-45,13,-3,-11,-3,31,19
0,-46,12,0,0,-39,,-8
0,-40,23,-2,0,-6,,-33
14,-34,15,7,27,-23,13,36
14,-36,16,3,21,-36,54,-28
0,-34,7,-11,-14,14,-11,-1
10,-36,14,-4,19,-27,37,22
8,-30,14,-27,0,33,44,-22
5,-33,3,-26,-11,-8,-26,14
,-35,11,-28,,1,49,-18
,-29,3,-45,,39,6,2
8,-36,3,-39,25,8,1,-20
2,-31,8,-53,0,43,44,
-12,-28,-5,5,-21,22,-33,3
-11,-27,10,-34,24,50,35,-15
-30,-18,13,-47,-27,42,30,-18
-33,-17,0,-28,14,50,-13,8
-43,-2,6,-29,-39,63,39,-27
-40,-4,-18,-38,-13,48,-27,14
-47,6,-15,-28,-33,,32,-6
-31,12,-34,-37,2,78,-36,24
-36,10,-35,-27,-31,35,23,20
-32,13,-52,-35,11,82,-29,17
-31,27,-37,-23,-23,59,-6,48
-29,31,-44,-33,35,84,-36,14
-27,46,-29,-14,-8,74,13,63
-34,39,-39,-21,36,77,-32,19
-31,54,-33,-2,8,84,22,76
-32,42,-36,-10,46,60,-22,27
-25,46,-37,15,50,94,14,84
-30,49,-29,13,20,46,23,62
-18,40,-37,6,64,44,6,59
-17,42,-27,25,40,78,46,90
-15,28,0,26,55,30,,44
0,28,-31,23,59,68,10,61
-1,23,-27,45,32,46,52,96
4,9,-22,34,87,31,26,54
12,21,-28,40,73,48,18,98
8,16,-8,49,47,23,72,61
16,14,-9,38,85,39,44,43
27,17,-11,48,53,24,56,104
28,10,8,41,5,7,61,31
1,23,1,3,,52,37,
40,13,10,3,104,6,85,68
43,16,21,29,49,25,68,88
40,22,13,35,92,22,55,63
51,10,25,30,72,27,91,14
41,16,37,30,71,16,57,14
50,0,36,19,77,9,97,76
39,11,49,25,46,16,60,9
43,4,41,14,80,1,88,9
28,,53,17,23,,67,66
22,10,39,15,76,20,67,-3
19,0,50,12,11,-9,72,63
11,0,32,15,33,4,41,-12
21,13,36,14,53,10,74,57
7,7,32,14,4,8,20,-9
24,8,19,13,64,23,71,45
11,-9,26,13,-3,-8,30,1
24,-14,7,7,61,18,43,31
12,-19,16,8,-10,-11,33,9
24,-33,9,7,55,4,23,-29
14,-39,14,13,31,-15,71,44
3,-50,12,6,-5,-19,-6,17
3,-42,16,-5,-5,-18,54,-8
2,-44,11,1,-7,-26,,21
15,-37,,0,28,6,-2,-28
4,-34,14,0,-2,-34,-13,26
-2,-37,16,7,-17,8,55,32
17,-35,8,-3,35,-20,-17,-23
-5,-35,12,-1,-24,-20,14,37
16,-32,8,-9,35,35,25,2
14,-34,4,-28,17,-11,-10,-8
5,-30,10,-27,,43,42,7
9,-30,2,-32,0,24,-21,-
8,-36,4,32,28,24,28,
-6,-26,9,-41,-15,41,40,13
-15,-31,-7,-41,21,27,-36,-36
-24,-15,2,-46,-21,61,8,-2
-37,-18,8,-35,7,30,10,-27
-41,-3,1,-44,-26,79,7,-4
-52,-3,0,-29,-12,33,18,-9
-40,-2,-10,-40,-30,68,-30,-8
-47,12,-14,-28,-16,58,30,14
-30,8,-38,-36,-34,,-27,0
-32,7,-34,-23,10,360,16,41
-29,29,-49,-33,-22,80,-45,-5
-34,27,-37,-31,25,58,8,35
-28,37,-42,-28,3,101,-46,32
-38,46,-31,-32,24,58,17,33
-28,39,-34,-19,18,97,-36,47
-32,53,-36,-23,3,62,18,36
-27,41,-32,-2,55,77,-18,66
-29,52,-34,-10,16,98,32,37
-32,43,-31,16,32,39,6,81
-15,38,-36,10,57,81,-8,45
-18,44,-25,15,36,64,4,77
-11,24,9,31,73,35,,92
-2,28,-33,24,42,64,5,44
-2,21,-32,40,72,36,29,107
10,7,-19,39,86,37,46,46
8,20,-27,32,35,40,31,74
9,7,-15,53,69,12,67,85
29,17,-13,33,76,52,33,60
27,13,-4,40,44,11,72,102
,9,7,48,,14,80,40
35,24,0,0,106,45,38,
47,14,4,34,50,8,73,90
38,20,21,38,68,35,56,85
51,18,14,31,98,13,39,29
44,10,31,32,47,32,98,86
52,15,32,24,98,7,50,13
42,1,42,18,33,16,105,56
41,12,46,26,92,9,51,39
42,0,40,8,58,,66,32
26,,52,14,39,378,92,44
23,5,42,10,67,21,46,12
12,7,48,12,10,-6,49,53
22,2,37,10,74,10,24,-5
8,14,37,14,-11,6,92,56
