x 2 fases 1 ,x desnível 5 ,i 2 fases 1,i desnível 5,x 2 Fases 2,i 2 Fases 2
0,-5,0,0,2,0
-3,-5,0,0,9,61
-6,0,0,0,8,169
-4,0,0,0,11,266
-6,-5,0,,9,344
-7,0,0,,8,393
-5,0,0,0,6,429
-2,-5,0,0,0,471
0,-5,0,10,5,520
4,-1,0,86,-6,557
6,-8,0,133,-4,519
4,1,0,187,-5,441
11,-7,0,270,-7,375
9,0,0,330,-4,329
9,-7,0,372,-2,232
9,-3,0,380,6,89
1,-5,0,381,2,0
1,-5,12,377,11,0
1,-5,110,363,3,0
-4,-7,226,291,4,0
-1,-2,305,222,12,
-9,-6,378,144,0,
3,-1,408,70,1,0
-1,-9,456,0,6,0
2,-4,512,0,-3,0
8,-5,561,0,-5,0
5,-8,545,0,-2,0
13,0,387,0,-8,0
8,-4,370,0,-8,0
8,-7,336,0,-7,0
12,0,289,0,-11,0
1,-7,163,0,0,0
3,-3,19,0,-1,0
5,1,0,0,-3,0
-2,-10,0,0,0,28
-4,-5,0,0,1,133
-3,-4,0,0,10,241
-9,,0,,8,315
1,-7,0,0,4,379
-4,0,0,0,2,411
-4,-9,0,0,-3,461
4,0,0,29,1,517
-1,0,0,93,-4,564
10,-9,0,135,-6,554
2,0,0,190,-4,473
7,-4,0,274,1,322
6,-4,0,339,-6,314
10,-1,0,373,-6,290
0,-7,0,382,2,166
4,-1,0,377,3,38
-2,-7,50,376,2,0
-3,1,145,365,11,
-5,-7,320,292,31,
-8,0,387,229,8,0
-6,-1,414,147,8,0
-11,-4,463,72,8,0
-1,-1,518,0,3,0
-5,-5,558,0,7,0
1,-2,537,0,-1,0
3,-4,462,0,-1,0
0,0,396,0,-2,0
8,-4,354,0,-7,0
7,-5,306,0,-1,0
5,1,218,0,0,0
6,-6,65,0,-9,0
-1,-3,0,0,1,0
1,-4,0,0,1,0
0,-5,0,0,1,0
-6,1,0,0,11,58
-5,-5,0,,4,173
-3,,0,,11,267
-8,-5,0,0,10,353
-4,-3,0,0,8,398
-1,-5,0,6,4,433
-3,0,0,75,-2,486
1,-7,0,127,5,532
2,0,0,176,-8,554
8,-7,0,259,-1,501
2,-2,0,326,-8,424
8,-5,0,366,-4,363
11,-7,0,376,-4,318
8,-3,0,381,0,219
6,-7,128,375,8,104
7,-2,241,366,-5,0
2,-7,316,319,11,0
1,-3,387,241,,
0,-6,414,168,8,0
-6,-6,553,92,4,0
0,-6,564,19,11,0
-5,-9,565,0,-1,0
0,0,534,0,5,0
-1,-8,459,0,0,0
4,-2,388,0,-6,0
8,-2,329,0,-5,0
2,-8,274,0,-4,0
11,-4,136,0,-10,0
9,-5,2,0,-7,0
5,-7,0,0,-8,0
12,1,0,0,-4,0
4,-8,0,,-1,0
1,,0,0,-3,0
5,-7,0,0,3,82
-6,-1,0,0,2,183
-8,-8,0,0,9,268
3,-3,0,0,7,344
-7,-5,0,0,6,396
-6,-3,0,32,9,436
3,-3,0,100,-8,561
-7,-9,0,148,-3,552
7,1,0,218,-3,538
4,-6,0,283,-3,513
2,0,0,340,-4,432
11,-5,0,372,-10,363
4,-1,109,379,2,308
8,-2,221,376,-13,204
2,-8,294,375,6,80
7,1,372,357,0,0
-3,-7,409,285,10,0
-4,1,448,219,8,0
-3,-4,497,135,9,0
-9,0,542,68,8,0
-5,-5,548,0,5,0
-11,-6,497,0,8,0
1,2,420,0,1,
-3,-2,362,0,-8,
-2,-2,313,0,-1,0
7,-4,254,0,0,0
3,-5,106,0,1,0
10,3,0,0,-5,0
8,-6,0,0,-5,0
3,1,0,0,0,0
9,-2,0,0,-6,0
-1,-6,0,0,2,0
3,1,0,0,4,0
0,-4,0,,0,0
-6,,0,0,13,96
-4,-4,0,0,6,207
-3,-4,0,0,7,285
-11,-7,0,16,14,367
0,3,0,88,0,403
-1,-7,0,136,11,436
-2,0,0,189,-4,493
3,-7,0,273,7,535
3,0,0,333,0,553
11,-2,0,369,-9,506
7,-8,0,377,0,439
8,1,90,381,-12,369
9,-7,189,375,4,328
5,1,286,366,-5,265
4,-8,355,303,2,106
1,-1,408,226,4,0
0,-6,438,149,-3,0
-4,-1,497,75,11,0
-4,-1,547,0,3,0
-1,-8,555,0,5,
-6,0,489,0,,
2,-6,415,0,7,0
0,-5,351,0,0,0
6,0,293,0,2,0
5,-8,196,0,-3,0
9,-1,45,0,-8,0
10,0,0,0,-1,0
8,-8,0,0,-5,0
5,-2,0,0,-11,0
11,,0,,-4,0
1,-7,0,0,-8,0
0,-5,0,0,0,0
6,-4,0,0,1,0
-10,-7,0,0,-3,39
3,-4,0,0,8,145
2,-3,0,0,4,242
-10,-6,0,21,8,305
-2,0,0,91,5,381
-7,-6,0,134,7,414
-6,0,0,195,-2,471
8,-4,0,277,0,530
2,-2,0,340,-5,568
7,-3,0,373,-8,532
5,-4,50,379,-5,457
7,-2,145,376,-7,387
9,-5,247,375,-2,326
-1,-1,314,354,-4,277
4,-5,384,270,-4,134
-3,0,415,211,8,15
-3,-4,473,127,2,0
-5,-1,523,54,11,0
-11,-5,557,0,8,0
-7,-3,533,0,9,
-9,-3,473,0,,
1,-5,397,0,9,0
-2,2,348,0,2,0
4,-5,294,0,4,0
1,-6,210,0,-1,0
5,2,64,0,-1,0
10,-4,0,0,-1,0
5,-1,0,0,-4,0
7,-4,0,0,-7,0
-3,-3,0,0,-2,0
0,2,0,,0,0
0,0,0,,0,0
-3,-5,0,0,2,0
-7,1,0,0,4,0
-5,-2,0,0,7,69
-8,-5,0,31,13,185
-10,-1,0,99,6,277
2,-8,0,148,13,353
-7,0,0,204,1,405
0,-7,0,288,11,429
5,-2,0,346,0,484
2,-4,0,374,3,535
12,-8,0,379,6,560
7,-2,52,378,-12,504
10,-7,164,375,1,440
4,0,262,357,-13,364
7,-8,330,281,4,324
0,-3,393,206,1,272
-2,-5,424,126,-5,101
0,-6,471,54,13,0
-6,-4,540,0,1,
-2,-8,566,0,,
-2,0,511,0,10,0
-3,-7,441,0,7,0
4,-2,367,0,3,0
0,-1,317,0,13,0
12,-8,237,0,-4,0
4,1,80,0,1,0
9,-3,0,0,0,0
13,-7,0,0,-11,0
4,1,0,0,-4,0
12,-8,0,0,-5,0
-1,0,0,0,-9,0
-5,-1,0,,-2,0
8,,0,0,-8,0
-3,-8,0,0,-4,0
-7,0,0,0,3,0
5,-6,0,0,0,80
-12,-7,0,125,7,185
5,-7,0,135,4,274
2,-2,0,168,7,334
-7,-1,0,250,4,399
4,-6,0,316,7,429
9,0,0,361,-3,493
0,-4,0,375,-3,546
12,-1,28,382,-4,562
2,-5,132,375,-5,502
12,-2,313,369,-8,428
-4,-2,379,321,-7,361
3,-4,416,241,-1,301
-5,-2,465,166,-2,224
-8,-3,525,89,3,72
-2,2,558,17,7,0
-10,-3,522,0,6,0
-3,1,458,0,10,0
-8,-3,387,0,9,0
0,-5,338,0,7,
1,0,279,0,-33,
-1,-3,163,0,9,0
6,-3,25,0,3,0
3,-2,0,0,4,0
8,-6,0,0,0,0
3,3,0,0,1,0
2,-5,0,0,-5,0
3,-5,0,0,-4,0
-3,0,0,,-5,0
-1,,0,,-6,0
-1,-5,0,0,0,0
-8,-1,0,0,-5,0
-3,-6,0,0,4,0
-5,-1,0,58,7,0
-9,1,0,113,0,76
-1,-8,0,168,12,186
-4,2,0,238,7,282
2,-8,0,317,8,345
8,0,0,361,11,404
2,-7,1,377,3,425
3,0,105,382,5,475
10,-7,303,377,-6,537
9,-4,367,369,3,560
10,-6,413,325,-6,510
3,-5,444,238,-6,445
5,-2,505,170,-2,372
0,-8,555,92,-5,327
-3,-1,554,21,3,266
-2,-8,489,0,-3,99
-2,-2,420,0,9,0
-6,-6,353,0,0,0
-2,-9,301,0,2,0
0,0,214,0,12,0
6,-4,58,0,0,
0,-8,0,0,44,
8,0,0,0,5,0
6,-8,0,0,1,0
6,-2,0,0,-4,0
14,0,0,0,2,0
0,-8,0,0,-9,0
3,-8,0,,-10,0
5,2,0,,0,0
-2,0,0,0,-10,0
3,0,0,0,-7,0
4,-2,0,0,2,0
-11,-8,0,7,-8,0
-4,-5,0,74,3,0
-3,-1,0,122,5,38
-12,-8,0,177,1,132
5,-1,0,249,8,234
-5,-7,0,324,3,309
-3,0,62,364,6,374
11,-3,169,376,2,415
4,-4,259,384,4,460
9,-1,332,375,1,521
1,-5,392,366,-7,559
6,-1,424,307,-4,538
2,-6,477,229,-5,468
1,0,531,170,-8,394
0,-6,556,89,-4,337
-6,-1,523,19,-2,277
-4,-3,454,0,0,180
-8,-1,382,0,3,33
-8,-3,325,0,8,0
-5,-5,270,0,8,0
-7,2,158,0,9,0
2,-4,27,0,9,
-1,-6,0,0,0,
9,1,0,0,7,0
5,-6,0,0,8,0
6,0,0,0,3,0
9,-4,0,0,2,0
3,-6,0,0,1,0
7,2,0,,-1,0
-1,49,0,,-7,0
0,-5,0,0,-1,0
-3,-5,0,0,-6,0
-7,-3,0,0,-6,0
-5,-5,0,58,0,0
-6,-2,0,113,-4,0
-8,-8,0,169,6,0
-5,0,0,236,10,44
0,-7,0,316,4,142
-3,-3,0,361,10,255
5,-4,113,378,7,324
7,-6,226,382,14,391
5,-3,307,378,0,423
8,-7,379,373,7,465
9,-2,421,331,3,513
9,-8,453,245,-6,555
1,0,508,175,2,538
5,-9,560,113,-10,462
0,-5,546,40,1,401
-3,-5,468,0,-4,342
-4,-7,399,0,-3,293
-3,0,331,0,4,182
-6,-7,280,0,1,0
-2,-2,180,0,3,0
1,-2,30,0,,
6,-9,0,0,3,0
3,-4,0,0,11,0
13,-4,0,0,13,0
7,-5,0,0,-2,0
7,-5,0,0,9,0
15,-8,0,0,-2,0
-1,0,0,,-5,0
7,4,0,,3,0
3,-2,0,0,-11,0
-4,-9,0,0,-9,0
3,0,0,0,-4,0
-9,-7,0,6,-12,0
-9,-8,0,74,-2,0
3,0,0,118,1,0
-6,-6,0,177,-6,0
-11,0,0,246,4,0
5,-5,1,324,5,86
-1,0,96,364,5,184
-1,-5,280,376,8,272
8,-6,354,382,2,340
5,0,400,375,8,396
11,-7,439,373,0,436
0,0,499,341,1,495
9,-6,549,256,1,548
-2,0,556,201,-8,565
0,-2,486,117,-6,511
-2,-4,429,46,-7,446
-8,-4,363,0,-8,373
-5,-4,313,0,-4,315
-5,3,256,0,-2,243
1,-4,145,0,3,108
-7,1,16,0,5,0
0,-1,0,0,9,0
4,-5,0,0,8,0
4,4,0,0,6,0
9,-2,0,0,12,
6,-5,0,0,,0
5,-2,0,0,7,0
8,-6,0,0,8,0
4,2,0,,2,0
4,88,0,,-2,0
1,1,0,0,2,0
-4,-8,0,0,-2,0
-5,-1,0,0,-4,0
-4,-7,0,25,-2,0
-8,0,0,92,-7,0
-8,-5,0,135,-5,0
-6,-5,0,198,0,0
0,-4,0,276,1,0
0,-7,91,340,8,0
0,0,208,368,1,91
5,-7,291,379,8,193
6,-1,365,378,11,293
9,-6,404,374,6,358
253,-3,450,352,13,405
8,-6,508,277,0,438
8,-7,559,204,5,494
8,-2,552,135,-5,550
3,-8,480,60,0,554
2,-1,405,0,1,495
1,-7,343,0,-12,424
-4,-4,296,0,8,225
-2,-5,194,0,4,193
-8,-8,52,0,4,156
2,0,0,0,-6,91
-2,-4,0,0,0,0
1,-9,0,0,16,0
8,0,0,0,2,0
0,-7,0,0,6,0
14,-2,0,0,14,0
7,-2,0,0,-1,0
6,-9,0,0,0,
15,,0,,16,
3,0,0,0,-2,0
8,-3,0,0,-5,0
7,-5,0,0,0,0
-5,-4,0,0,-10,0
2,-8,0,37,-9,0
1,0,0,97,-4,0
-10,-1,0,142,-11,0
-3,-4,0,207,0,0
-8,-3,50,280,0,0
0,-5,154,343,-5,0
7,0,250,368,0,21
2,-2,327,378,4,124
2,-3,388,381,7,231
6,-4,422,374,8,302
0,-2,472,356,1,367
11,-2,528,280,7,406
1,-3,559,208,-2,459
9,-3,529,132,-1,520
3,-4,444,57,-2,561
-5,-2,377,0,-8,552
-5,-3,319,0,-1,469
-11,1,283,0,-12,399
-1,-5,138,0,-3,331
-14,-5,8,0,-5,278
0,1,0,0,0,158
-8,-4,0,0,6,18
0,-4,0,0,6,
7,-1,0,0,,
-2,-6,0,0,11,0
10,3,0,0,7,0
8,-5,0,0,10,0
2,-1,0,,4,0
6,2,0,,6,0
-1,2,0,0,1,0
0,-7,0,0,-1,0
2,3,0,0,1,0
-8,-4,0,5,1,0
-7,-4,0,77,-6,0
-2,-3,0,122,-4,0
-9,-9,0,185,-2,0
-5,1,0,257,-9,0
-5,-8,49,331,4,0
-5,-2,16,367,0,0
2,-5,264,381,3,0
2,-5,333,382,10,57
9,-3,397,378,1,160
6,-7,427,366,12,261
8,-2,478,307,9,341
7,-8,535,221,10,396
11,0,559,162,1,432
7,-6,511,82,2,466
2,-4,438,12,7,518
3,-5,372,0,-10,558
-1,-7,317,0,1,518
-4,1,248,0,-11,436
-5,-8,97,0,0,381
-1,-2,0,0,6,325
-8,0,0,0,-9,262
3,-9,0,0,9,150
-2,2,0,0,-7,1
3,-5,0,0,7,0
6,-6,0,0,6,0
10,1,0,0,0,0
11,-8,0,0,1,
8,0,0,0,2,0
13,-1,0,0,-3,0
12,-9,0,,0,0
1,0,0,,3,0
5,-2,0,0,-8,0
1,-6,0,37,-3,0
-7,-3,0,99,-6,0
2,-4,0,149,-11,0
-8,-7,0,216,-3,0
-10,-1,9,293,-12,0
2,-5,98,350,0,0
-9,-1,204,373,2,0
3,-4,280,379,-5,0
9,0,358,378,4,41
1,-4,402,373,2,147
8,-1,440,349,7,245
4,-3,499,269,11,319
7,-2,546,198,0,382
14,-3,552,115,13,425
-1,-1,492,43,-3,482
9,-2,416,0,-1,541
-5,-4,352,0,-7,562
0,0,297,0,-7,519
-8,-5,224,0,-4,438
-11,-2,74,0,-11,368
-2,-4,0,0,1,317
-13,-4,0,0,-7,247
4,0,0,0,4,108
-7,-5,0,0,3,0
3,-6,0,0,9,0
0,2,0,0,12,0
1,-3,0,0,5,0
10,-5,0,,,
1,9,0,,6,0
4,-2,0,0,8,0
2,-6,0,0,1,0
-1,1,0,0,3,0
0,-8,0,27,0,0
1,-6,0,89,-2,0
-11,0,0,130,-3,0
-6,-6,0,197,-6,0
-3,3,0,271,-4,0
-10,-8,25,342,-1,0
-1,1,136,368,-7,0
-7,-8,247,381,2,0
4,2,316,380,2,0
6,-1,392,376,3,4
3,-10,420,362,13,115
9,1,472,296,5,223
9,-8,535,222,11,307
6,3,564,152,7,378
10,-11,520,68,11,408
5,1,447,1,0,457
3,0,376,0,0,512
0,-9,326,0,8,554
1,1,266,0,-10,542
0,-8,110,0,4,476
-5,-5,0,0,-9,404
-3,1,0,0,2,361
-7,-9,0,0,3,312
3,-6,0,0,-5,211
0,-2,0,0,13,73
4,-10,0,0,-5,0
4,0,0,0,11,0
4,-7,0,0,5,0
11,,0,,6,
7,-3,0,0,2,
5,0,0,0,15,0
8,-9,0,0,-4,0
-1,-5,0,0,7,0
4,-4,0,34,2,0
-1,-5,0,98,-8,0
-10,-2,0,141,-4,0
3,-7,0,194,-6,0
-2,-1,13,276,-13,0
-8,-4,109,334,-2,0
3,-3,226,366,-10,0
-9,-3,296,379,2,0
-6,-3,372,381,2,0
8,1,409,374,-4,0
-3,-6,449,368,6,91
13,0,511,321,1,192
3,-5,557,246,8,280
8,-4,542,177,12,355
6,0,475,96,-3,403
4,-5,400,28,9,445
0,-3,339,0,-3,509
-5,-3,291,0,0,557
-1,1,200,0,-9,555
-8,-3,53,0,-6,495
-5,0,0,0,-6,414
-7,-2,0,0,-13,344
-3,-4,0,0,4,294
-2,-3,0,0,-8,184
-4,-1,0,0,7,46
7,-6,0,0,2,0
0,1,0,0,11,0
9,-5,0,0,11,0
9,0,0,,4,
-1,,0,0,-45,
7,2,0,0,12,0
-1,-8,0,0,5,0
-1,3,0,0,4,0
0,-6,0,30,1,0
-10,-3,0,100,-2,0
-9,-4,0,146,-4,0
1,-6,0,217,-4,0
-8,-3,8,292,-3,0
-8,-8,99,354,-4,0
3,-1,294,374,0,0
-8,-6,360,382,-5,0
-2,-4,412,378,4,0
8,-5,442,375,6,0
3,-6,504,343,6,48
11,-4,552,267,14,164
16,-8,550,190,7,262
6,-1,485,124,12,341
13,-9,412,45,4,401
4,0,348,0,13,425
5,-6,301,0,-2,480
2,-4,204,0,4,534
-1,-5,42,0,-5,559
-3,-8,0,0,-9,516
-6,0,0,0,3,445
-4,-1,0,0,-12,370
-5,-9,0,0,6,333
4,1,0,0,0,280
2,-6,0,0,-2,120
7,-4,0,0,12,0
11,0,0,0,0,0
8,-9,0,,12,0
11,0,0,,5,
10,-6,0,0,3,
5,-2,0,0,7,0
5,-7,0,0,14,0
0,-2,0,0,-5,0
5,-7,0,39,4,0
5,-7,0,100,1,0
-9,0,0,144,-9,0
-3,-7,68,214,-3,0
-6,-1,174,291,-7,0
-12,-5,268,352,-15,0
6,-1,328,373,-2,0
-11,-5,396,379,-4,0
0,0,427,378,-4,0
10,-2,487,374,2,0
1,-4,546,344,-4,34
15,-1,560,274,9,146
1,-5,502,197,3,237
9,-2,426,126,9,310
1,-4,362,49,3,381
6,-1,317,0,-3,421
-1,-3,245,0,6,468
-6,-2,99,0,-1,534
-1,-4,0,0,-2,571
-8,-3,0,0,-8,534
-8,1,0,0,-7,464
-9,-3,0,0,-3,392
-10,-6,0,0,-10,328
3,1,0,0,3,276
-5,-5,0,0,-6,136
10,0,0,0,9,12
0,2,0,0,2,0
5,-7,0,,8,0
11,17,0,,9,0
0,3,0,0,,
8,-3,0,0,7,0
-3,-6,0,0,10,0
-1,2,0,0,0,0
0,-7,0,64,1,0
-5,0,0,115,1,0
-9,-8,0,173,-5,0
-4,-2,69,246,-3,0
-10,-7,279,317,-3,0
-13,-7,349,363,-4,0
3,3,403,376,-7,0
-6,-10,432,380,1,0
1,2,475,376,-4,0
7,-8,538,367,5,0
8,-1,565,310,7,0
1,-8,516,224,0,84
3,-4,448,152,13,196
7,-4,375,77,8,286
10,-8,325,2,15,363
3,-3,262,0,0,411
3,-9,123,0,12,435
1,0,0,0,-4,494
-4,0,0,0,5,546
-2,-10,0,0,4,557
-5,0,0,0,-9,498
-2,-4,0,0,1,430
-6,-7,0,0,-13,356
-2,-1,0,0,8,319
3,-9,0,0,0,245
1,0,0,0,-1,76
10,0,0,0,10,0
3,,0,,4,0
11,-10,0,0,15,0
10,1,0,0,4,0
1,-4,0,0,7,0
12,-5,0,0,13,
-4,1,0,21,0,
-2,-6,0,86,-4,0
1,0,21,130,5,0
-8,-6,1,184,1,0
2,-6,233,261,-10,0
1,-1,312,325,-2,0
-13,-6,376,364,-11,0
0,1,414,376,-14,0
-4,-2,457,379,2,0
-7,-3,524,376,-5,0
1,-4,557,367,-2,0
1,-3,528,318,4,0
-6,-1,466,233,-3,85
16,-5,386,164,12,198
2,-3,331,76,3,282
12,-2,280,5,7,345
-3,-2,181,0,2,403
4,-3,32,0,6,440
3,-1,0,0,0,502
-10,-3,0,0,-4,556
0,-2,0,0,-3,567
-10,-3,0,0,-7,504
-5,-4,0,0,-7,433
-1,-2,0,0,-7,361
-8,-4,0,0,-8,309
5,-4,0,0,2,247
-5,3,0,0,-2,91
12,-6,0,,11,0
5,-31,0,,8,0
7,1,0,0,0,0
10,0,0,0,0,
-1,-6,0,0,,
8,0,0,0,9,0
2,-6,0,46,9,0
-2,-4,0,109,9,0
0,-6,45,150,-8,0
-6,-7,254,225,0,0
-8,3,333,298,1,0
-4,-8,388,357,-8,0
-10,0,432,375,-3,0
-7,-7,473,382,-6,0
2,0,534,379,-9,0
-5,-7,561,376,2,0
4,-5,516,341,-4,0
5,-5,445,273,6,0
2,-8,376,190,6,20
201,2,320,123,2,122
11,-10,261,36,10,235
6,0,116,0,8,310
11,-7,0,0,13,385
2,-10,0,0,-1,421
1,2,0,0,8,451
2,-11,0,0,0,505
-6,-8,0,0,-2,554
-2,-1,0,0,-2,546
-4,-10,0,0,-7,485
0,0,0,0,-3,414
0,-8,0,0,-7,349
0,-3,0,0,0,320
6,2,0,0,-1,222
4,,0,,2,63
14,-10,0,0,12,0
4,1,0,0,-1,0
9,-2,0,0,12,0
14,-9,0,0,,
0,1,0,18,10,0
11,-6,62,87,0,0
-1,-2,266,132,10,0
0,-4,338,198,-4,0
5,-4,392,274,0,0
-3,-1,432,341,3,0
-5,-5,476,366,-12,0
-1,0,537,380,-8,0
-10,-5,559,377,-3,0
3,0,513,375,-13,0
4,-4,445,365,-3,0
-3,-2,367,308,-7,0
4,-2,319,230,0,0
3,-3,261,160,6,0
-2,-2,151,73,-4,94
13,-4,13,1,12,209
2,-3,0,0,3,286
12,-3,0,0,2,353
-4,-2,0,0,10,408
2,-2,0,0,0,450
-4,-2,0,0,0,512
-6,-3,0,0,-7,561
-3,-1,0,0,-4,560
-14,1,0,0,-2,484
-3,-4,0,0,-11,415
-8,-5,0,0,-2,340
2,0,0,0,-7,292
0,-5,0,,4,197
-5,61,0,,0,50
12,-2,0,0,3,0
3,-3,0,0,8,0
6,-5,0,0,7,0
8,2,0,6,,
3,-7,79,84,10,0
6,1,184,124,6,0
-2,-8,277,190,9,0
-5,0,355,261,4,0
-4,0,399,327,0,0
-6,-5,445,366,-2,0
-8,2,487,376,3,0
-5,-9,552,379,-6,0
-9,3,556,376,-7,0
0,-9,493,364,-3,0
0,1,421,306,-7,0
-3,-8,356,220,1,0
7,-2,308,150,3,0
4,-8,224,76,-2,0
9,-11,82,3,5,0
10,2,0,0,2,77
4,-10,0,0,6,188
12,-7,0,0,7,278
1,-2,0,0,10,346
1,-9,0,0,10,404
-3,-1,0,0,1,432
-4,-7,0,0,4,484
-2,-4,0,0,-2,541
-9,3,0,0,-2,561
2,-11,0,0,-4,506
-4,3,0,0,-8,444
7,-2,0,,0,378
0,4,0,,-7,330
6,-9,0,0,2,269
7,0,0,0,0,134
8,-6,0,0,4,2
12,-11,0,0,15,0
0,2,48,37,0,0
2,-9,149,99,12,
4,1,246,145,39,
-2,-3,385,212,10,0
2,-6,416,289,0,0
3,0,476,342,7,0
-8,-8,535,367,-6,0
-6,1,559,380,-1,0
-2,-4,512,377,2,0
-10,-2,439,374,-10,0
5,-2,367,358,-6,0
3,-5,316,291,-4,0
-2,-1,255,209,-12,0
7,-6,114,141,1,0
1,0,0,58,-6,0
2,-4,0,0,-5,0
12,0,0,0,8,40
8,-3,0,0,-3,149
3,-1,0,0,10,254
4,-1,0,0,3,328
-5,-4,0,0,9,385
2,-3,0,0,9,426
-9,0,0,0,-2,482
-5,-2,0,0,1,543
-7,-4,0,0,-10,566
-8,-6,0,0,-2,519
0,1,0,0,-10,442
-9,-2,0,0,-5,374
3,-5,0,0,-4,307
0,-1,0,0,-1,237
9,,0,,6,103
10,-6,18,0,-2,0
2,0,241,0,12,0
3,1,315,57,5,0
6,-4,385,113,6,0
2,1,413,157,12,0
2,-8,459,235,2,
-4,2,510,305,,
-9,-6,560,362,8,0
-7,1,545,375,0,0
-4,-9,476,382,-3,0
-10,0,397,378,0,0
-4,1,344,375,-4,0
-7,-8,289,339,-5,0
1,0,169,265,-3,0
4,-8,30,182,-7,0
0,1,0,115,-5,0
7,-9,0,31,0,0
5,0,0,0,5,0
8,-2,0,0,7,33
11,-9,0,0,3,130
7,-1,0,0,12,248
8,-6,0,0,9,325
0,-5,0,0,11,391
0,1,0,0,1,422
-4,-10,0,0,4,459
-5,2,0,0,0,512
-2,0,0,0,-6,560
-9,-10,0,0,0,544
4,0,0,0,0,473
-2,,0,,-8,404
7,-7,0,0,0,351
7,-3,0,0,-7,312
11,2,66,0,5,195
6,-9,175,0,3,43
8,-6,267,2,7,0
11,-2,341,70,4,0
-1,-7,396,116,1,0
5,0,424,171,12,0
1,-5,485,243,9,0
-1,-2,542,318,1,
0,-3,561,364,21,
0,-4,512,376,3,0
-7,-1,445,379,-5,0
-5,-6,374,377,-4,0
-3,-2,319,369,1,0
-9,-5,273,317,-6,0
6,0,141,248,-9,0
4,-6,20,171,-5,0
-2,-2,0,97,-12,0
12,-3,0,24,2,0
3,-2,0,0,2,0
12,-2,0,0,-6,0
-1,-4,0,0,2,45
11,-2,0,0,3,145
-6,-3,0,0,8,247
-3,-2,0,0,10,321
-1,0,0,0,0,384
-9,-5,0,0,6,416
-1,-1,0,0,-4,475
-13,-5,0,0,0,535
3,0,0,0,-5,569
-3,-1,0,,-8,535
-3,29,0,,-3,451
8,-6,0,0,-12,385
0,-1,0,0,0,322
10,-4,196,0,-8,264
6,-4,286,0,2,135
4,-4,364,54,4,2
13,-6,405,115,8,0
-4,1,439,159,14,0
1,-6,493,240,4,
1,1,544,307,48,
-5,-7,560,363,4,0
-5,-4,507,376,10,0
-4,-5,429,381,5,0
-13,-4,358,377,4,0
0,-4,309,373,0,0
-1,-8,231,321,-4,0
-5,-2,79,253,-1,0
3,-7,0,172,-5,0
0,-2,0,101,-6,0
9,-8,0,16,-3,0
1,-4,0,0,-7,0
1,-5,0,0,3,0
6,-9,0,0,1,0
12,0,0,0,6,0
3,-9,0,0,8,86
4,-8,0,0,4,186
1,0,0,0,9,279
-2,-6,0,0,10,355
-2,-3,0,0,9,403
-6,-6,0,0,0,434
-2,-11,0,0,4,474
-7,2,0,0,1,526
3,-9,0,0,0,564
-2,-8,0,0,-2,528
6,0,57,,-2,451
6,2,171,,-6,384
14,-8,265,0,0,330
9,-1,328,18,-8,277
9,-4,391,94,8,136
9,-4,417,136,3,1
6,-4,473,207,10,0
7,-6,542,284,1,0
4,0,567,340,3,0
1,-5,523,367,13,0
-5,0,450,378,7,
0,-5,385,377,,
-4,-2,321,375,2,0
-8,-2,280,364,0,0
1,-6,154,302,-5,0
-4,0,24,238,-6,0
0,-5,0,162,0,0
9,-1,0,92,-4,0
-1,-4,0,14,-4,0
1,-1,0,0,-11,0
8,-1,0,0,-11,0
-51,-4,0,0,3,0
4,-2,0,0,2,0
13,-1,0,0,-6,16
-2,-2,0,0,11,125
9,-2,0,0,2,228
-6,-5,0,0,12,304
-4,0,0,0,-2,381
-3,-3,0,0,11,413
-10,-1,0,0,3,465
-4,1,0,,-2,528
-13,,0,,0,570
3,-6,0,0,-12,546
-2,1,39,0,-7,477
-2,-3,160,0,-5,400
6,-5,258,0,-10,339
4,1,397,31,0,289
11,-7,420,106,-6,181
6,0,469,148,11,42
5,-6,534,225,2,0
11,0,567,295,9,0
-4,-7,532,350,13,
0,-5,465,373,,
0,-3,391,382,3,0
-10,-5,338,377,15,0
-4,1,280,376,8,0
-9,-8,150,344,3,0
-14,-1,15,267,0,0
4,-6,0,184,0,0
-2,-5,0,112,-4,0
-4,-6,0,41,-3,0
6,-7,0,0,-2,0
0,0,0,0,-7,0
12,0,0,0,-2,0
6,0,0,0,-5,0
4,0,0,0,4,0
13,-10,0,0,4,0
3,-4,0,0,4,50
3,-3,0,0,8,152
-3,-7,0,0,8,257
-1,2,0,0,9,324
-6,-11,0,0,8,391
-5,2,0,0,9,413
-5,,0,,-1,466
-6,0,10,0,2,525
2,-10,222,0,2,561
5,2,301,0,-5,535
5,-5,370,0,0,476
5,-5,411,0,-5,404
12,-2,449,74,-5,352
7,-9,512,112,-1,292
9,1,555,163,2,182
8,-8,555,237,6,46
3,0,490,307,2,0
5,1,416,356,16,0
1,-9,356,370,3,0
0,2,301,382,4,0
-4,-8,221,375,11,0
0,1,73,375,,
-6,0,0,350,-5,0
-8,-7,0,278,-4,0
1,0,0,209,-4,0
-3,-7,0,136,-3,0
3,1,0,69,-2,0
8,-4,0,0,-7,0
-3,-3,0,0,-13,0
16,-1,0,0,-5,0
39,-4,0,0,-11,0
1,0,0,0,-6,0
12,-2,0,0,3,0
1,-4,0,0,-3,31
7,1,0,0,12,147
4,-3,0,0,1,241
