x 2 fases 1 ,x desnível 5 ,i 2 fases 1,i desnível 5,x 2 Fases 2,i 2 Fases 2
6,-2,437,382,10,0
4,-4,492,378,,
-3,-2,553,373,3,0
-1,-3,567,328,-1,0
-4,-1,502,246,6,0
-3,-6,432,174,0,0
0,-2,357,103,-6,0
0,-6,307,24,0,0
-1,-1,222,0,-7,0
3,-6,74,0,-8,0
8,-2,0,0,0,0
3,-4,0,0,-4,0
10,-4,0,0,4,0
7,-1,0,0,8,22
6,-5,0,0,7,124
10,-7,0,0,7,229
-2,-2,0,0,8,309
2,-5,0,0,8,374
1,0,0,0,1,414
-9,-8,0,,9,448
-5,8,0,,-3,507
-4,-4,0,0,-1,558
-14,0,0,0,-7,545
0,-7,0,0,-8,476
-11,0,0,0,-3,401
-6,-7,0,37,-11,337
-6,-7,0,105,2,280
9,-3,29,149,-7,164
14,-7,130,219,5,24
-1,-4,235,297,0,0
0,-8,322,358,0,0
15,-3,382,374,11,0
-7,-4,452,382,6,0
11,-6,506,375,1,0
-8,-6,558,374,5,0
-8,-7,533,343,-9,0
-1,-2,465,266,3,0
-14,-8,392,192,2,
-2,0,329,133,,
-14,-7,292,50,-11,0
6,-2,177,0,-3,0
2,-4,32,0,-7,0
-4,-8,0,0,-16,0
14,1,0,0,3,0
1,-8,0,0,1,0
13,-6,0,0,-6,0
7,0,0,0,9,0
6,-5,0,0,0,80
15,0,0,0,12,192
-3,1,0,0,5,269
2,,0,,8,337
2,-8,0,0,8,391
-9,-2,0,0,-4,432
-5,-3,0,0,6,488
-3,-5,0,0,-3,550
-9,-1,0,0,-1,566
4,-5,0,0,-4,499
1,1,0,0,-8,432
-3,-1,0,38,-1,360
8,-7,62,101,-8,312
3,0,168,148,6,246
11,-6,260,224,0,100
10,1,339,292,9,0
7,-3,389,355,14,0
9,-5,473,373,7,0
4,0,532,381,15,
36,-6,565,379,20,
2,-1,531,375,12,0
-1,-6,447,353,3,0
-4,0,380,285,7,0
-2,-3,309,200,1,0
-3,-1,257,127,-5,0
-2,-4,111,43,4,0
-5,-2,0,0,-4,0
1,-4,0,0,-5,0
3,-5,0,0,-1,0
5,1,0,0,-8,0
3,-5,0,0,3,0
11,-1,0,0,0,0
9,-2,0,0,2,0
5,-8,0,0,7,14
5,0,0,0,2,117
5,-6,0,0,9,226
-3,-4,0,0,8,308
1,-4,0,,10,376
3,0,0,,0,414
-10,-8,0,0,4,449
3,1,0,0,-2,506
3,-7,0,0,-5,558
-1,-8,0,0,-3,552
-1,-2,0,28,-7,481
-10,-8,89,103,-7,411
3,0,198,142,-6,343
2,-8,283,204,-4,293
-1,-5,358,283,0,192
13,-6,4,348,0,44
-7,-8,437,369,7,0
0,-2,492,382,-1,0
1,-8,540,377,12,0
3,-1,558,374,11,0
7,-8,496,355,-4,0
-7,0,432,288,13,
-4,-8,366,221,,
-2,-5,309,156,-9,0
-14,-4,242,70,-2,0
0,-6,98,1,0,0
-12,0,0,0,-12,0
5,-8,0,0,-3,0
-4,0,0,0,0,0
-1,0,0,0,-17,0
11,-7,0,0,7,0
3,-2,0,0,-2,0
12,-3,0,0,-3,0
6,-4,0,0,8,32
8,2,0,0,-3,134
13,-2,0,0,14,244
-4,-6,0,0,5,315
1,-6,0,,8,378
1,-12,0,,4,412
-9,-6,0,0,3,454
-4,0,0,0,3,512
-4,-3,0,0,-5,463
-9,0,0,0,-7,441
5,1,17,25,-9,427
1,-7,121,96,-9,387
0,1,226,135,8,330
9,-4,375,199,-8,284
2,-3,408,274,0,159
11,-2,459,341,-6,20
10,-7,521,365,8,0
8,3,567,379,5,0
6,-5,543,379,6,0
7,0,470,375,15,0
4,-4,396,366,10,0
0,-3,327,300,7,
-1,-2,276,213,,
-4,-4,141,144,6,0
-1,-4,12,68,-2,0
-8,-5,0,0,1,0
1,-2,0,0,2,0
-4,-6,0,0,-8,0
4,0,0,0,-3,0
2,-6,0,0,-3,0
6,-6,0,0,-8,0
4,0,0,0,4,0
10,-6,0,0,0,0
10,-6,0,0,3,0
1,-4,0,,8,68
4,0,0,,3,174
1,-7,0,0,7,265
-4,0,0,0,9,337
3,-7,0,0,10,392
0,-7,0,0,-1,433
-10,-2,0,0,3,473
-2,-8,0,0,0,529
-8,-3,70,0,-8,562
-13,-6,180,58,-2,524
5,-7,269,116,-11,449
-8,-5,349,158,-7,386
0,-8,39,234,-4,324
7,1,422,307,-2,258
1,-6,470,364,1,124
14,-2,526,376,-2,0
3,-7,558,382,11,0
6,-3,525,374,-1,0
1,-6,447,367,11,0
-30,-7,384,322,3,0
3,-4,325,248,-6,0
0,-8,276,177,,
-9,0,125,110,11,0
-2,-7,0,29,-7,0
-10,-3,0,0,-3,0
-6,-5,0,0,-4,0
-4,-2,0,0,-13,0
-5,1,0,0,-3,0
7,-9,0,0,-11,0
0,2,0,0,-15,0
13,2,0,0,5,0
1,1,0,0,-4,0
4,1,0,0,0,1
15,-6,0,0,8,97
4,-6,0,0,5,195
8,0,0,0,16,281
-2,,0,,4,352
-5,,0,,9,397
2,-2,0,0,0,437
0,-3,0,0,3,484
-6,-4,21,0,4,540
-3,-6,129,0,-9,560
-5,-5,241,6,-1,516
-11,-7,308,76,-6,432
8,-5,382,120,-6,369
2,0,413,176,5,309
1,-7,473,255,-8,245
12,0,534,314,9,110
3,-2,568,363,0,0
11,-4,521,375,15,0
10,-1,448,380,11,0
6,-6,374,375,4,0
0,0,322,369,16,0
6,-5,257,319,7,0
-2,0,118,246,,
6,-7,0,170,7,0
-4,1,0,112,3,0
-4,-5,0,27,-4,0
-4,-1,0,0,2,0
-4,-5,0,0,0,0
3,-4,0,0,-6,0
-3,0,0,0,-4,0
5,-6,0,0,1,0
1,0,0,0,-8,0
9,-1,0,0,0,0
6,-8,0,0,2,0
8,0,0,0,2,4
10,-5,0,0,10,111
0,-3,0,0,6,223
7,0,0,,8,295
-2,51,0,,8,365
-4,-8,0,0,8,403
0,-6,26,0,3,446
-4,-3,120,0,2,493
-7,-7,226,0,1,545
-5,0,387,24,-8,556
-7,-8,397,103,-2,495
-11,0,405,142,-8,420
2,-8,440,213,-5,362
-5,-3,488,291,-5,307
0,-7,538,354,2,228
8,-6,553,372,1,87
5,-3,498,382,-3,0
9,-7,425,375,15,0
53,-4,361,373,-2,0
-2,-8,317,345,4,0
12,-1,273,268,11,0
-7,-6,133,189,-5,0
0,-4,1,118,9,0
0,-6,0,39,-6,0
-11,-4,0,0,-8,
0,-3,0,0,7,
-12,-9,0,0,0,0
-5,1,0,0,-6,0
-6,-1,0,0,-10,0
0,-8,0,0,-3,0
6,1,0,0,-12,0
2,-4,0,0,0,0
15,-2,0,0,4,0
3,2,0,0,-6,0
11,-8,0,0,12,91
13,2,0,0,-2,196
0,,0,,14,286
3,-2,0,0,3,355
-2,-6,0,0,0,402
-3,0,25,0,10,441
1,-5,130,0,-4,496
-8,1,234,0,3,552
-10,1,305,50,-9,555
2,-7,374,110,0,502
-4,1,410,151,-1,416
0,-4,461,233,-11,356
7,-2,531,306,5,308
0,-2,567,363,-6,230
2,-7,530,374,11,85
10,1,459,382,7,0
7,-8,382,377,6,0
15,2,329,374,10,0
2,-8,260,349,8,0
7,1,135,274,12,0
10,-3,0,189,2,
5,-4,0,118,,
-4,-2,0,39,2,0
2,-5,0,0,4,0
-8,-2,0,0,2,0
-1,-7,0,0,-2,0
-4,0,0,0,0,0
-2,-5,0,0,-6,0
-3,-7,0,0,-8,0
3,0,0,0,2,0
5,-8,0,0,-5,0
3,-5,0,0,1,0
8,-3,0,,4,0
8,,0,0,0,0
9,-7,0,0,5,88
4,0,0,0,5,185
0,-8,136,0,8,281
3,-7,169,0,8,350
-3,0,194,0,5,403
-4,-5,247,0,9,433
-2,-5,310,9,0,478
-7,-7,385,88,3,532
-5,-5,411,132,-2,561
-2,-4,458,192,-7,517
-9,-8,512,272,-5,440
0,-4,554,336,-10,366
-2,-6,522,369,3,317
1,-1,460,380,-6,235
12,-6,387,379,4,88
-3,-5,338,373,2,0
13,-5,272,350,6,0
0,-5,160,281,5,0
11,-4,22,211,0,
-7,-9,0,144,-37,
0,-2,0,61,10,0
-5,-7,0,0,10,0
-16,0,0,0,-3,0
2,-7,0,0,3,0
-13,-2,0,0,-6,0
0,0,0,0,-6,0
-8,-6,0,0,0,0
3,0,0,0,-11,0
5,-3,0,0,-9,0
-6,-6,0,0,-4,0
16,1,0,0,-9,0
2,-6,0,0,1,0
3,1,0,0,-3,0
12,,0,,-3,41
0,,0,,11,159
6,-1,0,0,0,253
2,-7,79,0,12,320
-8,0,188,0,2,389
-5,-3,276,0,12,420
-2,-2,338,0,-6,476
-9,1,427,43,-2,540
-3,-7,487,102,1,571
-5,2,550,147,-8,522
-8,-3,564,222,-2,452
8,-3,494,296,-10,364
-2,-1,423,351,2,328
6,-7,348,368,5,267
9,3,308,379,-5,132
5,-7,218,378,11,1
0,3,70,374,1,0
0,-2,0,355,10,0
9,-5,0,278,11,0
4,-1,0,200,5,0
-3,-7,0,128,12,
0,0,0,57,0,
-8,-7,0,0,2,0
1,1,0,0,3,0
-6,-5,0,0,5,0
1,-2,0,0,2,0
2,1,0,0,-5,0
1,-8,0,0,-1,0
10,1,0,0,-5,0
3,0,0,0,-8,0
10,-8,0,0,3,0
9,1,0,0,-5,0
8,-7,0,0,2,0
8,0,0,0,5,0
1,,33,,0,74
5,,134,,11,188
-2,0,238,0,7,285
-3,-9,316,0,11,353
-3,-3,38,0,2,403
-4,-4,416,0,7,430
-9,-7,457,0,-2,484
-4,2,507,51,-1,545
-8,-8,554,117,-4,554
-6,0,534,159,-4,502
3,-7,469,237,-5,428
-3,-2,396,313,-9,360
13,-5,338,365,0,315
3,-6,288,376,-6,232
8,-3,199,381,3,81
8,-8,51,374,3,0
-2,-2,0,368,4,0
4,-9,0,319,2,0
-7,-1,0,237,5,0
2,-5,0,162,5,0
-9,-4,0,87,10,
-6,-5,0,8,0,
-6,-5,0,0,-6,0
-10,-3,0,0,5,0
1,-7,0,0,1,0
-7,0,0,0,-10,0
11,-2,0,0,-5,0
2,-7,0,0,-7,0
12,-1,0,0,-12,0
7,-4,0,0,-3,0
1,-2,0,0,-9,0
14,-4,0,0,-8,0
-3,-7,0,0,4,0
1,0,58,,0,27
3,,171,0,5,135
-3,-6,266,0,6,233
-5,-5,337,0,8,310
0,0,428,0,9,374
-10,-6,483,0,3,414
-9,0,549,16,9,453
4,-4,561,93,-3,522
-7,-4,495,134,-3,561
15,-1,427,208,-5,538
15,-6,349,288,-8,471
7,0,308,343,-2,392
7,-5,211,368,-7,333
6,3,69,379,2,292
17,-6,0,380,-2,170
6,-6,0,375,6,37
8,0,0,364,14,0
0,-6,0,294,4,0
-4,0,0,232,11,0
-4,-7,0,162,6,0
-6,-3,0,91,3,0
-2,-5,0,8,11,0
-8,-3,0,0,2,0
3,-3,0,0,-2,
1,-7,0,0,6,
8,1,0,0,0,0
9,-7,0,0,-6,0
8,-6,0,0,1,0
8,0,0,0,2,0
9,-4,0,0,-5,0
7,-2,0,0,0,0
7,-5,20,0,-3,0
1,-4,128,0,-3,0
2,,234,,10,0
0,,319,,3,80
-8,1,3,0,10,198
-2,-8,414,0,7,289
-3,0,450,0,8,353
-8,0,507,9,7,399
-2,0,554,29,7,430
-8,0,525,50,3,480
5,-8,461,102,-1,541
3,-3,387,147,0,566
-4,-6,331,221,-4,513
14,-5,289,300,-4,449
0,-4,173,352,-7,373
9,-8,32,375,1,136
6,0,0,384,8,88
2,-7,0,376,8,49
2,0,0,373,7,1
-2,-6,0,337,6,0
-6,-5,0,264,8,0
-2,-4,0,188,12,
-11,-7,0,118,,0
-5,-3,0,43,4,0
-7,-7,0,0,5,0
-5,0,0,0,0,0
0,-7,0,0,-9,0
-2,-7,0,0,4,0
11,0,0,0,0,0
0,-5,0,0,-11,0
13,-3,0,0,-4,0
5,-2,0,0,-8,0
0,-5,0,0,-10,0
13,2,65,0,0,0
4,-8,172,0,-9,0
0,-5,330,0,-6,0
2,0,382,0,5,0
-7,-6,421,0,1,75
-9,0,460,,8,187
1,-47,525,,7,267
-5,-5,562,0,7,337
-8,-8,533,0,8,393
4,0,450,56,2,428
-7,-5,378,115,6,481
7,0,316,161,0,544
11,-3,260,245,-3,567
1,-3,121,316,-3,509
12,0,1,363,-8,445
5,-7,0,373,-3,365
16,1,0,384,-5,317
4,-8,0,375,2,253
0,3,0,373,0,110
4,-6,0,342,8,0
4,-3,0,259,15,0
-4,-2,0,178,4,0
1,-6,0,106,11,0
-3,-1,0,27,13,0
-6,-5,0,0,3,0
0,-1,0,0,8,0
-2,-7,0,0,1,0
6,-1,0,0,-1,
2,-4,0,0,,0
9,-5,0,0,7,0
6,1,0,0,-9,0
9,-3,6,0,-7,0
9,-6,113,0,0,0
8,-2,222,0,-8,0
7,-8,301,0,2,0
5,-8,36,,2,0
1,,405,0,0,0
0,0,446,0,6,0
-5,0,499,0,2,84
-5,-4,543,0,10,204
0,-10,546,0,10,294
-10,-5,481,22,7,358
-6,-8,413,108,9,404
-2,-9,346,146,3,442
-10,-4,303,213,-1,493
5,-11,182,301,-1,550
0,-2,48,351,-4,561
-1,-8,0,374,-5,500
11,2,0,382,-6,433
1,-5,0,376,-6,360
12,-7,0,369,-3,314
30,-4,0,337,-2,202
-6,-7,0,264,2,52
8,-2,0,189,4,0
-9,-10,0,113,2,0
-2,0,0,44,11,0
-10,-8,0,0,8,0
-6,-2,0,0,1,0
-2,-5,0,0,4,0
-13,-4,0,0,0,0
3,0,0,0,-8,0
-4,-6,0,0,,
9,-5,0,0,,
8,0,0,0,2,0
3,-5,63,0,-3,0
12,0,180,0,-9,0
6,-6,273,0,-2,0
7,-7,345,0,-10,0
12,0,394,0,-6,0
-4,-4,436,0,3,0
3,-3,485,,-10,0
0,-54,547,,5,0
-6,-1,535,0,8,53
-3,-6,516,0,0,153
-5,0,435,54,12,254
-10,-6,367,108,1,329
5,1,307,153,13,388
2,-1,244,228,-4,427
-1,-5,96,304,2,469
8,-1,0,356,1,529
2,-7,0,370,-8,564
14,3,0,382,1,537
10,-7,0,380,-4,457
7,-5,0,375,-9,394
80,-1,0,353,0,321
6,-7,0,270,-4,276
4,1,0,202,8,141
3,-8,0,124,-1,5
-3,2,0,60,11,0
-2,-6,0,0,5,0
-2,-3,0,0,10,0
-5,-4,0,0,17,0
0,-4,0,0,0,
-7,3,0,0,,
5,-7,0,0,11,0
2,0,0,0,4,0
11,0,22,0,-5,0
8,-9,135,0,4,0
8,-2,242,0,-5,0
8,-5,316,0,-10,0
6,-5,411,,2,0
4,63,459,,-1,0
2,0,517,0,-9,0
-2,-7,555,0,5,0
1,1,532,0,2,0
-1,-3,461,0,0,0
-7,-9,391,4,10,64
-4,0,330,75,4,173
-8,-7,282,128,9,265
-3,-1,136,181,10,345
2,-6,10,266,5,394
-7,-6,0,334,4,429
5,-3,0,373,1,472
4,-8,0,381,-3,532
3,-1,0,381,-4,566
7,-9,0,374,-6,520
-65,0,0,366,-5,451
4,-8,0,304,-7,384
9,0,0,231,-6,320
0,-4,0,152,-2,256
5,-6,0,77,-1,103
3,-3,0,0,2,0
-8,-6,0,0,8,0
-2,-3,0,0,1,0
-10,-7,0,0,10,0
-5,-2,0,0,4,0
-6,-1,0,0,0,
-2,-6,1,0,10,
5,-1,97,0,9,0
2,-4,201,0,-5,0
11,-3,289,0,0,0
2,2,444,0,0,0
6,-6,460,0,-11,0
11,,478,,-3,0
0,-1,501,0,-6,0
8,-3,540,0,-12,0
-4,-5,559,0,-2,0
-4,0,501,0,-5,0
0,-4,420,0,-6,0
-2,0,346,19,7,38
-7,-2,281,89,-1,135
-5,-5,168,135,13,249
-5,-1,29,206,4,315
-2,-4,0,290,7,382
5,-1,0,349,13,418
-4,-4,0,370,-5,465
1,3,0,380,3,525
11,-6,0,380,-7,566
8,-7,0,376,-2,536
12,0,0,362,-5,450
3,-8,0,282,-11,387
8,3,0,210,4,325
13,-6,0,140,-8,273
5,2,0,74,8,140
0,-5,0,0,0,4
4,-4,0,0,0,0
-7,-2,0,0,13,0
-3,-7,0,0,5,0
-4,1,0,0,10,0
-5,-8,0,0,8,
-2,-7,70,0,,
1,2,184,0,7,0
8,-5,277,0,10,0
6,-5,350,0,-4,0
11,-4,401,0,-3,0
7,-8,432,,2,0
8,20,484,,-8,0
10,3,537,0,-3,0
5,-8,553,0,3,0
9,-8,496,0,-9,0
-4,0,435,0,0,0
-2,-7,363,0,2,0
-5,-2,312,55,1,0
-7,-6,252,118,11,84
-3,-6,84,164,4,189
-7,-4,0,237,8,276
-9,-7,0,314,9,352
2,0,0,357,6,398
-5,-7,0,376,8,434
3,-3,0,382,3,481
6,-5,0,375,1,533
-4,-4,0,368,-7,561
14,-4,0,317,-7,507
2,-8,0,242,-5,444
8,-1,0,173,-8,377
-4,-10,0,96,-2,314
3,0,0,26,-1,236
-2,-9,0,0,1,91
-2,-3,0,0,3,0
-6,-4,0,0,9,0
-13,-5,0,0,1,0
-5,0,0,0,7,0
2,-7,60,0,8,0
-10,-6,16,0,5,0
5,0,260,0,6,0
-3,-7,324,0,-6,0
2,1,390,0,,
10,-5,422,0,,
5,-7,484,0,-4,0
9,0,544,0,-3,0
2,-3,570,,-7,0
0,9,516,,-7,0
3,-4,448,0,-5,0
-4,-3,370,0,-10,0
-3,-3,315,18,-10,0
-3,0,247,88,1,0
-7,-3,90,134,-4,0
-4,-1,0,202,2,41
1,-3,0,282,7,135
-8,1,0,338,6,240
-1,-2,0,370,10,307
3,0,0,377,1,380
3,-4,0,380,10,412
10,-2,0,377,-3,465
3,-2,0,357,2,520
11,-5,0,272,-2,568
8,2,0,201,-7,537
25,-6,0,122,-2,462
9,1,0,53,-8,392
4,-5,0,0,-3,341
-3,0,0,0,-2,281
3,0,0,0,0,171
-7,-6,0,0,8,29
-1,-2,0,0,0,0
-4,-5,32,0,16,0
-1,-4,128,0,6,0
-2,1,237,0,5,0
2,-8,308,0,14,
7,2,379,0,,
1,0,413,0,1,0
9,-8,459,,1,0
8,5,513,,-5,0
7,-2,552,0,-5,0
10,-7,533,0,2,0
1,-3,462,0,-2,0
2,-5,404,0,-7,0
-2,-9,341,1,-2,0
-1,1,292,64,-5,0
-5,-4,210,116,-8,0
-4,-7,52,163,5,0
-7,-2,0,242,0,0
-6,-9,0,319,3,69
-6,0,0,360,8,168
0,-10,0,377,8,268
-2,2,0,384,12,341
1,-3,0,377,3,397
6,-8,0,372,8,426
0,-1,0,336,1,470
10,-9,0,258,-2,530
-7,0,0,198,-2,561
-2,-10,0,115,-5,524
-2,1,0,41,-5,448
3,-4,0,0,-7,380
0,-4,0,0,-1,327
-16,-4,0,0,-3,265
-14,-8,0,0,1,115
-14,0,0,0,3,0
-19,-6,48,0,3,0
-3,-8,152,0,3,0
-11,1,248,0,3,0
8,-3,324,0,8,0
-2,-3,385,0,8,
14,-3,415,0,-41,
8,,474,,-2,0
4,-7,541,0,6,0
10,2,568,0,-5,0
0,-6,518,0,-5,0
4,-6,452,0,-5,0
1,0,376,0,-8,0
-7,-5,318,0,-9,0
-7,0,240,53,-5,0
-1,-1,101,106,-7,0
-7,-6,0,159,-1,0
-5,-1,0,328,-2,0
1,0,0,339,-1,43
-8,0,0,351,9,144
8,-1,0,373,2,238
3,-4,0,382,11,308
5,-2,0,379,3,381
10,-5,0,376,8,413
4,1,0,355,-5,461
12,-7,0,269,-1,525
5,0,0,211,0,562
10,-5,0,128,-9,536
2,-2,0,57,-3,470
-2,-3,0,0,-8,391
1,-5,0,0,-9,346
-8,-5,0,0,4,284
1,-7,0,0,-5,178
-7,2,0,0,11,31
1,-1,70,0,0,0
0,-6,176,0,6,0
-1,0,272,0,17,0
11,-6,3,0,12,0
4,-1,397,0,12,
9,-4,432,0,-24,
10,-,486,,7,0
7,8,542,0,2,0
8,0,556,0,3,0
2,-6,497,0,0,0
0,-7,427,0,-3,0
-1,0,367,0,1,0
-4,-8,318,8,-5,0
-6,-3,237,78,-6,0
-3,-8,92,132,0,0
-7,-3,0,184,-6,0
-4,-5,0,266,2,0
-6,-7,0,336,8,0
0,-2,0,366,0,50
-1,-7,0,379,12,159
3,1,0,381,7,259
9,-8,0,373,10,330
6,-3,0,362,11,390
3,-4,0,294,3,413
9,-5,0,220,2,466
1,-3,0,149,0,523
10,-10,0,67,-3,561
-9,0,0,0,-4,528
0,-7,0,0,-6,450
0,-1,0,0,-4,386
-10,-7,0,0,-3,337
-2,-3,0,0,-3,268
-12,1,5,0,1,133
1,-6,103,0,1,7
0,0,213,0,2,0
-4,-2,293,0,10,0
10,-6,403,0,4,0
-2,0,438,0,7,0
12,-5,498,0,6,0
7,-6,556,0,-2,0
4,0,561,0,4,0
12,,489,,,
-3,-6,426,0,0,0
2,-2,355,0,-6,0
2,-1,306,112,-8,0
-9,-4,213,126,-6,0
-5,-2,61,137,-8,0
-2,-2,0,192,-6,0
-11,-7,0,268,-7,0
-2,-5,0,333,-7,0
4,-2,0,366,1,0
-7,-8,0,374,-1,22
10,0,0,380,4,125
4,-5,0,372,7,219
8,0,0,364,7,303
7,-4,0,288,9,365
8,-3,0,219,2,409
15,-2,0,139,9,441
0,-6,0,68,-4,508
11,-2,0,0,-3,554
0,-6,0,0,-5,552
1,2,0,0,-6,484
-2,-6,0,0,-3,403
-9,0,0,0,-8,343
0,0,61,0,2,293
-7,-5,160,0,-3,182
4,-4,256,0,7,44
5,-3,3,0,5,0
0,-6,388,0,3,0
11,-3,425,0,12,0
7,-8,464,,6,0
8,,520,0,6,0
10,0,554,0,10,0
4,-2,528,0,0,0
8,-8,461,0,,
3,0,394,0,,
1,-6,247,0,2,0
0,-4,221,57,4,0
-4,-4,182,110,-5,0
-6,-9,38,157,-4,0
-2,1,0,221,0,0
-7,-7,0,306,-8,0
-5,-2,0,358,0,0
-5,-5,0,378,3,0
-4,-6,0,384,-2,0
0,-4,0,376,9,0
2,-8,0,368,3,44
6,-2,0,329,10,160
1,-9,0,249,8,257
10,0,0,186,8,325
7,-5,0,106,11,388
4,-3,0,29,2,417
-4,-4,0,0,4,468
-3,-5,0,0,1,521
0,-2,0,0,-4,556
-9,-6,0,0,-4,529
-5,0,0,0,-6,454
-10,-1,77,0,-5,384
-5,-8,171,0,-6,339
-2,1,260,0,-2,256
0,-4,3,0,1,118
6,-8,386,0,4,0
0,0,423,0,7,0
12,-7,466,0,10,0
12,-4,532,0,4,0
1,-1,561,,7,0
12,8,520,,,
4,-5,445,0,6,0
0,-1,381,0,7,0
3,-5,318,4,0,0
3,-2,249,76,1,0
-10,0,106,117,-4,0
1,-4,0,176,-10,0
-6,-1,0,250,-4,0
-8,-3,0,326,-10,0
4,-2,0,365,-10,0
3,-4,0,374,-1,0
-5,1,0,384,-8,0
9,-3,0,377,1,0
2,-4,0,369,4,6
14,-2,0,322,0,99
5,-4,0,235,11,207
9,0,0,172,4,286
37,-6,0,92,9,352
10,0,0,32,10,406
-2,-5,0,0,2,440
10,-2,0,0,0,496
-4,-6,0,0,-5,554
2,-7,0,0,-2,559
-5,2,4,0,-8,485
-5,-6,101,0,-8,424
1,-5,206,0,-2,344
-9,-1,291,0,-6,312
4,-8,401,0,5,212
2,0,442,0,0,74
10,-6,489,0,6,0
11,-4,535,0,5,0
7,0,413,0,10,0
11,,391,,12,0
10,-8,380,0,6,0
5,0,364,0,12,0
2,-3,314,0,8,0
2,-8,236,50,,
-2,-2,97,105,-1,0
0,-9,0,158,1,0
-6,-1,0,225,-2,0
-4,-7,0,308,-8,0
-6,-4,0,360,1,0
-7,-4,0,377,0,0
-1,-8,0,382,-7,0
-5,0,0,375,4,0
3,-9,0,372,-3,0
0,0,0,345,6,0
1,-8,0,265,11,37
8,-4,0,193,3,150
3,-2,0,112,10,252
9,-8,0,38,8,327
5,-2,0,0,10,386
4,-9,0,0,3,422
-6,1,0,0,4,466
-5,-5,0,0,2,514
-5,-2,4,0,-5,555
-8,0,104,0,-4,525
-7,-9,209,0,-7,454
-8,3,285,0,-5,387
-8,-1,361,0,0,331
1,-6,397,0,-4,273
-3,1,493,,1,163
7,1,552,,0,24
0,-6,552,0,7,0
5,-7,496,0,6,0
10,1,423,0,7,0
5,-4,357,0,7,0
7,-3,300,0,1,0
-1,-4,200,0,7,0
-5,-6,64,58,-4,
2,1,0,104,,
-1,-4,0,162,0,0
-8,-2,0,234,-3,0
-2,-3,0,316,-7,0
-7,-2,0,360,-6,0
-5,-2,0,374,-4,0
6,-5,0,381,-10,0
-7,-2,0,376,-2,0
-1,-5,0,374,-1,0
10,0,0,349,-3,0
5,-6,0,262,5,1
11,0,0,196,4,97
4,-4,0,113,7,204
30,-4,0,41,6,276
9,-4,0,0,5,349
6,-5,0,0,9,397
6,-3,0,0,-2,435
0,-6,46,0,3,488
-4,1,150,0,-1,552
1,-1,253,0,-5,560
-4,-5,391,0,-1,500
-5,-3,418,0,-9,435
7,-6,469,0,-5,361
7,-2,522,0,-5,312
8,-4,554,,3,247
1,9,525,,4,105
11,-8,452,0,0,0
9,0,384,0,13,0
8,-3,340,0,7,0
13,-6,289,0,9,0
7,0,149,0,10,
6,-8,19,9,33,
5,-3,0,80,2,0
0,-7,0,125,11,0
-2,-8,0,178,0,0
-3,1,0,255,-3,0
-5,-10,0,336,3,0
-5,0,0,367,-5,0
-5,-7,0,382,-4,0
-7,-1,0,381,2,0
-2,-8,0,374,-9,0
-3,-4,0,358,-6,0
0,-4,0,292,1,0
4,-7,0,220,-2,0
3,-2,0,150,7,0
6,-11,0,65,12,104
8,1,0,1,6,222
32,-6,0,0,9,301
7,-2,0,0,8,367
4,1,78,0,8,401
4,-9,176,0,3,441
-4,2,272,0,-3,497
-7,-1,391,0,-1,553
-8,-7,415,0,-6,544
-6,0,471,0,1,480
-7,-7,536,0,-8,404
-4,0,561,0,-2,345
-4,0,517,,-6,305
-1,7,441,,0,184
1,-7,368,0,5,60
8,-4,322,0,1,0
3,-3,264,0,8,0
9,-5,121,0,6,0
9,1,1,0,6,0
0,-6,0,24,8,0
8,0,0,89,2,0
-3,0,0,134,6,0
-3,-6,0,200,,
-2,0,0,269,,
-3,-5,0,338,-3,0
-6,0,0,368,0,0
-4,-1,0,376,-4,0
-5,-2,0,384,-6,0
-9,-2,0,376,-10,0
4,-3,0,366,-5,0
-3,-2,0,309,-5,0
2,-5,0,221,1,0
9,0,0,160,-6,0
8,-4,0,79,-1,0
11,0,0,12,6,85
5,-5,8,0,2,187
-28,-2,103,0,11,272
9,-4,213,0,2,350
3,-5,289,0,11,398
2,0,366,0,-4,438
1,-6,405,0,3,484
-9,-5,445,0,0,544
-6,-2,494,0,-8,557
-6,-6,542,0,-2,508
3,0,537,0,-6,432
3,,475,,-8,364
-1,-1,412,0,1,305
7,-7,351,0,-3,240
-7,0,314,0,6,89
9,-5,228,0,2,0
8,-5,79,0,14,0
7,-1,0,0,4,0
8,-8,0,49,6,0
4,0,0,106,13,
3,-7,0,161,0,
1,-1,0,229,0,0
2,-8,0,309,8,0
-2,-4,0,360,1,0
-5,-5,0,377,-5,0
-3,-7,0,381,3,0
-4,1,0,367,1,0
-2,1,0,357,-7,0
-5,-1,0,334,-2,0
-1,-7,0,253,-3,0
2,-3,0,181,-10,0
1,-5,0,100,5,0
7,-4,0,24,2,0
7,-4,0,0,2,0
3,-6,9,0,10,97
6,1,104,0,3,211
3,-7,216,0,9,286
1,0,297,0,12,365
4,1,363,0,5,401
2,-5,405,0,4,434
-3,-3,440,0,1,481
-9,-4,506,0,1,531
-6,-3,556,0,-4,555
-9,1,540,,-6,507
-8,,477,0,-4,445
-5,-7,403,0,-10,368
-2,-6,340,0,2,318
3,-1,295,0,-4,247
2,-5,212,0,2,97
9,0,61,0,0,0
4,-5,0,7,4,0
6,-6,0,76,5,0
