normal,2fase,desb,inc,i normal,i 2 fase,i desb ,i inc
12,5,20,1,298,385,257,121
-10,13,15,-2,354,416,181,183
10,-1,15,-6,364,476,106,261
-7,1,6,0,377,535,22,325
8,-4,14,-6,369,559,0,361
-9,-5,5,3,367,512,0,374
7,-2,11,-7,336,439,0,380
-7,-8,11,-3,262,367,0,374
2,1,0,-2,188,316,0,367
-2,-4,8,-5,120,255,0,316
-11,5,11,-2,37,114,0,241
10,5,8,-6,0,0,0,169
-10,11,14,-1,0,0,0,92
9,8,-5,-6,0,0,0,16
6,10,-11,0,0,0,0,0
-7,10,-14,37,0,0,0,0
8,7,-31,-5,0,0,0,0
-5,9,-31,-1,0,0,0,0
1,2,-39,0,0,0,0,0
9,-3,-48,-5,0,0,0,0
-9,-3,-42,0,0,0,73,0
-2,-4,-44,-4,0,0,127,0
3,-4,-36,-7,0,0,180,0
-7,-4,-38,1,0,0,268,0
8,-7,-35,-6,0,0,337,0
-6,-2,-34,-2,0,0,364,0
-7,0,-32,-7,0,0,373,0
0,-1,-34,-7,0,0,36,0
8,6,9,0,0,18,0,0
-2,2,-29,-5,43,0,363,0
1,0,-36,-7,109,0,341,0
4,13,-27,-5,148,241,274,21
-3,6,-35,-8,212,315,201,99
11,4,-23,-2,291,385,128,267
-7,11,-27,-2,344,413,51,286
7,-3,-24,-2,365,459,0,307
-1,1,-6,-6,376,510,0,352
3,1,-11,-6,375,560,0,368
1,-10,4,-8,367,545,0,378
-9,0,4,-8,354,476,0,372
12,-14,2,-6,289,397,0,368
-7,1,24,-5,220,344,0,339
8,-10,24,-1,151,289,0,264
-4,3,26,-8,82,169,0,188
7,6,46,0,8,30,0,126
12,-4,38,-6,0,0,0,42
-5,12,48,-3,0,0,0,0
5,4,45,0,0,0,0,0
1,5,39,-5,0,0,0,0
-7,6,55,-9,0,0,0,0
12,-6,38,2,0,0,0,0
-5,4,38,-2,0,0,0,0
0,1,45,-6,0,0,38,0
8,-9,26,1,0,0,101,0
-3,-6,34,-6,0,0,149,0
6,-6,15,0,0,0,223,0
10,-12,18,2,0,0,300,0
-7,-3,19,-4,0,0,352,0
11,-2,9,-3,0,0,366,0
0,-6,18,-3,0,0,380,0
0,2,6,-6,0,0,0,0
5,-3,2,2,0,0,0,0
11,-4,23,-5,0,66,375,0
-9,0,12,-7,60,0,342,0
12,12,23,-1,115,175,262,37
-7,4,11,-7,164,267,181,100
7,13,16,2,241,341,108,142
-3,1,4,-3,307,396,28,221
-8,11,9,-1,354,424,0,298
10,0,8,-3,364,485,0,356
-8,0,2,-5,377,542,0,370
8,1,11,1,369,561,0,378
-9,-7,3,-7,367,512,0,375
6,0,3,0,334,445,0,370
-9,-9,13,-6,261,374,0,343
-7,3,3,1,194,319,0,278
8,1,11,-2,124,273,0,196
-11,1,3,-3,49,141,0,124
10,9,-10,-4,0,20,0,39
0,5,-9,-3,0,0,0,0
-1,10,-28,4,0,0,0,0
4,10,-31,-3,0,0,0,0
-8,8,-42,-6,0,0,0,0
9,10,-44,0,0,0,2,0
6,8,-41,-6,0,0,88,0
-7,6,-52,-6,0,0,136,0
4,1,-34,-1,0,0,187,0
-2,0,-39,-8,0,0,278,0
0,-2,-30,-3,0,0,339,0
9,-2,-34,-4,0,0,365,0
-11,-5,-30,-5,0,0,373,0
-5,-4,-29,0,0,0,0,0
6,-5,0,-8,0,0,0,0
-7,2,-31,0,0,0,363,0
0,3,-37,-3,0,0,329,0
0,3,-29,-8,0,0,259,0
5,7,-32,-2,0,0,188,18
-4,0,-27,-7,27,0,115,98
-10,1,-24,-3,102,196,37,136
12,11,-18,-6,145,286,0,207
-9,8,-7,-4,210,364,0,286
11,5,-12,-6,292,405,0,342
-7,0,8,-7,344,439,0,367
9,-5,1,-2,366,493,0,379
-3,2,5,-8,376,544,0,374
5,-8,18,-1,374,560,0,369
10,-4,23,-8,366,507,0,353
-9,-3,32,-3,345,429,0,288
13,-14,43,-6,278,358,0,211
-8,4,32,-6,208,309,0,146
9,-7,39,-4,140,231,0,67
-4,4,51,-6,69,79,0,0
9,7,41,0,0,0,0,0
11,0,50,0,0,0,0,0
-6,11,44,1,0,0,0,0
6,6,44,-8,0,0,0,0
1,4,50,-7,0,0,49,0
-6,3,29,0,0,0,108,0
11,-6,35,-7,0,0,163,0
-6,3,20,-2,0,0,249,0
0,1,24,-4,0,0,320,0
8,-12,13,-3,0,0,362,0
-3,-6,20,3,0,0,375,0
8,-5,13,-7,0,0,379,0
9,-10,0,-5,0,0,0,0
-8,2,0,-1,0,0,0,0
4,-11,15,-7,0,0,376,0
-1,3,16,1,0,0,365,0
1,6,17,-4,0,0,295,0
12,-1,19,0,0,57,222,0
-11,0,15,0,64,0,145,28
0,0,16,-7,0,0,68,97
0,12,6,2,0,171,0,135
13,4,13,-3,118,265,0,216
-8,8,3,-4,169,328,0,291
-5,7,3,-3,243,391,0,348
11,7,11,-6,310,417,0,365
-8,0,1,3,355,473,0,378
9,-1,7,-7,364,542,0,375
-8,0,10,1,377,567,0,372
9,-4,6,-7,370,523,0,358
1,-5,14,-3,367,450,0,288
-4,-5,-6,-1,338,385,0,204
4,-8,-13,-6,264,321,0,0
-6,4,-13,7,199,280,0,0
8,-1,-32,-2,128,154,0,57
-11,8,-30,-5,56,24,0,0
2,6,-38,0,0,0,0,0
-2,8,-47,-7,0,0,7,0
-10,9,-42,0,0,0,91,0
10,12,-48,0,0,0,140,0
-9,7,-34,-6,0,0,205,0
-4,4,-41,-3,0,0,293,0
5,4,-34,-2,0,0,348,0
-8,0,-35,-7,0,0,366,0
6,3,-28,2,0,0,374,0
-6,-2,-33,-6,0,0,0,0
-10,-3,0,1,0,0,0,0
0,0,-28,-1,0,0,363,0
-6,-7,-35,-8,0,0,327,0
-3,0,-26,-3,0,0,256,0
12,-4,-33,-6,0,0,185,0
-8,3,-23,-4,0,0,114,0
0,3,-21,-6,0,0,39,60
0,1,-25,-10,0,39,0,118
3,10,-4,1,0,160,0,166
11,3,-11,-7,42,258,0,247
-7,9,2,0,93,0,0,318
8,-58,5,-7,135,0,0,366
-1,7,3,-3,181,397,0,376
2,5,25,-4,259,420,0,379
3,-1,25,-5,327,469,0,369
0,-3,24,-5,361,534,0,360
8,0,38,-8,373,567,0,305
-6,-8,38,-2,378,532,0,229
8,-4,48,-8,368,465,0,160
-2,-8,46,-1,366,391,0,88
5,-13,40,-7,321,338,0,10
0,4,52,0,255,280,0,0
2,-6,39,-1,189,150,0,0
9,6,48,-5,120,15,0,0
-5,-4,44,-8,48,0,67,0
10,3,26,0,0,0,117,0
8,12,30,-8,0,0,178,0
-4,-4,19,-5,0,0,265,0
11,7,23,0,0,0,332,0
-2,-2,5,-6,0,0,365,0
6,0,21,1,0,0,378,0
1,3,7,0,0,0,37,0
-7,0,7,-8,0,0,0,0
11,-14,9,-1,0,0,375,0
6,2,20,-3,0,0,368,0
-4,-9,14,-4,0,0,300,0
9,-7,22,-2,0,0,222,0
-5,5,13,-7,0,0,144,0
-7,-12,16,2,0,0,65,12
10,-4,4,-5,0,0,0,87
-8,8,15,-5,0,10,0,128
3,0,7,-3,0,0,0,198
0,4,7,-5,29,0,0,276
-10,10,13,0,0,222,0,333
16,3,0,-7,0,301,0,363
15,11,13,3,137,370,0,376
-10,4,8,-7,214,411,0,378
12,7,6,-4,295,449,0,373
-8,1,13,-6,346,512,0,357
8,-4,1,-7,364,555,0,288
-2,1,-9,0,376,555,0,216
1,-5,-17,-7,375,490,0,144
0,-4,-31,1,370,416,0,74
-10,-5,-29,-6,350,356,0,5
8,-8,-46,0,278,301,0,0
-10,5,-42,-1,205,221,40,0
6,1,-43,-6,132,73,120,0
-7,8,-37,-3,62,0,163,0
4,9,-34,2,0,0,249,0
11,8,-33,-7,0,0,319,0
-11,13,-34,0,0,0,363,0
10,11,-32,-2,0,0,369,0
-10,7,-30,-8,0,0,372,0
-3,3,0,0,0,0,0,0
5,4,-37,-5,0,0,362,0
-8,2,-30,-2,0,0,354,0
6,0,-37,-7,0,0,283,0
-6,-3,-27,-8,0,0,208,0
-10,-1,-34,2,0,0,133,0
10,-4,-19,-3,0,0,61,0
-11,-5,-27,-8,0,0,0,0
-1,-1,-4,-4,0,0,0,50
3,-4,-6,-8,0,0,0,115
-5,3,-6,1,0,0,0,156
8,5,9,-7,0,3,0,233
-7,4,4,-4,63,0,0,309
0,45,5,-5,0,0,0,362
0,9,27,-6,0,213,0,374
-8,8,24,-2,118,298,0,379
11,9,31,-10,162,365,0,370
-9,4,46,-1,238,414,0,367
13,7,36,-8,315,445,0,318
-8,0,51,0,354,498,0,247
10,-5,42,-5,370,556,0,171
-6,-1,40,-5,377,560,0,98
8,-8,55,-5,369,492,0,22
-4,-5,46,0,364,415,0,0
-8,-8,42,5,324,345,0,0
11,-1,48,-3,253,296,67,0
-7,-2,27,-8,184,185,120,0
9,-1,35,0,114,27,182,0
-5,8,21,0,42,0,269,0
10,-2,21,-7,0,0,333,0
8,11,16,1,0,0,365,0
-2,3,19,-4,0,0,377,0
9,-3,14,-3,0,0,0,0
-1,11,0,3,0,0,0,0
6,-6,14,-7,0,0,376,0
10,-3,18,1,0,0,357,0
-5,-2,18,-1,0,0,277,0
2,-14,19,-7,0,0,208,0
5,0,14,1,0,0,128,0
-2,0,14,-5,0,0,56,0
9,-17,6,1,0,0,0,0
-5,7,14,0,0,0,0,61
-5,-5,4,-6,0,0,0,114
8,0,3,1,0,0,0,159
-3,12,12,-3,0,21,0,243
7,0,0,-3,0,0,0,313
4,6,8,-3,0,126,0,363
-1,15,12,-6,28,235,0,374
-8,4,8,0,89,312,0,380
12,12,15,-8,135,377,0,375
-10,0,-6,1,200,414,0,369
12,5,-8,-3,285,451,0,237
-8,3,-12,-3,338,522,0,218
8,-7,-32,-7,364,559,0,17
8,0,-30,7,374,543,0,0
-8,-7,-39,-5,375,472,0,106
8,-11,-49,-3,369,400,19,25
-9,1,-41,-5,358,343,104,0
9,-5,-47,-3,297,288,152,0
0,6,-33,-6,228,190,225,0
-4,0,-40,1,159,44,310,0
4,4,-33,-6,87,0,355,0
-8,10,-37,-7,19,0,368,0
8,8,-29,1,0,0,373,0
-6,9,-35,-8,0,0,365,0
-10,8,-28,-4,0,0,360,0
10,3,-35,-3,0,0,0,0
-10,5,0,-8,0,0,307,0
-1,5,-27,0,0,0,236,0
1,-2,-33,-7,0,0,168,0
-5,0,-23,-7,0,0,96,0
8,-5,-20,-1,0,0,26,0
-7,-4,-25,-10,0,0,0,0
-8,-2,-4,-3,0,0,0,38
8,-6,-9,-6,0,0,0,110
-5,2,1,-5,0,0,0,153
2,-3,5,-5,0,0,0,228
1,3,2,-7,0,0,0,304
-9,5,24,-3,0,0,0,356
9,2,26,-8,0,0,0,373
5,6,23,0,57,0,0,381
0,8,37,-10,0,186,0,374
0,6,39,0,0,278,0,369
-6,8,46,-8,112,344,0,341
11,9,53,-6,157,400,0,268
-8,0,42,-4,228,434,0,200
11,2,53,-9,308,476,0,128
0,-2,39,-1,351,545,0,49
1,-5,37,-8,370,566,9,0
6,-1,46,29,379,514,70,0
-4,-11,26,0,374,444,123,0
8,-2,32,-7,368,369,182,0
-6,-8,18,-7,345,320,259,0
7,1,17,0,278,248,326,0
-2,0,19,-7,210,113,361,0
3,0,9,-3,137,0,373,0
4,13,16,-2,66,0,380,0
0,-2,7,-5,0,0,373,0
11,12,21,2,0,0,368,0
-5,-1,0,-5,0,0,0,0
-2,-4,0,0,0,0,0,0
8,7,13,0,0,0,307,0
-3,-6,21,-7,0,0,230,0
7,-1,12,-1,0,0,149,0
0,-7,18,-3,0,0,74,0
-5,-15,11,-2,0,0,0,0
8,2,9,0,0,0,0,63
4,-4,6,-5,0,0,0,114
0,-13,2,2,0,0,0,166
9,5,13,-5,0,0,0,252
-5,-8,1,2,0,0,0,315
7,3,12,-4,0,0,0,364
7,14,13,-2,0,0,0,373
-5,13,5,2,0,0,0,374
5,-5,14,2,0,178,0,369
-4,16,2,0,0,269,0,366
64,1,-9,-14,0,340,0,306
6,14,-11,3,115,393,0,232
12,-3,-28,-15,169,438,0,148
-9,3,-28,1,243,487,0,69
13,-1,-44,-7,316,554,0,0
-9,-9,-44,0,354,559,46,0
8,0,-45,-2,366,509,121,0
-6,-8,-36,2,378,438,163,0
5,0,-34,-7,374,375,247,0
7,5,-34,-2,367,325,321,0
-7,-6,-34,-5,341,255,360,0
8,7,-34,-5,260,130,370,0
-9,0,-27,0,200,2,3,0
8,8,70,-8,125,0,0,0
-9,10,-35,0,56,0,361,0
-5,6,-31,-1,0,0,352,0
6,11,-37,-8,0,0,283,0
-7,5,-26,0,0,0,210,0
5,4,-34,-7,0,0,135,0
9,4,-20,-5,0,0,64,0
-10,3,-27,-3,0,0,0,0
9,-3,-17,-8,0,0,0,0
0,0,-6,1,0,0,0,41
-2,-2,-7,-9,0,0,0,112
9,-4,6,0,0,0,0,151
-8,-3,3,-2,0,0,0,225
-6,-7,6,-8,0,0,0,303
7,1,19,-1,0,0,0,352
-9,-1,23,-10,0,0,0,372
5,3,29,2,0,0,0,379
-3,7,43,-9,0,0,0,374
-9,0,35,1,0,0,0,368
9,3,52,-8,25,136,0,331
-9,11,51,0,0,250,0,264
5,7,41,-1,0,326,0,196
11,9,53,-9,138,387,0,123
-6,8,46,0,189,424,0,45
-6,0,43,-8,271,464,10,0
9,2,49,0,333,520,84,0
-6,-8,28,-4,363,565,133,0
12,0,34,-3,375,536,202,0
-7,-2,21,-5,375,460,290,0
9,-10,20,0,367,390,346,0
-7,0,0,-7,358,328,0,0
-4,-7,0,-1,305,279,0,0
9,4,16,0,240,146,368,0
-6,-6,17,-7,171,1,380,0
9,5,13,1,99,0,375,0
-6,4,17,-4,32,0,375,0
2,6,16,-2,0,0,341,0
4,14,19,1,0,0,252,0
-6,-5,19,-5,0,0,183,0
11,11,15,-4,0,0,103,0
-3,3,12,-2,0,0,29,0
-2,-5,5,-4,0,0,0,0
10,0,14,-2,0,0,0,65
-2,-8,4,-4,0,0,0,118
5,-14,12,0,0,0,0,174
2,-2,11,-4,0,0,0,260
-7,-4,0,0,0,0,0,320
1,-8,13,-3,0,0,0,365
3,5,10,-3,0,0,0,374
-3,-8,10,-2,0,0,0,379
9,-7,8,-6,0,10,0,375
-5,14,-7,0,0,116,0,367
-5,-1,-8,-6,0,232,0,308
9,1,-24,1,40,0,0,234
0,5,-31,-5,0,304,0,152
0,0,-31,-2,0,369,0,79
-7,16,-51,-5,93,406,2,0
8,-3,-40,-3,141,464,76,0
-2,4,-50,-5,199,528,136,0
4,-6,-32,-8,279,565,183,0
0,-4,-38,0,329,534,274,0
-10,-2,-30,2,362,452,340,0
9,-10,-33,-2,369,376,367,0
-7,3,-28,-6,376,325,374,0
5,-7,-29,0,367,265,367,0
-5,6,-33,-6,358,127,364,0
2,4,-31,-2,302,1,0,0
-3,1,0,-5,232,0,0,0
-8,12,-34,-8,169,0,253,0
8,6,-29,1,94,0,182,0
-11,7,-34,-5,20,0,104,0
9,12,-19,-7,0,0,33,0
6,3,-24,1,0,0,0,0
-7,4,-11,-7,0,0,0,0
6,4,-8,-1,0,0,0,39
-3,-4,0,-8,0,0,0,109
-11,-2,10,-3,0,0,0,153
9,-2,3,-5,0,0,0,234
-8,-5,10,-6,0,0,0,310
-1,-3,26,-4,0,0,0,356
3,-6,22,-8,0,0,0,375
-9,0,36,1,0,0,0,381
8,2,38,-7,0,0,0,373
-8,3,34,-2,0,0,0,367
-8,8,52,-6,0,68,0,319
8,4,41,-4,0,175,0,243
-4,11,43,-3,0,0,0,0
1,24,52,0,0,0,0,0
10,8,37,-8,5,348,0,98
7,5,47,-3,0,397,70,27
-9,5,36,-8,113,435,123,0
10,0,30,0,161,477,187,0
-7,2,23,-6,232,534,265,0
8,-5,18,-8,308,561,332,0
-3,-5,20,0,349,513,362,0
4,-6,11,-4,369,439,375,0
11,-9,17,-3,378,375,0,0
-8,1,0,-2,373,322,0,0
11,-10,13,-7,368,256,374,0
-8,5,19,1,333,110,367,0
9,-1,16,-3,262,0,296,0
-5,11,20,-5,201,0,217,0
6,3,17,0,126,0,126,0
1,0,13,-4,62,0,53,0
-7,14,7,-1,0,0,0,0
12,-8,12,-4,0,0,0,0
3,1,7,-6,0,0,0,3
0,1,5,-2,0,0,0,67
11,-7,13,-4,0,0,0,122
-4,-3,0,-1,0,0,0,171
8,0,13,-3,0,0,0,258
7,-12,11,-1,0,0,0,324
-3,-8,7,-2,0,0,0,365
6,-4,15,-6,0,0,0,373
1,-13,0,0,0,0,0,380
-7,5,-6,-5,0,0,0,373
9,-6,-9,1,0,0,0,367
-5,-3,-28,-4,0,45,0,317
-5,13,-29,-3,0,153,0,236
-7,2,-47,-3,0,2,0,154
-7,49,-40,-4,0,0,64,82
8,14,-45,-3,15,320,127,0
-11,-2,-35,6,0,386,175,0
0,14,-37,-6,78,420,264,0
-2,-4,-32,-2,132,478,334,0
14,2,-35,-5,185,540,364,0
-8,2,-34,1,254,565,374,0
8,-8,-30,0,320,523,0,0
-5,1,0,-7,355,452,0,0
8,-12,-37,-4,367,370,361,0
3,5,-29,-4,378,328,345,0
-5,3,-39,-4,373,282,267,0
7,-1,-27,4,367,144,198,0
-7,11,-35,-9,331,6,121,0
7,4,-17,1,250,0,53,0
-8,11,-22,-2,193,0,0,0
0,11,-17,-7,116,0,0,0
1,7,-5,-1,48,0,0,0
-3,12,-11,-7,0,0,0,0
10,3,7,-4,0,0,0,37
-9,3,9,-5,0,0,0,103
7,5,3,-6,0,0,0,149
9,1,16,-5,0,0,0,211
-10,-3,24,-9,0,0,0,296
5,0,30,0,0,0,0,349
-2,-6,44,-6,0,0,0,373
0,-6,36,-3,0,0,0,380
10,-2,38,-7,0,0,0,375
-8,-4,52,-6,0,0,0,367
-3,4,41,-3,0,0,0,332
4,2,48,-7,0,0,0,259
-9,0,47,-2,0,0,0,187
7,3,41,-10,0,75,31,108
-4,5,42,1,0,177,89,42
-8,9,29,0,0,273,141,0
11,8,32,-6,43,343,214,0
0,3,20,-2,0,397,298,0
0,10,20,-6,0,428,350,0
-10,-2,18,-8,108,474,372,0
12,2,16,1,157,533,382,0
6,-8,15,-6,218,565,375,0
-3,-10,16,-6,290,513,374,0
7,0,18,0,344,440,328,0
-6,-13,20,-6,365,367,240,0
11,5,18,-7,376,317,175,0
-7,-10,10,0,374,236,90,0
11,5,12,-7,367,84,0,0
-8,-3,4,-3,345,0,0,0
-2,-2,8,-3,281,0,0,0
7,11,13,-3,216,0,0,0
-4,-2,5,-1,151,0,0,0
10,15,4,-7,70,0,0,0
-6,4,12,0,1,0,0,65
5,3,5,-4,0,0,0,116
2,6,8,0,0,0,0,169
-7,0,11,-1,0,0,0,249
12,-12,7,-5,0,0,0,318
5,0,14,-2,0,0,0,362
0,-8,-4,-7,0,0,0,370
8,-10,-8,2,0,0,0,381
-2,0,-15,-7,0,0,0,375
6,-13,-31,-3,0,0,0,369
9,-4,-31,-2,0,0,0,329
-6,3,-40,-6,0,0,0,246
4,-1,-47,0,0,57,68,180
2,12,-44,-7,0,165,128,102
-6,0,-45,0,0,0,188,33
9,4,-34,-6,0,0,279,0
2,12,-39,-1,0,325,344,0
-2,6,-35,-5,0,386,367,0
9,8,-30,1,0,415,374,0
46,-1,0,-6,0,478,0,0
-6,-2,0,2,100,541,0,0
9,0,-30,-6,152,569,367,0
-5,-6,-34,0,214,518,363,0
7,-5,-32,0,292,447,328,0
10,-6,-34,-8,343,374,243,0
-7,-2,-29,0,365,328,173,0
8,7,-34,-7,374,288,93,0
-8,-4,-23,-3,373,150,33,0
7,9,-25,0,367,21,0,0
-7,3,-9,-7,346,0,0,0
4,6,-2,-5,273,0,0,0
-6,14,-10,-5,207,0,0,0
-7,4,9,-7,137,0,0,18
8,7,5,1,66,0,0,88
-10,6,10,-8,0,0,0,135
10,3,24,0,0,0,0,189
2,2,22,-7,0,0,0,276
-4,6,23,-4,0,0,0,340
8,-6,46,-4,0,0,0,372
-8,-3,38,-7,0,0,0,379
7,-4,46,-2,0,0,0,376
7,-7,49,-9,0,0,0,372
-9,2,41,-2,0,0,0,351
1,-2,53,-9,0,0,0,278
0,1,40,-1,0,0,0,208
-10,3,37,-4,0,0,53,127
9,1,47,-5,0,53,105,52
-10,10,25,0,0,168,165,0
-4,8,32,1,0,0,244,0
7,0,19,-3,0,0,324,0
-8,9,23,-8,0,330,363,0
3,8,8,-8,32,393,374,0
0,6,17,-1,0,418,0,0
-2,0,45,-1,97,468,0,0
3,-2,12,-7,138,528,376,0
12,-3,19,-2,196,567,369,0
-8,-9,15,-4,277,520,310,0
10,-3,21,-2,340,456,224,0
-4,-9,18,-4,360,382,149,0
7,-2,15,-7,376,328,67,0
-1,-4,9,0,376,260,0,0
2,1,6,-2,369,117,0,0
2,7,12,-5,357,0,0,0
-8,-5,5,0,302,0,0,0
11,14,7,-5,229,0,0,0
-7,3,7,0,161,0,0,39
6,-1,5,-1,85,0,0,96
-1,14,10,-5,21,0,0,144
-6,-8,9,-1,0,0,0,216
11,3,8,-5,0,0,0,298
-7,3,11,-1,0,0,0,349
3,-13,2,-4,0,0,0,368
5,-12,-8,-4,0,0,0,379
-4,0,-19,-2,0,0,0,377
9,-17,-25,-7,0,0,0,374
6,-6,-30,1,0,0,0,352
-3,-6,-46,-7,0,0,24,268
6,-11,-43,1,0,0,99,206
-1,9,-46,-8,0,0,150,134
5,-5,-35,-3,0,0,207,62
8,0,-37,-5,0,58,296,0
-8,16,-34,-4,0,172,350,0
1,3,-33,-4,0,256,369,0
2,12,-33,0,0,328,375,0
-5,2,0,-7,0,387,0,0
9,-2,-28,2,3,425,367,0
7,6,-37,-6,0,481,362,0
-6,-3,-29,-5,93,543,328,0
-1,1,-35,1,147,567,246,0
6,-2,-27,-10,206,512,180,0
-4,-10,-22,-4,283,439,26,0
8,0,-22,-4,338,368,5,0
-6,-9,-25,-8,361,319,0,0
4,6,-17,1,369,266,0,0
0,-2,-6,-8,378,113,0,0
-2,13,-12,-8,370,0,0,0
3,11,6,0,363,0,0,0
-5,8,10,-6,317,0,0,1
5,13,6,-3,235,0,0,69
-6,8,17,-7,172,0,0,126
2,7,23,-4,94,0,0,176
-3,6,28,-3,37,0,0,258
-10,1,42,-8,0,0,0,328
9,4,38,-2,0,0,0,363
-9,1,49,-11,0,0,0,377
-1,-7,50,2,0,0,0,378
5,0,40,-6,0,0,0,368
-9,2,54,-5,0,0,0,360
7,-8,38,-5,0,0,3,293
6,-3,43,0,0,0,72,81
-7,-3,40,0,0,0,120,0
4,3,26,0,0,0,184,56
-3,7,24,-3,0,0,266,38
1,2,15,-7,0,87,336,6
9,10,20,-7,0,200,365,0
-9,0,4,0,0,0,375,0
0,0,16,-6,0,0,380,0
3,5,11,-8,0,290,374,0
-8,10,18,-8,0,360,0,0
6,5,68,-7,21,406,0,0
9,6,15,-5,0,439,288,0
0,-3,19,0,89,494,210,0
-8,-4,18,-6,130,553,137,0
11,-4,12,0,188,554,57,0
-9,-8,10,-1,267,485,0,0
11,-4,8,-6,337,415,0,0
-5,-9,12,-2,361,348,0,0
8,0,7,-3,376,302,0,0
8,-3,11,-4,376,207,0,0
-7,1,9,-3,368,53,0,0
12,9,2,-5,355,0,0,22
-8,-4,12,0,295,0,0,86
12,14,12,-4,222,0,0,136
-7,9,10,-2,157,0,0,199
9,-3,6,-3,78,0,0,276
-4,11,-4,-2,15,0,0,336
-5,-6,-8,-2,0,0,0,366
11,2,-15,-6,0,0,0,374
-2,4,-29,-1,0,0,0,378
6,-16,-33,-6,0,0,0,370
4,-9,-49,1,0,0,28,361
-5,0,-40,-6,0,0,105,301
10,-15,-47,-4,0,0,159,224
5,0,-32,-2,0,0,222,149
-1,-7,-40,-5,0,0,309,73
10,-12,-28,0,0,0,356,0
-3,9,-35,-2,0,0,372,0
5,0,-28,-6,0,0,0,0
8,-6,0,0,0,98,0,0
-7,17,-32,-6,0,209,367,0
3,2,-32,0,0,284,361,0
1,3,-25,1,0,352,198,0
-8,12,-30,-6,0,400,183,0
10,0,-30,2,0,440,150,0
0,4,-34,-4,0,496,69,0
-7,-8,-18,-6,103,554,0,0
0,-5,-24,2,159,562,0,0
6,0,-10,-8,222,494,0,0
-4,-9,-9,-1,303,425,0,0
7,2,-9,-1,346,360,0,0
-4,-9,10,-8,365,306,0,0
9,7,7,-3,374,232,0,0
-7,3,10,-6,373,77,0,0
-2,4,22,-5,365,0,0,46
2,9,22,-5,341,0,0,103
-5,5,37,-9,273,0,0,152
5,11,40,2,205,0,0,217
-7,7,36,-8,133,0,0,302
7,2,52,-1,58,0,0,355
-4,9,48,-5,0,0,0,376
3,3,43,-4,0,0,0,381
9,-2,52,-4,0,0,0,374
-11,3,40,-7,0,0,13,368
9,0,47,-2,0,0,85,336
3,-7,36,-9,0,0,132,256
-4,0,27,0,0,0,200,193
8,-5,23,-7,0,0,281,112
-6,-8,19,-4,0,0,345,0
4,3,21,0,0,0,367,0
8,-2,8,-5,0,0,377,0
-9,3,0,-5,0,0,0,0
2,8,15,-3,0,45,378,0
0,4,12,-7,0,153,375,0
-9,7,18,0,0,0,352,0
8,1,16,0,0,0,266,0
-7,9,20,-5,0,327,195,0
-5,8,18,-2,16,385,109,0
9,2,14,-4,0,424,33,0
0,6,9,-8,87,461,0,0
-8,0,9,1,126,518,0,0
4,-4,12,-6,181,560,0,0
0,-2,4,-4,246,535,0,0
-6,-7,11,-2,362,462,0,0
-1,-6,3,-6,363,391,0,0
-1,-7,4,0,369,327,0,0
10,0,11,-5,376,272,0,0
-4,-3,9,-5,369,138,0,56
6,2,12,-2,365,2,0,109
-3,12,1,-5,331,0,0,166
3,-1,-5,-2,259,0,0,240
2,12,-12,-3,196,0,0,318
-6,9,-25,-3,123,0,0,360
9,-3,-31,0,51,0,0,372
-6,8,-37,-3,0,0,0,382
10,-8,-49,-2,0,0,78,375
10,0,-43,-4,0,0,132,368
-5,4,-47,-2,0,0,189,330
6,-15,-33,-5,0,0,260,241
1,1,-38,0,0,0,341,180
2,-6,-30,-6,0,0,366,98
11,-13,-35,0,0,0,376,0
-3,4,0,5,0,0,0,0
0,-10,-25,-5,0,0,368,0
7,-8,-33,-3,0,0,361,0
-6,11,-30,-6,0,61,326,0
7,-4,-35,-5,0,168,245,0
8,16,-27,1,0,0,181,0
-6,0,-32,-6,0,261,104,0
4,1,-29,-5,0,334,28,0
1,13,-22,0,0,390,0,0
-8,-3,-17,-6,3,429,0,0
10,6,-5,0,0,474,0,0
-32,4,-9,-7,0,534,0,0
-5,-10,6,-8,113,558,0,0
0,1,8,1,170,522,0,0
4,-10,5,-7,233,435,0,0
-2,-1,15,-6,312,370,0,0
6,3,25,-4,351,229,0,0
-4,9,21,-8,367,201,0,44
7,9,42,-1,375,130,0,101
-8,-2,43,-8,372,0,0,152
0,15,39,-1,366,0,0,219
1,8,52,-8,339,0,0,298
-4,6,46,-4,264,0,0,353
4,14,46,-2,196,0,0,373
-7,3,54,-8,127,0,0,379
4,9,35,-2,54,0,45,373
-5,6,48,-9,0,0,103,368
4,-4,30,1,0,0,166,349
8,-2,32,-7,0,0,243,272
-10,-1,22,-4,0,0,321,200
11,-7,19,-3,0,0,357,124
1,-2,19,-6,0,0,374,50
-3,0,12,-1,0,0,0,0
8,-5,0,-8,0,0,379,0
-8,3,17,0,0,0,374,0
7,0,14,-50,0,0,366,0
7,0,18,-6,0,0,301,0
-8,10,16,-8,0,88,214,0
2,9,19,2,0,19,145,0
-3,5,12,-4,0,0,58,0
1,7,14,-5,0,277,0,0
9,7,10,-2,0,352,0,0
2,7,9,-8,0,396,0,0
-5,0,8,2,20,437,0,0
0,4,5,-1,0,480,0,0
0,-2,9,-8,0,541,0,0
11,-5,6,-1,187,560,0,0
