normal,2fase,desb,inc,i normal,i 2 fase,i desb ,i inc
-8,-9,16,-9,113,0,0,102
9,4,18,2,158,0,0,153
-10,-3,12,-6,228,0,0,230
9,2,18,-2,304,4,0,307
2,9,15,-4,348,101,0,357
-3,8,11,-4,367,206,9,368
7,11,11,-1,375,291,87,377
-8,5,8,-6,373,0,128,374
7,-28,9,1,372,0,186,372
-9,9,2,-7,350,401,266,333
0,3,7,0,281,442,328,261
0,2,4,-3,216,489,365,184
-2,1,10,-3,148,535,375,116
3,-9,8,-3,76,413,3,33
-5,-6,76,-3,1,391,0,0
8,-6,-7,0,0,380,368,0
-4,3,-15,1,0,364,357,0
-7,3,-30,-5,0,314,288,0
11,-1,-33,-5,0,236,209,0
-8,7,-45,-1,0,97,41,0
2,-7,-49,-3,0,0,19,0
4,9,-49,-2,0,0,0,0
-7,8,-39,-2,0,0,0,0
9,7,-39,0,0,0,0,0
8,8,-38,0,0,0,0,0
-6,4,-43,-5,0,0,0,0
7,3,-40,0,0,0,0,0
0,1,-33,-2,0,0,0,0
-2,2,-37,-3,0,0,0,0
-8,-2,-31,0,0,0,0,0
11,-5,-32,-6,0,0,0,0
-7,-3,-38,3,0,0,0,9
-1,-4,-27,-3,9,0,0,78
8,-2,-33,-5,74,0,0,122
-3,-5,-26,-4,120,0,0,183
11,-1,-23,-5,174,0,0,265
-5,2,-20,-2,247,0,0,332
8,1,-6,-4,316,4,43,367
1,7,-11,-3,353,104,105,377
3,7,4,-6,367,209,135,379
5,3,8,-4,378,285,200,375
-2,6,4,-4,367,361,271,363
7,3,25,-7,366,397,327,297
-7,1,21,-3,337,0,0,226
8,4,20,-7,262,0,0,149
-4,2,29,0,209,493,368,0
5,-3,46,0,128,552,368,81
0,-9,40,-9,75,552,367,13
-10,-6,55,-4,0,496,358,0
12,-9,43,-7,0,423,290,0
2,-8,56,-8,0,357,220,0
0,-5,40,1,0,300,140,0
6,-2,49,-4,0,200,67,0
-5,3,26,-8,0,64,0,0
8,2,32,-2,0,0,0,0
6,9,33,-7,0,0,0,0
-4,4,19,0,0,0,0,0
4,6,24,2,0,0,0,0
-3,11,16,-11,0,0,0,0
-9,4,6,-5,0,0,0,0
8,7,20,-4,0,0,0,0
-9,-4,12,-6,0,0,0,0
-3,-2,20,1,0,0,0,0
0,-2,13,-8,0,0,0,0
0,-4,19,0,0,0,0,10
4,-8,21,0,0,0,0,77
-7,-7,15,-9,0,0,0,117
5,-5,17,1,13,0,0,181
-5,-7,13,-9,84,0,0,244
-8,4,13,-6,128,0,37,318
8,-1,8,-2,180,0,105,361
-9,3,8,-7,254,46,148,372
10,8,7,0,324,150,219,377
-9,10,4,-8,356,253,295,373
8,11,8,1,372,0,345,370
4,1,6,-4,376,0,369,332
-6,5,13,-2,373,391,377,256
6,10,5,-3,368,418,0,181
-8,0,18,-5,330,469,0,113
6,0,-27,-1,254,522,281,30
-8,2,-25,-4,193,554,255,0
1,-6,-25,0,123,525,237,0
1,-2,-32,0,55,452,153,0
-4,-5,-46,-4,0,384,80,0
8,0,-42,-7,0,340,0,0
-5,-3,-49,1,0,289,0,0
-5,2,-37,-2,0,149,0,0
10,7,-41,-4,0,19,0,0
-7,1,-39,0,0,0,0,0
4,12,-43,-7,0,0,0,0
2,8,-38,-2,0,0,0,0
-7,6,-33,-2,0,0,0,0
10,8,-36,-3,0,0,0,0
-6,3,-28,0,0,0,0,0
-4,3,-35,-5,0,0,0,0
0,0,-26,-4,0,0,0,0
0,-1,-29,-1,0,0,0,0
8,-6,-31,-5,0,0,0,0
-5,-3,-21,0,0,0,0,41
8,-2,-24,-4,0,0,0,108
9,-8,-15,-1,0,0,30,156
-8,-4,-10,-4,0,0,100,236
12,-3,-4,-3,31,0,135,307
5,-1,5,-6,97,0,199,358
0,4,2,-6,133,0,269,373
8,4,19,-2,189,78,332,377
-4,3,0,-6,269,176,0,373
11,9,22,-2,333,272,361,368
-6,4,35,-8,357,0,373,333
5,0,42,-2,368,0,367,257
2,3,42,-5,377,391,367,177
-1,8,49,-5,367,415,350,0
5,-2,47,2,361,471,273,0
-3,-2,52,-6,305,536,219,34
8,-5,39,-6,234,561,136,0
-7,-7,47,1,171,517,65,0
7,-6,37,-8,96,441,0,0
-1,-10,31,-1,37,368,0,0
5,0,25,-3,0,322,0,0
11,-7,12,-8,0,264,0,0
-8,1,20,1,0,121,0,0
10,6,11,-5,0,1,0,0
5,0,7,-6,0,0,0,0
-2,12,21,-4,0,0,0,0
6,4,8,-10,0,0,0,0
-5,4,13,1,0,0,0,0
4,11,17,-8,0,0,0,0
7,-1,19,-9,0,0,0,0
-8,4,19,0,0,0,0,0
2,-1,16,-6,0,0,0,0
0,-4,16,-3,0,0,0,28
-9,-1,14,-4,0,0,0,96
8,-3,7,-6,0,0,9,135
0,-10,12,-2,0,0,84,201
-8,0,3,-7,0,0,134,281
-6,-3,10,0,0,0,193,340
7,1,5,-5,57,0,273,366
-8,7,8,-2,114,0,332,379
6,0,6,-5,161,8,364,373
-3,4,10,-3,228,103,375,370
3,7,10,-2,305,213,0,345
-2,9,-10,-5,348,289,0,270
-1,0,-6,-2,369,0,368,206
3,0,-13,-7,376,0,352,130
-5,12,-27,0,372,366,272,61
7,2,-31,-5,368,405,210,0
8,9,-38,0,255,445,121,0
-3,-3,-43,1,238,494,45,0
-3,-2,-50,-2,213,542,0,0
-8,-1,-46,-5,146,537,0,0
7,-7,-39,0,72,475,0,0
-9,1,-37,-1,1,412,0,0
-3,-8,-41,-4,0,351,0,0
6,1,-38,1,0,314,0,0
-4,-2,-33,-4,0,228,0,0
8,5,-32,0,0,79,0,0
-5,6,-30,0,0,0,0,0
-5,3,-33,-5,0,0,0,0
9,10,-35,0,0,0,0,0
0,8,-26,-4,0,0,0,0
1,4,-31,-1,0,0,0,0
9,7,-25,-1,0,0,0,0
-8,4,-22,-6,0,0,0,0
-2,-2,-20,0,0,0,5,44
6,0,-7,-4,0,0,64,111
-5,3,-10,-3,0,0,116,158
8,-9,5,-4,0,0,152,233
3,-3,2,-4,0,0,222,304
7,-6,3,-6,0,0,289,355
-6,-5,24,-5,0,0,3,373
12,0,39,-1,43,0,0,378
2,-5,23,-7,105,0,363,376
1,-1,41,-2,147,0,375,373
6,3,37,-6,212,9,365,336
-1,0,48,1,288,104,366,264
9,6,45,-5,343,216,339,186
-5,8,44,-6,362,297,258,0
7,0,53,5,372,0,194,0
0,8,38,-4,374,363,113,44
2,1,47,-7,366,405,38,0
3,3,32,0,355,440,0,0
-1,-2,33,-7,292,506,0,0
6,-2,18,-2,224,556,0,0
-8,-7,20,0,159,540,0,0
9,-6,24,-8,84,477,0,0
-5,-8,7,-5,22,403,0,0
7,-9,11,-2,0,340,0,0
11,0,19,-9,0,295,0,0
-8,-7,10,1,0,212,0,0
12,1,20,-9,0,61,0,0
3,4,12,0,0,0,0,0
0,0,16,0,0,0,0,0
9,13,16,-10,0,0,0,0
-6,3,13,-5,0,0,0,0
-4,4,19,-3,0,0,0,0
7,9,10,-7,0,0,0,2
-8,-2,13,3,0,0,69,75
3,4,8,-8,0,0,126,117
-3,1,6,0,0,0,176,178
-10,-9,8,-5,0,0,262,259
0,-6,2,-2,0,0,326,328
9,-3,7,-4,0,0,362,367
-9,-11,5,-6,0,0,374,376
-6,-2,14,0,14,0,0,375
6,-6,378,-8,84,0,0,373
-6,-6,4,0,125,0,369,367
6,5,-6,-7,177,0,366,316
-4,2,-17,0,254,28,309,244
4,9,-29,-2,324,129,224,163
-3,7,-32,0,354,234,138,0
-9,10,-49,0,374,0,61,0
-6,0,-42,-4,372,0,0,96
-6,10,-51,-3,369,381,0,17
8,4,-37,-7,368,412,0,0
-8,6,-42,2,337,458,0,0
6,-2,-43,-5,260,510,0,0
-4,1,-45,-6,201,546,0,0
-8,-3,-40,0,133,529,0,0
8,-5,-33,-4,60,465,0,0
-9,1,-34,-2,0,402,0,0
-1,-8,-27,3,0,340,0,0
4,5,-35,-7,0,302,0,0
-4,0,-25,-3,0,207,0,0
9,1,-25,-2,0,54,0,0
-4,11,-29,-2,0,0,0,0
-5,6,-18,-2,0,0,0,0
9,10,-23,-4,0,0,0,0
-1,11,-15,-1,0,0,58,0
2,3,-6,-2,0,0,112,0
10,9,-6,-4,0,0,152,1
-8,3,8,1,0,0,219,73
10,-3,7,-4,0,0,286,124
5,4,20,0,0,0,339,175
-3,-9,25,-5,0,0,363,260
0,-8,34,0,0,0,37,321
8,0,2,-3,0,0,0,367
-3,-9,45,-5,0,0,365,376
5,-1,42,-5,12,0,366,377
12,0,53,-4,84,0,345,374
-7,-2,43,-3,124,0,266,364
12,6,53,-6,180,0,207,298
-6,2,46,-2,255,64,134,221
11,9,41,-6,326,172,65,137
-4,6,37,-2,356,264,0,69
-4,8,24,-8,372,0,0,0
9,-50,34,0,377,0,0,0
-5,9,18,-3,368,391,0,0
11,0,21,-7,366,421,0,0
-8,-1,21,-7,329,475,0,0
1,-2,2,1,252,535,0,0
4,-3,24,-5,192,565,0,0
-1,-7,19,-8,110,507,0,0
8,-7,16,0,48,440,0,0
-6,-8,17,-7,0,365,0,0
9,-6,13,-1,0,313,0,0
-3,-2,20,-7,0,235,0,0
5,-2,18,-10,0,76,0,0
11,8,14,1,0,0,0,0
-8,3,17,-6,0,0,0,0
0,2,7,-6,0,0,22,0
4,3,13,-3,0,0,97,0
-3,3,5,-9,0,0,148,0
7,11,9,0,0,0,207,42
-8,5,7,-7,0,0,291,106
-6,1,6,-1,0,0,343,157
0,2,10,-5,0,0,369,238
5,-7,8,-6,0,0,377,312
-4,-11,0,-1,0,0,0,353
1,0,10,-7,0,0,374,367
8,-10,-10,1,0,0,368,380
-11,-8,-13,-7,0,0,344,370
-3,1,-31,0,37,0,259,369
4,-8,-29,-4,99,0,198,329
-5,7,-36,-3,139,0,110,252
6,7,-41,-2,197,13,33,174
-7,2,-41,-6,278,112,0,104
7,14,-47,-1,338,225,0,30
-4,6,-37,-7,363,0,0,0
1,0,-50,2,376,0,0,0
0,14,-44,1,378,375,0,0
-3,0,-45,0,372,412,0,0
8,6,-35,-7,367,449,0,0
-9,0,-35,-1,316,499,0,0
7,-4,-32,-3,235,546,0,0
-6,1,-33,-4,170,538,0,0
3,-6,-34,2,92,472,0,0
-2,-3,-26,-8,36,405,0,0
-8,-1,-31,1,0,339,0,0
10,-2,-26,0,0,306,0,0
3,3,-18,-5,0,210,0,0
-2,0,-20,0,0,48,29,0
8,9,-2,-1,0,0,93,0
-6,4,-9,-6,0,0,133,0
6,9,1,0,0,0,185,0
9,13,7,-4,0,0,259,0
-6,3,12,0,0,0,319,32
10,3,2,0,0,0,0,97
2,5,6,-6,0,0,352,140
0,1,21,0,0,0,366,208
9,0,43,-4,0,0,376,348
-6,5,42,-4,0,0,365,356
0,-10,49,-4,0,0,363,370
2,-6,48,-6,0,0,317,378
7,-4,49,-2,0,0,236,376
-4,-8,51,-6,0,0,183,376
6,2,39,-1,39,0,99,360
0,-1,45,-8,96,0,31,295
-6,0,28,0,133,0,0,224
12,8,30,-6,196,27,0,147
-6,2,24,-6,273,129,0,76
11,9,24,-5,338,236,0,0
-6,7,17,0,361,0,0,0
-2,0,9,6,374,0,0,0
9,4,6,-4,378,374,0,0
-7,1,21,-7,368,409,0,0
12,3,12,-1,361,448,0,0
-8,-4,22,-2,307,510,0,0
12,-3,13,-8,223,559,0,0
-8,-7,20,1,171,550,0,0
0,-7,23,-5,87,473,0,0
7,-9,13,-6,28,406,0,0
-4,-6,19,2,0,332,0,0
12,2,8,-10,0,96,0,0
-6,2,12,0,0,57,65,0
7,5,9,-7,0,29,118,0
11,5,5,-7,0,0,171,0
-8,2,10,0,0,0,252,0
9,5,1,-8,0,0,324,0
2,9,8,-4,0,0,358,51
-2,1,8,-4,0,0,374,108
7,6,11,-6,0,0,0,159
-8,-2,40,-4,0,0,0,232
0,-5,6,-7,0,0,368,307
-3,1,-9,1,0,0,367,354
6,-2,-14,-5,0,0,309,368
-7,-7,-31,-2,0,0,219,380
3,-3,-30,-5,0,0,137,372
-3,-8,-49,-3,0,0,56,369
-9,-5,-39,-3,0,0,0,321
10,4,-52,-6,64,0,0,245
-9,-6,-37,-1,115,0,0,177
-3,7,-36,0,166,0,0,0
5,7,-47,0,235,46,0,0
-6,5,-43,-7,306,148,0,104
6,9,-47,1,349,246,0,31
-7,5,-33,-5,367,0,0,0
8,-38,-33,0,378,0,0,0
-2,11,-30,-4,373,386,0,0
0,4,-32,-7,368,421,0,0
2,9,-35,2,344,461,0,0
-5,-1,-26,0,277,513,0,0
5,-1,-27,-5,208,553,0,0
-7,2,-25,1,137,529,0,0
5,-6,-18,-6,61,457,0,0
-4,-4,-17,-7,0,393,60,0
-9,-3,-4,1,0,327,113,0
11,0,-6,-3,0,290,157,0
-7,6,6,-1,0,174,216,0
0,1,6,-4,0,21,285,0
4,13,18,-6,0,0,339,0
-8,7,26,1,0,0,360,0
8,8,24,-7,0,0,36,0
-3,13,7,-2,0,0,0,56
-5,0,43,-3,0,0,369,114
9,5,38,-4,0,0,365,164
-1,3,52,-1,0,0,351,244
2,-1,48,-4,0,0,284,317
10,2,51,-3,0,0,211,357
-7,1,47,-3,0,0,146,374
0,-9,26,-2,0,0,0,378
8,-3,32,-5,0,0,0,374
4,-3,32,-5,0,0,0,368
-5,-10,23,-7,4,0,0,312
8,2,23,-5,70,0,0,236
-2,-2,16,-3,118,0,0,158
6,0,20,-8,168,0,0,85
1,7,12,-3,236,93,0,19
4,6,16,-6,309,197,0,0
12,8,23,0,354,0,0,0
-6,280,8,-2,370,0,0,0
10,8,21,-7,376,349,0,0
-3,6,17,-4,370,393,0,0
8,2,19,-1,366,428,0,0
-3,3,17,-7,341,476,0,0
-8,-3,16,1,267,542,0,0
12,-7,18,-2,197,559,0,0
-9,-7,10,-9,128,510,3,0
12,-8,8,-1,51,438,69,0
-10,-7,9,-7,0,372,121,0
13,-5,3,-3,0,307,171,0
7,-4,12,-7,0,230,248,0
-6,2,1,-9,0,88,321,0
9,2,9,1,0,0,357,0
-4,7,8,-3,0,0,375,0
4,4,9,-7,0,0,0,31
10,8,0,-1,0,0,0,98
-8,8,11,-9,0,0,370,136
0,1,-8,1,0,0,367,209
3,6,-10,-5,0,0,334,290
-3,-7,-31,-2,0,0,244,349
2,0,-27,-5,0,0,185,370
6,-1,-34,-5,0,0,96,381
-7,-7,-49,-1,0,0,29,370
-7,-4,-43,-7,0,0,0,370
8,-8,-49,-2,0,0,0,339
-3,-8,-35,-8,0,0,0,256
0,0,-51,1,42,0,0,204
0,-2,-43,-4,102,0,0,0
0,-2,-43,0,148,0,0,117
10,7,-37,-3,214,19,0,49
-8,6,-32,-4,294,115,0,0
9,10,-34,-3,346,232,0,0
-7,7,-27,0,366,0,0,0
5,53,-35,-6,378,0,0,0
-3,9,-25,0,377,374,0,0
-10,9,-26,0,373,406,0,0
8,3,-28,-6,355,450,0,0
-10,1,-17,-1,281,501,0,0
9,-2,-21,-1,207,550,31,0
-7,-2,-8,-3,137,544,89,0
6,-3,-6,0,60,478,129,0
-4,-7,-1,-6,0,414,186,0
-6,-2,8,-3,0,363,260,0
10,-4,4,-1,0,307,320,0
-8,2,26,-5,0,221,352,0
1,8,24,0,0,78,368,0
3,1,38,-6,0,0,0,0
-8,13,-19,1,0,0,0,58
9,7,42,-1,0,0,365,115
-5,6,47,-6,0,0,362,166
-5,14,51,-2,0,0,305,248
8,0,45,-5,0,0,226,319
-2,8,51,-1,0,0,172,363
5,2,40,-5,0,0,86,376
10,-3,44,0,0,0,17,381
-7,0,32,-4,0,0,0,376
14,-2,27,-5,0,0,0,375
8,-6,30,-2,0,0,0,340
3,-5,20,-7,0,0,0,255
-2,-5,24,-2,29,0,0,182
8,-10,7,-6,91,0,0,106
-4,1,5,-1,129,0,0,36
8,0,20,-6,185,0,0,0
-1,0,8,39,265,39,0,0
6,5,21,-6,329,144,0,0
4,6,15,-6,357,247,0,0
1,0,20,-7,374,0,0,0
10,9,22,0,375,317,0,0
-5,2,13,-7,368,382,0,0
9,7,20,-8,363,412,0,0
-5,-1,14,-1,324,459,10,0
6,-4,12,-8,246,522,87,0
11,-3,6,-2,181,562,132,0
-7,-7,6,-6,104,543,190,0
13,-3,10,-8,32,464,276,0
-11,-11,1,0,0,396,336,0
14,-4,8,-8,0,334,363,0
4,-6,7,-7,0,277,377,0
-3,0,1,-1,0,151,0,0
9,2,3,-10,0,8,377,20
-7,0,6,0,0,0,368,86
7,8,-8,-7,0,0,365,128
9,6,-15,-2,0,0,298,198
-8,6,-30,-4,0,0,210,276
8,3,-29,-5,0,0,130,340
0,0,-50,-2,0,0,45,367
-1,2,-40,-8,0,0,0,374
7,-4,-52,1,0,0,0,377
-8,-2,-43,-7,0,0,0,368
21,-4,-35,0,0,0,0,364
7,-6,-49,-4,0,0,0,292
7,-6,-44,-3,0,0,0,220
-10,-5,-47,-2,14,0,0,136
11,-5,-34,-7,87,0,0,67
-10,0,-35,-2,133,0,0,0
9,-1,-30,0,193,0,0,0
3,0,-33,-7,268,0,0,0
-4,9,-34,2,334,67,0,0
5,7,-24,-4,358,164,0,0
-6,11,-28,-8,375,0,0,0
8,266,-17,0,376,0,0,0
-9,7,-17,-3,370,338,2,0
2,7,-16,-3,366,396,72,0
0,8,-2,0,319,425,118,0
-2,4,-8,-7,240,472,166,0
2,1,6,1,176,521,229,0
-6,0,8,0,104,558,296,0
8,-4,19,-5,30,525,343,0
-6,0,32,1,0,458,361,0
6,-6,23,-3,0,388,0,0
10,0,1,-1,0,348,0,0
-9,-4,46,0,0,290,367,0
12,4,39,-6,0,170,366,24
1,7,54,0,0,29,342,92
0,0,46,-3,0,0,271,140
9,13,48,-4,0,0,199,207
-5,8,47,-3,0,0,130,288
7,6,35,-3,0,0,56,343
9,14,47,-2,0,0,0,372
0,3,23,-8,0,0,0,378
6,4,32,-2,0,0,0,375
4,3,17,-6,0,0,0,373
0,-4,13,0,0,0,0,356
-6,-4,18,-7,0,0,0,293
9,0,2,-4,0,0,0,219
-6,-6,17,-5,0,0,0,141
-3,-6,18,-5,46,0,0,67
8,2,7,-5,102,0,0,0
-4,-6,24,-8,145,0,0,0
7,4,13,-1,207,0,0,0
-1,3,17,-7,288,0,0,0
6,-5,24,0,344,50,0,0
2,11,13,-2,361,162,0,0
3,4,16,-3,376,2,0,0
11,61,9,-7,376,0,39,0
-5,9,12,-6,369,328,104,0
10,2,7,-4,352,391,161,0
-5,8,10,-6,291,415,234,0
8,-3,6,1,216,469,313,0
-4,-5,4,-9,162,535,355,0
5,1,9,0,76,562,370,0
11,-10,5,-2,7,523,0,0
-9,-3,2,-7,0,442,0,0
12,-11,11,-1,0,375,374,0
2,0,-2,-8,0,324,367,0
0,-3,-4,-3,0,262,336,69
11,-3,-19,-4,0,114,244,114
-7,6,-29,-5,0,0,169,168
9,1,-32,-4,0,0,78,248
8,9,-49,-8,0,0,9,321
-6,7,-41,2,0,0,0,361
2,5,-53,-6,0,0,0,372
-2,8,-35,-2,0,0,0,379
0,1,-53,-5,0,0,0,369
7,4,-47,-2,0,0,0,365
-9,0,-41,-2,0,0,0,303
0,0,-41,-6,0,0,0,229
-4,-7,-33,0,0,0,0,0
4,-5,-37,2,0,0,0,0
-7,-9,-28,-7,3,0,0,89
6,-3,-34,3,70,0,0,20
-5,-2,-27,-5,113,0,0,0
-8,-3,-26,-1,169,0,0,0
9,1,-28,-4,237,0,0,0
-9,2,-15,-7,312,1,0,0
10,9,-22,4,355,100,55,0
-8,8,-1,-6,368,205,108,0
7,11,-5,-7,379,0,153,0
-6,-43,-1,2,374,0,221,0
-8,8,8,-7,369,362,293,0
7,6,10,2,338,405,344,0
-10,7,31,2,257,444,362,0
9,2,26,-8,188,496,0,0
-9,0,6,-2,117,536,0,0
8,-3,39,-2,39,548,370,0
-9,-5,42,-3,0,488,367,0
-6,-2,48,2,0,414,340,0
9,-7,52,1,0,358,270,60
-4,2,46,1,0,317,199,91
6,-2,52,-2,0,232,136,136
11,6,34,-5,0,88,56,208
-8,5,43,-1,0,0,0,281
10,2,31,-6,0,0,0,339
5,11,27,-1,0,0,0,372
-3,8,12,-16,0,0,0,377
8,5,18,-3,0,0,0,375
-5,11,22,-7,0,0,0,373
-6,2,18,0,0,0,0,360
9,0,4,-7,0,0,0,283
0,3,22,-1,0,0,0,210
-5,-6,12,-1,0,0,0,132
4,-8,21,-8,0,0,0,58
2,1,23,-2,0,0,0,0
-7,-7,13,0,29,0,0,0
11,-3,23,-7,96,0,0,0
-4,-6,12,-3,134,0,0,0
9,-6,16,-5,190,0,0,0
10,7,15,-6,276,0,13,0
-4,2,12,-2,331,6,88,0
11,7,8,-5,358,106,127,0
-6,6,3,0,375,214,195,0
10,4,13,-2,374,0,274,0
-7,0,1,-8,367,298,343,0
11,11,10,-2,357,372,366,0
-6,-1,7,-6,303,409,0,0
-4,8,377,-4,232,448,0,0
7,-3,12,-5,170,508,375,0
-5,-1,7,-7,93,556,368,0
12,-8,-7,0,25,545,357,0
-3,-11,-14,-4,0,472,286,0
6,-6,-32,-7,0,399,199,57
0,-10,-28,-3,0,338,125,111
-9,0,-50,-8,0,278,38,161
2,-4,-38,-1,0,156,0,240
4,3,-44,-6,0,22,0,316
-3,0,-45,-2,0,0,0,360
9,5,-35,-4,0,0,0,374
-5,8,-50,-5,0,0,0,382
-6,7,-43,-2,0,0,0,369
7,7,-47,-6,0,0,0,369
-2,1,-37,-1,0,0,0,326
0,1,-27,-7,0,0,0,241
7,-4,-32,0,0,0,0,189
-8,0,-32,-4,0,0,0,102
8,-8,-37,-1,0,0,0,31
4,-5,-24,0,0,0,0,0
3,-8,-25,-4,0,0,0,0
-7,-9,-27,-4,32,0,0,0
7,0,-16,-2,97,0,0,0
-6,-3,-22,-6,134,0,70,0
3,0,-5,3,196,0,112,0
0,5,-8,0,264,0,160,0
-9,2,5,-7,329,51,217,0
8,11,12,1,357,164,295,0
-8,7,7,-4,373,0,343,0
8,6,31,-2,376,0,357,0
-8,9,24,3,369,324,369,0
5,11,44,-7,364,392,369,0
-6,4,37,-5,316,421,0,0
-10,2,0,-1,234,476,0,0
10,-1,39,-6,165,532,343,0
-9,1,57,2,89,556,273,0
8,-4,43,-7,17,514,198,17
-9,-3,54,0,0,448,127,86
-3,-2,35,0,0,374,49,127
7,-4,46,-6,0,338,0,187
-6,2,25,1,0,272,0,270
7,0,28,-7,0,139,0,326
-3,7,23,0,0,20,0,362
-6,4,19,-1,0,0,0,377
10,11,16,-6,0,0,0,380
2,12,16,-1,0,0,0,374
-3,5,14,-7,0,0,0,370
8,10,19,-2,0,0,0,325
-5,9,12,-7,0,0,0,237
-4,-1,23,0,0,0,0,172
9,0,18,-9,0,0,0,106
0,1,21,-5,0,0,0,36
-6,-10,21,0,0,0,0,0
4,3,12,0,0,0,0,0
2,-12,15,-4,0,0,0,0
-7,-9,8,-6,42,0,46,0
12,2,13,0,102,0,108,0
-5,-7,6,-7,146,0,160,0
10,4,11,-1,212,0,236,0
-4,0,6,-3,286,17,315,0
-2,-1,5,-8,338,134,357,0
11,9,8,-4,361,2,372,0
-5,36,5,-5,376,0,378,0
10,3,16,-5,373,314,373,0
-8,12,0,-4,367,382,0,0
11,-2,0,-8,353,414,0,0
-7,4,-3,0,291,460,325,0
-3,-5,-20,-7,218,528,233,0
7,-3,-28,-9,159,561,158,0
-4,-3,-35,0,70,531,67,0
10,-8,-49,-7,2,456,0,30
-7,-4,-42,-2,0,384,0,97
8,-9,-51,-7,0,329,0,136
-1,-1,-32,-3,0,268,0,208
-8,-1,-50,-3,0,138,0,286
12,0,-42,-7,0,12,0,346
2,5,-42,-2,0,0,0,366
-1,7,-32,-7,0,0,0,375
9,9,-39,1,0,0,0,374
-5,5,-40,-5,0,0,0,367
5,2,-27,-1,0,0,0,350
6,7,-36,-5,0,0,0,267
-7,-3,-32,-3,0,0,0,199
0,0,-29,-2,0,0,0,114
-1,0,-31,-6,0,0,0,46
-4,-8,-14,0,0,0,0,0
-1,-3,-22,0,0,0,69,0
7,-4,-11,-3,0,0,116,0
-9,-10,-3,-4,10,0,168,0
8,-3,-5,2,81,0,240,0
7,-4,9,-4,123,0,307,0
-7,-5,9,0,184,0,349,0
9,5,32,0,256,0,364,0
-11,3,2,-3,328,74,0,0
8,8,5,-2,358,183,369,0
-8,7,49,0,372,269,369,0
8,9,43,-7,378,337,367,0
3,9,47,1,373,0,333,0
-6,2,54,-4,367,0,265,0
7,7,43,-5,322,427,190,0
-7,0,56,1,247,476,132,0
8,-1,35,-3,177,533,50,0
-10,0,43,-2,102,554,0,0
9,-3,33,-4,22,511,0,4
2,-5,24,-6,0,445,0,61
-2,-2,31,1,0,374,0,112
10,-7,16,-6,0,331,0,165
-8,3,17,1,0,273,0,235
8,1,12,-3,0,139,0,306
9,8,4,-4,0,15,0,354
-4,10,20,0,0,0,0,372
9,8,10,-8,0,0,0,378
0,14,20,0,0,0,0,374
0,12,18,-4,0,0,0,373
8,3,22,-3,0,0,0,343
0,8,20,-5,0,0,0,264
-6,1,15,-6,0,0,0,192
-2,1,16,-3,0,0,0,120
7,8,5,-6,0,0,61,46
-5,-7,14,0,0,0,115,0
5,-6,6,-3,0,0,173,0
1,6,7,-8,0,0,246,0
-6,-12,9,-2,41,0,313,0
12,5,2,-5,103,0,358,0
-6,-1,9,-3,147,0,372,0
0,-3,0,-2,204,0,0,0
7,10,5,-8,281,8,379,0
-1,0,13,-8,339,110,373,0
9,11,4,-2,361,226,367,0
-3,5,-5,-7,376,306,330,0
6,7,-14,-1,374,372,247,0
1,0,-28,-8,367,0,169,0
3,2,-30,-2,357,411,94,0
1,5,-51,-1,306,447,10,0
1,0,-41,-7,232,507,0,0
4,-5,-52,-1,168,556,0,0
-6,-4,-33,-6,90,537,0,25
9,-8,-36,-5,22,474,0,93
-7,-8,-48,-3,0,401,0,129
-4,-8,-40,-5,0,332,0,195
9,-7,-47,-3,0,284,0,277
-2,1,-34,-8,0,184,0,340
6,-1,-36,0,0,33,0,365
-1,8,-31,-5,0,0,0,374
-8,3,-27,-3,0,0,0,376
10,8,-38,-5,0,0,0,369
5,9,-23,-3,0,0,0,352
-5,2,-28,-2,0,0,0,276
5,9,-28,-6,0,0,0,206
-5,1,-15,0,0,0,14,142
3,0,-19,-8,0,0,89,64
7,0,-4,0,0,0,125,0
44,-7,-9,15,0,0,180,0
-8,-9,4,-4,0,0,244,0
0,-5,6,0,0,0,309,0
1,-6,3,0,0,0,350,0
-4,-7,30,-7,52,0,361,0
10,0,0,-1,110,0,0,0
-8,-5,22,-1,158,0,369,0
5,4,44,-7,226,0,367,0
-5,7,40,3,294,45,366,0
4,4,51,-6,350,158,324,0
9,11,49,1,365,0,255,0
-8,7,41,1,376,0,182,0
8,8,56,-7,372,327,110,0
-9,10,36,-2,367,388,32,0
8,3,45,-3,348,424,0,0
-9,7,26,-5,280,469,0,0
5,0,29,-3,202,523,0,0
7,-4,27,-6,138,552,0,61
-8,-3,16,2,60,518,0,112
10,-6,17,-6,0,445,0,170
-9,-4,18,0,0,382,0,241
-2,-2,13,-5,0,324,0,318
5,0,21,-2,0,274,0,358
-3,5,10,-3,0,136,0,376
9,2,20,-4,0,9,0,378
-4,12,16,-3,0,0,0,374
-5,7,16,-7,0,0,0,372
10,9,22,0,0,0,0,327
1,14,13,-6,0,0,0,240
0,0,16,-1,0,0,1,168
9,12,9,-5,0,0,72,84
-7,4,10,-4,0,0,121,0
-4,-4,8,73,0,0,183,0
8,5,9,-6,0,0,256,0
25,-9,6,-8,0,0,329,0
-4,-10,3,1,0,0,363,0
6,2,9,-4,0,0,0,0
0,-6,374,-6,0,0,0,0
-8,-13,7,-4,66,0,378,0
12,6,14,-6,115,0,372,0
